"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Counter Fraud","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","G6/G7","Male","60","60","63790","61380"
"In post","2021","Attorney General's Departments","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","SEO/HEO","Female","60","60","36650","34720"
"In post","2021","Attorney General's Departments","Counter Fraud","SEO/HEO","Male","90","90","38180","40000"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","Female","45","40","36560","38180"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","Male","55","55","37460","38180"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","EO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","EO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","SEO/HEO","Female","30","30","33750","32500"
"In post","2021","Attorney General's Departments","Finance","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","EO","Female","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","G6/G7","Female","50","45","56660","54760"
"In post","2021","Attorney General's Departments","Human Resources","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","SEO/HEO","Female","75","75","34720","33310"
"In post","2021","Attorney General's Departments","Human Resources","SEO/HEO","Male","30","30","34720","34160"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","EO","Female","115","115","28850","28620"
"In post","2021","Attorney General's Departments","Legal","EO","Male","65","65","29470","29280"
"In post","2021","Attorney General's Departments","Legal","G6/G7","Female","2710","2410","57730","55610"
"In post","2021","Attorney General's Departments","Legal","G6/G7","Male","1630","1580","59380","57400"
"In post","2021","Attorney General's Departments","Legal","SCS level","Female","160","150","85490","81790"
"In post","2021","Attorney General's Departments","Legal","SCS level","Male","110","105","88050","82720"
"In post","2021","Attorney General's Departments","Legal","SEO/HEO","Female","315","295","39130","38760"
"In post","2021","Attorney General's Departments","Legal","SEO/HEO","Male","160","155","38640","38000"
"In post","2021","Attorney General's Departments","Operational Delivery","AA/AO","Female","1055","940","22260","21950"
"In post","2021","Attorney General's Departments","Operational Delivery","AA/AO","Male","380","370","22220","21950"
"In post","2021","Attorney General's Departments","Operational Delivery","EO","Female","860","765","28100","28430"
"In post","2021","Attorney General's Departments","Operational Delivery","EO","Male","310","305","28160","28430"
"In post","2021","Attorney General's Departments","Operational Delivery","G6/G7","Female","60","55","60350","58330"
"In post","2021","Attorney General's Departments","Operational Delivery","G6/G7","Male","35","35","59980","59020"
"In post","2021","Attorney General's Departments","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Operational Delivery","SEO/HEO","Female","245","235","34560","33310"
"In post","2021","Attorney General's Departments","Operational Delivery","SEO/HEO","Male","105","105","34530","33310"
"In post","2021","Attorney General's Departments","Other","AA/AO","Female","30","30","23720","23800"
"In post","2021","Attorney General's Departments","Other","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","EO","Female","150","140","27610","27350"
"In post","2021","Attorney General's Departments","Other","EO","Male","75","70","27480","27350"
"In post","2021","Attorney General's Departments","Other","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Other","SEO/HEO","Female","65","65","33480","31710"
"In post","2021","Attorney General's Departments","Other","SEO/HEO","Male","50","50","34380","33000"
"In post","2021","Attorney General's Departments","Policy","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","EO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","EO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","G6/G7","Female","35","35","59300","56440"
"In post","2021","Attorney General's Departments","Policy","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Policy","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","EO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Other","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","AA/AO","Female","310","280","21730","20920"
"In post","2021","Cabinet Office","Unknown","AA/AO","Male","235","230","21860","20920"
"In post","2021","Cabinet Office","Unknown","EO","Female","525","500","27140","27500"
"In post","2021","Cabinet Office","Unknown","EO","Male","350","345","27310","27500"
"In post","2021","Cabinet Office","Unknown","G6/G7","Female","1480","1435","59390","55820"
"In post","2021","Cabinet Office","Unknown","G6/G7","Male","1510","1495","59800","56370"
"In post","2021","Cabinet Office","Unknown","SCS level","Female","415","405","87670","75930"
"In post","2021","Cabinet Office","Unknown","SCS level","Male","550","545","95620","81070"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","Female","2240","2210","33560","33250"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","Male","1730","1720","33680","33300"
"In post","2021","Chancellor's other departments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","Female","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","G6/G7","Female","60","50","74690","70000"
"In post","2021","Chancellor's other departments","Other","G6/G7","Male","85","80","85470","81240"
"In post","2021","Chancellor's other departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","Female","35","35","41580","40290"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","Male","55","55","41150","40750"
"In post","2021","Chancellor's other departments","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
