"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Rural Payments Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
