"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Scottish Government","SEO/HEO","SEO","40","35","44630","45110"
"In post","2021","Human Resources","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","EO","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","EO","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","EO","EO","35","30","24270","23520"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","G6","15","10","61150","60780"
"In post","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","G7","35","30","50480","49120"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","HEO","70","70","30390","30130"
"In post","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","SEO","50","50","36770","36030"
"In post","2021","Human Resources","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","EO","EO","15","15","29520","29300"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","25","25","35690","33930"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","20","20","41660","39630"
"In post","2021","Internal Audit","HM Land Registry","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","EO","EO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","G6/G7","G7","10","10","55200","52580"
"In post","2021","Internal Audit","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","SEO/HEO","HEO","10","10","31940","31810"
"In post","2021","Internal Audit","HM Revenue and Customs","SEO/HEO","SEO","40","40","41110","41320"
"In post","2021","Internal Audit","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","G6/G7","G6","50","45","66040","64690"
"In post","2021","Internal Audit","HM Treasury","G6/G7","G7","90","85","53820","54000"
"In post","2021","Internal Audit","HM Treasury","SCS level","SCS level","20","15","91920","87870"
"In post","2021","Internal Audit","HM Treasury","SEO/HEO","HEO","55","50","34230","33420"
"In post","2021","Internal Audit","HM Treasury","SEO/HEO","SEO","140","130","44400","43950"
"In post","2021","Internal Audit","Ministry of Defence","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","EO","EO","25","25","27560","26670"
"In post","2021","Internal Audit","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","G6/G7","G7","15","15","56350","56500"
"In post","2021","Internal Audit","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence","SEO/HEO","HEO","60","60","34660","33300"
"In post","2021","Internal Audit","Ministry of Defence","SEO/HEO","SEO","35","30","43800","42200"
"In post","2021","Internal Audit","Ministry of Justice","AA/AO","AO","10","10","34840","35900"
"In post","2021","Internal Audit","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","SEO/HEO","SEO","35","35","49770","51150"
"In post","2021","Internal Audit","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","AA/AO","AA","15","15","19690","20180"
"In post","2021","Legal","Attorney General's Departments","AA/AO","AO","1470","1345","22320","21950"
"In post","2021","Legal","Attorney General's Departments","EO","EO","1565","1455","28150","28430"
"In post","2021","Legal","Attorney General's Departments","G6/G7","G6","990","920","68990","66940"
"In post","2021","Legal","Attorney General's Departments","G6/G7","G7","3480","3200","55370","54200"
"In post","2021","Legal","Attorney General's Departments","SCS level","SCS level","280","270","86920","82500"
"In post","2021","Legal","Attorney General's Departments","SEO/HEO","HEO","795","765","36260","35020"
"In post","2021","Legal","Attorney General's Departments","SEO/HEO","SEO","125","125","40010","39750"
"In post","2021","Legal","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office","SCS level","SCS level","50","45","87170","79910"
"In post","2021","Legal","Cabinet Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Legal","Charity Commission","G6/G7","G7","15","10","53340","51070"
"In post","2021","Legal","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","EO","EO","10","10","29430","29160"
"In post","2021","Legal","Competition and Markets Authority","G6/G7","G6","60","55","76690","75270"
"In post","2021","Legal","Competition and Markets Authority","G6/G7","G7","50","50","57290","56360"
"In post","2021","Legal","Competition and Markets Authority","SCS level","SCS level","25","25","109130","101410"
"In post","2021","Legal","Competition and Markets Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","G6","15","15","71070","71680"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","G7","40","35","54580","55260"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","10","33240","31010"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","20","20","42380","40950"
"In post","2021","Legal","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","G6/G7","G6","25","25","66200","65350"
"In post","2021","Legal","Department for Education","G6/G7","G7","25","25","52510","50630"
"In post","2021","Legal","Department for Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","EO","EO","5","5","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","AA/AO","AO","15","15","25730","27080"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","EO","EO","5","5","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","G6/G7","G6","35","35","70370","69810"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","G6/G7","G7","55","30","57590","57760"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Land Registry","EO","EO","55","50","27620","27130"
"In post","2021","Legal","HM Land Registry","G6/G7","G6","15","15","74630","75460"
"In post","2021","Legal","HM Land Registry","G6/G7","G7","125","110","62970","60840"
"In post","2021","Legal","HM Land Registry","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","HM Land Registry","SEO/HEO","HEO","40","35","34560","33840"
"In post","2021","Legal","HM Land Registry","SEO/HEO","SEO","15","15","41930","38550"
"In post","2021","Legal","HM Revenue and Customs","AA/AO","AA","10","10","20850","20070"
"In post","2021","Legal","HM Revenue and Customs","AA/AO","AO","140","125","22200","21440"
"In post","2021","Legal","HM Revenue and Customs","EO","EO","220","200","27200","26990"
"In post","2021","Legal","HM Revenue and Customs","G6/G7","G6","130","120","71430","71290"
"In post","2021","Legal","HM Revenue and Customs","G6/G7","G7","215","205","55790","59160"
"In post","2021","Legal","HM Revenue and Customs","SCS level","SCS level","25","25","87470","82180"
"In post","2021","Legal","HM Revenue and Customs","SEO/HEO","HEO","375","355","32950","31810"
"In post","2021","Legal","HM Revenue and Customs","SEO/HEO","SEO","165","160","38290","38630"
"In post","2021","Legal","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","EO","EO","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","G6/G7","G7","15","15","60340","56850"
"In post","2021","Legal","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","AA/AO","AO","20","20","20930","20290"
"In post","2021","Legal","Ministry of Justice","EO","EO","90","85","24850","24820"
"In post","2021","Legal","Ministry of Justice","G6/G7","G7","305","290","59650","57330"
"In post","2021","Legal","Ministry of Justice","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","SEO/HEO","HEO","220","215","27470","26550"
"In post","2021","Legal","Ministry of Justice","SEO/HEO","SEO","795","690","41970","43100"
"In post","2021","Legal","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","National Crime Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","Legal","National Crime Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Legal","National Crime Agency","G6/G7","G7","30","25","59100","59160"
"In post","2021","Legal","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","G6/G7","G6","15","15","76390","76530"
"In post","2021","Legal","Office of Gas and Electricity Markets","G6/G7","G7","55","50","59270","60180"
"In post","2021","Legal","Office of Gas and Electricity Markets","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","AA/AO","AA","285","235","20070","20070"
"In post","2021","Legal","Scottish Government","AA/AO","AO","615","550","22430","22820"
"In post","2021","Legal","Scottish Government","EO","EO","450","415","28680","29350"
"In post","2021","Legal","Scottish Government","G6/G7","G6","35","35","72600","73280"
"In post","2021","Legal","Scottish Government","G6/G7","G7","180","170","63600","68440"
"In post","2021","Legal","Scottish Government","SCS level","SCS level","25","25","87260","83230"
"In post","2021","Legal","Scottish Government","SEO/HEO","HEO","155","150","33940","35230"
"In post","2021","Legal","Scottish Government","SEO/HEO","SEO","515","480","46960","46080"
"In post","2021","Legal","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","G6/G7","G6","10","10","76950","76650"
"In post","2021","Legal","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","EO","EO","15","15","28130","28470"
"In post","2021","Legal","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","SEO/HEO","SEO","10","10","37230","37230"
"In post","2021","Legal","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","AA/AO","AO","10","10","23810","23960"
"In post","2021","No function","Attorney General's Departments","EO","EO","20","15","27960","27350"
"In post","2021","No function","Attorney General's Departments","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","G6/G7","G7","10","10","55880","55180"
"In post","2021","No function","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","SEO/HEO","HEO","15","15","33120","33090"
"In post","2021","No function","Attorney General's Departments","SEO/HEO","SEO","25","25","40850","40760"
"In post","2021","No function","Cabinet Office","AA/AO","AO","110","105","24160","24490"
"In post","2021","No function","Cabinet Office","EO","EO","335","330","27940","27500"
"In post","2021","No function","Cabinet Office","G6/G7","G6","245","240","66240","64550"
"In post","2021","No function","Cabinet Office","G6/G7","G7","705","695","55460","54700"
"In post","2021","No function","Cabinet Office","SCS level","SCS level","250","250","86750","77000"
"In post","2021","No function","Cabinet Office","SEO/HEO","HEO","2330","2325","31190","30880"
"In post","2021","No function","Cabinet Office","SEO/HEO","SEO","195","195","41200","40600"
"In post","2021","No function","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","EO","EO","10","10","30450","31440"
"In post","2021","No function","Chancellor's other departments","G6/G7","G6","10","10","71030","73520"
"In post","2021","No function","Chancellor's other departments","G6/G7","G7","30","30","53750","51310"
"In post","2021","No function","Chancellor's other departments","SCS level","SCS level","15","15","108120","100700"
"In post","2021","No function","Chancellor's other departments","SEO/HEO","HEO","20","20","36900","38300"
"In post","2021","No function","Chancellor's other departments","SEO/HEO","SEO","30","30","42420","41960"
"In post","2021","No function","Charity Commission","EO","EO","10","10","[c]","[c]"
"In post","2021","No function","Charity Commission","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","AA","75","65","19320","18900"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","AO","1265","1165","21700","20940"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","EO","EO","1385","1315","26100","26290"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","G6","595","575","67700","64990"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","G7","1745","1695","55350","53600"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","300","290","82790","74860"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","1780","1715","33790","33570"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","1465","1425","41890","40220"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","EO","EO","120","120","27680","26180"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","G6","130","130","64730","62820"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","G7","395","385","54860","52130"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","SCS level","85","80","85550","75500"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","455","450","35830","34020"
"In post","2021","No function","Department for Education","AA/AO","AO","55","50","22120","21000"
"In post","2021","No function","Department for Education","EO","EO","470","455","26650","26000"
"In post","2021","No function","Department for Education","G6/G7","G6","435","415","64800","64180"
"In post","2021","No function","Department for Education","G6/G7","G7","1065","1030","52590","52020"
"In post","2021","No function","Department for Education","SCS level","SCS level","135","130","79540","74100"
"In post","2021","No function","Department for Education","SEO/HEO","HEO","940","910","31280","30200"
"In post","2021","No function","Department for Education","SEO/HEO","SEO","1050","1015","38640","37100"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","AA","10","10","20210","21330"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","AO","835","780","22070","21050"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","EO","EO","1010","960","26730","26390"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","G6","315","300","63080","63180"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","G7","870","840","52500","52840"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","SCS level","145","140","83430","76920"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","1205","1165","31940","32560"
