"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Operational Delivery","Unknown","SEO/HEO","20","20","44950","44910"
"In post","2021","40-49","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Operational Research","London","G6/G7","35","30","64150","64140"
"In post","2021","40-49","Operational Research","London","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Operational Research","London","SEO/HEO","20","15","44860","45390"
"In post","2021","40-49","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Operational Research","Outside London","EO","5","5","[c]","[c]"
"In post","2021","40-49","Operational Research","Outside London","G6/G7","115","105","50950","48270"
"In post","2021","40-49","Operational Research","Outside London","SEO/HEO","45","40","37750","37320"
"In post","2021","40-49","Operational Research","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other","London","AA/AO","110","100","24940","24990"
"In post","2021","40-49","Other","London","EO","165","160","27890","28670"
"In post","2021","40-49","Other","London","G6/G7","280","265","65320","61150"
"In post","2021","40-49","Other","London","SCS level","65","65","96040","91590"
"In post","2021","40-49","Other","London","SEO/HEO","240","235","38270","37730"
"In post","2021","40-49","Other","Outside London","AA/AO","1315","1245","20980","20920"
"In post","2021","40-49","Other","Outside London","EO","745","715","26150","26670"
"In post","2021","40-49","Other","Outside London","G6/G7","290","285","58540","56620"
"In post","2021","40-49","Other","Outside London","SCS level","30","30","89240","83200"
"In post","2021","40-49","Other","Outside London","SEO/HEO","940","905","35890","35790"
"In post","2021","40-49","Other","Outside London","Unknown","40","40","42050","39020"
"In post","2021","40-49","Other","Overseas","EO","5","5","[c]","[c]"
"In post","2021","40-49","Other","Overseas","G6/G7","50","50","66200","66680"
"In post","2021","40-49","Other","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Other","Overseas","SEO/HEO","85","85","43600","44740"
"In post","2021","40-49","Other","Unknown","Unknown","385","385","40220","35380"
"In post","2021","40-49","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","London","G6/G7","15","15","57360","54710"
"In post","2021","40-49","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","Outside London","G6/G7","15","15","55440","54940"
"In post","2021","40-49","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","Outside London","SEO/HEO","10","10","39150","40580"
"In post","2021","40-49","Planning Inspectors","Outside London","G6/G7","100","95","54290","47660"
"In post","2021","40-49","Policy","London","AA/AO","65","60","25330","24370"
"In post","2021","40-49","Policy","London","EO","230","215","29660","29500"
"In post","2021","40-49","Policy","London","G6/G7","1935","1840","60970","59300"
"In post","2021","40-49","Policy","London","SCS level","690","655","85530","78000"
"In post","2021","40-49","Policy","London","SEO/HEO","960","920","39370","39910"
"In post","2021","40-49","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Policy","Outside London","AA/AO","60","55","22330","23240"
"In post","2021","40-49","Policy","Outside London","EO","180","165","26850","26670"
"In post","2021","40-49","Policy","Outside London","G6/G7","765","735","55590","53360"
"In post","2021","40-49","Policy","Outside London","SCS level","75","70","84240","78460"
"In post","2021","40-49","Policy","Outside London","SEO/HEO","1020","965","38040","37410"
"In post","2021","40-49","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Policy","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Policy","Overseas","EO","15","15","27240","27360"
"In post","2021","40-49","Policy","Overseas","G6/G7","295","295","59510","58750"
"In post","2021","40-49","Policy","Overseas","SCS level","90","90","81360","73810"
"In post","2021","40-49","Policy","Overseas","SEO/HEO","165","165","35590","34260"
"In post","2021","40-49","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","London","EO","50","50","29570","29370"
"In post","2021","40-49","Project Delivery","London","G6/G7","430","420","61930","59620"
"In post","2021","40-49","Project Delivery","London","SCS level","100","95","90820","90150"
"In post","2021","40-49","Project Delivery","London","SEO/HEO","355","345","39700","40110"
"In post","2021","40-49","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Outside London","AA/AO","40","40","21280","20920"
"In post","2021","40-49","Project Delivery","Outside London","EO","310","295","26270","26670"
"In post","2021","40-49","Project Delivery","Outside London","G6/G7","995","980","54730","53360"
"In post","2021","40-49","Project Delivery","Outside London","SCS level","50","50","82490","77460"
"In post","2021","40-49","Project Delivery","Outside London","SEO/HEO","1685","1630","36780","37720"
"In post","2021","40-49","Project Delivery","Outside London","Unknown","130","130","46540","42290"
"In post","2021","40-49","Project Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Overseas","G6/G7","15","15","57880","58030"
"In post","2021","40-49","Project Delivery","Overseas","SEO/HEO","20","20","41130","41810"
"In post","2021","40-49","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","London","AA/AO","25","20","24590","25000"
"In post","2021","40-49","Property","London","EO","55","50","30240","30000"
"In post","2021","40-49","Property","London","G6/G7","75","75","61290","62170"
"In post","2021","40-49","Property","London","SCS level","10","10","89770","88050"
"In post","2021","40-49","Property","London","SEO/HEO","95","95","39770","37660"
"In post","2021","40-49","Property","Outside London","AA/AO","155","145","19750","19560"
"In post","2021","40-49","Property","Outside London","EO","240","225","26450","26410"
"In post","2021","40-49","Property","Outside London","G6/G7","215","210","55980","54540"
"In post","2021","40-49","Property","Outside London","SCS level","15","15","78590","74100"
"In post","2021","40-49","Property","Outside London","SEO/HEO","595","575","36090","33570"
"In post","2021","40-49","Property","Overseas","EO","10","10","[c]","[c]"
"In post","2021","40-49","Property","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Property","Overseas","SEO/HEO","30","30","37920","38360"
"In post","2021","40-49","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","Outside London","EO","55","50","26730","26850"
"In post","2021","40-49","Psychology","Outside London","G6/G7","65","60","63460","65520"
"In post","2021","40-49","Psychology","Outside London","SEO/HEO","160","150","43660","45470"
"In post","2021","40-49","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","London","AA/AO","15","15","23880","23800"
"In post","2021","40-49","Science and Engineering","London","EO","15","15","29040","27680"
"In post","2021","40-49","Science and Engineering","London","G6/G7","170","160","60720","59590"
"In post","2021","40-49","Science and Engineering","London","SCS level","20","20","95400","84640"
"In post","2021","40-49","Science and Engineering","London","SEO/HEO","135","125","40230","40810"
"In post","2021","40-49","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Outside London","AA/AO","155","150","21610","21570"
"In post","2021","40-49","Science and Engineering","Outside London","EO","240","225","26660","26670"
"In post","2021","40-49","Science and Engineering","Outside London","G6/G7","940","900","54280","53400"
"In post","2021","40-49","Science and Engineering","Outside London","SCS level","15","15","90690","88740"
"In post","2021","40-49","Science and Engineering","Outside London","SEO/HEO","1225","1155","37810","37960"
"In post","2021","40-49","Science and Engineering","Outside London","Unknown","105","105","49530","49540"
"In post","2021","40-49","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","SEO/HEO","10","10","47490","45610"
"In post","2021","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Unknown","Unknown","20","20","28240","27370"
"In post","2021","40-49","Security","London","AA/AO","50","50","29350","25140"
"In post","2021","40-49","Security","London","EO","35","35","31940","29740"
"In post","2021","40-49","Security","London","G6/G7","55","55","61910","58880"
"In post","2021","40-49","Security","London","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Security","London","SEO/HEO","110","110","42570","42290"
"In post","2021","40-49","Security","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Security","Outside London","AA/AO","970","965","28530","23070"
"In post","2021","40-49","Security","Outside London","EO","190","190","34130","30220"
"In post","2021","40-49","Security","Outside London","G6/G7","50","50","56170","52580"
"In post","2021","40-49","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Outside London","SEO/HEO","170","165","38210","36740"
"In post","2021","40-49","Security","Outside London","Unknown","25","25","38330","37170"
"In post","2021","40-49","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Overseas","SEO/HEO","10","10","33440","34290"
"In post","2021","40-49","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","London","G6/G7","65","60","60810","59540"
"In post","2021","40-49","Social Research","London","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Social Research","London","SEO/HEO","25","25","41490","42470"
"In post","2021","40-49","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","Outside London","G6/G7","30","30","51050","49600"
"In post","2021","40-49","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","Outside London","SEO/HEO","100","95","39980","38990"
"In post","2021","40-49","Statistics","London","EO","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","London","G6/G7","105","95","60630","59540"
"In post","2021","40-49","Statistics","London","SCS level","15","15","82310","78830"
"In post","2021","40-49","Statistics","London","SEO/HEO","65","60","41220","41710"
"In post","2021","40-49","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Outside London","EO","20","20","27330","26670"
"In post","2021","40-49","Statistics","Outside London","G6/G7","100","95","55700","56320"
"In post","2021","40-49","Statistics","Outside London","SCS level","15","15","80470","73710"
"In post","2021","40-49","Statistics","Outside London","SEO/HEO","95","90","37080","37410"
"In post","2021","40-49","Statistics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","London","AA/AO","15","15","24470","24120"
"In post","2021","40-49","Tax","London","EO","75","65","30340","29570"
