"Status","Year","Age","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Home Office","West Yorkshire","EO","115","105","25320","24890"
"In post","2021","30-39","Home Office","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Home Office","West Yorkshire","SEO/HEO","70","70","33030","30980"
"In post","2021","30-39","Ministry of Defence","Bedfordshire and Hertfordshire","AA/AO","30","30","22080","21130"
"In post","2021","30-39","Ministry of Defence","Bedfordshire and Hertfordshire","EO","30","30","29570","30750"
"In post","2021","30-39","Ministry of Defence","Bedfordshire and Hertfordshire","G6/G7","25","25","59420","59730"
"In post","2021","30-39","Ministry of Defence","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Bedfordshire and Hertfordshire","SEO/HEO","75","75","40320","41500"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","270","265","28060","26610"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","EO","95","95","31840","28670"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","30","30","59150","56540"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","145","140","37810","35300"
"In post","2021","30-39","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","39890","40620"
"In post","2021","30-39","Ministry of Defence","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cornwall and Isles of Scilly","AA/AO","35","30","20650","20920"
"In post","2021","30-39","Ministry of Defence","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cumbria","AA/AO","15","15","28930","23540"
"In post","2021","30-39","Ministry of Defence","Cumbria","EO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Cumbria","Unknown","35","35","41870","41040"
"In post","2021","30-39","Ministry of Defence","Derbyshire and Nottinghamshire","AA/AO","30","25","27090","25680"
"In post","2021","30-39","Ministry of Defence","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Derbyshire and Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Devon","AA/AO","95","90","23160","20920"
"In post","2021","30-39","Ministry of Defence","Devon","EO","45","45","25740","26670"
"In post","2021","30-39","Ministry of Defence","Devon","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Devon","SEO/HEO","35","35","38890","40290"
"In post","2021","30-39","Ministry of Defence","Devon","Unknown","20","20","35880","33780"
"In post","2021","30-39","Ministry of Defence","Dorset and Somerset","AA/AO","65","65","20550","20920"
"In post","2021","30-39","Ministry of Defence","Dorset and Somerset","EO","80","80","26530","26740"
"In post","2021","30-39","Ministry of Defence","Dorset and Somerset","G6/G7","10","10","58830","53720"
"In post","2021","30-39","Ministry of Defence","Dorset and Somerset","SEO/HEO","195","190","35800","33290"
"In post","2021","30-39","Ministry of Defence","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","East Anglia","AA/AO","120","115","22830","20920"
"In post","2021","30-39","Ministry of Defence","East Anglia","EO","55","50","27540","26670"
"In post","2021","30-39","Ministry of Defence","East Anglia","G6/G7","15","15","57360","55450"
"In post","2021","30-39","Ministry of Defence","East Anglia","SEO/HEO","175","170","35850","33300"
"In post","2021","30-39","Ministry of Defence","East Wales","AA/AO","45","40","20300","20520"
"In post","2021","30-39","Ministry of Defence","East Wales","EO","30","30","26620","26670"
"In post","2021","30-39","Ministry of Defence","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","East Wales","SEO/HEO","15","15","35570","33300"
"In post","2021","30-39","Ministry of Defence","East Yorkshire and Northern Lincolnshire","AA/AO","30","30","27500","23540"
"In post","2021","30-39","Ministry of Defence","East Yorkshire and Northern Lincolnshire","EO","15","15","29740","26670"
"In post","2021","30-39","Ministry of Defence","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Eastern Scotland","AA/AO","30","30","21220","20920"
"In post","2021","30-39","Ministry of Defence","Eastern Scotland","EO","25","20","27560","26670"
"In post","2021","30-39","Ministry of Defence","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Eastern Scotland","SEO/HEO","40","40","38140","40000"
"In post","2021","30-39","Ministry of Defence","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Essex","AA/AO","40","40","25360","22130"
"In post","2021","30-39","Ministry of Defence","Essex","EO","25","25","31880","26670"
"In post","2021","30-39","Ministry of Defence","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Essex","SEO/HEO","25","20","37200","33300"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","220","205","22610","20920"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","EO","505","460","24720","25880"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","670","655","51960","50450"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","2320","2230","35720","35870"
"In post","2021","30-39","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","360","350","39800","39860"
"In post","2021","30-39","Ministry of Defence","Greater Manchester","AA/AO","50","40","21020","20920"
"In post","2021","30-39","Ministry of Defence","Greater Manchester","EO","15","15","26160","26670"
"In post","2021","30-39","Ministry of Defence","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Greater Manchester","SEO/HEO","35","35","34510","33300"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","AA/AO","200","195","24590","20920"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","EO","195","190","26630","26670"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","G6/G7","230","225","50460","46090"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","SEO/HEO","510","500","35890","34630"
"In post","2021","30-39","Ministry of Defence","Hampshire and Isle of Wight","Unknown","15","15","53240","52610"
"In post","2021","30-39","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","AA/AO","40","40","23370","20920"
"In post","2021","30-39","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","EO","35","35","23340","21070"
"In post","2021","30-39","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","20","20","33830","33300"
"In post","2021","30-39","Ministry of Defence","Highlands and Islands","AA/AO","20","20","20550","19560"
"In post","2021","30-39","Ministry of Defence","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Inner London - West","AA/AO","55","55","27720","25390"
"In post","2021","30-39","Ministry of Defence","Inner London - West","EO","40","40","31320","30750"
"In post","2021","30-39","Ministry of Defence","Inner London - West","G6/G7","205","205","62560","59730"
"In post","2021","30-39","Ministry of Defence","Inner London - West","SCS level","25","25","79880","76050"
"In post","2021","30-39","Ministry of Defence","Inner London - West","SEO/HEO","335","330","43020","45200"
"In post","2021","30-39","Ministry of Defence","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Kent","AA/AO","20","20","23730","20920"
"In post","2021","30-39","Ministry of Defence","Kent","EO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Kent","G6/G7","20","20","47750","46080"
"In post","2021","30-39","Ministry of Defence","Kent","SEO/HEO","30","30","34310","37320"
"In post","2021","30-39","Ministry of Defence","Lancashire","AA/AO","30","25","20600","20920"
"In post","2021","30-39","Ministry of Defence","Lancashire","EO","40","40","26640","26670"
"In post","2021","30-39","Ministry of Defence","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","AA/AO","40","35","20850","20620"
"In post","2021","30-39","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","EO","10","10","29120","30620"
"In post","2021","30-39","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","SEO/HEO","30","25","38160","40580"
"In post","2021","30-39","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Lincolnshire","AA/AO","60","55","20490","20920"
"In post","2021","30-39","Ministry of Defence","Lincolnshire","EO","25","25","26730","26670"
"In post","2021","30-39","Ministry of Defence","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Lincolnshire","SEO/HEO","40","40","35930","33300"
"In post","2021","30-39","Ministry of Defence","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Merseyside","AA/AO","15","15","20680","20920"
"In post","2021","30-39","Ministry of Defence","Merseyside","EO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Merseyside","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","North Eastern Scotland","AA/AO","25","25","35490","33890"
"In post","2021","30-39","Ministry of Defence","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","North Yorkshire","AA/AO","95","95","26140","21130"
"In post","2021","30-39","Ministry of Defence","North Yorkshire","EO","35","30","30120","27860"
"In post","2021","30-39","Ministry of Defence","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","North Yorkshire","SEO/HEO","30","30","37180","37890"
"In post","2021","30-39","Ministry of Defence","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","AA/AO","55","50","20480","20310"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","EO","10","10","30280","27420"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northumberland and Tyne and Wear","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - West and North West","AA/AO","25","20","25750","24590"
"In post","2021","30-39","Ministry of Defence","Outer London - West and North West","EO","50","50","26460","29250"
"In post","2021","30-39","Ministry of Defence","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Outer London - West and North West","SEO/HEO","30","25","35630","36140"
"In post","2021","30-39","Ministry of Defence","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Overseas","EO","20","20","28150","26670"
"In post","2021","30-39","Ministry of Defence","Overseas","G6/G7","25","25","61420","56070"
"In post","2021","30-39","Ministry of Defence","Overseas","SEO/HEO","115","115","40740","40580"
"In post","2021","30-39","Ministry of Defence","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Shropshire and Staffordshire","AA/AO","60","55","21740","20920"
"In post","2021","30-39","Ministry of Defence","Shropshire and Staffordshire","EO","70","65","26670","26670"
"In post","2021","30-39","Ministry of Defence","Shropshire and Staffordshire","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Shropshire and Staffordshire","SEO/HEO","95","95","36720","33760"
"In post","2021","30-39","Ministry of Defence","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Southern Scotland","AA/AO","10","10","21590","19560"
"In post","2021","30-39","Ministry of Defence","Southern Scotland","EO","20","20","22110","22410"
"In post","2021","30-39","Ministry of Defence","Southern Scotland","SEO/HEO","10","10","31330","31650"
"In post","2021","30-39","Ministry of Defence","Surrey, East and West Sussex","AA/AO","20","20","20120","19560"
"In post","2021","30-39","Ministry of Defence","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Surrey, East and West Sussex","SEO/HEO","20","20","36700","36140"
"In post","2021","30-39","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","Unknown","Unknown","415","415","37290","34160"
"In post","2021","30-39","Ministry of Defence","West Central Scotland","AA/AO","290","280","26500","21130"
"In post","2021","30-39","Ministry of Defence","West Central Scotland","EO","50","45","27070","26670"
"In post","2021","30-39","Ministry of Defence","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","West Central Scotland","SEO/HEO","65","65","37780","34800"
"In post","2021","30-39","Ministry of Defence","West Central Scotland","Unknown","15","15","27540","20920"
"In post","2021","30-39","Ministry of Defence","West Midlands","AA/AO","15","15","20280","20920"
"In post","2021","30-39","Ministry of Defence","West Midlands","EO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","West Midlands","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","West Midlands","SEO/HEO","25","25","37960","40000"
"In post","2021","30-39","Ministry of Defence","West Wales and The Valleys","AA/AO","15","15","20510","20920"
"In post","2021","30-39","Ministry of Defence","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Cheshire","EO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Cheshire","SEO/HEO","10","10","33500","32780"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","21710","21270"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","EO","20","20","26310","26050"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","75","70","52820","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","65","60","35830","34860"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Inner London - West","EO","25","25","28990","27850"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Inner London - West","G6/G7","320","310","56990","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Inner London - West","SCS level","30","30","76400","72400"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Inner London - West","SEO/HEO","145","145","37230","39600"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Northumberland and Tyne and Wear","SEO/HEO","10","10","33500","30480"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands","G6/G7","10","10","51480","48470"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Midlands","SEO/HEO","25","20","32910","30870"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","West Yorkshire","SEO/HEO","10","5","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Bedfordshire and Hertfordshire","AA/AO","170","160","26280","27850"
"In post","2021","30-39","Ministry of Justice","Bedfordshire and Hertfordshire","EO","30","30","29360","30160"
"In post","2021","30-39","Ministry of Justice","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Bedfordshire and Hertfordshire","SEO/HEO","30","30","35200","32200"
"In post","2021","30-39","Ministry of Justice","Bedfordshire and Hertfordshire","Unknown","85","75","29330","30210"
"In post","2021","30-39","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","330","310","27910","30290"
"In post","2021","30-39","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","EO","100","95","31340","32040"
"In post","2021","30-39","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","65","60","36520","36560"
"In post","2021","30-39","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Unknown","90","85","29400","31980"
"In post","2021","30-39","Ministry of Justice","Cheshire","AA/AO","140","135","24720","24920"
"In post","2021","30-39","Ministry of Justice","Cheshire","EO","20","20","29950","30870"
"In post","2021","30-39","Ministry of Justice","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Cheshire","SEO/HEO","30","30","37240","37000"
"In post","2021","30-39","Ministry of Justice","Cheshire","Unknown","45","40","29680","31420"
"In post","2021","30-39","Ministry of Justice","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Cornwall and Isles of Scilly","Unknown","10","10","29650","26570"
"In post","2021","30-39","Ministry of Justice","Cumbria","AA/AO","45","40","22430","20600"
"In post","2021","30-39","Ministry of Justice","Cumbria","EO","10","10","23440","21530"
"In post","2021","30-39","Ministry of Justice","Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Cumbria","Unknown","20","20","32260","32690"
"In post","2021","30-39","Ministry of Justice","Derbyshire and Nottinghamshire","AA/AO","410","380","23250","22850"
"In post","2021","30-39","Ministry of Justice","Derbyshire and Nottinghamshire","EO","160","150","25510","24620"
"In post","2021","30-39","Ministry of Justice","Derbyshire and Nottinghamshire","G6/G7","10","10","57180","58250"
"In post","2021","30-39","Ministry of Justice","Derbyshire and Nottinghamshire","SEO/HEO","150","145","35090","34230"
"In post","2021","30-39","Ministry of Justice","Derbyshire and Nottinghamshire","Unknown","120","105","28690","30210"
"In post","2021","30-39","Ministry of Justice","Devon","AA/AO","185","175","23760","23970"
"In post","2021","30-39","Ministry of Justice","Devon","EO","45","40","29770","30330"
"In post","2021","30-39","Ministry of Justice","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Devon","SEO/HEO","30","25","37370","36560"
"In post","2021","30-39","Ministry of Justice","Devon","Unknown","40","35","27310","22920"
"In post","2021","30-39","Ministry of Justice","Dorset and Somerset","AA/AO","165","155","24640","24440"
"In post","2021","30-39","Ministry of Justice","Dorset and Somerset","EO","25","25","26660","26850"
"In post","2021","30-39","Ministry of Justice","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","Dorset and Somerset","SEO/HEO","35","35","36770","34830"
"In post","2021","30-39","Ministry of Justice","Dorset and Somerset","Unknown","45","35","28150","30210"
"In post","2021","30-39","Ministry of Justice","East Anglia","AA/AO","580","545","25880","25850"
"In post","2021","30-39","Ministry of Justice","East Anglia","EO","125","120","29320","30220"
"In post","2021","30-39","Ministry of Justice","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","East Anglia","SEO/HEO","150","150","36470","35600"
"In post","2021","30-39","Ministry of Justice","East Anglia","Unknown","105","100","29310","30210"
"In post","2021","30-39","Ministry of Justice","East Wales","AA/AO","315","305","23600","23970"
"In post","2021","30-39","Ministry of Justice","East Wales","EO","85","80","27400","27120"
"In post","2021","30-39","Ministry of Justice","East Wales","G6/G7","15","15","57820","56890"
"In post","2021","30-39","Ministry of Justice","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","East Wales","SEO/HEO","105","100","34060","31500"
"In post","2021","30-39","Ministry of Justice","East Wales","Unknown","140","130","28700","30210"
"In post","2021","30-39","Ministry of Justice","East Yorkshire and Northern Lincolnshire","AA/AO","280","260","24520","24920"
"In post","2021","30-39","Ministry of Justice","East Yorkshire and Northern Lincolnshire","EO","60","60","30800","32240"
"In post","2021","30-39","Ministry of Justice","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice","East Yorkshire and Northern Lincolnshire","SEO/HEO","50","50","36300","34180"
"In post","2021","30-39","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Unknown","45","40","29230","30210"
"In post","2021","30-39","Ministry of Justice","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
