"Status","Year","Age","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Attorney General's Departments","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Cabinet Office","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chancellor's other departments","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","EO","10","10","27390","27680"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Wales and The Valleys","AA/AO","35","25","19070","18060"
"In post","2021","16-19","Department for Transport","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Greater Manchester","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Lancashire","AA/AO","20","20","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","AA/AO","30","30","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South Yorkshire","AA/AO","10","10","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Central Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Wales and The Valleys","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Yorkshire","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","20920","21600"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Devon","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Wales","AA/AO","25","20","20170","20140"
"In post","2021","16-19","HM Revenue and Customs","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Eastern Scotland","AA/AO","20","20","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Greater Manchester","AA/AO","10","10","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Merseyside","AA/AO","25","25","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Northumberland and Tyne and Wear","AA/AO","45","40","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","West Central Scotland","AA/AO","15","10","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","West Midlands","AA/AO","10","10","20210","20140"
"In post","2021","16-19","HM Revenue and Customs","West Yorkshire","AA/AO","35","35","20200","20140"
"In post","2021","16-19","HM Treasury","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Inner London - West","EO","20","20","24530","24300"
"In post","2021","16-19","Home Office","East Anglia","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Home Office","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Essex","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Home Office","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Kent","AA/AO","25","25","21290","21430"
"In post","2021","16-19","Home Office","Merseyside","AA/AO","10","5","21430","21430"
"In post","2021","16-19","Home Office","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","22540","21870"
"In post","2021","16-19","Ministry of Defence","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Wales","AA/AO","15","15","15960","15820"
"In post","2021","16-19","Ministry of Defence","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","25","25","18520","19280"
"In post","2021","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","EO","95","95","18340","17780"
"In post","2021","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Hampshire and Isle of Wight","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Southern Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Ministry of Defence","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Ministry of Defence","West Central Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Derbyshire and Nottinghamshire","AA/AO","10","10","21330","20600"
"In post","2021","16-19","Ministry of Justice","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Anglia","AA/AO","10","10","23630","22850"
"In post","2021","16-19","Ministry of Justice","East Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Kent","AA/AO","10","10","22950","22850"
"In post","2021","16-19","Ministry of Justice","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Eastern Scotland","AA/AO","65","65","21140","21150"
"In post","2021","16-19","Scottish Government","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Highlands and Islands","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Scottish Government","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","West Central Scotland","AA/AO","20","20","20720","20780"
"In post","2021","16-19","Scottish Government","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
