"Status","Year","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","Heterosexual / straight","30","25","32860","33720"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","HEO","Unknown","45","45","33540","33700"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","AO","Unknown","30","30","20970","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","HEO","Heterosexual / straight","40","35","33240","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","HEO","Unknown","30","30","33350","33390"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AO","Heterosexual / straight","85","80","25370","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","AO","Unknown","45","40","25930","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","EO","Heterosexual / straight","275","270","28850","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","EO","LGBO","35","35","27810","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","EO","Undeclared","35","35","28770","28140"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","EO","Unknown","70","70","28600","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6","Heterosexual / straight","460","445","68390","66140"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6","LGBO","50","50","66180","64990"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6","Undeclared","80","80","69090","66910"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G6","Unknown","45","45","68210","68720"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G7","Heterosexual / straight","1205","1175","55600","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G7","LGBO","145","145","55150","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G7","Undeclared","190","185","55500","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","G7","Unknown","175","175","55440","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","HEO","Heterosexual / straight","815","805","34840","33640"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","HEO","LGBO","100","100","34270","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","HEO","Undeclared","125","120","35370","33640"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","HEO","Unknown","215","210","35510","33880"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Heterosexual / straight","260","250","84000","75960"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO","Heterosexual / straight","735","720","42040","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO","LGBO","95","95","41460","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO","Undeclared","95","95","41780","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","SEO","Unknown","175","175","42290","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","Heterosexual / straight","35","30","24920","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","Unknown","30","30","24390","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","Heterosexual / straight","45","45","32520","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AO","Heterosexual / straight","40","40","20870","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AO","Unknown","35","35","20880","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","Heterosexual / straight","45","45","24800","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","Unknown","45","45","24660","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","Heterosexual / straight","90","85","33670","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","HEO","Unknown","45","45","34460","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","Heterosexual / straight","55","50","42180","41870"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","AO","Heterosexual / straight","35","35","20990","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","AO","Unknown","35","35","21830","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","Heterosexual / straight","45","45","25200","24570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","Unknown","40","35","24960","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","HEO","Heterosexual / straight","60","55","36210","31040"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","HEO","Unknown","40","40","35490","34930"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO","Heterosexual / straight","45","40","54470","43440"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO","Unknown","35","35","41630","41540"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AO","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","HEO","Unknown","55","50","35370","36570"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO","Unknown","35","35","41620","41450"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AO","Heterosexual / straight","30","30","20890","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AO","Unknown","100","95","22620","21080"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","Unknown","180","175","26090","25770"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6","Unknown","150","140","61700","60490"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G7","Heterosexual / straight","35","35","51820","49310"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G7","Unknown","375","360","48720","47960"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","Heterosexual / straight","60","55","32980","31550"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","Unknown","430","415","33320","32810"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","Heterosexual / straight","40","40","40780","40950"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","Unknown","545","515","40490","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","AA","LGBO","[c]","[c]","[c]","[c]"
