"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Mixed","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","AA/AO","105","[c]","19280","19130"
"Leaver CS","2021","20-29","Undeclared","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","1115","[c]","21020","21010"
"Leaver CS","2021","20-29","Unknown","EO","465","[c]","25500","26950"
"Leaver CS","2021","20-29","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","270","[c]","33230","32470"
"Leaver CS","2021","20-29","Unknown","Unknown","180","[c]","27560","28420"
"Leaver CS","2021","20-29","White","AA/AO","1535","[c]","21090","21010"
"Leaver CS","2021","20-29","White","EO","435","[c]","25530","26000"
"Leaver CS","2021","20-29","White","G6/G7","55","[c]","54530","53910"
"Leaver CS","2021","20-29","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","SEO/HEO","370","[c]","34220","33330"
"Leaver CS","2021","20-29","White","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","AA/AO","90","[c]","21220","21010"
"Leaver CS","2021","30-39","Asian","EO","65","[c]","27390","27570"
"Leaver CS","2021","30-39","Asian","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","SEO/HEO","70","[c]","36800","36800"
"Leaver CS","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","AA/AO","50","[c]","22620","21010"
"Leaver CS","2021","30-39","Undeclared","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","SEO/HEO","45","[c]","36440","36030"
"Leaver CS","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA/AO","540","[c]","21620","21010"
"Leaver CS","2021","30-39","Unknown","EO","270","[c]","28390","27570"
"Leaver CS","2021","30-39","Unknown","G6/G7","130","[c]","57810","55060"
"Leaver CS","2021","30-39","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","205","[c]","35600","35310"
"Leaver CS","2021","30-39","Unknown","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","AA/AO","875","[c]","21480","21010"
"Leaver CS","2021","30-39","White","EO","410","[c]","27110","27570"
"Leaver CS","2021","30-39","White","G6/G7","270","[c]","57250","54700"
"Leaver CS","2021","30-39","White","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","SEO/HEO","490","[c]","36810","36960"
"Leaver CS","2021","30-39","White","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","AA/AO","75","[c]","21820","21010"
"Leaver CS","2021","40-49","Asian","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","SEO/HEO","50","[c]","38420","38650"
"Leaver CS","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","AA/AO","60","[c]","21420","21010"
"Leaver CS","2021","40-49","Undeclared","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","370","[c]","21200","21010"
"Leaver CS","2021","40-49","Unknown","EO","180","[c]","27790","27570"
"Leaver CS","2021","40-49","Unknown","G6/G7","110","[c]","61320","59370"
"Leaver CS","2021","40-49","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","140","[c]","36720","36800"
"Leaver CS","2021","40-49","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","AA/AO","775","[c]","21100","21010"
"Leaver CS","2021","40-49","White","EO","405","[c]","27620","27570"
"Leaver CS","2021","40-49","White","G6/G7","235","[c]","60750","57430"
"Leaver CS","2021","40-49","White","SCS level","65","[c]","94640","89890"
"Leaver CS","2021","40-49","White","SEO/HEO","410","[c]","37120","37240"
"Leaver CS","2021","40-49","White","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","AA/AO","70","[c]","21730","21010"
"Leaver CS","2021","50-59","Asian","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","AA/AO","120","[c]","22460","21010"
"Leaver CS","2021","50-59","Undeclared","EO","105","[c]","28810","27570"
"Leaver CS","2021","50-59","Undeclared","G6/G7","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","SEO/HEO","105","[c]","38350","37280"
"Leaver CS","2021","50-59","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","400","[c]","21180","21010"
"Leaver CS","2021","50-59","Unknown","EO","255","[c]","28420","27570"
"Leaver CS","2021","50-59","Unknown","G6/G7","120","[c]","64210","60080"
"Leaver CS","2021","50-59","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","190","[c]","38010","37910"
"Leaver CS","2021","50-59","Unknown","Unknown","125","[c]","39000","33970"
"Leaver CS","2021","50-59","White","AA/AO","1645","[c]","21550","21010"
"Leaver CS","2021","50-59","White","EO","1075","[c]","27890","27570"
"Leaver CS","2021","50-59","White","G6/G7","530","[c]","61760","59500"
"Leaver CS","2021","50-59","White","SCS level","110","[c]","103270","99940"
"Leaver CS","2021","50-59","White","SEO/HEO","1080","[c]","38220","37460"
"Leaver CS","2021","50-59","White","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","AA/AO","70","[c]","21810","20360"
"Leaver CS","2021","60-64","Undeclared","EO","90","[c]","29110","27570"
"Leaver CS","2021","60-64","Undeclared","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","SEO/HEO","110","[c]","38360","37940"
"Leaver CS","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","220","[c]","21230","21010"
"Leaver CS","2021","60-64","Unknown","EO","105","[c]","27720","27140"
"Leaver CS","2021","60-64","Unknown","G6/G7","85","[c]","62740","60260"
"Leaver CS","2021","60-64","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","135","[c]","37930","36870"
"Leaver CS","2021","60-64","Unknown","Unknown","70","[c]","43380","37790"
"Leaver CS","2021","60-64","White","AA/AO","1255","[c]","21480","21010"
"Leaver CS","2021","60-64","White","EO","875","[c]","27740","27570"
"Leaver CS","2021","60-64","White","G6/G7","410","[c]","62600","60830"
"Leaver CS","2021","60-64","White","SCS level","100","[c]","95600","93000"
"Leaver CS","2021","60-64","White","SEO/HEO","855","[c]","38440","36960"
"Leaver CS","2021","60-64","White","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","AA/AO","70","[c]","22640","22510"
"Leaver CS","2021","65+","Asian","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","AA/AO","70","[c]","21110","20950"
"Leaver CS","2021","65+","Undeclared","EO","50","[c]","28350","27570"
"Leaver CS","2021","65+","Undeclared","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","185","[c]","21150","21010"
"Leaver CS","2021","65+","Unknown","EO","70","[c]","27380","27570"
"Leaver CS","2021","65+","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","75","[c]","41690","39270"
"Leaver CS","2021","65+","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","AA/AO","1385","[c]","20630","20570"
"Leaver CS","2021","65+","White","EO","690","[c]","27390","27570"
"Leaver CS","2021","65+","White","G6/G7","150","[c]","62830","61190"
"Leaver CS","2021","65+","White","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","SEO/HEO","475","[c]","37910","36380"
"Leaver CS","2021","65+","White","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","AA/AO","90","[c]","21180","21010"
"Leaver Dept.","2021","20-29","Asian","EO","115","[c]","27320","27570"
"Leaver Dept.","2021","20-29","Asian","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","SEO/HEO","130","[c]","34590","33960"
"Leaver Dept.","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","EO","40","[c]","27330","27570"
"Leaver Dept.","2021","20-29","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","SEO/HEO","60","[c]","35230","34240"
"Leaver Dept.","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","EO","35","[c]","28190","27570"
