"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","National Records of Scotland","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","35","[c]","58520","51360"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","35","[c]","43520","39660"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Department of Health and Social Care","Female","290","[c]","39380","36330"
"New entrant CS","2021","40-49","Public Health England","Department of Health and Social Care","Male","90","[c]","42660","37830"
"New entrant CS","2021","40-49","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Forestry","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Scottish Government","Female","95","[c]","44150","46600"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Scottish Government","Male","65","[c]","40620","38540"
"New entrant CS","2021","40-49","Scottish Prison Service","Scottish Government","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Prison Service","Scottish Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Security Scotland","Scottish Government","Female","55","[c]","25080","20060"
"New entrant CS","2021","40-49","Social Security Scotland","Scottish Government","Male","45","[c]","30460","26160"
"New entrant CS","2021","40-49","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","The National Archives","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Hydrographic Office","Ministry of Defence","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","85","[c]","35510","32540"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","50","[c]","41010","36030"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Valuation Office Agency","HM Revenue and Customs","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Valuation Office Agency","HM Revenue and Customs","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","Welsh Government","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","Welsh Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Cabinet Office","Female","55","[c]","64340","64750"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","Cabinet Office","Male","85","[c]","67110","67500"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Charity Commission","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","Charity Commission","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Other Cabinet Office Agencies","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","Other Cabinet Office Agencies","Male","10","[c]","[c]","[c]"
