"Status","Year","Profession_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","595","555","37120","34250"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","75","70","39300","37400"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","60","55","34830","33530"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","505","495","40940","38370"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","85","85","43030","40580"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","65","65","39850","37360"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Female","Heterosexual / straight","100","95","41340","38280"
"In post","2021","Commercial","Greater Manchester","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Male","Heterosexual / straight","65","65","40830","36640"
"In post","2021","Commercial","Greater Manchester","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Female","Heterosexual / straight","105","100","34190","34500"
"In post","2021","Commercial","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Male","Heterosexual / straight","70","70","38300","34800"
"In post","2021","Commercial","Hampshire and Isle of Wight","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Male","Heterosexual / straight","35","35","47100","43760"
"In post","2021","Commercial","Inner London - East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Female","Heterosexual / straight","205","200","46980","41360"
"In post","2021","Commercial","Inner London - West","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Female","Unknown","80","80","50060","44620"
"In post","2021","Commercial","Inner London - West","Male","Heterosexual / straight","160","160","53690","52850"
"In post","2021","Commercial","Inner London - West","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Male","Unknown","65","65","52760","42470"
"In post","2021","Commercial","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Female","Heterosexual / straight","90","85","36370","34800"
"In post","2021","Commercial","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Female","Unknown","35","35","30960","28400"
"In post","2021","Commercial","Merseyside","Male","Heterosexual / straight","70","70","38410","34800"
"In post","2021","Commercial","Merseyside","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Female","Heterosexual / straight","35","30","44050","38280"
"In post","2021","Commercial","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Male","LGBO","[c]","[c]","[c]","[c]"
