"Status","Year","Disability","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","South East (England)","Outside London","Female","14635","13220","30220","27570"
"In post","2021","Declared non-disabled","South East (England)","Outside London","Male","13295","12800","33090","29810"
"In post","2021","Declared non-disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","South West (England)","Outside London","Female","15275","13780","32170","27570"
"In post","2021","Declared non-disabled","South West (England)","Outside London","Male","16395","15965","36650","33300"
"In post","2021","Declared non-disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","580","530","32300","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","435","420","33850","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","Outside London","Female","14595","12970","30290","27380"
"In post","2021","Declared non-disabled","Wales","Outside London","Male","10380","10045","33590","28750"
"In post","2021","Declared non-disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","Outside London","Female","12140","10810","29380","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","Outside London","Male","8680","8430","31600","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Female","13950","12320","30530","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Male","11040","10660","32740","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Outside London","Female","710","635","28110","27380"
"In post","2021","Undeclared","East Midlands (England)","Outside London","Male","785","750","30790","31610"
"In post","2021","Undeclared","East of England","Outside London","Female","765","690","29750","27570"
"In post","2021","Undeclared","East of England","Outside London","Male","965","920","32580","31650"
"In post","2021","Undeclared","London","London","Female","2940","2775","40470","35260"
"In post","2021","Undeclared","London","London","Male","3150","3075","43790","37640"
"In post","2021","Undeclared","North East (England)","Outside London","Female","775","680","27560","25560"
"In post","2021","Undeclared","North East (England)","Outside London","Male","990","930","30620","30870"
"In post","2021","Undeclared","North West (England)","Outside London","Female","1665","1495","28760","27380"
"In post","2021","Undeclared","North West (England)","Outside London","Male","1790","1690","30720","30820"
"In post","2021","Undeclared","Northern Ireland","Outside London","Female","100","90","28810","26750"
"In post","2021","Undeclared","Northern Ireland","Outside London","Male","110","105","28340","25560"
"In post","2021","Undeclared","Overseas","Overseas","Female","45","45","48840","52400"
"In post","2021","Undeclared","Overseas","Overseas","Male","120","120","46480","41160"
"In post","2021","Undeclared","Scotland","Outside London","Female","735","655","29610","27370"
"In post","2021","Undeclared","Scotland","Outside London","Male","700","675","32260","27570"
"In post","2021","Undeclared","South East (England)","Outside London","Female","1420","1280","30110","27570"
"In post","2021","Undeclared","South East (England)","Outside London","Male","1945","1860","33500","31810"
"In post","2021","Undeclared","South West (England)","Outside London","Female","1085","985","32530","28650"
"In post","2021","Undeclared","South West (England)","Outside London","Male","1735","1675","36770","33520"
"In post","2021","Undeclared","Unknown","Unknown","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Male","30","30","31120","27570"
"In post","2021","Undeclared","Wales","Outside London","Female","875","775","28470","26350"
"In post","2021","Undeclared","Wales","Outside London","Male","1055","995","31420","28750"
"In post","2021","Undeclared","West Midlands (England)","Outside London","Female","945","850","29190","27380"
"In post","2021","Undeclared","West Midlands (England)","Outside London","Male","1000","960","31070","29320"
"In post","2021","Undeclared","Yorkshire and The Humber","Outside London","Female","1020","915","30850","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Outside London","Male","1260","1200","31660","31650"
"In post","2021","Unknown","East Midlands (England)","Outside London","Female","1510","1395","27360","25300"
"In post","2021","Unknown","East Midlands (England)","Outside London","Male","1430","1395","28650","25560"
"In post","2021","Unknown","East of England","Outside London","Female","1330","1225","31260","27550"
"In post","2021","Unknown","East of England","Outside London","Male","1450","1415","32610","29200"
"In post","2021","Unknown","London","London","Female","10330","9970","42400","36160"
"In post","2021","Unknown","London","London","Male","9000","8900","45110","39580"
"In post","2021","Unknown","London","London","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","North East (England)","Outside London","Female","2870","2480","25210","21440"
"In post","2021","Unknown","North East (England)","Outside London","Male","2240","2155","27970","25560"
"In post","2021","Unknown","North West (England)","Outside London","Female","4445","4080","28370","25560"
"In post","2021","Unknown","North West (England)","Outside London","Male","4165","4070","30370","26130"
"In post","2021","Unknown","Northern Ireland","Outside London","Female","395","355","26610","22330"
"In post","2021","Unknown","Northern Ireland","Outside London","Male","570","560","26360","21880"
"In post","2021","Unknown","Overseas","Overseas","Female","395","390","50680","46620"
"In post","2021","Unknown","Overseas","Overseas","Male","405","405","54610","53470"
"In post","2021","Unknown","Scotland","Outside London","Female","7040","6445","31450","27570"
"In post","2021","Unknown","Scotland","Outside London","Male","7685","7360","32810","30930"
"In post","2021","Unknown","South East (England)","Outside London","Female","2680","2425","30430","27570"
"In post","2021","Unknown","South East (England)","Outside London","Male","3210","3070","32540","29290"
"In post","2021","Unknown","South East (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","South West (England)","Outside London","Female","2535","2335","32470","27900"
"In post","2021","Unknown","South West (England)","Outside London","Male","3395","3325","35830","32670"
"In post","2021","Unknown","Unknown","Unknown","Female","475","470","34480","32000"
"In post","2021","Unknown","Unknown","Unknown","Male","1990","1990","37870","33570"
"In post","2021","Unknown","Wales","Outside London","Female","2945","2680","27590","23320"
"In post","2021","Unknown","Wales","Outside London","Male","2675","2615","30240","25790"
"In post","2021","Unknown","Wales","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Outside London","Female","2150","2010","29760","25560"
"In post","2021","Unknown","West Midlands (England)","Outside London","Male","1985","1935","31790","26700"
"In post","2021","Unknown","Yorkshire and The Humber","Outside London","Female","2650","2485","30950","26350"
"In post","2021","Unknown","Yorkshire and The Humber","Outside London","Male","2700","2645","30380","25790"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Outside London","Female","110","[c]","27670","22020"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Outside London","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Outside London","Female","120","[c]","26000","25710"
"Leaver CS","2021","Declared disabled","East of England","Outside London","Male","95","[c]","30100","27570"
"Leaver CS","2021","Declared disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","London","Female","230","[c]","38050","31880"
"Leaver CS","2021","Declared disabled","London","London","Male","210","[c]","39810","32330"
"Leaver CS","2021","Declared disabled","London","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Outside London","Female","135","[c]","25960","26120"
"Leaver CS","2021","Declared disabled","North East (England)","Outside London","Male","80","[c]","25370","21010"
"Leaver CS","2021","Declared disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Outside London","Female","185","[c]","27390","24440"
"Leaver CS","2021","Declared disabled","North West (England)","Outside London","Male","135","[c]","31100","27180"
"Leaver CS","2021","Declared disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Outside London","Female","110","[c]","27550","26410"
"Leaver CS","2021","Declared disabled","Scotland","Outside London","Male","115","[c]","30060","27570"
"Leaver CS","2021","Declared disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Outside London","Female","155","[c]","25430","22410"
"Leaver CS","2021","Declared disabled","South East (England)","Outside London","Male","145","[c]","28620","26890"
"Leaver CS","2021","Declared disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Outside London","Female","150","[c]","25840","22680"
"Leaver CS","2021","Declared disabled","South West (England)","Outside London","Male","145","[c]","31560","27570"
"Leaver CS","2021","Declared disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Outside London","Female","150","[c]","25770","21590"
"Leaver CS","2021","Declared disabled","Wales","Outside London","Male","95","[c]","28000","23050"
"Leaver CS","2021","Declared disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Outside London","Female","155","[c]","26860","26610"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Outside London","Male","90","[c]","25200","24850"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Outside London","Female","155","[c]","27770","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Outside London","Male","90","[c]","30660","26890"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Outside London","Female","525","[c]","25810","21590"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Outside London","Male","420","[c]","29610","27570"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Outside London","Female","535","[c]","28040","24580"
"Leaver CS","2021","Declared non-disabled","East of England","Outside London","Male","465","[c]","33330","27470"
"Leaver CS","2021","Declared non-disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","London","Female","1535","[c]","40380","32540"
"Leaver CS","2021","Declared non-disabled","London","London","Male","1410","[c]","45670","37640"
"Leaver CS","2021","Declared non-disabled","London","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Outside London","Female","600","[c]","25700","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","Outside London","Male","375","[c]","28410","22350"
"Leaver CS","2021","Declared non-disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Outside London","Female","965","[c]","27400","22420"
"Leaver CS","2021","Declared non-disabled","North West (England)","Outside London","Male","730","[c]","29380","25880"
"Leaver CS","2021","Declared non-disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Outside London","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Outside London","Female","630","[c]","30340","25810"
"Leaver CS","2021","Declared non-disabled","Scotland","Outside London","Male","540","[c]","34310","27680"
"Leaver CS","2021","Declared non-disabled","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Outside London","Female","730","[c]","28580","25660"
"Leaver CS","2021","Declared non-disabled","South East (England)","Outside London","Male","745","[c]","31870","28710"
"Leaver CS","2021","Declared non-disabled","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Outside London","Female","675","[c]","29380","26050"
"Leaver CS","2021","Declared non-disabled","South West (England)","Outside London","Male","820","[c]","35250","32430"
"Leaver CS","2021","Declared non-disabled","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Outside London","Female","600","[c]","28520","21590"
"Leaver CS","2021","Declared non-disabled","Wales","Outside London","Male","530","[c]","32630","27130"
"Leaver CS","2021","Declared non-disabled","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Outside London","Female","615","[c]","27930","25560"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Outside London","Male","460","[c]","32780","26640"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Female","790","[c]","28850","26820"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Male","595","[c]","32580","26910"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Outside London","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Outside London","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Outside London","Female","90","[c]","29590","27240"
"Leaver CS","2021","Undeclared","East of England","Outside London","Male","80","[c]","33850","32900"
"Leaver CS","2021","Undeclared","London","London","Female","150","[c]","39440","34390"
"Leaver CS","2021","Undeclared","London","London","Male","150","[c]","43410","38830"
"Leaver CS","2021","Undeclared","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Outside London","Female","80","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Outside London","Male","85","[c]","27860","26140"
"Leaver CS","2021","Undeclared","Northern Ireland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Outside London","Male","45","[c]","34620","33320"
"Leaver CS","2021","Undeclared","South East (England)","Outside London","Female","90","[c]","31670","30190"
"Leaver CS","2021","Undeclared","South East (England)","Outside London","Male","125","[c]","31480","28070"
"Leaver CS","2021","Undeclared","South West (England)","Outside London","Female","75","[c]","32230","28650"
"Leaver CS","2021","Undeclared","South West (England)","Outside London","Male","125","[c]","36160","33630"
"Leaver CS","2021","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Outside London","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Outside London","Male","60","[c]","27110","26500"
"Leaver CS","2021","Undeclared","West Midlands (England)","Outside London","Female","55","[c]","28900","21300"
"Leaver CS","2021","Undeclared","West Midlands (England)","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Outside London","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Outside London","Male","90","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Outside London","Female","180","[c]","25350","21170"
"Leaver CS","2021","Unknown","East Midlands (England)","Outside London","Male","170","[c]","26740","25770"
"Leaver CS","2021","Unknown","East of England","Outside London","Female","210","[c]","27370","26550"
"Leaver CS","2021","Unknown","East of England","Outside London","Male","180","[c]","32370","26390"
"Leaver CS","2021","Unknown","East of England","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","London","Female","800","[c]","36940","31060"
"Leaver CS","2021","Unknown","London","London","Male","750","[c]","39020","31300"
"Leaver CS","2021","Unknown","London","London","Unknown","70","[c]","45660","40010"
"Leaver CS","2021","Unknown","North East (England)","Outside London","Female","230","[c]","26790","21070"
"Leaver CS","2021","Unknown","North East (England)","Outside London","Male","165","[c]","25050","21430"
"Leaver CS","2021","Unknown","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Outside London","Female","320","[c]","26870","22230"
"Leaver CS","2021","Unknown","North West (England)","Outside London","Male","265","[c]","27410","22350"
"Leaver CS","2021","Unknown","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Overseas","Female","60","[c]","37550","36960"
"Leaver CS","2021","Unknown","Overseas","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Outside London","Female","425","[c]","32020","26550"
"Leaver CS","2021","Unknown","Scotland","Outside London","Male","435","[c]","34230","30960"
"Leaver CS","2021","Unknown","South East (England)","Outside London","Female","330","[c]","28050","23820"
"Leaver CS","2021","Unknown","South East (England)","Outside London","Male","370","[c]","31280","26590"
"Leaver CS","2021","Unknown","South West (England)","Outside London","Female","210","[c]","30370","27570"
"Leaver CS","2021","Unknown","South West (England)","Outside London","Male","255","[c]","33580","29200"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","300","[c]","39490","28420"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","325","[c]","40020","32400"
"Leaver CS","2021","Unknown","Wales","Outside London","Female","225","[c]","26430","21590"
"Leaver CS","2021","Unknown","Wales","Outside London","Male","255","[c]","28410","23050"
"Leaver CS","2021","Unknown","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Outside London","Female","255","[c]","32070","22350"
"Leaver CS","2021","Unknown","West Midlands (England)","Outside London","Male","195","[c]","31390","24250"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","Female","285","[c]","27760","22180"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","Male","260","[c]","32290","27570"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","London","London","Female","215","[c]","41750","36700"
"Leaver Dept.","2021","Declared disabled","London","London","Male","185","[c]","43060","37280"
"Leaver Dept.","2021","Declared disabled","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Outside London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North West (England)","Outside London","Female","55","[c]","31030","27570"
"Leaver Dept.","2021","Declared disabled","North West (England)","Outside London","Male","45","[c]","30850","27570"
"Leaver Dept.","2021","Declared disabled","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
