"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","London","90","90","39910","32790"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","40","40","39480","36820"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Outside London","170","160","32650","31380"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Outside London","95","90","35510","33310"
"In post","2021","Human Resources","Education and Skills Funding Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Human Resources","Outside London","10","10","48740","46930"
"In post","2021","Human Resources","ESTYN","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","Human Resources","Outside London","35","35","40230","35880"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Human Resources","Outside London","25","25","37110","32120"
"In post","2021","Human Resources","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","155","150","46430","39580"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","45","45","42920","39630"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","25","25","27750","21490"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Forestry and Land Scotland","Unknown","Outside London","70","70","30820","29650"
"In post","2021","Human Resources","Government Actuary's Department","Human Resources","London","10","10","42450","35840"
"In post","2021","Human Resources","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","Human Resources","London","60","60","37880","31180"
"In post","2021","Human Resources","Government Property Agency","Human Resources","London","10","5","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Human Resources","Outside London","40","40","47120","49610"
"In post","2021","Human Resources","Health and Safety Executive","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Operational Delivery","Outside London","45","40","30720","26390"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","London","35","35","46750","37400"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","Outside London","55","50","32610","30290"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Human Resources","Outside London","85","75","38080","33840"
"In post","2021","Human Resources","HM Prison and Probation Service","Human Resources","London","40","40","54380","55170"
"In post","2021","Human Resources","HM Prison and Probation Service","Human Resources","Outside London","90","85","43970","44760"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","London","115","110","51770","43490"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","545","510","38840","35000"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","15","15","33740","27600"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","570","515","26850","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","London","25","25","42690","39800"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Outside London","150","140","35010","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","London","30","30","54650","59160"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","130","125","38650","31810"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","London","65","60","49600","52530"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","Outside London","15","15","27310","20610"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","Outside London","15","15","29440","23780"
"In post","2021","Human Resources","Insolvency Service","Human Resources","London","10","10","45850","46530"
"In post","2021","Human Resources","Insolvency Service","Human Resources","Outside London","35","35","40080","39490"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Human Resources","Outside London","35","30","34070","31210"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","25","25","46700","40900"
"In post","2021","Human Resources","Met Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Human Resources","Outside London","70","65","38150","33130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","London","270","265","47490","44500"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Outside London","1380","1285","27330","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Overseas","15","15","34410","33300"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","London","25","25","51760","53130"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Outside London","40","40","35520","30190"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","London","210","205","46670","41070"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Outside London","445","425","39350","34330"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","London","40","40","40740","34460"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","30","30","33780","31490"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Policy","London","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Human Resources","London","55","50","47620","42630"
"In post","2021","Human Resources","National Crime Agency","Human Resources","Outside London","125","120","36580","36740"
"In post","2021","Human Resources","National Crime Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","50","50","37940","32010"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","Outside London","15","15","33760","30950"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","London","10","10","43720","42600"
"In post","2021","Human Resources","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Human Resources","Outside London","20","20","35220","34860"
"In post","2021","Human Resources","Public Health England","Human Resources","London","120","115","44550","40070"
"In post","2021","Human Resources","Public Health England","Human Resources","Outside London","15","15","52620","61570"
"In post","2021","Human Resources","Queen Elizabeth II Centre","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Human Resources","Outside London","45","40","37250","36780"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Outside London","35","30","34950","32890"
"In post","2021","Human Resources","Scottish Prison Service","Human Resources","Outside London","100","95","34280","33650"
"In post","2021","Human Resources","Scottish Prison Service","Other","Outside London","25","25","37350","39500"
"In post","2021","Human Resources","Serious Fraud Office","Human Resources","London","10","10","38980","35790"
"In post","2021","Human Resources","Submarine Delivery Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Human Resources","Outside London","30","30","41210","39790"
"In post","2021","Human Resources","Submarine Delivery Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Operational Delivery","Outside London","145","135","33430","28650"
"In post","2021","Human Resources","Submarine Delivery Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Security","Outside London","20","20","37550","33520"
"In post","2021","Human Resources","Submarine Delivery Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","Human Resources","London","20","15","34890","29120"
"In post","2021","Human Resources","UK Export Finance","Human Resources","London","30","25","45620","41000"
"In post","2021","Human Resources","UK Hydrographic Office","Human Resources","Outside London","15","15","36320","33290"
"In post","2021","Human Resources","UK Intellectual Property Office","Human Resources","Outside London","45","45","37300","31270"
"In post","2021","Human Resources","UK Space Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Policy","London","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","London","10","10","46950","45560"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","Outside London","150","140","36780","31090"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","London","20","20","41640","39030"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Policy","Outside London","35","35","34360","36030"
"In post","2021","Human Resources","Valuation Office Agency","Human Resources","London","20","20","48800","47530"
"In post","2021","Human Resources","Valuation Office Agency","Human Resources","Outside London","65","65","36440","32550"
"In post","2021","Human Resources","Vehicle Certification Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","Outside London","15","10","42810","40530"
"In post","2021","Human Resources","Welsh Revenue Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","20","20","45820","39800"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","50","50","39090","33930"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","London","120","115","56250","53800"
"In post","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","Outside London","215","205","46880","44590"
"In post","2021","Internal Audit","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Policy","London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","London","20","20","50600","39260"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","Outside London","45","45","46880","49520"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","London","15","15","49650","44600"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Outside London","60","55","42580","40530"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","Outside London","15","15","38250","35410"
"In post","2021","Internal Audit","Met Office","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","London","20","20","50160","49370"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","110","110","36620","33300"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Prison Service","Internal Audit","Outside London","10","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Legal","London","15","15","69090","65680"
"In post","2021","Legal","Attorney General's Office","Other","London","10","10","32990","30720"
"In post","2021","Legal","Attorney General's Office","Policy","London","5","5","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","London","55","55","79760","79760"
"In post","2021","Legal","Charity Commission","Legal","London","10","10","53100","52600"
"In post","2021","Legal","Charity Commission","Legal","Outside London","10","10","52240","52590"
"In post","2021","Legal","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Companies House","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","London","120","115","70510","72430"
"In post","2021","Legal","Competition and Markets Authority","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","London","25","25","66900","63370"
"In post","2021","Legal","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","Outside London","600","565","54610","52490"
"In post","2021","Legal","Crown Prosecution Service","Legal","London","730","695","60150","61860"
"In post","2021","Legal","Crown Prosecution Service","Legal","Outside London","2450","2260","53390","55000"
"In post","2021","Legal","Crown Prosecution Service","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","London","785","740","29340","27440"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","Outside London","2265","2085","26560","25480"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Legal","London","10","10","63480","61850"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Other","London","5","5","[c]","[c]"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Debt Management Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Defence Science and Technology Laboratory","Legal","Outside London","10","10","62670","72050"
"In post","2021","Legal","Department for Education (excl. agencies)","Legal","London","15","15","57160","63560"
"In post","2021","Legal","Department for Education (excl. agencies)","Legal","Outside London","40","40","53640","50630"
"In post","2021","Legal","Department for Education (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Legal","Outside London","10","10","60350","53920"
"In post","2021","Legal","FCDO Services","Legal","London","10","5","60630","61010"
"In post","2021","Legal","FCDO Services","Legal","Outside London","45","30","49790","53630"
"In post","2021","Legal","Food Standards Agency","Legal","London","15","15","50370","56130"
"In post","2021","Legal","Food Standards Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","70","65","63350","67120"
"In post","2021","Legal","Government Legal Department","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Government Legal Department","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Legal","Government Legal Department","Legal","London","1900","1760","60100","60870"
"In post","2021","Legal","Government Legal Department","Legal","Outside London","75","70","60560","58090"
"In post","2021","Legal","Government Legal Department","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Government Legal Department","Other","London","325","315","30530","27580"
"In post","2021","Legal","Government Legal Department","Other","Outside London","15","10","31990","30750"
"In post","2021","Legal","Government Legal Department","Policy","London","25","20","32860","29880"
"In post","2021","Legal","Health and Safety Executive","Legal","Outside London","20","20","51110","55700"
"In post","2021","Legal","Health and Safety Executive","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Courts and Tribunals Service","Legal","London","300","275","46970","48350"
"In post","2021","Legal","HM Courts and Tribunals Service","Legal","Outside London","890","795","40540","41900"
"In post","2021","Legal","HM Land Registry","Legal","London","35","35","58070","64940"
"In post","2021","Legal","HM Land Registry","Legal","Outside London","225","205","49380","57000"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Legal","London","235","225","57360","59160"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Legal","Outside London","155","145","40490","34760"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","90","90","29880","29570"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","300","270","27270","25560"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Tax","London","35","35","47230","41760"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Tax","Outside London","315","300","37930","33720"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Unknown","London","85","80","57460","59160"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","60","60","36740","31810"
"In post","2021","Legal","HM Treasury (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Insolvency Service","Legal","London","25","25","58810","55260"
"In post","2021","Legal","Insolvency Service","Legal","Outside London","15","15","54190","51510"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Legal","London","15","15","72990","70000"
"In post","2021","Legal","Legal Aid Agency","Legal","Outside London","30","30","46400","42450"
"In post","2021","Legal","Legal Aid Agency","Operational Delivery","London","15","15","51960","47020"
"In post","2021","Legal","Legal Aid Agency","Operational Delivery","Outside London","20","20","41460","36540"
"In post","2021","Legal","Legal Aid Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Maritime and Coastguard Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Met Office","Legal","Outside London","10","10","42340","42400"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Legal","London","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Legal","Outside London","15","15","34530","33000"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Legal","London","70","65","56510","55490"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","London","35","30","30050","26410"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","London","45","45","56250","59160"
"In post","2021","Legal","National Crime Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Legal","London","15","15","59150","62810"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","London","60","60","64280","64980"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","Outside London","20","20","62430","60000"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","Outside London","10","10","56880","57350"
"In post","2021","Legal","Office of Rail and Road","Legal","London","10","10","67340","64400"
"In post","2021","Legal","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Legal","Outside London","15","15","34600","31420"
"In post","2021","Legal","Office of the Public Guardian","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Operational Delivery","Outside London","45","40","24750","22570"
"In post","2021","Legal","Planning Inspectorate","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Legal","Outside London","10","10","47760","46440"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Legal","Outside London","35","30","45370","45190"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","1595","1440","26670","22820"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Policy","Outside London","15","15","36940","35230"
"In post","2021","Legal","Scottish Prison Service","Legal","Outside London","10","10","32420","32290"
"In post","2021","Legal","Serious Fraud Office","Legal","London","65","65","57880","53890"
"In post","2021","Legal","Serious Fraud Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","Legal","London","20","20","70930","76270"
"In post","2021","Legal","UK Hydrographic Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Legal","Outside London","35","30","49480","56100"
"In post","2021","Legal","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Legal","London","15","15","42510","37230"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","London","20","20","37830","30400"
"In post","2021","Legal","United Kingdom Statistics Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
