"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Office of Rail and Road","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other Cabinet Office Agencies","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
