"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","EO","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","G6/G7","G7","35","[c]","53870","51940"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","EO","EO","80","[c]","27200","27500"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","G6/G7","G6","45","[c]","66110","65960"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","G6/G7","G7","145","[c]","55220","54700"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","SCS level","SCS level","45","[c]","82560","77090"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","SEO/HEO","HEO","300","[c]","33320","32320"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","SEO/HEO","SEO","40","[c]","40400","40600"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","35","[c]","63940","64700"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","105","[c]","53600","53580"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","85","[c]","32570","32830"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","50","[c]","40270","40050"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","40","[c]","53310","50890"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","45","[c]","35030","32620"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","G6/G7","G7","40","[c]","53830","54160"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","SEO/HEO","HEO","40","[c]","33680","33300"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","SEO/HEO","SEO","35","[c]","40610","40510"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","AA/AO","AO","50","[c]","21780","21590"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","EO","EO","40","[c]","27810","26780"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","G6/G7","G7","30","[c]","55090","54440"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","SEO/HEO","HEO","75","[c]","34220","34700"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","SEO/HEO","SEO","40","[c]","42390","42470"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","AA/AO","AO","260","[c]","21190","21010"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","EO","EO","475","[c]","28010","27570"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","G6/G7","G7","50","[c]","54090","54070"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","SEO/HEO","HEO","150","[c]","33090","31990"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","SEO/HEO","SEO","80","[c]","38540","37040"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","AA/AO","AO","340","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","EO","EO","175","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","G6/G7","G7","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","SEO/HEO","HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","SEO/HEO","SEO","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","AA/AO","AO","130","[c]","21860","21010"
"Leaver Dept.","2021","Declared non-disabled","Home Office","EO","EO","295","[c]","26290","25060"
"Leaver Dept.","2021","Declared non-disabled","Home Office","G6/G7","G6","40","[c]","67680","68720"
"Leaver Dept.","2021","Declared non-disabled","Home Office","G6/G7","G7","100","[c]","56470","56150"
"Leaver Dept.","2021","Declared non-disabled","Home Office","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","SEO/HEO","HEO","165","[c]","33390","33960"
"Leaver Dept.","2021","Declared non-disabled","Home Office","SEO/HEO","SEO","115","[c]","41490","41650"
"Leaver Dept.","2021","Declared non-disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","AA/AO","AO","45","[c]","21460","20920"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","EO","EO","105","[c]","24990","25720"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","G6/G7","G7","85","[c]","53290","54540"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","SEO/HEO","HEO","180","[c]","30440","31160"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","SEO/HEO","SEO","145","[c]","40470","40580"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","EO","EO","35","[c]","27290","27310"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","G6/G7","G7","60","[c]","51650","51580"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","95","[c]","32830","32600"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","35","[c]","40390","39600"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","AA/AO","AO","280","[c]","20230","19930"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","EO","EO","170","[c]","24350","22720"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","G6/G7","G7","75","[c]","58000","58130"
