"Status","Year","Function_of_post","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Westminster","London","1980","1920","45080","39510"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Wiltshire","Outside London","10","10","30140","26020"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Worcestershire","Outside London","140","130","31640","26520"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","York","Outside London","325","320","35290","32160"
"In post","2021","No function","Department for International Trade","Berkshire","Outside London","75","70","43490","38540"
"In post","2021","No function","Department for International Trade","Birmingham","Outside London","15","15","39160","31820"
"In post","2021","No function","Department for International Trade","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Glasgow City","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department for International Trade","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Leeds","Outside London","15","15","43010","42120"
"In post","2021","No function","Department for International Trade","Manchester","Outside London","10","10","43590","40300"
"In post","2021","No function","Department for International Trade","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","No function","Department for International Trade","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Westminster","London","1565","1550","45730","39070"
"In post","2021","No function","Department for Transport","Aberdeen City and Aberdeenshire","Outside London","75","70","32830","27680"
"In post","2021","No function","Department for Transport","Angus and Dundee City","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Ards and North Down","Outside London","40","35","37560","31780"
"In post","2021","No function","Department for Transport","Barking & Dagenham and Havering","London","15","15","31650","30780"
"In post","2021","No function","Department for Transport","Barnet","London","30","30","32210","30780"
"In post","2021","No function","Department for Transport","Barnsley, Doncaster and Rotherham","Outside London","55","55","27410","26780"
"In post","2021","No function","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","35","30","28240","26780"
"In post","2021","No function","Department for Transport","Bedford","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Berkshire","Outside London","40","40","27700","26780"
"In post","2021","No function","Department for Transport","Bexley and Greenwich","London","60","55","33630","31680"
"In post","2021","No function","Department for Transport","Birmingham","Outside London","130","125","29250","26780"
"In post","2021","No function","Department for Transport","Blackburn with Darwen","Outside London","30","25","28460","27230"
"In post","2021","No function","Department for Transport","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Bournemouth and Poole","Outside London","30","25","28150","26780"
"In post","2021","No function","Department for Transport","Bradford","Outside London","20","20","27800","26780"
"In post","2021","No function","Department for Transport","Bridgend and Neath Port Talbot","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Bristol, City of","Outside London","195","185","32610","27390"
"In post","2021","No function","Department for Transport","Bromley","London","10","10","31100","30700"
"In post","2021","No function","Department for Transport","Buckinghamshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Calderdale and Kirklees","Outside London","20","20","27270","26780"
"In post","2021","No function","Department for Transport","Cambridgeshire CC","Outside London","35","35","28160","26700"
"In post","2021","No function","Department for Transport","Cardiff and Vale of Glamorgan","Outside London","60","55","31280","26580"
"In post","2021","No function","Department for Transport","Central Bedfordshire","Outside London","30","30","29510","26780"
"In post","2021","No function","Department for Transport","Central Hampshire","Outside London","10","10","29610","26780"
"In post","2021","No function","Department for Transport","Central Valleys","Outside London","25","20","29450","28620"
"In post","2021","No function","Department for Transport","Cheshire East","Outside London","10","10","27700","26700"
"In post","2021","No function","Department for Transport","Cheshire West and Chester","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","City of Edinburgh","Outside London","15","15","25250","26350"
"In post","2021","No function","Department for Transport","Clackmannanshire and Fife","Outside London","10","10","27650","26780"
"In post","2021","No function","Department for Transport","Conwy and Denbighshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Cornwall and Isles of Scilly","Outside London","60","55","29350","26780"
"In post","2021","No function","Department for Transport","Croydon","London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Darlington","Outside London","35","30","29150","27680"
"In post","2021","No function","Department for Transport","Derby","Outside London","60","60","41060","28380"
"In post","2021","No function","Department for Transport","Devon CC","Outside London","45","40","29250","26780"
"In post","2021","No function","Department for Transport","Dorset CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Dudley","Outside London","20","20","28460","26780"
"In post","2021","No function","Department for Transport","Dumfries and Galloway","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Durham CC","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department for Transport","Ealing","London","10","10","31220","30740"
"In post","2021","No function","Department for Transport","East Ayrshire and North Ayrshire mainland","Outside London","20","20","29680","27680"
"In post","2021","No function","Department for Transport","East Cumbria","Outside London","25","25","30110","27550"
"In post","2021","No function","Department for Transport","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","45","45","29860","27680"
"In post","2021","No function","Department for Transport","East Kent","Outside London","95","90","31120","30650"
"In post","2021","No function","Department for Transport","East Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","East Lothian and Midlothian","Outside London","10","10","28010","26780"
"In post","2021","No function","Department for Transport","East Merseyside","Outside London","55","55","29450","27680"
"In post","2021","No function","Department for Transport","East Riding of Yorkshire","Outside London","85","80","37400","31470"
"In post","2021","No function","Department for Transport","East Surrey","Outside London","30","25","37050","38890"
"In post","2021","No function","Department for Transport","East Sussex CC","Outside London","80","70","29820","26780"
"In post","2021","No function","Department for Transport","Enfield","London","20","15","30960","30780"
"In post","2021","No function","Department for Transport","Essex Haven Gateway","Outside London","30","30","41510","29800"
"In post","2021","No function","Department for Transport","Essex Thames Gateway","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Falkirk","Outside London","15","15","28820","27680"
"In post","2021","No function","Department for Transport","Flintshire and Wrexham","Outside London","40","35","28260","26780"
"In post","2021","No function","Department for Transport","Glasgow City","Outside London","25","20","27460","26780"
"In post","2021","No function","Department for Transport","Gloucestershire","Outside London","30","30","27820","26780"
"In post","2021","No function","Department for Transport","Greater Manchester North East","Outside London","60","60","27670","26780"
"In post","2021","No function","Department for Transport","Greater Manchester North West","Outside London","35","30","26880","26700"
"In post","2021","No function","Department for Transport","Greater Manchester South East","Outside London","30","30","27660","26780"
"In post","2021","No function","Department for Transport","Greater Manchester South West","Outside London","10","10","27900","26580"
"In post","2021","No function","Department for Transport","Gwynedd","Outside London","15","15","29050","26780"
"In post","2021","No function","Department for Transport","Haringey and Islington","London","15","15","30810","30580"
"In post","2021","No function","Department for Transport","Harrow and Hillingdon","London","75","70","32760","30780"
"In post","2021","No function","Department for Transport","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Heart of Essex","Outside London","30","30","27960","26780"
"In post","2021","No function","Department for Transport","Herefordshire, County of","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Hertfordshire","Outside London","50","50","30140","30580"
"In post","2021","No function","Department for Transport","Hounslow and Richmond upon Thames","London","15","10","30840","30470"
"In post","2021","No function","Department for Transport","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","50","50","44290","46160"
"In post","2021","No function","Department for Transport","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","20","20","29630","26780"
"In post","2021","No function","Department for Transport","Isle of Anglesey","Outside London","30","30","30860","31700"
"In post","2021","No function","Department for Transport","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Kent Thames Gateway","Outside London","10","10","37720","39130"
"In post","2021","No function","Department for Transport","Kingston upon Hull, City of","Outside London","35","30","27750","26780"
"In post","2021","No function","Department for Transport","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Leeds","Outside London","160","145","28340","26350"
"In post","2021","No function","Department for Transport","Leicester","Outside London","15","15","27510","26780"
"In post","2021","No function","Department for Transport","Leicestershire CC and Rutland","Outside London","100","95","33230","27620"
"In post","2021","No function","Department for Transport","Lewisham and Southwark","London","95","80","32880","32740"
"In post","2021","No function","Department for Transport","Lincolnshire","Outside London","40","40","28960","26780"
"In post","2021","No function","Department for Transport","Liverpool","Outside London","25","20","26990","26700"
"In post","2021","No function","Department for Transport","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Luton","Outside London","10","10","27470","26700"
"In post","2021","No function","Department for Transport","Manchester","Outside London","20","20","27040","26470"
"In post","2021","No function","Department for Transport","Medway","Outside London","30","30","28410","26780"
"In post","2021","No function","Department for Transport","Merton, Kingston upon Thames and Sutton","London","45","45","32420","30780"
"In post","2021","No function","Department for Transport","Mid Kent","Outside London","40","40","33350","35030"
"In post","2021","No function","Department for Transport","Mid Lancashire","Outside London","55","50","28770","27680"
"In post","2021","No function","Department for Transport","Milton Keynes","Outside London","20","20","27140","26700"
"In post","2021","No function","Department for Transport","Monmouthshire and Newport","Outside London","35","35","29130","27680"
"In post","2021","No function","Department for Transport","Na h-Eileanan Siar","Outside London","30","30","32830","32250"
"In post","2021","No function","Department for Transport","North and North East Lincolnshire","Outside London","20","20","29320","27550"
"In post","2021","No function","Department for Transport","North and West Norfolk","Outside London","10","10","27950","26740"
"In post","2021","No function","Department for Transport","North Hampshire","Outside London","95","90","55810","73670"
"In post","2021","No function","Department for Transport","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","North Northamptonshire","Outside London","30","30","29100","27680"
"In post","2021","No function","Department for Transport","North Nottinghamshire","Outside London","15","15","28140","26780"
"In post","2021","No function","Department for Transport","North Yorkshire CC","Outside London","30","30","28190","26780"
"In post","2021","No function","Department for Transport","Northumberland","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department for Transport","Norwich and East Norfolk","Outside London","40","40","27870","26780"
"In post","2021","No function","Department for Transport","Nottingham","Outside London","65","60","31530","26780"
"In post","2021","No function","Department for Transport","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Overseas","Overseas","10","10","64100","65520"
"In post","2021","No function","Department for Transport","Oxfordshire","Outside London","25","25","28100","26780"
"In post","2021","No function","Department for Transport","Perth and Kinross and Stirling","Outside London","15","15","28280","26780"
"In post","2021","No function","Department for Transport","Peterborough","Outside London","35","35","28070","26780"
"In post","2021","No function","Department for Transport","Plymouth","Outside London","55","50","37610","30990"
"In post","2021","No function","Department for Transport","Portsmouth","Outside London","10","10","27350","26780"
"In post","2021","No function","Department for Transport","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Redbridge and Waltham Forest","London","45","45","31370","30700"
"In post","2021","No function","Department for Transport","Sandwell","Outside London","20","15","28360","26780"
"In post","2021","No function","Department for Transport","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Sefton","Outside London","25","25","40450","36180"
"In post","2021","No function","Department for Transport","Sheffield","Outside London","35","30","28960","26780"
"In post","2021","No function","Department for Transport","Shetland Islands","Outside London","20","20","30260","26590"
"In post","2021","No function","Department for Transport","Shropshire CC","Outside London","20","20","29160","26780"
"In post","2021","No function","Department for Transport","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Somerset","Outside London","30","30","28800","27230"
"In post","2021","No function","Department for Transport","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","South Ayrshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","South Hampshire","Outside London","155","150","32230","31350"
"In post","2021","No function","Department for Transport","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","South Nottinghamshire","Outside London","40","40","27690","26780"
"In post","2021","No function","Department for Transport","South Teesside","Outside London","10","10","28210","26780"
"In post","2021","No function","Department for Transport","South West Wales","Outside London","40","40","29850","27300"
"In post","2021","No function","Department for Transport","Southampton","Outside London","375","360","40180","38650"
"In post","2021","No function","Department for Transport","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Staffordshire CC","Outside London","125","115","27680","26780"
"In post","2021","No function","Department for Transport","Stoke-on-Trent","Outside London","25","20","29740","26780"
"In post","2021","No function","Department for Transport","Suffolk","Outside London","55","55","28980","26780"
"In post","2021","No function","Department for Transport","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Swansea","Outside London","4905","4225","22920","21590"
"In post","2021","No function","Department for Transport","Swindon","Outside London","20","20","27290","26780"
"In post","2021","No function","Department for Transport","Telford and Wrekin","Outside London","15","15","28540","27680"
"In post","2021","No function","Department for Transport","Thurrock","Outside London","10","10","28900","27900"
"In post","2021","No function","Department for Transport","Torbay","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department for Transport","Tyneside","Outside London","230","205","26140","21590"
"In post","2021","No function","Department for Transport","Wakefield","Outside London","50","45","28950","26780"
"In post","2021","No function","Department for Transport","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Warwickshire","Outside London","30","30","28140","26740"
"In post","2021","No function","Department for Transport","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","West Essex","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","West Kent","Outside London","10","10","27260","26780"
"In post","2021","No function","Department for Transport","West Lothian","Outside London","45","45","30730","29420"
"In post","2021","No function","Department for Transport","West Northamptonshire","Outside London","15","15","27420","26780"
"In post","2021","No function","Department for Transport","West Surrey","Outside London","55","55","33750","30780"
"In post","2021","No function","Department for Transport","West Sussex (North East)","Outside London","20","20","27520","26780"
"In post","2021","No function","Department for Transport","West Sussex (South West)","Outside London","35","35","28550","26780"
"In post","2021","No function","Department for Transport","Westminster","London","1755","1725","47980","43360"
"In post","2021","No function","Department for Transport","Wiltshire","Outside London","20","20","28200","26780"
"In post","2021","No function","Department for Transport","Wirral","Outside London","15","15","28470","26780"
"In post","2021","No function","Department for Transport","Wolverhampton","Outside London","10","10","28890","26700"
"In post","2021","No function","Department for Transport","Worcestershire","Outside London","25","20","28280","26780"
"In post","2021","No function","Department for Transport","York","Outside London","10","10","27350","26780"
"In post","2021","No function","Department for Work and Pensions","Aberdeen City and Aberdeenshire","Outside London","105","105","77580","90550"
"In post","2021","No function","Department for Work and Pensions","Bedford","Outside London","60","55","42850","45100"
"In post","2021","No function","Department for Work and Pensions","Birmingham","Outside London","80","75","43550","45710"
"In post","2021","No function","Department for Work and Pensions","Bristol, City of","Outside London","50","50","46980","46320"
"In post","2021","No function","Department for Work and Pensions","Cardiff and Vale of Glamorgan","Outside London","75","70","40780","41480"
"In post","2021","No function","Department for Work and Pensions","Cheshire East","Outside London","30","30","41040","43330"
"In post","2021","No function","Department for Work and Pensions","City of Edinburgh","Outside London","45","45","44190","46320"
"In post","2021","No function","Department for Work and Pensions","East Cumbria","Outside London","10","10","39640","36570"
"In post","2021","No function","Department for Work and Pensions","East Surrey","Outside London","30","25","41930","45100"
"In post","2021","No function","Department for Work and Pensions","Flintshire and Wrexham","Outside London","15","15","40940","46320"
"In post","2021","No function","Department for Work and Pensions","Glasgow City","Outside London","65","60","43660","45100"
"In post","2021","No function","Department for Work and Pensions","Heart of Essex","Outside London","40","40","47930","46320"
"In post","2021","No function","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Work and Pensions","Leeds","Outside London","95","85","45260","46320"
"In post","2021","No function","Department for Work and Pensions","Mid Kent","Outside London","20","15","40380","42140"
"In post","2021","No function","Department for Work and Pensions","North Hampshire","Outside London","40","40","42700","40230"
"In post","2021","No function","Department for Work and Pensions","Norwich and East Norfolk","Outside London","25","25","41220","40230"
"In post","2021","No function","Department for Work and Pensions","Plymouth","Outside London","30","25","41330","41480"
"In post","2021","No function","Department for Work and Pensions","Sefton","Outside London","590","555","40360","35910"
"In post","2021","No function","Department for Work and Pensions","Sheffield","Outside London","50","45","45130","41480"
"In post","2021","No function","Department for Work and Pensions","South and West Derbyshire","Outside London","280","255","41320","39390"
"In post","2021","No function","Department for Work and Pensions","South Nottinghamshire","Outside London","55","50","48000","43830"
"In post","2021","No function","Department for Work and Pensions","South West Wales","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Work and Pensions","Tower Hamlets","London","130","125","47560","45380"
"In post","2021","No function","Department for Work and Pensions","Tyneside","Outside London","70","70","42460","43830"
"In post","2021","No function","Department for Work and Pensions","Westminster","London","20","15","53130","43780"
"In post","2021","No function","Department for Work and Pensions","York","Outside London","180","170","33820","31710"
"In post","2021","No function","Department of Health and Social Care","Barnet","London","975","915","42830","38930"
"In post","2021","No function","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","10","10","59850","43110"
"In post","2021","No function","Department of Health and Social Care","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Birmingham","Outside London","440","395","41720","34530"
"In post","2021","No function","Department of Health and Social Care","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Bristol, City of","Outside London","355","320","40110","34180"
"In post","2021","No function","Department of Health and Social Care","Cambridgeshire CC","Outside London","305","275","42390","34530"
"In post","2021","No function","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","10","10","56580","42300"
"In post","2021","No function","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Darlington","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Devon CC","Outside London","40","35","51840","47310"
"In post","2021","No function","Department of Health and Social Care","East Kent","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","East Surrey","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","East Sussex CC","Outside London","10","10","37050","39400"
"In post","2021","No function","Department of Health and Social Care","Glasgow City","Outside London","15","15","36690","35400"
"In post","2021","No function","Department of Health and Social Care","Gloucestershire","Outside London","15","15","38280","29070"
"In post","2021","No function","Department of Health and Social Care","Harrow and Hillingdon","London","15","15","57840","48790"
"In post","2021","No function","Department of Health and Social Care","Heart of Essex","Outside London","10","10","50310","41640"
"In post","2021","No function","Department of Health and Social Care","Hertfordshire","Outside London","15","15","57340","48860"
"In post","2021","No function","Department of Health and Social Care","Lambeth","London","1550","1395","49790","41790"
"In post","2021","No function","Department of Health and Social Care","Leeds","Outside London","785","745","43400","37740"
"In post","2021","No function","Department of Health and Social Care","Leicestershire CC and Rutland","Outside London","20","20","48340","42530"
"In post","2021","No function","Department of Health and Social Care","Lewisham and Southwark","London","75","70","53610","49010"
"In post","2021","No function","Department of Health and Social Care","Liverpool","Outside London","105","95","45880","37490"
"In post","2021","No function","Department of Health and Social Care","Manchester","Outside London","385","355","33850","27900"
"In post","2021","No function","Department of Health and Social Care","Mid Kent","Outside London","35","35","48430","40280"
"In post","2021","No function","Department of Health and Social Care","Mid Lancashire","Outside London","50","45","45140","37120"
"In post","2021","No function","Department of Health and Social Care","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","North Yorkshire CC","Outside London","20","20","36730","27900"
"In post","2021","No function","Department of Health and Social Care","Nottingham","Outside London","150","140","43420","36330"
"In post","2021","No function","Department of Health and Social Care","Oxfordshire","Outside London","350","310","44580","40030"
"In post","2021","No function","Department of Health and Social Care","Sheffield","Outside London","45","40","31380","28240"
"In post","2021","No function","Department of Health and Social Care","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","South Hampshire","Outside London","30","25","54760","49340"
"In post","2021","No function","Department of Health and Social Care","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Tyneside","Outside London","135","115","45640","38810"
"In post","2021","No function","Department of Health and Social Care","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","West Essex","Outside London","70","60","46180","36160"
"In post","2021","No function","Department of Health and Social Care","West Sussex (North East)","Outside London","50","45","51870","48530"
"In post","2021","No function","Department of Health and Social Care","Westminster","London","1455","1425","49690","46000"
"In post","2021","No function","Department of Health and Social Care","Wiltshire","Outside London","715","665","37190","34530"
"In post","2021","No function","Department of Health and Social Care","York","Outside London","75","65","46630","40560"
"In post","2021","No function","ESTYN","Cardiff and Vale of Glamorgan","Outside London","85","80","62680","74730"
"In post","2021","No function","Food Standards Agency","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","10","26300","26750"
"In post","2021","No function","Food Standards Agency","Bedford","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Belfast","Outside London","60","60","37830","37910"
"In post","2021","No function","Food Standards Agency","Birmingham","Outside London","55","55","39080","37910"
"In post","2021","No function","Food Standards Agency","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Breckland and South Norfolk","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","Outside London","80","80","37900","37910"
"In post","2021","No function","Food Standards Agency","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Central Valleys","Outside London","15","15","26860","26750"
"In post","2021","No function","Food Standards Agency","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Cornwall and Isles of Scilly","Outside London","10","10","27050","26750"
"In post","2021","No function","Food Standards Agency","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Dudley","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Durham CC","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Essex Haven Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Heart of Essex","Outside London","10","10","29180","29090"
"In post","2021","No function","Food Standards Agency","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Lincolnshire","Outside London","20","15","27210","26750"
"In post","2021","No function","Food Standards Agency","Mid Lancashire","Outside London","20","20","26820","26750"
"In post","2021","No function","Food Standards Agency","North and North East Lincolnshire","Outside London","10","10","26750","26750"
"In post","2021","No function","Food Standards Agency","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","North Yorkshire CC","Outside London","10","10","27760","27710"
"In post","2021","No function","Food Standards Agency","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Shropshire CC","Outside London","10","10","26830","26750"
"In post","2021","No function","Food Standards Agency","Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","South and West Derbyshire","Outside London","15","10","27180","26750"
"In post","2021","No function","Food Standards Agency","South West Wales","Outside London","10","10","27430","26750"
"In post","2021","No function","Food Standards Agency","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Suffolk","Outside London","20","20","26990","26750"
"In post","2021","No function","Food Standards Agency","Telford and Wrekin","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Westminster","London","320","315","41370","40260"
"In post","2021","No function","Food Standards Agency","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
