"Status","Year","Function_of_post","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Croydon","London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Croydon","London","Male","15","15","[c]","[c]"
"In post","2021","Communications","Darlington","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Darlington","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Devon CC","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Communications","Devon CC","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Communications","Dorset CC","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Dorset CC","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Durham CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Durham CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Communications","East Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Flintshire and Wrexham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Glasgow City","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Communications","Glasgow City","Outside London","Male","20","15","[c]","[c]"
"In post","2021","Communications","Gloucestershire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South West","Outside London","Female","135","135","28720","25560"
"In post","2021","Communications","Greater Manchester South West","Outside London","Male","240","240","28550","25560"
"In post","2021","Communications","Hackney and Newham","London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Hackney and Newham","London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Harrow and Hillingdon","London","Female","35","35","25680","22730"
"In post","2021","Communications","Harrow and Hillingdon","London","Male","140","135","23260","20510"
"In post","2021","Communications","Heart of Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Heart of Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hertfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Hertfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Hounslow and Richmond upon Thames","London","Female","15","10","[c]","[c]"
"In post","2021","Communications","Hounslow and Richmond upon Thames","London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lambeth","London","Female","35","35","48680","48900"
"In post","2021","Communications","Lambeth","London","Male","25","25","[c]","[c]"
"In post","2021","Communications","Lancaster and Wyre","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Lancaster and Wyre","Outside London","Male","10","5","[c]","[c]"
"In post","2021","Communications","Leeds","Outside London","Female","245","240","31070","25560"
"In post","2021","Communications","Leeds","Outside London","Male","295","290","28960","25560"
"In post","2021","Communications","Leicester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Lisburn and Castlereagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Liverpool","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Communications","Liverpool","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Manchester","Outside London","Female","70","65","32530","30320"
"In post","2021","Communications","Manchester","Outside London","Male","55","50","31640","26000"
"In post","2021","Communications","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Milton Keynes","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Milton Keynes","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Monmouthshire and Newport","Outside London","Female","45","40","35360","30170"
"In post","2021","Communications","Monmouthshire and Newport","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Communications","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Hampshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","North Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","North Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Nottingham","Outside London","Female","225","215","30570","26520"
"In post","2021","Communications","Nottingham","Outside London","Male","255","250","28460","25560"
"In post","2021","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Oxfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Oxfordshire","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Communications","Perth and Kinross and Stirling","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Perth and Kinross and Stirling","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Peterborough","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Communications","Peterborough","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Plymouth","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Plymouth","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Portsmouth","Outside London","Female","30","30","[c]","[c]"
"In post","2021","Communications","Portsmouth","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Communications","Powys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Powys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Borders","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Borders","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sefton","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Communications","Sefton","Outside London","Male","30","30","36530","35910"
"In post","2021","Communications","Sheffield","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Sheffield","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Communications","Shropshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Shropshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Solihull","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Solihull","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Somerset","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Communications","Somerset","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","South Hampshire","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Communications","South Hampshire","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Communications","South Lanarkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","South Lanarkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Communications","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southampton","Outside London","Female","20","15","[c]","[c]"
"In post","2021","Communications","Southampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southend-on-Sea","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Southend-on-Sea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Suffolk","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Suffolk","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","Sunderland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sunderland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Swansea","Outside London","Female","50","45","28980","26470"
"In post","2021","Communications","Swansea","Outside London","Male","30","30","30140","26780"
"In post","2021","Communications","Swindon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tower Hamlets","London","Female","90","85","43120","36160"
"In post","2021","Communications","Tower Hamlets","London","Male","60","60","49200","40570"
"In post","2021","Communications","Tyneside","Outside London","Female","775","710","27860","25560"
"In post","2021","Communications","Tyneside","Outside London","Male","730","715","27940","25560"
"In post","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wakefield","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wakefield","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","Warrington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Cumbria","Outside London","Female","30","30","27490","25100"
"In post","2021","Communications","West Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Communications","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Lothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Lothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","Westminster","London","Female","1150","1115","45890","41890"
"In post","2021","Communications","Westminster","London","Male","800","795","47470","42800"
"In post","2021","Communications","Wiltshire","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Communications","Wiltshire","Outside London","Male","30","30","34160","32900"
"In post","2021","Communications","Wirral","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wirral","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Communications","Worcestershire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Communications","York","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Communications","York","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Angus and Dundee City","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Angus and Dundee City","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","Outside London","Female","185","170","30930","28130"
"In post","2021","Counter Fraud","Belfast","Outside London","Male","210","205","31510","31810"
"In post","2021","Counter Fraud","Berkshire","Outside London","Female","40","40","30680","29570"
"In post","2021","Counter Fraud","Berkshire","Outside London","Male","45","45","33240","31990"
"In post","2021","Counter Fraud","Bexley and Greenwich","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bexley and Greenwich","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","Outside London","Female","300","270","30900","28130"
"In post","2021","Counter Fraud","Birmingham","Outside London","Male","290","280","34240","31810"
"In post","2021","Counter Fraud","Blackburn with Darwen","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackburn with Darwen","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bradford","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Bradford","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Bristol, City of","Outside London","Female","160","150","34130","31810"
"In post","2021","Counter Fraud","Bristol, City of","Outside London","Male","230","220","36220","31810"
"In post","2021","Counter Fraud","Cambridgeshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cambridgeshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Camden and City of London","London","Female","445","420","35630","34660"
"In post","2021","Counter Fraud","Camden and City of London","London","Male","645","630","38630","36160"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","Outside London","Female","175","155","29580","27230"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","Outside London","Male","180","175","32410","31810"
"In post","2021","Counter Fraud","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","Outside London","Female","110","100","30010","28130"
"In post","2021","Counter Fraud","City of Edinburgh","Outside London","Male","120","115","32110","31810"
"In post","2021","Counter Fraud","Croydon","London","Female","265","250","36130","32520"
"In post","2021","Counter Fraud","Croydon","London","Male","360","350","39050","36160"
"In post","2021","Counter Fraud","Derby","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derby","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Ealing","London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Ealing","London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Kent","Outside London","Female","75","70","28450","27390"
"In post","2021","Counter Fraud","East Kent","Outside London","Male","95","90","30730","28130"
"In post","2021","Counter Fraud","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Flintshire and Wrexham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","Outside London","Female","135","110","28630","28130"
"In post","2021","Counter Fraud","Glasgow City","Outside London","Male","110","100","32940","31810"
"In post","2021","Counter Fraud","Greater Manchester North East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","Outside London","Female","335","310","33170","31810"
"In post","2021","Counter Fraud","Greater Manchester South West","Outside London","Male","425","415","33600","31810"
"In post","2021","Counter Fraud","Hackney and Newham","London","Female","85","80","37770","36160"
"In post","2021","Counter Fraud","Hackney and Newham","London","Male","80","80","43580","39800"
"In post","2021","Counter Fraud","Harrow and Hillingdon","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kingston upon Hull, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","Outside London","Female","365","330","31210","30730"
"In post","2021","Counter Fraud","Leeds","Outside London","Male","425","415","33100","31810"
"In post","2021","Counter Fraud","Leicester","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Leicester","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lisburn and Castlereagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Manchester","Outside London","Female","155","140","31600","31810"
"In post","2021","Counter Fraud","Manchester","Outside London","Male","185","175","33320","31810"
"In post","2021","Counter Fraud","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Medway","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mid Lancashire","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Mid Lancashire","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Monmouthshire and Newport","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Monmouthshire and Newport","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North Lanarkshire","Outside London","Female","130","125","30050","28130"
"In post","2021","Counter Fraud","North Lanarkshire","Outside London","Male","150","145","30940","31810"
"In post","2021","Counter Fraud","North Yorkshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Nottingham","Outside London","Female","230","210","32000","31810"
"In post","2021","Counter Fraud","Nottingham","Outside London","Male","280","275","34720","31810"
"In post","2021","Counter Fraud","Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Plymouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Plymouth","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Portsmouth","Outside London","Female","60","60","31770","31810"
"In post","2021","Counter Fraud","Portsmouth","Outside London","Male","60","60","34860","31810"
"In post","2021","Counter Fraud","Sefton","Outside London","Female","270","240","30740","28130"
"In post","2021","Counter Fraud","Sefton","Outside London","Male","235","230","34260","31810"
"In post","2021","Counter Fraud","Sheffield","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Sheffield","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Solihull","Outside London","Female","60","55","30180","28130"
"In post","2021","Counter Fraud","Solihull","Outside London","Male","70","70","30640","25560"
"In post","2021","Counter Fraud","South Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Lanarkshire","Outside London","Female","60","50","29180","28130"
"In post","2021","Counter Fraud","South Lanarkshire","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Counter Fraud","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
