"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","Overseas","Overseas","G6/G7","110","110","64670","63500"
"In post","2021","Ministry of Defence","Overseas","Overseas","SCS level","10","10","85270","84320"
"In post","2021","Ministry of Defence","Overseas","Overseas","SEO/HEO","495","495","40960","40580"
"In post","2021","Ministry of Defence","Overseas","Overseas","Unknown","35","35","39460","36710"
"In post","2021","Ministry of Defence","Scotland","Outside London","AA/AO","2325","2235","24810","21130"
"In post","2021","Ministry of Defence","Scotland","Outside London","EO","710","685","27670","26670"
"In post","2021","Ministry of Defence","Scotland","Outside London","G6/G7","130","125","62290","57350"
"In post","2021","Ministry of Defence","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Outside London","SEO/HEO","825","805","37710","35480"
"In post","2021","Ministry of Defence","Scotland","Outside London","Unknown","110","110","40570","41490"
"In post","2021","Ministry of Defence","South East (England)","Outside London","AA/AO","3215","3105","23820","20920"
"In post","2021","Ministry of Defence","South East (England)","Outside London","EO","1920","1865","27860","26670"
"In post","2021","Ministry of Defence","South East (England)","Outside London","G6/G7","1395","1335","55240","54540"
"In post","2021","Ministry of Defence","South East (England)","Outside London","SCS level","40","40","85410","82530"
"In post","2021","Ministry of Defence","South East (England)","Outside London","SEO/HEO","3645","3540","36420","35300"
"In post","2021","Ministry of Defence","South East (England)","Outside London","Unknown","140","140","44670","41020"
"In post","2021","Ministry of Defence","South West (England)","Outside London","AA/AO","2905","2775","21950","20920"
"In post","2021","Ministry of Defence","South West (England)","Outside London","EO","3855","3685","25040","26350"
"In post","2021","Ministry of Defence","South West (England)","Outside London","G6/G7","3450","3345","56060","54540"
"In post","2021","Ministry of Defence","South West (England)","Outside London","SCS level","165","160","99170","92370"
"In post","2021","Ministry of Defence","South West (England)","Outside London","SEO/HEO","10070","9720","36230","36000"
"In post","2021","Ministry of Defence","South West (England)","Outside London","Unknown","1590","1555","41800","39860"
"In post","2021","Ministry of Defence","Unknown","Unknown","AA/AO","35","35","22690","22080"
"In post","2021","Ministry of Defence","Unknown","Unknown","EO","35","35","28820","26930"
"In post","2021","Ministry of Defence","Unknown","Unknown","G6/G7","15","15","67390","66800"
"In post","2021","Ministry of Defence","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","SEO/HEO","65","60","38770","37640"
"In post","2021","Ministry of Defence","Unknown","Unknown","Unknown","1910","1910","37280","33570"
"In post","2021","Ministry of Defence","Wales","Outside London","AA/AO","525","510","20400","20720"
"In post","2021","Ministry of Defence","Wales","Outside London","EO","380","360","27970","27460"
"In post","2021","Ministry of Defence","Wales","Outside London","G6/G7","15","15","69660","68830"
"In post","2021","Ministry of Defence","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Outside London","SEO/HEO","190","185","36310","33300"
"In post","2021","Ministry of Defence","Wales","Outside London","Unknown","10","10","36780","34660"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","AA/AO","945","910","21880","20920"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","EO","715","695","26740","26670"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","G6/G7","155","150","62370","54540"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","SEO/HEO","720","700","36710","34800"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","Unknown","50","50","36120","34320"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","AA/AO","1065","1020","23030","20920"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","EO","600","590","28180","26930"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","G6/G7","60","55","67700","63670"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","SEO/HEO","330","325","36790","34610"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","G6/G7","15","15","53970","53230"
"In post","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","SEO/HEO","25","25","33690","30870"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","EO","10","10","29070","28980"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","G6/G7","15","15","58590","53650"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","SEO/HEO","45","40","37590","37160"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","AA/AO","35","35","26910","26870"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","EO","210","205","29200","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","G6/G7","815","800","57870","53870"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","SCS level","120","115","85350","77200"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","SEO/HEO","680","675","37150","37600"
"In post","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","G6/G7","20","20","51810","48900"
"In post","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","SEO/HEO","40","35","34070","34630"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","AA/AO","15","15","23070","23070"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","EO","15","15","25720","25380"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","G6/G7","35","30","51520","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","SEO/HEO","80","75","34100","33240"
"In post","2021","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","AA/AO","165","150","21550","21270"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","EO","100","90","26760","26050"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","G6/G7","435","390","57480","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","SEO/HEO","225","215","36150","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","Wales","Outside London","AA/AO","10","10","21300","21270"
"In post","2021","Ministry of Housing, Communities and Local Government","Wales","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Wales","Outside London","G6/G7","20","20","60030","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","EO","15","15","25780","24830"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","G6/G7","40","35","52210","48800"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","SEO/HEO","75","75","34200","32780"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","G6/G7","30","30","52190","49390"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","SEO/HEO","45","45","34580","34690"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","AA/AO","4035","3720","23100","21710"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","EO","1040","985","26670","26330"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","G6/G7","125","125","62450","60000"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","SCS level","15","15","85950","81870"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","SEO/HEO","960","910","37720","36720"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","Unknown","960","880","29420","28260"
"In post","2021","Ministry of Justice","East of England","Outside London","AA/AO","3760","3505","25150","23970"
"In post","2021","Ministry of Justice","East of England","Outside London","EO","790","760","29160","28330"
"In post","2021","Ministry of Justice","East of England","Outside London","G6/G7","115","110","67280","65780"
"In post","2021","Ministry of Justice","East of England","Outside London","SCS level","10","10","96520","103000"
"In post","2021","Ministry of Justice","East of England","Outside London","SEO/HEO","835","795","38480","37280"
"In post","2021","Ministry of Justice","East of England","Outside London","Unknown","1020","930","28600","28200"
"In post","2021","Ministry of Justice","London","London","AA/AO","5455","5180","26520","23790"
"In post","2021","Ministry of Justice","London","London","EO","2020","1960","29300","27460"
"In post","2021","Ministry of Justice","London","London","G6/G7","1675","1625","61880","59920"
"In post","2021","Ministry of Justice","London","London","SCS level","220","215","88980","82990"
"In post","2021","Ministry of Justice","London","London","SEO/HEO","3650","3560","38910","36800"
"In post","2021","Ministry of Justice","London","London","Unknown","1585","1525","33750","32090"
"In post","2021","Ministry of Justice","North East (England)","Outside London","AA/AO","2445","2220","24400","23240"
"In post","2021","Ministry of Justice","North East (England)","Outside London","EO","585","550","28270","27380"
"In post","2021","Ministry of Justice","North East (England)","Outside London","G6/G7","80","80","61070","58600"
"In post","2021","Ministry of Justice","North East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","North East (England)","Outside London","SEO/HEO","625","595","37710","37280"
"In post","2021","Ministry of Justice","North East (England)","Outside London","Unknown","710","660","29350","28200"
"In post","2021","Ministry of Justice","North West (England)","Outside London","AA/AO","4940","4515","23690","21710"
"In post","2021","Ministry of Justice","North West (England)","Outside London","EO","1220","1145","27850","27380"
"In post","2021","Ministry of Justice","North West (England)","Outside London","G6/G7","205","205","62000","59150"
"In post","2021","Ministry of Justice","North West (England)","Outside London","SCS level","15","10","93540","93000"
"In post","2021","Ministry of Justice","North West (England)","Outside London","SEO/HEO","1315","1250","37650","36710"
"In post","2021","Ministry of Justice","North West (England)","Outside London","Unknown","1860","1730","29620","30210"
"In post","2021","Ministry of Justice","Scotland","Outside London","AA/AO","280","260","20160","19930"
"In post","2021","Ministry of Justice","Scotland","Outside London","EO","125","120","23380","22710"
"In post","2021","Ministry of Justice","Scotland","Outside London","G6/G7","30","25","55000","55060"
"In post","2021","Ministry of Justice","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Scotland","Outside London","SEO/HEO","130","125","29780","28870"
"In post","2021","Ministry of Justice","South East (England)","Outside London","AA/AO","5585","5265","26470","26350"
"In post","2021","Ministry of Justice","South East (England)","Outside London","EO","1295","1235","29950","30380"
"In post","2021","Ministry of Justice","South East (England)","Outside London","G6/G7","150","150","65530","63580"
"In post","2021","Ministry of Justice","South East (England)","Outside London","SCS level","10","10","92910","100370"
"In post","2021","Ministry of Justice","South East (England)","Outside London","SEO/HEO","1235","1170","40090","38160"
"In post","2021","Ministry of Justice","South East (England)","Outside London","Unknown","1335","1220","29310","28200"
"In post","2021","Ministry of Justice","South West (England)","Outside London","AA/AO","2790","2565","23650","22850"
"In post","2021","Ministry of Justice","South West (England)","Outside London","EO","610","575","27970","27380"
"In post","2021","Ministry of Justice","South West (England)","Outside London","G6/G7","100","100","62970","61180"
"In post","2021","Ministry of Justice","South West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","South West (England)","Outside London","SEO/HEO","675","635","38860","38160"
"In post","2021","Ministry of Justice","South West (England)","Outside London","Unknown","910","815","29530","28800"
"In post","2021","Ministry of Justice","Unknown","Unknown","AA/AO","15","15","20040","19930"
"In post","2021","Ministry of Justice","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Wales","Outside London","AA/AO","1850","1710","22700","21550"
"In post","2021","Ministry of Justice","Wales","Outside London","EO","415","395","27210","26850"
"In post","2021","Ministry of Justice","Wales","Outside London","G6/G7","85","80","59430","57330"
"In post","2021","Ministry of Justice","Wales","Outside London","SCS level","15","15","95710","93000"
"In post","2021","Ministry of Justice","Wales","Outside London","SEO/HEO","540","510","36580","36480"
"In post","2021","Ministry of Justice","Wales","Outside London","Unknown","1090","1025","29760","28530"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","AA/AO","4905","4555","22720","20650"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","EO","1205","1160","26650","24690"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","G6/G7","210","205","60660","59080"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","SCS level","15","15","93690","96060"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","SEO/HEO","1210","1170","37240","36480"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","Unknown","1355","1240","29360","28200"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","AA/AO","4510","4135","24190","23240"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","EO","1105","1040","28990","28080"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","G6/G7","235","230","59780","57330"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","SCS level","15","15","96100","99000"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","SEO/HEO","1220","1160","37420","36710"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","Unknown","1320","1200","29740","30210"
"In post","2021","National Crime Agency","East Midlands (England)","Outside London","AA/AO","15","15","22270","20800"
"In post","2021","National Crime Agency","East Midlands (England)","Outside London","EO","70","65","32630","32770"
"In post","2021","National Crime Agency","East Midlands (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","East Midlands (England)","Outside London","SEO/HEO","70","65","42410","42780"
"In post","2021","National Crime Agency","East of England","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","National Crime Agency","East of England","Outside London","EO","65","65","34290","34140"
"In post","2021","National Crime Agency","East of England","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","East of England","Outside London","SEO/HEO","60","60","43320","43710"
"In post","2021","National Crime Agency","London","London","AA/AO","100","95","25970","24220"
"In post","2021","National Crime Agency","London","London","EO","620","610","35330","36200"
"In post","2021","National Crime Agency","London","London","G6/G7","190","185","65790","64410"
"In post","2021","National Crime Agency","London","London","SCS level","25","25","113650","95000"
"In post","2021","National Crime Agency","London","London","SEO/HEO","715","700","45670","46810"
"In post","2021","National Crime Agency","North East (England)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","North East (England)","Outside London","EO","65","65","32680","34140"
"In post","2021","National Crime Agency","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North East (England)","Outside London","SEO/HEO","35","35","42010","40210"
"In post","2021","National Crime Agency","North West (England)","Outside London","AA/AO","80","75","21800","20800"
"In post","2021","National Crime Agency","North West (England)","Outside London","EO","675","665","32090","32770"
"In post","2021","National Crime Agency","North West (England)","Outside London","G6/G7","55","55","61670","60990"
"In post","2021","National Crime Agency","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North West (England)","Outside London","SEO/HEO","465","460","41680","40490"
"In post","2021","National Crime Agency","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Northern Ireland","Outside London","EO","45","45","32810","32780"
"In post","2021","National Crime Agency","Northern Ireland","Outside London","G6/G7","10","10","60550","55740"
"In post","2021","National Crime Agency","Northern Ireland","Outside London","SEO/HEO","50","50","42640","43710"
"In post","2021","National Crime Agency","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Overseas","G6/G7","20","20","81740","76730"
"In post","2021","National Crime Agency","Overseas","Overseas","SEO/HEO","110","110","64850","62370"
"In post","2021","National Crime Agency","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Scotland","Outside London","EO","30","30","33370","33040"
"In post","2021","National Crime Agency","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Scotland","Outside London","SEO/HEO","25","25","41810","40210"
"In post","2021","National Crime Agency","South East (England)","Outside London","AA/AO","25","25","26610","24220"
"In post","2021","National Crime Agency","South East (England)","Outside London","EO","240","230","35470","36410"
"In post","2021","National Crime Agency","South East (England)","Outside London","G6/G7","15","15","64140","64410"
"In post","2021","National Crime Agency","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","South East (England)","Outside London","SEO/HEO","175","170","45350","45480"
"In post","2021","National Crime Agency","South West (England)","Outside London","AA/AO","40","35","22270","20800"
"In post","2021","National Crime Agency","South West (England)","Outside London","EO","235","230","31670","32770"
"In post","2021","National Crime Agency","South West (England)","Outside London","G6/G7","15","15","60310","57540"
"In post","2021","National Crime Agency","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","South West (England)","Outside London","SEO/HEO","175","170","41980","41670"
"In post","2021","National Crime Agency","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","EO","10","10","33150","33920"
"In post","2021","National Crime Agency","Unknown","Unknown","G6/G7","10","10","60780","60990"
"In post","2021","National Crime Agency","Unknown","Unknown","SEO/HEO","80","80","44790","44910"
"In post","2021","National Crime Agency","Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Wales","Outside London","EO","35","35","33190","34140"
"In post","2021","National Crime Agency","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Wales","Outside London","SEO/HEO","25","25","42840","43710"
"In post","2021","National Crime Agency","West Midlands (England)","Outside London","AA/AO","35","35","22320","20800"
"In post","2021","National Crime Agency","West Midlands (England)","Outside London","EO","230","225","33120","32770"
"In post","2021","National Crime Agency","West Midlands (England)","Outside London","G6/G7","30","30","62550","60990"
"In post","2021","National Crime Agency","West Midlands (England)","Outside London","SEO/HEO","200","195","42250","41770"
"In post","2021","National Crime Agency","Yorkshire and The Humber","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Yorkshire and The Humber","Outside London","EO","145","145","32670","32870"
"In post","2021","National Crime Agency","Yorkshire and The Humber","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Yorkshire and The Humber","Outside London","SEO/HEO","105","105","42310","43450"
"In post","2021","Northern Ireland Office","London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","London","EO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","London","G6/G7","30","30","55250","52850"
"In post","2021","Northern Ireland Office","London","London","SCS level","10","10","92240","84450"
"In post","2021","Northern Ireland Office","London","London","SEO/HEO","30","30","36030","36800"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","EO","15","15","25580","25500"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","G6/G7","20","20","51920","49960"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","SEO/HEO","40","40","34250","34990"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","AA/AO","35","30","21150","21160"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","EO","20","20","26100","25880"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","G6/G7","40","40","74040","75500"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","SEO/HEO","70","65","42770","39850"
"In post","2021","Office for Standards in Education","East of England","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","East of England","Outside London","G6/G7","50","50","75680","75500"
"In post","2021","Office for Standards in Education","East of England","Outside London","SEO/HEO","40","40","50460","51360"
"In post","2021","Office for Standards in Education","London","London","AA/AO","10","10","22660","22630"
"In post","2021","Office for Standards in Education","London","London","EO","30","30","28650","28880"
"In post","2021","Office for Standards in Education","London","London","G6/G7","185","180","72650","75500"
"In post","2021","Office for Standards in Education","London","London","SCS level","15","15","110820","95150"
"In post","2021","Office for Standards in Education","London","London","SEO/HEO","205","200","44730","42850"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","AA/AO","135","125","21160","21160"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","EO","80","80","25780","25880"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","G6/G7","100","100","71090","74280"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","SEO/HEO","175","170","39940","39850"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","AA/AO","30","25","21160","21160"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","EO","50","50","25840","25880"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","G6/G7","70","65","70760","75500"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","SEO/HEO","130","120","38990","39850"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","AA/AO","15","15","21430","21160"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","G6/G7","60","60","75310","75500"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","SEO/HEO","65","65","46120","51360"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","G6/G7","75","75","74620","75500"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","SEO/HEO","45","45","49370","51360"
"In post","2021","Office of Gas and Electricity Markets","London","London","AA/AO","20","20","21060","19750"
"In post","2021","Office of Gas and Electricity Markets","London","London","EO","100","100","27970","27000"
"In post","2021","Office of Gas and Electricity Markets","London","London","G6/G7","310","300","61950","60800"
"In post","2021","Office of Gas and Electricity Markets","London","London","SCS level","45","40","102100","96250"
"In post","2021","Office of Gas and Electricity Markets","London","London","SEO/HEO","200","195","38080","37260"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","AA/AO","35","35","18850","18180"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","EO","165","165","24530","24050"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","G6/G7","130","125","56570","55040"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","SEO/HEO","175","170","34670","34050"
"In post","2021","Office of Gas and Electricity Markets","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","EO","30","25","24270","24200"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","G6/G7","95","95","53040","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","SCS level","20","20","96170","86380"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","SEO/HEO","115","105","36160","36540"
"In post","2021","Office of Rail and Road","London","London","AA/AO","15","15","24140","23490"
"In post","2021","Office of Rail and Road","London","London","EO","20","15","31410","30860"
"In post","2021","Office of Rail and Road","London","London","G6/G7","105","100","64210","63580"
"In post","2021","Office of Rail and Road","London","London","SCS level","15","15","115030","112270"
"In post","2021","Office of Rail and Road","London","London","SEO/HEO","60","60","41150","42670"
"In post","2021","Office of Rail and Road","North West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North West (England)","Outside London","G6/G7","20","15","60690","60020"
"In post","2021","Office of Rail and Road","North West (England)","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Scotland","Outside London","G6/G7","15","15","58250","57030"
"In post","2021","Office of Rail and Road","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","South West (England)","Outside London","G6/G7","15","15","56750","56000"
"In post","2021","Office of Rail and Road","South West (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
