"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Leicestershire CC and Rutland","AA/AO","80","[c]","20690","20100"
"Leaver CS","2021","White","Leicestershire CC and Rutland","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Leicestershire CC and Rutland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lewisham and Southwark","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lincolnshire","AA/AO","110","[c]","20140","20430"
"Leaver CS","2021","White","Lincolnshire","EO","80","[c]","28880","29930"
"Leaver CS","2021","White","Lincolnshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lincolnshire","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Lisburn and Castlereagh","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Liverpool","AA/AO","145","[c]","20750","21010"
"Leaver CS","2021","White","Liverpool","EO","90","[c]","25110","24890"
"Leaver CS","2021","White","Liverpool","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Liverpool","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Liverpool","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Luton","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Luton","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Luton","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Luton","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Manchester","AA/AO","95","[c]","20110","20500"
"Leaver CS","2021","White","Manchester","EO","70","[c]","26230","26350"
"Leaver CS","2021","White","Manchester","G6/G7","50","[c]","62310","59520"
"Leaver CS","2021","White","Manchester","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Manchester","SEO/HEO","75","[c]","35090","34530"
"Leaver CS","2021","White","Manchester","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Medway","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2021","White","Medway","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Medway","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medway","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Merton, Kingston upon Thames and Sutton","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Merton, Kingston upon Thames and Sutton","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Kent","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Kent","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Kent","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Lancashire","AA/AO","100","[c]","20440","21010"
"Leaver CS","2021","White","Mid Lancashire","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Lancashire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Lancashire","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Mid Lancashire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Milton Keynes","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","White","Milton Keynes","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Milton Keynes","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Milton Keynes","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Milton Keynes","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Monmouthshire and Newport","AA/AO","70","[c]","20240","19520"
"Leaver CS","2021","White","Monmouthshire and Newport","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Monmouthshire and Newport","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Monmouthshire and Newport","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Monmouthshire and Newport","SEO/HEO","40","[c]","34310","34010"
"Leaver CS","2021","White","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Na h-Eileanan Siar","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Newry, Mourne and Down","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","North and North East Lincolnshire","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2021","White","North and North East Lincolnshire","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North and North East Lincolnshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North and West Norfolk","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","North and West Norfolk","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Hampshire","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","North Hampshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Hampshire","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","North Hampshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","North Lanarkshire","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","North Lanarkshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Lanarkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","North Northamptonshire","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Nottinghamshire","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","North Nottinghamshire","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","North Yorkshire CC","AA/AO","50","[c]","20890","20170"
"Leaver CS","2021","White","North Yorkshire CC","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","North Yorkshire CC","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","North Yorkshire CC","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northumberland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Northumberland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Norwich and East Norfolk","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2021","White","Norwich and East Norfolk","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Norwich and East Norfolk","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Nottingham","AA/AO","95","[c]","20140","20180"
"Leaver CS","2021","White","Nottingham","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Nottingham","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Nottingham","SEO/HEO","60","[c]","36760","34800"
"Leaver CS","2021","White","Nottingham","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Orkney Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO/HEO","55","[c]","37710","36960"
"Leaver CS","2021","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Oxfordshire","AA/AO","75","[c]","20660","20520"
"Leaver CS","2021","White","Oxfordshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Oxfordshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Oxfordshire","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Oxfordshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Perth and Kinross and Stirling","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Perth and Kinross and Stirling","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Perth and Kinross and Stirling","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Peterborough","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2021","White","Peterborough","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Peterborough","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Peterborough","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Plymouth","AA/AO","45","[c]","22120","21110"
"Leaver CS","2021","White","Plymouth","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Plymouth","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Plymouth","SEO/HEO","30","[c]","35420","33840"
"Leaver CS","2021","White","Plymouth","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Portsmouth","AA/AO","60","[c]","22870","20920"
"Leaver CS","2021","White","Portsmouth","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Portsmouth","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Portsmouth","SEO/HEO","35","[c]","36590","33960"
"Leaver CS","2021","White","Portsmouth","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Powys","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Powys","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Sandwell","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Sandwell","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Scottish Borders","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Sefton","AA/AO","85","[c]","19830","20180"
"Leaver CS","2021","White","Sefton","EO","45","[c]","26950","27570"
"Leaver CS","2021","White","Sefton","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Sefton","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Sefton","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Sefton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Sheffield","AA/AO","125","[c]","20550","21010"
"Leaver CS","2021","White","Sheffield","EO","85","[c]","26160","26120"
"Leaver CS","2021","White","Sheffield","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Sheffield","SEO/HEO","70","[c]","35330","35310"
"Leaver CS","2021","White","Sheffield","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Shetland Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Shetland Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Shropshire CC","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Shropshire CC","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Shropshire CC","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Solihull","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Solihull","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Solihull","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Somerset","AA/AO","35","[c]","20490","21010"
"Leaver CS","2021","White","Somerset","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Somerset","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Somerset","SEO/HEO","45","[c]","36350","35340"
"Leaver CS","2021","White","Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South and West Derbyshire","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","South and West Derbyshire","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South and West Derbyshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Hampshire","AA/AO","80","[c]","20440","19520"
"Leaver CS","2021","White","South Hampshire","EO","50","[c]","27940","27360"
"Leaver CS","2021","White","South Hampshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Hampshire","SEO/HEO","35","[c]","34850","36030"
"Leaver CS","2021","White","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Lanarkshire","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","White","South Lanarkshire","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Lanarkshire","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","South Nottinghamshire","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","South Nottinghamshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South Nottinghamshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Teesside","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South Teesside","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South Teesside","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","South West Wales","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","South West Wales","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","South West Wales","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Southampton","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Southampton","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Southampton","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Southampton","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Southampton","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Southend-on-Sea","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Southend-on-Sea","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Southend-on-Sea","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Staffordshire CC","AA/AO","105","[c]","[c]","[c]"
"Leaver CS","2021","White","Staffordshire CC","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Staffordshire CC","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Staffordshire CC","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Stoke-on-Trent","AA/AO","30","[c]","19590","18880"
"Leaver CS","2021","White","Stoke-on-Trent","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Suffolk","AA/AO","115","[c]","20820","20300"
"Leaver CS","2021","White","Suffolk","EO","55","[c]","26350","26890"
"Leaver CS","2021","White","Suffolk","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Suffolk","SEO/HEO","55","[c]","36280","36180"
"Leaver CS","2021","White","Suffolk","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Sunderland","AA/AO","125","[c]","20660","20500"
"Leaver CS","2021","White","Sunderland","EO","50","[c]","[c]","[c]"
"Leaver CS","2021","White","Sunderland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Sunderland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Swansea","AA/AO","250","[c]","20300","21170"
"Leaver CS","2021","White","Swansea","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Swansea","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Swansea","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Swansea","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Swansea","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Swindon","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Swindon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Telford and Wrekin","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Telford and Wrekin","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Telford and Wrekin","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Telford and Wrekin","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Telford and Wrekin","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Thurrock","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Torbay","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Torbay","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Tower Hamlets","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Tower Hamlets","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Tower Hamlets","G6/G7","95","[c]","61690","60640"
"Leaver CS","2021","White","Tower Hamlets","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Tower Hamlets","SEO/HEO","70","[c]","39130","39760"
"Leaver CS","2021","White","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Tyneside","AA/AO","290","[c]","20510","21010"
"Leaver CS","2021","White","Tyneside","EO","115","[c]","26760","27570"
"Leaver CS","2021","White","Tyneside","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Tyneside","SEO/HEO","80","[c]","36570","34290"
"Leaver CS","2021","White","Tyneside","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wakefield","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Wakefield","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wakefield","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Wakefield","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Walsall","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Walsall","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Walsall","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wandsworth","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Wandsworth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Warrington","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","White","Warrington","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Warrington","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Warwickshire","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Warwickshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Warwickshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Warwickshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","West Cumbria","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","West Cumbria","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","West Cumbria","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","West Cumbria","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","West Essex","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","West Essex","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","West Essex","G6/G7","[c]","[c]","[c]","[c]"
