"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","SEO/HEO","55","[c]","34480","33300"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","SEO/HEO","55","[c]","34290","33830"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","G6/G7","55","[c]","59040","58060"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","EO","80","[c]","27200","27500"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","G6/G7","190","[c]","57710","55650"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","SCS level","45","[c]","82560","77090"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","SEO/HEO","340","[c]","34160","32910"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","140","[c]","56390","53600"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","135","[c]","35330","33640"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","55","[c]","55360","54000"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","45","[c]","35030","32620"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","G6/G7","55","[c]","56270","54400"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","SEO/HEO","75","[c]","36870","37100"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","G6/G7","40","[c]","57890","55370"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","SEO/HEO","40","[c]","34480","33510"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","AA/AO","55","[c]","21340","21590"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","EO","40","[c]","27810","26780"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","G6/G7","45","[c]","58890","54760"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","SEO/HEO","115","[c]","37110","35330"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","AA/AO","260","[c]","21190","21010"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","EO","475","[c]","28010","27570"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","G6/G7","70","[c]","57910","57230"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","SEO/HEO","225","[c]","34950","34090"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","AA/AO","340","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","EO","175","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","G6/G7","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","SEO/HEO","195","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","AA/AO","130","[c]","21830","21010"
"Leaver Dept.","2021","Declared non-disabled","Home Office","EO","295","[c]","26290","25060"
"Leaver Dept.","2021","Declared non-disabled","Home Office","G6/G7","140","[c]","59710","57460"
"Leaver Dept.","2021","Declared non-disabled","Home Office","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","SEO/HEO","280","[c]","36670","35070"
"Leaver Dept.","2021","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","AA/AO","55","[c]","21200","20920"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","EO","105","[c]","24990","25720"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","G6/G7","105","[c]","55970","54550"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","SEO/HEO","325","[c]","34910","33730"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","EO","35","[c]","27290","27310"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","G6/G7","85","[c]","55420","52900"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","125","[c]","34790","33210"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","AA/AO","300","[c]","20130","19930"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","EO","170","[c]","24350","22720"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","G6/G7","75","[c]","58000","58130"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","SEO/HEO","255","[c]","35430","34940"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
