"Status","Year","Organisation","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Outside London","Male","6855","6735","37820","35730"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Overseas","Male","35","35","43300","42200"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Female","1540","1440","37730","37320"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Male","2840","2780","41880","41220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","Female","2360","2280","48280","46620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","Male","2540","2520","50530","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","Female","240","230","40440","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","Male","180","175","45240","40300"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","Female","920","895","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","Male","790","785","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","Female","40","40","39350","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","London","Female","1355","1280","49410","53420"
"In post","2021","Department for Education (excl. agencies)","Department for Education","London","Male","815","810","51330","53420"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Outside London","Female","2005","1895","39880","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Outside London","Male","1510","1495","41990","37100"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","Female","1350","1290","44950","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","Male","1135","1120","45650","40040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","Female","1610","1495","38840","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","Male","1310","1300","41600","37240"
"In post","2021","Department for International Trade","Department for International Trade","London","Female","1135","1115","44160","38540"
"In post","2021","Department for International Trade","Department for International Trade","London","Male","1185","1175","46260","39790"
"In post","2021","Department for International Trade","Department for International Trade","Outside London","Female","90","85","45190","48100"
"In post","2021","Department for International Trade","Department for International Trade","Outside London","Male","125","125","43910","38540"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","Female","45","45","55130","55000"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","Male","110","110","57190","53750"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","London","Female","1335","1295","47370","43360"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","London","Male","1735","1705","49080","44480"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","Female","205","185","35600","31040"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","Male","240","235","50760","40080"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","Female","6435","5875","32900","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","Male","3595","3510","34860","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","Female","52530","44890","26500","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","Male","27495","26300","27580","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Female","575","520","30000","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Male","325","315","31130","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","Female","1460","1420","47020","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","Male","980","975","50450","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","Female","640","610","41880","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","Male","440","430","44290","40620"
"In post","2021","Disclosure Scotland","Scottish Government","Outside London","Female","155","140","28010","24110"
"In post","2021","Disclosure Scotland","Scottish Government","Outside London","Male","155","150","28210","22230"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","Female","3765","3115","24230","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","Male","2460","2380","28950","21590"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","London","Female","80","75","31650","30780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","London","Male","280","270","32320","30780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","Female","1345","1235","28860","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","Male","3080","2940","29710","26780"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","Female","170","160","49040","46030"
"In post","2021","Education and Skills Funding Agency","Department for Education","London","Male","145","140","51720","53760"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","Female","845","805","39500","36780"
"In post","2021","Education and Skills Funding Agency","Department for Education","Outside London","Male","660","655","40950","36960"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Outside London","Female","235","220","54330","56120"
"In post","2021","Education Scotland","Scottish Government","Outside London","Male","85","80","60070","66290"
"In post","2021","ESTYN","ESTYN","Outside London","Female","65","60","53760","63880"
"In post","2021","ESTYN","ESTYN","Outside London","Male","50","45","63750","74730"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","Female","40","40","47250","44890"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","London","Male","130","125","47840","44000"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","Female","255","245","37330","31390"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","Male","515","495","39490","37070"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","Female","10","10","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","Male","125","125","40820","40330"
"In post","2021","Food Standards Agency","Food Standards Agency","London","Female","225","220","43240","40960"
"In post","2021","Food Standards Agency","Food Standards Agency","London","Male","240","240","41820","40350"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","Female","300","290","36320","32210"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","Male","540","525","33230","28800"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","Female","110","110","35010","32140"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","Male","140","135","35170","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Female","2200","2120","47820","41810"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Male","1885","1870","51300","48840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Female","720","690","37310","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Male","525","510","40300","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Female","930","925","52510","53610"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Male","1215","1215","52970","54320"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","Female","330","310","31430","29140"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","Male","660","645","31520","30160"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","Female","75","70","60350","60780"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","Male","125","120","67730","57250"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","Female","80","75","49710","48080"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","Male","95","95","55120","53710"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","Female","155","145","44080","41230"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","Male","125","120","48550","45660"
"In post","2021","Government Legal Department","Attorney General's Departments","London","Female","1580","1435","54330","52010"
"In post","2021","Government Legal Department","Attorney General's Departments","London","Male","860","840","54840","52520"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","Female","55","50","54590","53850"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","Male","35","30","58790","57680"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","Female","30","30","47740","43400"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","Male","50","50","52650","54700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","Female","55","50","44240","39780"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","Male","70","70","52200","49700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","Female","80","75","44580","43710"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","Male","70","70","54140","50700"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","Female","1220","1100","38050","35370"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","Male","1205","1170","47830","45870"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","London","Female","2890","2670","28540","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","London","Male","1555","1525","29190","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","Female","8840","7640","23040","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","Male","3305","3165","23850","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Female","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Male","10","10","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","London","Female","205","190","39500","37290"
"In post","2021","HM Land Registry","HM Land Registry","London","Male","175","170","43690","37290"
"In post","2021","HM Land Registry","HM Land Registry","Outside London","Female","3605","3170","29610","27130"
"In post","2021","HM Land Registry","HM Land Registry","Outside London","Male","2370","2235","31690","27130"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","London","Female","3460","3325","34920","32090"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","London","Male","3005","2935","36580","34750"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","Female","23505","21730","28650","26330"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","Male","24065","23040","30300","30140"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Female","3950","3685","41970","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Male","4105","3975","44740","39800"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","Female","29275","25590","28500","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","Male","25615","24560","30400","25560"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","London","Female","945","915","46730","42890"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","London","Male","1010","1005","48910","52500"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","Female","45","40","26900","23750"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","London","Female","7160","6625","38680","35070"
"In post","2021","Home Office (incl. agencies)","Home Office","London","Male","6175","5975","41100","35200"
"In post","2021","Home Office (incl. agencies)","Home Office","Outside London","Female","11020","9780","26630","25040"
"In post","2021","Home Office (incl. agencies)","Home Office","Outside London","Male","10675","10160","27740","25310"
"In post","2021","Home Office (incl. agencies)","Home Office","Overseas","Female","130","130","27940","27370"
"In post","2021","Home Office (incl. agencies)","Home Office","Overseas","Male","200","195","28500","27370"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","Female","165","155","38070","35350"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","Male","150","145","43600","42920"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","Female","860","805","29930","26290"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","Male","635","620","32430","30240"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","Female","60","60","51850","53680"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","Male","45","45","56330","53950"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","Female","70","70","43250","39930"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","Male","35","35","47490","50210"
"In post","2021","Legal Aid Agency","Ministry of Justice","London","Female","100","90","41640","37410"
"In post","2021","Legal Aid Agency","Ministry of Justice","London","Male","75","75","48890","44720"
"In post","2021","Legal Aid Agency","Ministry of Justice","Outside London","Female","615","560","24880","21170"
"In post","2021","Legal Aid Agency","Ministry of Justice","Outside London","Male","405","395","26970","22570"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","London","Male","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","Female","470","435","32410","30730"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","Male","750","735","39990","36180"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","Female","610","585","47600","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","Male","395","385","52220","51530"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","Female","180","170","43800","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","Male","145","140","44390","40850"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","London","Female","25","25","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","London","Male","15","15","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","Female","755","700","38020","38200"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","Male","1270","1235","41230","39750"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","London","Female","1510","1460","41360","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","London","Male","2200","2170","42640","39400"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","Female","14635","13780","29780","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","Male","18410","18090","31720","28930"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","Female","325","320","41500","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","Male","400","400","43400","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Female","65","60","35170","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Male","155","150","32980","27370"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","Female","900","870","48270","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","Male","925","920","48630","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","Female","395","370","38780","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","Male","285","280","40130","36340"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","London","Female","1990","1920","42870","37210"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","London","Male","1530","1515","46390","40820"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","Female","1065","1020","36260","31970"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","Male","755","745","38780","35290"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","London","Female","750","720","41790","39840"
"In post","2021","National Crime Agency","National Crime Agency","London","Male","900","895","45600","43630"
"In post","2021","National Crime Agency","National Crime Agency","Outside London","Female","1635","1565","35080","34140"
"In post","2021","National Crime Agency","National Crime Agency","Outside London","Male","1960","1945","39010","37530"
"In post","2021","National Crime Agency","National Crime Agency","Overseas","Female","20","20","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Overseas","Male","110","110","67570","64330"
"In post","2021","National Crime Agency","National Crime Agency","Unknown","Female","40","35","41750","40620"
"In post","2021","National Crime Agency","National Crime Agency","Unknown","Male","65","65","47110","46340"
"In post","2021","National Infrastructure Commission","HM Treasury","London","Female","20","20","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","London","Male","20","20","[c]","[c]"
"In post","2021","National Records of Scotland","Scottish Government","Outside London","Female","235","215","34740","32140"
"In post","2021","National Records of Scotland","Scottish Government","Outside London","Male","200","195","34260","31150"
"In post","2021","National Savings and Investments","Chancellor's other departments","London","Female","80","80","47740","44370"
"In post","2021","National Savings and Investments","Chancellor's other departments","London","Male","80","80","57400","49220"
"In post","2021","National Savings and Investments","Chancellor's other departments","Outside London","Female","20","20","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","London","Female","40","40","49940","45730"
"In post","2021","Northern Ireland Office","Northern Ireland Office","London","Male","35","35","50800","47650"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Outside London","Female","50","50","36720","34990"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Outside London","Male","35","35","40190","36910"
"In post","2021","Office for Budget Responsibility","HM Treasury","London","Female","15","15","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","London","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","Female","300","290","55970","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","Male","150","145","58650","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","Female","885","835","46040","46360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","Male","445","440","48210","39850"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","Female","300","290","49510","46160"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","Male","370","370","52470","48040"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","Female","240","235","35030","31720"
