"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Debt","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Tax","Eastern Scotland","15","15","20140","20140"
"In post","2021","16-19","Debt","Tax","Merseyside","5","5","[c]","[c]"
"In post","2021","16-19","Debt","Tax","Northumberland and Tyne and Wear","15","15","20140","20140"
"In post","2021","16-19","Debt","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Tax","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Devon","10","10","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","19630","19040"
"In post","2021","16-19","Finance","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","West Central Scotland","10","5","[c]","[c]"
"In post","2021","16-19","Finance","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Economics","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","No function","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","24060","24680"
"In post","2021","16-19","No function","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Derbyshire and Nottinghamshire","15","15","21250","20600"
"In post","2021","16-19","No function","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","East Anglia","10","10","23630","22850"
"In post","2021","16-19","No function","Operational Delivery","East Wales","25","25","20500","19990"
"In post","2021","16-19","No function","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Eastern Scotland","10","10","21430","20810"
"In post","2021","16-19","No function","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","20020","19630"
"In post","2021","16-19","No function","Operational Delivery","Greater Manchester","10","10","20000","20370"
"In post","2021","16-19","No function","Operational Delivery","Hampshire and Isle of Wight","10","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Inner London - East","15","10","23590","22680"
"In post","2021","16-19","No function","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Kent","15","15","22470","21500"
"In post","2021","16-19","No function","Operational Delivery","Lancashire","10","10","20410","20600"
"In post","2021","16-19","No function","Operational Delivery","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Merseyside","10","10","20660","20480"
"In post","2021","16-19","No function","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Outer London - West and North West","10","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Shropshire and Staffordshire","10","10","21930","22850"
"In post","2021","16-19","No function","Operational Delivery","South Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","West Central Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","West Midlands","10","10","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","West Wales and The Valleys","40","30","19380","18060"
"In post","2021","16-19","No function","Operational Delivery","West Yorkshire","10","10","19870","20140"
"In post","2021","16-19","No function","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Inner London - West","25","25","25380","24300"
"In post","2021","16-19","No function","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","17520","17710"
"In post","2021","16-19","No function","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","East Wales","15","10","20140","20140"
"In post","2021","16-19","No function","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Greater Manchester","5","5","[c]","[c]"
"In post","2021","16-19","No function","Tax","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Tax","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Merseyside","20","20","20140","20140"
"In post","2021","16-19","No function","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Northumberland and Tyne and Wear","20","20","20140","20140"
"In post","2021","16-19","No function","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","West Yorkshire","20","20","20140","20140"
"In post","2021","16-19","No function","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Other","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","17870","17780"
"In post","2021","16-19","Project Delivery","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Devon","10","10","17720","16780"
"In post","2021","16-19","Project Delivery","Science and Engineering","East Wales","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","17660","17780"
"In post","2021","16-19","Project Delivery","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Southern Scotland","10","10","17080","16780"
"In post","2021","16-19","Project Delivery","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","Property","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Security","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","East Anglia","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Essex","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Kent","20","20","21430","21430"
"In post","2021","16-19","Unknown","Operational Delivery","Merseyside","10","5","21430","21430"
"In post","2021","16-19","Unknown","Operational Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Eastern Scotland","45","45","21430","21150"
"In post","2021","16-19","Unknown","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Greater Manchester","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Lancashire","20","20","21010","21010"
"In post","2021","16-19","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
