"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Glasgow City","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Glasgow City","SEO/HEO","Female","40","35","34700","33300"
"In post","2021","Human Resources","Glasgow City","SEO/HEO","Male","30","30","34050","33300"
"In post","2021","Human Resources","Gloucestershire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","AA/AO","Female","75","65","21100","20920"
"In post","2021","Human Resources","Greater Manchester South East","AA/AO","Male","35","35","21050","20920"
"In post","2021","Human Resources","Greater Manchester South East","EO","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","EO","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","EO","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","SEO/HEO","Female","35","35","34430","32130"
"In post","2021","Human Resources","Greater Manchester South West","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gwent Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Herefordshire, County of","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Herefordshire, County of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","EO","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","EO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Wight","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Wight","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lambeth","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","EO","Female","20","15","[c]","[c]"
"In post","2021","Human Resources","Lambeth","EO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","G6/G7","Female","30","30","59310","59160"
"In post","2021","Human Resources","Lambeth","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Lambeth","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lambeth","SCS level","Male","10","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","SEO/HEO","Female","55","55","38840","40070"
"In post","2021","Human Resources","Lambeth","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","AA/AO","Female","60","50","21000","21080"
"In post","2021","Human Resources","Lancaster and Wyre","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","EO","Female","65","60","27180","26670"
"In post","2021","Human Resources","Lancaster and Wyre","EO","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","EO","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Leeds","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","G6/G7","Female","40","40","53690","52050"
"In post","2021","Human Resources","Leeds","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Leeds","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","SEO/HEO","Female","50","50","36500","36970"
"In post","2021","Human Resources","Leeds","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Leicester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicester","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Leicester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","EO","Female","25","25","[c]","[c]"
"In post","2021","Human Resources","Liverpool","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Human Resources","Liverpool","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Liverpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","SEO/HEO","Female","45","45","33150","30830"
"In post","2021","Human Resources","Liverpool","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Luton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Luton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","EO","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Manchester","EO","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Manchester","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Human Resources","Manchester","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","SEO/HEO","Female","65","60","33790","32010"
"In post","2021","Human Resources","Manchester","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Human Resources","Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Medway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","EO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","EO","Female","25","20","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","EO","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","G6/G7","Female","35","30","53970","51640"
"In post","2021","Human Resources","Monmouthshire and Newport","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","SEO/HEO","Female","85","80","31870","30170"
"In post","2021","Human Resources","Monmouthshire and Newport","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","North and North East Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and North East Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and North East Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and North East Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and West Norfolk","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and West Norfolk","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northumberland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northumberland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","SEO/HEO","Female","10","10","[c]","[c]"
