"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Home Office (incl. agencies)","Lincolnshire","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","AA","305","260","18060","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","AO","2000","1780","21440","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","EO","2090","1935","25240","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","G6","35","35","65120","63390"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","G7","140","140","53430","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","HEO","650","625","31320","30830"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","SEO","345","335","38510","37660"
"In post","2021","Unknown","Home Office (incl. agencies)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North Eastern Scotland","EO","30","25","25990","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","North Eastern Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","AA","10","10","17990","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","AO","215","180","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","EO","235","225","25660","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","HEO","50","45","31470","30880"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northern Ireland","SEO","20","20","38770","38050"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","AO","30","30","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","EO","160","155","25690","25220"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","HEO","45","45","31560","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","SEO","20","20","38450","37890"
"In post","2021","Unknown","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","AA","180","155","22210","22210"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","AO","755","675","25570","25630"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","EO","1450","1360","29260","29080"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","G6","270","260","71800","69390"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","G7","680","670","59260","57680"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","HEO","1035","1000","35650","35200"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","SCS level","30","30","90520","83790"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","SEO","905","880","43350","42410"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - South","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","AA","85","80","22200","22210"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","AO","420","385","25660","25630"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","EO","1710","1495","29690","29080"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","G6","15","15","72850","72310"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","G7","75","75","60690","58600"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","HEO","480","450","35790","35200"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","SEO","220","215","43430","42470"
"In post","2021","Unknown","Home Office (incl. agencies)","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","EO","90","90","27370","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","HEO","10","10","33320","32120"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","Unknown","220","220","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Shropshire and Staffordshire","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Shropshire and Staffordshire","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","AA","55","45","18060","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","AO","955","850","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","EO","835","775","25360","25220"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","G6","45","45","64880","63490"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","G7","125","120","53580","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","HEO","325","310","31370","30830"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","SEO","200","195","38410","37660"
"In post","2021","Unknown","Home Office (incl. agencies)","South Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Southern Scotland","EO","15","15","26140","26410"
"In post","2021","Unknown","Home Office (incl. agencies)","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","AO","75","70","22320","22360"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","EO","560","475","27600","26620"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","HEO","105","100","33100","32370"
"In post","2021","Unknown","Home Office (incl. agencies)","Surrey, East and West Sussex","SEO","30","30","40050","39290"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","AA","70","50","17990","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","AO","555","450","21440","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","EO","250","230","25430","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","G7","20","15","52880","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","HEO","80","75","31160","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","SEO","55","50","38420","37660"
"In post","2021","Unknown","Home Office (incl. agencies)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","AA","20","15","17990","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","AO","245","210","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","EO","345","325","25470","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","G7","15","15","53580","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","HEO","110","105","31380","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Central Scotland","SEO","65","65","38120","37660"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","AA","15","15","17990","17990"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","AO","175","160","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","EO","430","395","25840","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","G7","30","30","53120","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","HEO","165","155","31700","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","SEO","75","70","38420","37660"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Wales and The Valleys","AO","10","10","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","West Wales and The Valleys","EO","75","70","26000","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Wales and The Valleys","HEO","10","10","31540","31070"
"In post","2021","Unknown","Home Office (incl. agencies)","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","AA","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","AO","120","110","21430","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","EO","415","385","25530","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","G6","10","10","65070","63490"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","G7","20","20","52910","52280"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","HEO","160","155","31620","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","West Yorkshire","SEO","75","75","38370","37660"
"In post","2021","Unknown","Maritime and Coastguard Agency","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","EO","45","45","28060","27510"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","G6","30","30","70310","68820"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","G7","65","65","54600","53860"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","HEO","65","65","33650","33090"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","SEO","75","75","42060","41020"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","AO","25","25","23600","23550"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","EO","140","140","27750","27400"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","G6","120","110","67630","66850"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","G7","155","150","53520","53620"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","HEO","105","100","33200","33070"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","SCS level","120","115","86800","84310"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Inner London - East","SEO","165","165","41280","40860"
"In post","2021","Unknown","Met Office","Devon","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Met Office","Devon","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Met Office","Devon","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Met Office","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Met Office","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","AA","20","20","19010","19560"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","AO","95","90","22560","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","EO","70","70","30350","30670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","G7","25","25","64290","59730"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","HEO","65","60","36540","36630"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","SEO","50","50","44930","45200"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA","145","140","19220","19300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AO","420","405","21460","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","185","180","28150","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G7","45","35","71670","74130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","HEO","150","145","34790","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO","90","90","44510","42580"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","75","75","40460","40660"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","AO","20","20","21550","21160"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","AA","55","50","19000","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","AO","160","155","21410","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","EO","75","75","26290","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","G7","10","5","77410","79360"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","HEO","35","35","34830","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cumbria","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cumbria","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","AA","15","15","18820","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","AO","75","75","21360","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","EO","15","15","27090","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","HEO","10","10","34090","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Unknown","10","10","48220","48170"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","AA","140","130","18860","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","AO","215","200","21400","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","EO","105","105","27240","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","G7","30","25","72880","75760"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","HEO","75","75","36510","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","SEO","30","30","44950","44500"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Devon","Unknown","10","10","54570","56030"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","AA","95","90","18840","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","AO","245","235","21250","20920"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","EO","170","165","29820","29670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","G7","20","15","80600","83060"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","HEO","90","85","36850","37300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","SEO","25","25","46670","46580"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Dorset and Somerset","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","AA","195","190","19000","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","AO","495","470","21460","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","EO","250","245","28090","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","G7","20","20","71280","76200"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","HEO","230","225","33860","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","SEO","80","75","41690","40580"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","AA","50","50","18940","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","AO","175","170","21240","20920"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","EO","70","70","29080","29670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","HEO","25","20","35310","34610"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","AA","30","30","18980","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","AO","65","65","21260","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","EO","290","285","27100","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","HEO","30","30","34140","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","AA","70","70","19630","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","AO","165","155","21350","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","EO","45","45","29140","27180"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","G7","30","25","62110","55880"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","HEO","50","50","37810","37890"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","SEO","15","15","46280","40740"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","AA","20","20","19680","19560"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","AO","100","95","22210","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","EO","60","60","28270","27880"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","HEO","40","40","35540","35890"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","SEO","10","10","43570","44040"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","95","90","19060","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","570","545","21360","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","475","460","27870","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","35","35","71660","67520"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","160","150","62870","56130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","455","440","34610","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","380","375","42750","40580"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","25","25","41890","38960"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","AA","15","15","19070","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","AO","80","75","21480","21750"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","EO","20","20","26720","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","HEO","20","20","33790","33300"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","AA","205","195","19080","18800"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","AO","565","535","21400","21130"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","EO","510","500","28590","26670"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","G6","25","20","76060","64650"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","G7","105","95","65800","59420"
