"Status","Year","Region_ITL2","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","Outside London","Unknown","Female","385","345","29070","28200"
"In post","2021","Derbyshire and Nottinghamshire","Outside London","Unknown","Male","120","115","33000","33670"
"In post","2021","Devon","Outside London","AA","Female","215","190","19490","19560"
"In post","2021","Devon","Outside London","AA","Male","325","310","19490","19560"
"In post","2021","Devon","Outside London","AO","Female","1420","1185","21600","21010"
"In post","2021","Devon","Outside London","AO","Male","1135","1075","24650","22350"
"In post","2021","Devon","Outside London","EO","Female","1225","1065","27020","27570"
"In post","2021","Devon","Outside London","EO","Male","1120","1080","27020","27380"
"In post","2021","Devon","Outside London","G6","Female","60","55","62380","60550"
"In post","2021","Devon","Outside London","G6","Male","150","140","64260","62660"
"In post","2021","Devon","Outside London","G7","Female","245","225","51590","48540"
"In post","2021","Devon","Outside London","G7","Male","380","370","52330","49860"
"In post","2021","Devon","Outside London","HEO","Female","560","510","33300","33000"
"In post","2021","Devon","Outside London","HEO","Male","705","685","34710","33860"
"In post","2021","Devon","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Devon","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Devon","Outside London","SEO","Female","450","410","40610","39660"
"In post","2021","Devon","Outside London","SEO","Male","690","670","42220","41900"
"In post","2021","Devon","Outside London","Unknown","Female","170","155","31150","30210"
"In post","2021","Devon","Outside London","Unknown","Male","145","140","37070","37170"
"In post","2021","Dorset and Somerset","Outside London","AA","Female","125","110","19430","19560"
"In post","2021","Dorset and Somerset","Outside London","AA","Male","240","235","19610","19560"
"In post","2021","Dorset and Somerset","Outside London","AO","Female","695","615","21910","21010"
"In post","2021","Dorset and Somerset","Outside London","AO","Male","660","645","24570","22850"
"In post","2021","Dorset and Somerset","Outside London","EO","Female","865","750","27010","27570"
"In post","2021","Dorset and Somerset","Outside London","EO","Male","755","720","27750","27570"
"In post","2021","Dorset and Somerset","Outside London","G6","Female","15","15","[c]","[c]"
"In post","2021","Dorset and Somerset","Outside London","G6","Male","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Outside London","G7","Female","65","60","56360","53720"
"In post","2021","Dorset and Somerset","Outside London","G7","Male","90","90","56500","53720"
"In post","2021","Dorset and Somerset","Outside London","HEO","Female","370","335","32690","33290"
"In post","2021","Dorset and Somerset","Outside London","HEO","Male","550","535","33820","33290"
"In post","2021","Dorset and Somerset","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","Outside London","SEO","Female","195","180","41240","41720"
"In post","2021","Dorset and Somerset","Outside London","SEO","Male","320","310","43030","42510"
"In post","2021","Dorset and Somerset","Outside London","Unknown","Female","175","150","27950","25210"
"In post","2021","Dorset and Somerset","Outside London","Unknown","Male","55","55","29550","30210"
"In post","2021","East Anglia","Outside London","AA","Female","450","415","19630","19560"
"In post","2021","East Anglia","Outside London","AA","Male","485","460","19930","20600"
"In post","2021","East Anglia","Outside London","AO","Female","2050","1780","22480","21430"
"In post","2021","East Anglia","Outside London","AO","Male","1970","1900","25980","25380"
"In post","2021","East Anglia","Outside London","EO","Female","1770","1565","27020","27570"
"In post","2021","East Anglia","Outside London","EO","Male","1520","1470","28100","27570"
"In post","2021","East Anglia","Outside London","G6","Female","75","70","68570","64670"
"In post","2021","East Anglia","Outside London","G6","Male","90","85","68610","65250"
"In post","2021","East Anglia","Outside London","G7","Female","260","245","55120","52670"
"In post","2021","East Anglia","Outside London","G7","Male","300","290","55880","53780"
"In post","2021","East Anglia","Outside London","HEO","Female","860","810","32220","32060"
"In post","2021","East Anglia","Outside London","HEO","Male","1010","980","33190","33300"
"In post","2021","East Anglia","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2021","East Anglia","Outside London","SCS level","Male","40","40","96960","93690"
"In post","2021","East Anglia","Outside London","SEO","Female","500","470","41630","40580"
"In post","2021","East Anglia","Outside London","SEO","Male","560","545","42240","40580"
"In post","2021","East Anglia","Outside London","Unknown","Female","375","340","29030","30210"
"In post","2021","East Anglia","Outside London","Unknown","Male","115","110","31040","30210"
"In post","2021","East Wales","Outside London","AA","Female","190","170","19410","20070"
"In post","2021","East Wales","Outside London","AA","Male","255","240","19310","19560"
"In post","2021","East Wales","Outside London","AO","Female","3020","2595","21220","21010"
"In post","2021","East Wales","Outside London","AO","Male","2265","2175","22100","21010"
"In post","2021","East Wales","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Outside London","EO","Female","3025","2740","26430","26930"
"In post","2021","East Wales","Outside London","EO","Male","2475","2395","27060","27460"
"In post","2021","East Wales","Outside London","EO","Unknown","5","5","[c]","[c]"
"In post","2021","East Wales","Outside London","G6","Female","220","205","67880","66270"
"In post","2021","East Wales","Outside London","G6","Male","270","265","67930","66700"
"In post","2021","East Wales","Outside London","G7","Female","940","885","54680","53740"
"In post","2021","East Wales","Outside London","G7","Male","980","955","55520","55610"
"In post","2021","East Wales","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Outside London","HEO","Female","1890","1765","32570","31810"
"In post","2021","East Wales","Outside London","HEO","Male","1655","1610","32940","31810"
"In post","2021","East Wales","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","East Wales","Outside London","SCS level","Female","100","100","84330","78460"
"In post","2021","East Wales","Outside London","SCS level","Male","160","155","89330","80100"
"In post","2021","East Wales","Outside London","SEO","Female","1225","1160","41120","39500"
"In post","2021","East Wales","Outside London","SEO","Male","1195","1170","41440","40460"
"In post","2021","East Wales","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","East Wales","Outside London","Unknown","Female","370","350","29590","28200"
"In post","2021","East Wales","Outside London","Unknown","Male","115","110","31540","31420"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","AA","Female","155","140","20160","20600"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","AA","Male","140","130","21040","20600"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","AO","Female","885","750","22540","21010"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","AO","Male","955","910","26220","25680"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","EO","Female","785","685","27310","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","EO","Male","875","845","28140","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","G7","Female","40","35","54630","55610"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","G7","Male","35","30","62650","63950"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","HEO","Female","185","170","32650","32670"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","HEO","Male","220","210","34500","33840"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","SEO","Female","70","65","42260","40860"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","SEO","Male","95","90","46890","45250"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","Female","195","175","29720","30210"
"In post","2021","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","Male","60","55","30650","29280"
"In post","2021","Eastern Scotland","Outside London","AA","Female","520","475","20990","21150"
"In post","2021","Eastern Scotland","Outside London","AA","Male","570","540","21060","20810"
"In post","2021","Eastern Scotland","Outside London","AO","Female","3015","2680","21890","21010"
"In post","2021","Eastern Scotland","Outside London","AO","Male","2140","2085","22700","21010"
"In post","2021","Eastern Scotland","Outside London","EO","Female","2770","2525","28190","27570"
"In post","2021","Eastern Scotland","Outside London","EO","Male","2425","2325","29530","28410"
"In post","2021","Eastern Scotland","Outside London","G6","Female","485","455","70810","71780"
"In post","2021","Eastern Scotland","Outside London","G6","Male","405","395","71780","73940"
"In post","2021","Eastern Scotland","Outside London","G7","Female","900","840","56470","56120"
"In post","2021","Eastern Scotland","Outside London","G7","Male","775","755","57050","56120"
"In post","2021","Eastern Scotland","Outside London","HEO","Female","1630","1540","33490","33270"
"In post","2021","Eastern Scotland","Outside London","HEO","Male","1510","1465","34830","34390"
"In post","2021","Eastern Scotland","Outside London","SCS level","Female","100","95","90610","83230"
"In post","2021","Eastern Scotland","Outside London","SCS level","Male","115","115","90760","83230"
"In post","2021","Eastern Scotland","Outside London","SEO","Female","1290","1205","43490","43290"
"In post","2021","Eastern Scotland","Outside London","SEO","Male","1160","1120","43980","45110"
"In post","2021","Eastern Scotland","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Eastern Scotland","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Essex","Outside London","AA","Female","85","70","18820","17600"
"In post","2021","Essex","Outside London","AA","Male","105","100","19670","20070"
"In post","2021","Essex","Outside London","AO","Female","875","760","23080","22130"
"In post","2021","Essex","Outside London","AO","Male","550","530","26230","24180"
"In post","2021","Essex","Outside London","EO","Female","1325","1190","28620","29290"
"In post","2021","Essex","Outside London","EO","Male","950","890","28810","28340"
"In post","2021","Essex","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2021","Essex","Outside London","G6","Male","40","35","70970","64670"
"In post","2021","Essex","Outside London","G7","Female","125","115","54590","52580"
"In post","2021","Essex","Outside London","G7","Male","105","105","57230","52580"
"In post","2021","Essex","Outside London","HEO","Female","380","350","33580","32740"
"In post","2021","Essex","Outside London","HEO","Male","350","335","34740","33250"
"In post","2021","Essex","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Essex","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Essex","Outside London","SEO","Female","215","195","39950","38630"
"In post","2021","Essex","Outside London","SEO","Male","200","190","43050","39750"
"In post","2021","Essex","Outside London","Unknown","Female","190","170","27470","23840"
"In post","2021","Essex","Outside London","Unknown","Male","55","50","29320","29200"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","Female","240","220","19180","19560"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","Male","375","365","19480","19560"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","Female","1975","1755","21740","21050"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","Male","1285","1240","24090","21440"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","Female","3240","2910","25810","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","Male","2755","2680","26120","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","Female","420","395","66300","65010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","Male","825","785","67660","66500"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","Female","1495","1405","52230","51280"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","Male","2375","2330","52760","52580"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","Female","3025","2810","31500","31990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","Male","3265","3195","31950","32010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","Female","115","110","90920","86320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","Male","195","190","99580","92370"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","Female","2325","2175","39960","40000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","Male","3505","3430","41080","40580"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","Female","825","760","34590","32300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","Male","1085","1070","42700","39860"
"In post","2021","Greater Manchester","Outside London","AA","Female","245","220","19170","19960"
"In post","2021","Greater Manchester","Outside London","AA","Male","235","215","19650","20070"
"In post","2021","Greater Manchester","Outside London","AO","Female","3060","2645","21020","21010"
"In post","2021","Greater Manchester","Outside London","AO","Male","2170","2085","22090","21010"
"In post","2021","Greater Manchester","Outside London","EO","Female","3130","2860","26520","27570"
"In post","2021","Greater Manchester","Outside London","EO","Male","2670","2595","26610","26480"
"In post","2021","Greater Manchester","Outside London","G6","Female","255","245","65840","64670"
"In post","2021","Greater Manchester","Outside London","G6","Male","280","275","67450","65000"
"In post","2021","Greater Manchester","Outside London","G7","Female","775","735","53130","52580"
"In post","2021","Greater Manchester","Outside London","G7","Male","785","770","53410","52580"
"In post","2021","Greater Manchester","Outside London","HEO","Female","1605","1510","31740","31810"
"In post","2021","Greater Manchester","Outside London","HEO","Male","1585","1550","32100","31810"
"In post","2021","Greater Manchester","Outside London","SCS level","Female","65","60","85320","81330"
"In post","2021","Greater Manchester","Outside London","SCS level","Male","75","75","88170","81120"
"In post","2021","Greater Manchester","Outside London","SEO","Female","1080","1025","39120","38630"
"In post","2021","Greater Manchester","Outside London","SEO","Male","950","925","39240","38630"
"In post","2021","Greater Manchester","Outside London","Unknown","Female","545","510","29580","30210"
"In post","2021","Greater Manchester","Outside London","Unknown","Male","210","195","30380","29770"
"In post","2021","Hampshire and Isle of Wight","Outside London","AA","Female","530","395","19500","19520"
"In post","2021","Hampshire and Isle of Wight","Outside London","AA","Male","615","555","19550","19560"
"In post","2021","Hampshire and Isle of Wight","Outside London","AO","Female","1890","1590","21500","20920"
"In post","2021","Hampshire and Isle of Wight","Outside London","AO","Male","1630","1455","24600","21440"
"In post","2021","Hampshire and Isle of Wight","Outside London","EO","Female","1960","1770","26580","26670"
"In post","2021","Hampshire and Isle of Wight","Outside London","EO","Male","1780","1730","27440","26780"
"In post","2021","Hampshire and Isle of Wight","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Outside London","G6","Female","85","80","65310","64300"
"In post","2021","Hampshire and Isle of Wight","Outside London","G6","Male","195","190","70080","66440"
"In post","2021","Hampshire and Isle of Wight","Outside London","G7","Female","595","560","53620","51640"
"In post","2021","Hampshire and Isle of Wight","Outside London","G7","Male","985","960","53720","53150"
"In post","2021","Hampshire and Isle of Wight","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Outside London","HEO","Female","1390","1315","32290","33000"
"In post","2021","Hampshire and Isle of Wight","Outside London","HEO","Male","1380","1350","32810","33300"
"In post","2021","Hampshire and Isle of Wight","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Outside London","SCS level","Female","40","40","85190","84380"
"In post","2021","Hampshire and Isle of Wight","Outside London","SCS level","Male","50","45","89250","82530"
"In post","2021","Hampshire and Isle of Wight","Outside London","SEO","Female","855","810","39780","40000"
"In post","2021","Hampshire and Isle of Wight","Outside London","SEO","Male","1005","985","40760","40580"
"In post","2021","Hampshire and Isle of Wight","Outside London","Unknown","Female","240","215","29670","30210"
"In post","2021","Hampshire and Isle of Wight","Outside London","Unknown","Male","120","110","39280","37170"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","Female","140","130","19580","20600"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","Male","170","165","19990","20410"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","Female","810","715","22100","21010"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","Male","705","690","25830","24120"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","Female","580","520","26930","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","Male","515","500","27370","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","Female","35","35","55590","50590"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","Male","35","35","56680","52020"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","Female","215","205","32110","31700"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","Male","195","190","33420","32810"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","Female","125","115","42110","39800"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","Male","125","120","44060","42910"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","Female","225","205","29020","28200"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","Male","75","70","29760","28200"
"In post","2021","Highlands and Islands","Outside London","AA","Female","125","110","20510","20060"
"In post","2021","Highlands and Islands","Outside London","AA","Male","90","80","19460","19560"
"In post","2021","Highlands and Islands","Outside London","AO","Female","315","275","22350","21580"
"In post","2021","Highlands and Islands","Outside London","AO","Male","315","310","23850","22920"
"In post","2021","Highlands and Islands","Outside London","EO","Female","375","345","28220","27570"
"In post","2021","Highlands and Islands","Outside London","EO","Male","310","295","29630","29140"
"In post","2021","Highlands and Islands","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","G7","Female","20","20","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","G7","Male","20","20","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","HEO","Female","115","105","34560","34990"
"In post","2021","Highlands and Islands","Outside London","HEO","Male","125","120","35450","35680"
"In post","2021","Highlands and Islands","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
