"Status","Year","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","London","Male","210","200","30210","25630"
"In post","2021","Debt","Outside London","Female","2295","1980","22730","20140"
"In post","2021","Debt","Outside London","Male","1815","1740","22450","20140"
"In post","2021","Digital, Data & Technology","London","Female","1390","1350","47310","43800"
"In post","2021","Digital, Data & Technology","London","Male","2005","1985","50480","50540"
"In post","2021","Digital, Data & Technology","Outside London","Female","3590","3385","37590","34450"
"In post","2021","Digital, Data & Technology","Outside London","Male","6565","6445","39740","38000"
"In post","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Finance","London","Female","1260","1210","46230","41430"
"In post","2021","Finance","London","Male","1290","1280","51220","46690"
"In post","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outside London","Female","4005","3635","33910","30570"
"In post","2021","Finance","Outside London","Male","2810","2740","38000","33630"
"In post","2021","Finance","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Finance","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Outside London","Female","1095","950","25070","21050"
"In post","2021","Grants Management","Outside London","Male","800","780","26090","24920"
"In post","2021","Human Resources","London","Female","1820","1760","46340","41580"
"In post","2021","Human Resources","London","Male","840","825","47180","42200"
"In post","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","Female","4825","4445","33770","30990"
"In post","2021","Human Resources","Outside London","Male","2040","2000","34750","31810"
"In post","2021","Human Resources","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Internal Audit","London","Female","90","90","51090","49600"
"In post","2021","Internal Audit","London","Male","125","120","55720","53710"
"In post","2021","Internal Audit","Outside London","Female","295","280","41810","40120"
"In post","2021","Internal Audit","Outside London","Male","245","235","44670","42760"
"In post","2021","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","London","Female","3420","3140","51260","51730"
"In post","2021","Legal","London","Male","1980","1935","54010","54870"
"In post","2021","Legal","Outside London","Female","6280","5620","37980","32540"
"In post","2021","Legal","Outside London","Male","3150","3030","41760","38630"
"In post","2021","Legal","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","London","Female","23105","22045","41230","35990"
"In post","2021","No function","London","Male","19455","19140","44080","38540"
"In post","2021","No function","London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Outside London","Female","75260","67200","28380","25300"
"In post","2021","No function","Outside London","Male","64705","61820","31100","28200"
"In post","2021","No function","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Overseas","Female","685","680","50960","52370"
"In post","2021","No function","Overseas","Male","1115","1115","54410","54470"
"In post","2021","No function","Unknown","Female","305","295","35180","32000"
"In post","2021","No function","Unknown","Male","295","295","37440","32000"
"In post","2021","Project Delivery","London","Female","2680","2580","50840","51500"
"In post","2021","Project Delivery","London","Male","2435","2390","54340","53780"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","Female","9625","9055","36570","33310"
"In post","2021","Project Delivery","Outside London","Male","12975","12730","39590","38240"
"In post","2021","Project Delivery","Overseas","Female","300","300","56050","55620"
"In post","2021","Project Delivery","Overseas","Male","345","345","55120","55060"
"In post","2021","Project Delivery","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Property","London","Female","565","530","39880","35100"
"In post","2021","Property","London","Male","750","730","46300","41700"
"In post","2021","Property","Outside London","Female","3285","3020","31060","27530"
"In post","2021","Property","Outside London","Male","4505","4385","34040","32100"
"In post","2021","Property","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Male","170","170","39840","39410"
"In post","2021","Property","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Security","London","Female","415","405","41410","36950"
"In post","2021","Security","London","Male","675","675","40870","37560"
"In post","2021","Security","Outside London","Female","1580","1515","29370","26670"
"In post","2021","Security","Outside London","Male","5895","5790","30250","26670"
"In post","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","30","30","40570","34670"
"In post","2021","Security","Overseas","Male","95","95","39720","34450"
"In post","2021","Security","Unknown","Female","30","30","33720","32560"
"In post","2021","Security","Unknown","Male","35","35","33870","33300"
"In post","2021","Unknown","London","Female","15410","14235","37030","31060"
"In post","2021","Unknown","London","Male","11555","11240","39990","34630"
"In post","2021","Unknown","Outside London","Female","81770","71695","28370","27570"
"In post","2021","Unknown","Outside London","Male","54225","52195","30160","27570"
"In post","2021","Unknown","Overseas","Female","405","400","42780","41600"
"In post","2021","Unknown","Overseas","Male","440","440","42290","38690"
"In post","2021","Unknown","Unknown","Female","785","730","30930","27570"
"In post","2021","Unknown","Unknown","Male","2120","2110","36650","32700"
"Leaver CS","2021","Analysis","London","Female","60","[c]","35230","26340"
"Leaver CS","2021","Analysis","London","Male","85","[c]","39650","32540"
"Leaver CS","2021","Analysis","Outside London","Female","60","[c]","33640","29540"
"Leaver CS","2021","Analysis","Outside London","Male","65","[c]","33630","29940"
"Leaver CS","2021","Commercial","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","30","[c]","51770","45840"
"Leaver CS","2021","Commercial","Outside London","Female","70","[c]","34080","31840"
"Leaver CS","2021","Commercial","Outside London","Male","85","[c]","37120","35960"
"Leaver CS","2021","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Female","80","[c]","38380","37350"
"Leaver CS","2021","Communications","London","Male","60","[c]","41470","34020"
"Leaver CS","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","45","[c]","33130","32440"
"Leaver CS","2021","Communications","Outside London","Male","45","[c]","33600","29190"
"Leaver CS","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","Female","65","[c]","46770","43820"
"Leaver CS","2021","Digital, Data & Technology","London","Male","95","[c]","48130","51850"
"Leaver CS","2021","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Female","75","[c]","36130","32430"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Male","185","[c]","39790","37780"
"Leaver CS","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Male","30","[c]","48660","46560"
"Leaver CS","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","Female","95","[c]","33820","32250"
"Leaver CS","2021","Finance","Outside London","Male","75","[c]","44210","42240"
"Leaver CS","2021","Grants Management","Outside London","Female","45","[c]","24460","22800"
"Leaver CS","2021","Grants Management","Outside London","Male","45","[c]","25490","21050"
"Leaver CS","2021","Human Resources","London","Female","65","[c]","50880","47810"
"Leaver CS","2021","Human Resources","London","Male","40","[c]","47880","40510"
"Leaver CS","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Female","140","[c]","32090","26960"
"Leaver CS","2021","Human Resources","Outside London","Male","75","[c]","34490","30600"
"Leaver CS","2021","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","Female","140","[c]","50690","50660"
"Leaver CS","2021","Legal","London","Male","105","[c]","50080","50770"
"Leaver CS","2021","Legal","Outside London","Female","250","[c]","38080","37240"
"Leaver CS","2021","Legal","Outside London","Male","175","[c]","42260","43460"
"Leaver CS","2021","No function","London","Female","985","[c]","37360","30850"
"Leaver CS","2021","No function","London","Male","860","[c]","43890","34830"
"Leaver CS","2021","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Outside London","Female","3610","[c]","26890","21590"
"Leaver CS","2021","No function","Outside London","Male","3625","[c]","31170","26000"
"Leaver CS","2021","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Female","35","[c]","31250","28000"
"Leaver CS","2021","No function","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Female","50","[c]","43770","37480"
"Leaver CS","2021","Project Delivery","London","Male","60","[c]","56540","54600"
"Leaver CS","2021","Project Delivery","Outside London","Female","250","[c]","33320","30160"
"Leaver CS","2021","Project Delivery","Outside London","Male","470","[c]","36890","34970"
"Leaver CS","2021","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Male","55","[c]","39510","33610"
"Leaver CS","2021","Property","Outside London","Female","170","[c]","26850","24500"
"Leaver CS","2021","Property","Outside London","Male","305","[c]","30770","26670"
"Leaver CS","2021","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","Female","60","[c]","29170","25360"
"Leaver CS","2021","Security","Outside London","Male","320","[c]","29780","26750"
"Leaver CS","2021","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Female","1170","[c]","35690","31060"
"Leaver CS","2021","Unknown","London","Male","1050","[c]","39250","31360"
"Leaver CS","2021","Unknown","London","Unknown","75","[c]","48570","40850"
"Leaver CS","2021","Unknown","Outside London","Female","6620","[c]","27210","25080"
"Leaver CS","2021","Unknown","Outside London","Male","4650","[c]","29740","26930"
"Leaver CS","2021","Unknown","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Female","65","[c]","37700","36960"
"Leaver CS","2021","Unknown","Overseas","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","265","[c]","28680","27570"
"Leaver CS","2021","Unknown","Unknown","Male","290","[c]","34740","32080"
"Leaver Dept.","2021","Analysis","London","Female","100","[c]","42420","35650"
"Leaver Dept.","2021","Analysis","London","Male","105","[c]","42030","37570"
"Leaver Dept.","2021","Analysis","Outside London","Female","35","[c]","36620","32010"
"Leaver Dept.","2021","Analysis","Outside London","Male","40","[c]","41470","37320"
"Leaver Dept.","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Female","55","[c]","38580","37770"
"Leaver Dept.","2021","Commercial","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","Female","95","[c]","41850","38540"
"Leaver Dept.","2021","Communications","London","Male","65","[c]","44510","39800"
"Leaver Dept.","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","Female","65","[c]","48540","44650"
"Leaver Dept.","2021","Digital, Data & Technology","London","Male","65","[c]","51350","51600"
"Leaver Dept.","2021","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Female","35","[c]","38700","36130"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Male","70","[c]","40400","36230"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","Female","50","[c]","51000","51610"
"Leaver Dept.","2021","Finance","London","Male","50","[c]","50300","45200"
"Leaver Dept.","2021","Finance","Outside London","Female","45","[c]","44890","43320"
"Leaver Dept.","2021","Finance","Outside London","Male","50","[c]","39880","37940"
"Leaver Dept.","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Female","140","[c]","42220","34560"
"Leaver Dept.","2021","Human Resources","London","Male","75","[c]","44550","38540"
"Leaver Dept.","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Female","150","[c]","36010","32010"
"Leaver Dept.","2021","Human Resources","Outside London","Male","85","[c]","32890","31080"
"Leaver Dept.","2021","Human Resources","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Female","90","[c]","45920","50000"
"Leaver Dept.","2021","Legal","London","Male","55","[c]","47810","50250"
"Leaver Dept.","2021","Legal","Outside London","Female","55","[c]","36720","32850"
"Leaver Dept.","2021","Legal","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","Female","1160","[c]","43700","38750"
"Leaver Dept.","2021","No function","London","Male","940","[c]","44170","38820"
"Leaver Dept.","2021","No function","Outside London","Female","740","[c]","27190","22470"
"Leaver Dept.","2021","No function","Outside London","Male","535","[c]","28490","23520"
"Leaver Dept.","2021","No function","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Female","330","[c]","34020","32000"
"Leaver Dept.","2021","No function","Unknown","Male","275","[c]","35260","32000"
"Leaver Dept.","2021","Project Delivery","London","Female","80","[c]","50140","52070"
"Leaver Dept.","2021","Project Delivery","London","Male","75","[c]","46900","45200"
"Leaver Dept.","2021","Project Delivery","Outside London","Female","165","[c]","37150","32570"
"Leaver Dept.","2021","Project Delivery","Outside London","Male","185","[c]","37580","33930"
"Leaver Dept.","2021","Project Delivery","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Female","50","[c]","33610","29740"
"Leaver Dept.","2021","Property","Outside London","Male","45","[c]","32460","26500"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Female","1095","[c]","43770","38980"
"Leaver Dept.","2021","Unknown","London","Male","885","[c]","42770","37320"
"Leaver Dept.","2021","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Female","1840","[c]","28730","27570"
"Leaver Dept.","2021","Unknown","Outside London","Male","1440","[c]","30140","27570"
"Leaver Dept.","2021","Unknown","Overseas","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Female","330","[c]","36680","32540"
"New entrant CS","2021","Analysis","London","Male","380","[c]","36240","33210"
"New entrant CS","2021","Analysis","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Outside London","Female","250","[c]","30330","29540"
"New entrant CS","2021","Analysis","Outside London","Male","225","[c]","31230","29540"
"New entrant CS","2021","Analysis","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Female","155","[c]","56010","52750"
"New entrant CS","2021","Commercial","London","Male","155","[c]","65750","65000"
"New entrant CS","2021","Commercial","Outside London","Female","220","[c]","35510","31280"
"New entrant CS","2021","Commercial","Outside London","Male","215","[c]","39890","33000"
"New entrant CS","2021","Commercial","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Female","230","[c]","36440","33210"
"New entrant CS","2021","Communications","London","Male","150","[c]","38530","34710"
"New entrant CS","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","Female","425","[c]","28020","25560"
"New entrant CS","2021","Communications","Outside London","Male","500","[c]","27620","25560"
"New entrant CS","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Male","40","[c]","34450","32000"
"New entrant CS","2021","Counter Fraud","Outside London","Female","55","[c]","27930","25560"
"New entrant CS","2021","Counter Fraud","Outside London","Male","70","[c]","28870","25560"
"New entrant CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Outside London","Female","485","[c]","20240","20140"
"New entrant CS","2021","Debt","Outside London","Male","440","[c]","20360","20140"
"New entrant CS","2021","Digital, Data & Technology","London","Female","275","[c]","43220","40600"
"New entrant CS","2021","Digital, Data & Technology","London","Male","335","[c]","48320","44250"
"New entrant CS","2021","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Outside London","Female","430","[c]","35370","31810"
"New entrant CS","2021","Digital, Data & Technology","Outside London","Male","805","[c]","37350","34040"
"New entrant CS","2021","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Female","150","[c]","38490","33950"
"New entrant CS","2021","Finance","London","Male","125","[c]","41920","34020"
"New entrant CS","2021","Finance","Outside London","Female","275","[c]","31560","28970"
"New entrant CS","2021","Finance","Outside London","Male","225","[c]","33680","29360"
"New entrant CS","2021","Grants Management","Outside London","Female","30","[c]","22580","21050"
"New entrant CS","2021","Grants Management","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Female","205","[c]","36200","31800"
"New entrant CS","2021","Human Resources","London","Male","90","[c]","36870","31810"
