"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","AA/AO","Female","260","240","25280","25110"
"In post","2021","Mixed","London","AA/AO","Male","170","170","26480","25110"
"In post","2021","Mixed","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","EO","Female","505","480","29570","30110"
"In post","2021","Mixed","London","EO","Male","275","270","29910","29570"
"In post","2021","Mixed","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","G6/G7","Female","465","440","58500","57440"
"In post","2021","Mixed","London","G6/G7","Male","375","370","59070","57420"
"In post","2021","Mixed","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","SCS level","Female","55","50","81860","78940"
"In post","2021","Mixed","London","SCS level","Male","50","50","85410","78210"
"In post","2021","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","SEO/HEO","Female","685","670","37520","36650"
"In post","2021","Mixed","London","SEO/HEO","Male","465","460","38220","37420"
"In post","2021","Mixed","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","Unknown","Female","80","75","32540","32090"
"In post","2021","Mixed","London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","AA/AO","Female","845","740","21490","21010"
"In post","2021","Mixed","Outside London","AA/AO","Male","645","620","23420","21430"
"In post","2021","Mixed","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","EO","Female","855","790","27010","27570"
"In post","2021","Mixed","Outside London","EO","Male","550","535","27600","27570"
"In post","2021","Mixed","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","G6/G7","Female","200","190","56770","54540"
"In post","2021","Mixed","Outside London","G6/G7","Male","215","205","57380","53860"
"In post","2021","Mixed","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","SEO/HEO","Female","580","555","35200","33440"
"In post","2021","Mixed","Outside London","SEO/HEO","Male","520","510","36410","35630"
"In post","2021","Mixed","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outside London","Unknown","Female","200","185","30060","30210"
"In post","2021","Mixed","Outside London","Unknown","Male","80","80","30910","30210"
"In post","2021","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Overseas","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Overseas","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","AA/AO","Female","105","90","24710","24670"
"In post","2021","Other ethnicity","London","AA/AO","Male","70","70","26500","25110"
"In post","2021","Other ethnicity","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","EO","Female","225","210","29870","30330"
"In post","2021","Other ethnicity","London","EO","Male","110","110","29820","30270"
"In post","2021","Other ethnicity","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","G6/G7","Female","165","155","60220","58430"
"In post","2021","Other ethnicity","London","G6/G7","Male","140","135","61800","59160"
"In post","2021","Other ethnicity","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","SCS level","Female","25","20","[c]","[c]"
"In post","2021","Other ethnicity","London","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Other ethnicity","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","SEO/HEO","Female","225","215","38310","36900"
"In post","2021","Other ethnicity","London","SEO/HEO","Male","150","150","38300","37560"
"In post","2021","Other ethnicity","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","AA/AO","Female","205","180","21490","21010"
"In post","2021","Other ethnicity","Outside London","AA/AO","Male","190","180","23790","21010"
"In post","2021","Other ethnicity","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","EO","Female","200","185","27160","27570"
"In post","2021","Other ethnicity","Outside London","EO","Male","190","180","27470","27550"
"In post","2021","Other ethnicity","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","G6/G7","Female","45","40","56120","54540"
"In post","2021","Other ethnicity","Outside London","G6/G7","Male","85","85","57750","54540"
"In post","2021","Other ethnicity","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","SEO/HEO","Female","150","145","36680","35160"
"In post","2021","Other ethnicity","Outside London","SEO/HEO","Male","160","160","38650","37470"
"In post","2021","Other ethnicity","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","Unknown","Female","30","30","27550","24020"
"In post","2021","Other ethnicity","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","EO","Female","[c]","[c]","[c]","[c]"
