"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Analysis","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO/HEO","Heterosexual / straight","40","[c]","38610","37260"
"Leaver Dept.","2021","Communications","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO/HEO","Unknown","40","[c]","38130","38540"
"Leaver Dept.","2021","Communications","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Heterosexual / straight","35","[c]","61070","59320"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","Heterosexual / straight","35","[c]","36570","35570"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","Heterosexual / straight","35","[c]","40190","40690"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Heterosexual / straight","40","[c]","59790","58450"
"Leaver Dept.","2021","Human Resources","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","Heterosexual / straight","65","[c]","34620","33090"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","Heterosexual / straight","35","[c]","20630","20800"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","Heterosexual / straight","75","[c]","35550","33910"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
