"Status","Year","Disability","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","105","95","25380","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Derby","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Derby","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Derby","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","65","60","26430","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","110","105","28320","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","670","615","30460","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","LGBO","70","70","30500","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","Undeclared","115","105","29910","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Nottingham","Unknown","50","45","29560","27970"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","105","95","31830","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","80","75","31070","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Devon","Devon CC","Heterosexual / straight","370","325","28100","26330"
"In post","2021","Declared disabled","Devon","Devon CC","LGBO","35","35","27160","27570"
"In post","2021","Declared disabled","Devon","Devon CC","Undeclared","40","35","27000","25190"
"In post","2021","Declared disabled","Devon","Devon CC","Unknown","135","120","32630","31990"
"In post","2021","Declared disabled","Devon","Plymouth","Heterosexual / straight","230","205","28570","27130"
"In post","2021","Declared disabled","Devon","Plymouth","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","Plymouth","Undeclared","50","45","29230","27570"
"In post","2021","Declared disabled","Devon","Plymouth","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Devon","Torbay","Heterosexual / straight","35","30","26050","27570"
"In post","2021","Declared disabled","Devon","Torbay","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","Torbay","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Devon","Torbay","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Bournemouth and Poole","Heterosexual / straight","85","75","25980","27370"
"In post","2021","Declared disabled","Dorset and Somerset","Bournemouth and Poole","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Bournemouth and Poole","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Bournemouth and Poole","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Dorset CC","Heterosexual / straight","175","165","29260","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Dorset CC","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Dorset CC","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Dorset CC","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Somerset","Heterosexual / straight","185","165","29780","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Somerset","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Somerset","Undeclared","30","30","29490","26710"
"In post","2021","Declared disabled","Dorset and Somerset","Somerset","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Breckland and South Norfolk","Heterosexual / straight","40","40","27610","27570"
"In post","2021","Declared disabled","East Anglia","Breckland and South Norfolk","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Cambridgeshire CC","Heterosexual / straight","265","250","33000","31650"
"In post","2021","Declared disabled","East Anglia","Cambridgeshire CC","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Cambridgeshire CC","Undeclared","40","35","35430","33300"
"In post","2021","Declared disabled","East Anglia","Cambridgeshire CC","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","North and West Norfolk","Heterosexual / straight","95","90","28450","27570"
"In post","2021","Declared disabled","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","North and West Norfolk","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Norwich and East Norfolk","Heterosexual / straight","185","165","28540","27570"
"In post","2021","Declared disabled","East Anglia","Norwich and East Norfolk","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Norwich and East Norfolk","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Peterborough","Heterosexual / straight","165","150","27570","25310"
"In post","2021","Declared disabled","East Anglia","Peterborough","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Peterborough","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Peterborough","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Suffolk","Heterosexual / straight","305","280","27850","27570"
"In post","2021","Declared disabled","East Anglia","Suffolk","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Suffolk","Undeclared","40","40","29230","27570"
"In post","2021","Declared disabled","East Anglia","Suffolk","Unknown","40","35","27710","27570"
"In post","2021","Declared disabled","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","795","730","32190","27570"
"In post","2021","Declared disabled","East Wales","Cardiff and Vale of Glamorgan","LGBO","100","95","30760","27570"
"In post","2021","Declared disabled","East Wales","Cardiff and Vale of Glamorgan","Undeclared","115","105","31660","27570"
"In post","2021","Declared disabled","East Wales","Cardiff and Vale of Glamorgan","Unknown","75","60","26390","21440"
"In post","2021","Declared disabled","East Wales","Flintshire and Wrexham","Heterosexual / straight","150","135","28000","26960"
"In post","2021","Declared disabled","East Wales","Flintshire and Wrexham","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Flintshire and Wrexham","Undeclared","40","35","27350","27460"
"In post","2021","Declared disabled","East Wales","Flintshire and Wrexham","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Monmouthshire and Newport","Heterosexual / straight","320","300","31790","29540"
"In post","2021","Declared disabled","East Wales","Monmouthshire and Newport","LGBO","50","45","35530","31740"
"In post","2021","Declared disabled","East Wales","Monmouthshire and Newport","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Monmouthshire and Newport","Unknown","45","40","32320","29540"
"In post","2021","Declared disabled","East Wales","Powys","Heterosexual / straight","40","40","29220","27570"
"In post","2021","Declared disabled","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","135","130","27990","26930"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","190","165","26960","27130"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","30","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","55","50","26450","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","195","175","24650","21150"
"In post","2021","Declared disabled","Eastern Scotland","Angus and Dundee City","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Angus and Dundee City","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Angus and Dundee City","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","City of Edinburgh","Heterosexual / straight","745","705","36810","32140"
"In post","2021","Declared disabled","Eastern Scotland","City of Edinburgh","LGBO","140","135","35950","31810"
"In post","2021","Declared disabled","Eastern Scotland","City of Edinburgh","Undeclared","80","80","37520","31970"
"In post","2021","Declared disabled","Eastern Scotland","City of Edinburgh","Unknown","135","120","32670","30080"
"In post","2021","Declared disabled","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","115","105","30200","27570"
"In post","2021","Declared disabled","Eastern Scotland","Clackmannanshire and Fife","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Clackmannanshire and Fife","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Clackmannanshire and Fife","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Falkirk","Heterosexual / straight","120","105","27230","27570"
"In post","2021","Declared disabled","Eastern Scotland","Falkirk","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Falkirk","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Falkirk","Unknown","35","30","30130","33650"
"In post","2021","Declared disabled","Eastern Scotland","Perth and Kinross and Stirling","Heterosexual / straight","70","65","31150","28640"
"In post","2021","Declared disabled","Eastern Scotland","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Perth and Kinross and Stirling","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Perth and Kinross and Stirling","Unknown","50","45","31520","33650"
"In post","2021","Declared disabled","Eastern Scotland","West Lothian","Heterosexual / straight","30","30","32060","27570"
"In post","2021","Declared disabled","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","West Lothian","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Haven Gateway","Heterosexual / straight","100","95","32650","29290"
"In post","2021","Declared disabled","Essex","Essex Haven Gateway","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Haven Gateway","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Thames Gateway","Heterosexual / straight","125","110","27110","29050"
"In post","2021","Declared disabled","Essex","Essex Thames Gateway","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Thames Gateway","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex","Essex Thames Gateway","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Essex","Heart of Essex","Heterosexual / straight","100","90","32240","29290"
"In post","2021","Declared disabled","Essex","Heart of Essex","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Essex","Heart of Essex","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","Heart of Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Essex","Southend-on-Sea","Heterosexual / straight","110","100","31670","29290"
"In post","2021","Declared disabled","Essex","Southend-on-Sea","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex","Southend-on-Sea","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Essex","Southend-on-Sea","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Essex","Thurrock","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","West Essex","Heterosexual / straight","55","50","30470","29050"
"In post","2021","Declared disabled","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","West Essex","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","1020","975","36570","33440"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","85","80","31560","29000"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","195","185","39100","37440"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","45","45","34350","32490"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","480","435","32980","28130"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","70","65","32910","29360"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","75","65","31940","27570"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","45","40","28560","27570"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Heterosexual / straight","115","100","27110","27570"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","60","55","30420","27570"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","590","565","34530","33040"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","60","55","32430","28650"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","75","70","36070","35480"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North East","Heterosexual / straight","120","110","27640","27570"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North East","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North East","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North East","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North West","Heterosexual / straight","200","170","24700","22260"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North West","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North West","Undeclared","40","35","24460","23240"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester North West","Unknown","35","30","24550","21010"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South East","Heterosexual / straight","130","120","26230","22260"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South East","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South East","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South East","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South West","Heterosexual / straight","385","360","30350","27570"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South West","LGBO","60","55","28350","26270"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South West","Undeclared","55","50","28160","26120"
"In post","2021","Declared disabled","Greater Manchester","Greater Manchester South West","Unknown","60","55","28430","25560"
"In post","2021","Declared disabled","Greater Manchester","Manchester","Heterosexual / straight","685","640","32390","28210"
"In post","2021","Declared disabled","Greater Manchester","Manchester","LGBO","100","95","32160","29360"
"In post","2021","Declared disabled","Greater Manchester","Manchester","Undeclared","90","85","31500","27570"
"In post","2021","Declared disabled","Greater Manchester","Manchester","Unknown","65","60","31170","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","350","335","34690","33300"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Central Hampshire","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Central Hampshire","Undeclared","45","45","32300","30510"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Central Hampshire","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","95","85","27970","26580"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Isle of Wight","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Isle of Wight","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","85","80","28240","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","North Hampshire","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","North Hampshire","Undeclared","15","15","[c]","[c]"
