"Status","Year","Disability","Parent_department","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cabinet Office","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","London","Tower Hamlets","95","90","50900","54700"
"In post","2021","Declared disabled","Cabinet Office","London","Westminster","395","380","47260","41820"
"In post","2021","Declared disabled","Cabinet Office","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North East (England)","Tyneside","60","55","28220","23850"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Greater Manchester South West","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Milton Keynes","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Yorkshire and The Humber","Sheffield","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Yorkshire and The Humber","York","35","30","28790","26930"
"In post","2021","Declared disabled","Chancellor's other departments","London","Camden and City of London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","Westminster","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","North West (England)","Sefton","20","20","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","Tower Hamlets","35","35","55940","54320"
"In post","2021","Declared disabled","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Nottingham","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Suffolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Croydon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Hackney and Newham","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Westminster","455","450","47240","40910"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Tyneside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Blackpool","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Manchester","35","35","32890","33670"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Wirral","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Aberdeen City and Aberdeenshire","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Glasgow City","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Medway","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","North Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Devon CC","90","85","36170","33330"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Swindon","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Cardiff and Vale of Glamorgan","90","80","32330","27460"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Monmouthshire and Newport","75","70","37410","37140"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Birmingham","75","65","31470","30360"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Leeds","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","Westminster","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","East Midlands (England)","Nottingham","30","30","38920","37030"
"In post","2021","Declared disabled","Department for Education","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Croydon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","Westminster","210","200","49710","45850"
"In post","2021","Declared disabled","Department for Education","North East (England)","Darlington","70","65","37020","36500"
"In post","2021","Declared disabled","Department for Education","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","North West (England)","Manchester","110","110","37750","35000"
"In post","2021","Declared disabled","Department for Education","South West (England)","Bristol, City of","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","West Midlands (England)","Coventry","100","95","38920","36680"
"In post","2021","Declared disabled","Department for Education","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Yorkshire and The Humber","Sheffield","150","140","37520","36500"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","South Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Peterborough","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Suffolk","35","35","27800","25350"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Westminster","255","245","42000","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Tyneside","40","40","31330","29180"
