"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Asian","Commercial","EO","15","15","[c]","[c]"
"In post","2021","40-49","Asian","Commercial","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Commercial","SEO/HEO","30","30","39900","39720"
"In post","2021","40-49","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Communications","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Communications","EO","40","35","25780","25560"
"In post","2021","40-49","Asian","Communications","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Communications","SEO/HEO","45","45","36900","35120"
"In post","2021","40-49","Asian","Counter Fraud","AA/AO","20","15","[c]","[c]"
"In post","2021","40-49","Asian","Counter Fraud","EO","60","55","27590","25820"
"In post","2021","40-49","Asian","Counter Fraud","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Counter Fraud","SEO/HEO","65","65","35230","36160"
"In post","2021","40-49","Asian","Debt","AA/AO","50","40","22200","20640"
"In post","2021","40-49","Asian","Debt","EO","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Digital, Data & Technology","EO","35","35","28040","27440"
"In post","2021","40-49","Asian","Digital, Data & Technology","G6/G7","95","95","59450","58130"
"In post","2021","40-49","Asian","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Digital, Data & Technology","SEO/HEO","110","105","37670","37220"
"In post","2021","40-49","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Finance","AA/AO","20","15","[c]","[c]"
"In post","2021","40-49","Asian","Finance","EO","35","35","26710","26000"
"In post","2021","40-49","Asian","Finance","G6/G7","50","50","58910","59160"
"In post","2021","40-49","Asian","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Finance","SEO/HEO","100","95","38090","37100"
"In post","2021","40-49","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Grants Management","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","AA/AO","15","15","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","EO","20","15","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","G6/G7","35","35","59060","57490"
"In post","2021","40-49","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","SEO/HEO","55","50","37960","37170"
"In post","2021","40-49","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Legal","AA/AO","40","30","23070","23520"
"In post","2021","40-49","Asian","Legal","EO","45","40","27600","27580"
"In post","2021","40-49","Asian","Legal","G6/G7","210","195","57650","55610"
"In post","2021","40-49","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Legal","SEO/HEO","90","85","39700","40760"
"In post","2021","40-49","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","No function","AA/AO","800","695","22200","20650"
"In post","2021","40-49","Asian","No function","EO","370","350","27610","26920"
"In post","2021","40-49","Asian","No function","G6/G7","265","260","59010","56130"
"In post","2021","40-49","Asian","No function","SCS level","75","75","87350","78760"
"In post","2021","40-49","Asian","No function","SEO/HEO","670","640","37410","36160"
"In post","2021","40-49","Asian","No function","Unknown","140","125","31690","32090"
"In post","2021","40-49","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Project Delivery","EO","30","30","26520","26670"
"In post","2021","40-49","Asian","Project Delivery","G6/G7","115","115","59260","59080"
"In post","2021","40-49","Asian","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Project Delivery","SEO/HEO","155","150","37360","37640"
"In post","2021","40-49","Asian","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Property","AA/AO","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Property","EO","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Property","SEO/HEO","30","30","[c]","[c]"
"In post","2021","40-49","Asian","Security","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Security","EO","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Security","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","AA/AO","965","780","22120","21010"
"In post","2021","40-49","Asian","Unknown","EO","1745","1575","28550","27760"
"In post","2021","40-49","Asian","Unknown","G6/G7","200","195","61490","58010"
"In post","2021","40-49","Asian","Unknown","SCS level","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","SEO/HEO","605","585","37690","36620"
"In post","2021","40-49","Asian","Unknown","Unknown","25","20","[c]","[c]"
"In post","2021","40-49","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Analysis","EO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Analysis","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Analysis","SEO/HEO","25","25","[c]","[c]"
"In post","2021","40-49","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Commercial","EO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Commercial","SEO/HEO","25","25","[c]","[c]"
"In post","2021","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","EO","30","30","[c]","[c]"
"In post","2021","40-49","Black","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","SEO/HEO","20","20","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","EO","20","20","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Black","Debt","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Black","Debt","EO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","EO","25","25","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","G6/G7","25","25","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","SEO/HEO","60","60","35900","35810"
"In post","2021","40-49","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Finance","EO","15","15","[c]","[c]"
"In post","2021","40-49","Black","Finance","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Finance","SEO/HEO","65","65","38680","38280"
"In post","2021","40-49","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","EO","15","15","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","SEO/HEO","35","35","37150","37430"
"In post","2021","40-49","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Legal","AA/AO","20","20","[c]","[c]"
"In post","2021","40-49","Black","Legal","EO","25","25","[c]","[c]"
"In post","2021","40-49","Black","Legal","G6/G7","65","60","58150","56020"
"In post","2021","40-49","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Legal","SEO/HEO","35","30","37950","38630"
"In post","2021","40-49","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","No function","AA/AO","455","420","25110","23500"
"In post","2021","40-49","Black","No function","EO","200","190","28830","28150"
"In post","2021","40-49","Black","No function","G6/G7","125","120","55460","53380"
"In post","2021","40-49","Black","No function","SCS level","15","15","[c]","[c]"
"In post","2021","40-49","Black","No function","SEO/HEO","330","320","37650","36160"
"In post","2021","40-49","Black","No function","Unknown","135","130","30850","28690"
"In post","2021","40-49","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Project Delivery","EO","20","20","[c]","[c]"
"In post","2021","40-49","Black","Project Delivery","G6/G7","40","40","58120","56860"
"In post","2021","40-49","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Project Delivery","SEO/HEO","120","115","36270","36160"
"In post","2021","40-49","Black","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Property","EO","10","10","[c]","[c]"
"In post","2021","40-49","Black","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Property","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Black","Security","AA/AO","15","15","[c]","[c]"
"In post","2021","40-49","Black","Security","EO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","AA/AO","280","240","23150","23130"
"In post","2021","40-49","Black","Unknown","EO","830","785","29330","29290"
"In post","2021","40-49","Black","Unknown","G6/G7","75","75","60020","57680"
"In post","2021","40-49","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","SEO/HEO","255","250","38050","36650"
"In post","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Analysis","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","No function","AA/AO","35","35","22790","21270"
"In post","2021","40-49","Chinese","No function","EO","15","15","[c]","[c]"
"In post","2021","40-49","Chinese","No function","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Chinese","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","No function","SEO/HEO","35","35","39680","36740"
"In post","2021","40-49","Chinese","No function","Unknown","10","5","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","EO","45","40","28570","28870"
"In post","2021","40-49","Chinese","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Analysis","G6/G7","20","15","[c]","[c]"
"In post","2021","40-49","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Analysis","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","EO","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Debt","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","G6/G7","20","20","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","G6/G7","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","EO","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","G6/G7","65","55","57800","55550"
"In post","2021","40-49","Mixed","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","SEO/HEO","15","10","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","No function","AA/AO","155","140","23810","22350"
"In post","2021","40-49","Mixed","No function","EO","85","80","27560","26440"
"In post","2021","40-49","Mixed","No function","G6/G7","105","105","59300","57920"
"In post","2021","40-49","Mixed","No function","SCS level","25","25","[c]","[c]"
"In post","2021","40-49","Mixed","No function","SEO/HEO","175","170","38920","38120"
"In post","2021","40-49","Mixed","No function","Unknown","95","90","33080","34340"
"In post","2021","40-49","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Project Delivery","EO","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Project Delivery","G6/G7","40","40","58550","58310"
"In post","2021","40-49","Mixed","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Project Delivery","SEO/HEO","40","40","36370","37000"
"In post","2021","40-49","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Property","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Property","EO","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
