"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Vehicle Certification Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Operational Delivery","AA/AO","40","[c]","21560","21050"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Science and Engineering","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Veterinarian","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","AA/AO","45","[c]","20280","20370"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","G6/G7","45","[c]","65050","60640"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","65","[c]","32320","32430"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Legal","G6/G7","35","[c]","55430","55000"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Operational Delivery","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt Management Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Other","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
