"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","East of England","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
