"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","AA/AO","AO","135","120","23730","23350"
"In post","2021","Asian","Bedfordshire and Hertfordshire","EO","EO","235","215","28550","28550"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","HEO","70","65","35000","35120"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","SEO","40","40","43170","42090"
"In post","2021","Asian","Bedfordshire and Hertfordshire","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","25","25","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","175","155","23900","22510"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","230","215","28710","29290"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","70","65","34650","34840"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","45","45","41920","41830"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","EO","25","25","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","AO","180","155","21080","21010"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","EO","185","175","26370","26700"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","G7","45","40","52690","52580"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","HEO","145","140","31560","31810"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","SEO","50","50","39470","38630"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Asian","Devon","EO","EO","15","15","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","EO","15","15","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","AA","20","15","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","AO","170","130","21770","21430"
"In post","2021","Asian","East Anglia","EO","EO","105","95","26560","27130"
"In post","2021","Asian","East Anglia","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","HEO","35","30","33400","33200"
"In post","2021","Asian","East Anglia","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","AO","110","100","20770","20140"
"In post","2021","Asian","East Wales","EO","EO","100","95","26390","25560"
"In post","2021","Asian","East Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SEO/HEO","HEO","50","50","32340","31810"
"In post","2021","Asian","East Wales","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","EO","10","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","AO","55","50","21390","21010"
"In post","2021","Asian","Eastern Scotland","EO","EO","50","50","27530","27570"
"In post","2021","Asian","Eastern Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","SEO","35","35","44160","42190"
"In post","2021","Asian","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","AA/AO","AO","45","40","23530","24180"
"In post","2021","Asian","Essex","EO","EO","100","90","28400","29290"
"In post","2021","Asian","Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Essex","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Essex","SEO/HEO","HEO","25","20","[c]","[c]"
"In post","2021","Asian","Essex","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","90","80","21280","21010"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","150","140","25380","26670"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","65","65","53570","52580"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","170","165","31460","31810"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","140","135","40750","40630"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","40","40","37090","32710"
"In post","2021","Asian","Greater Manchester","AA/AO","AA","20","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester","AA/AO","AO","385","345","20730","20800"
"In post","2021","Asian","Greater Manchester","EO","EO","485","460","26320","26450"
"In post","2021","Asian","Greater Manchester","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester","G6/G7","G7","80","80","52830","52580"
"In post","2021","Asian","Greater Manchester","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester","SEO/HEO","HEO","245","235","31710","31810"
"In post","2021","Asian","Greater Manchester","SEO/HEO","SEO","100","100","38510","38630"
"In post","2021","Asian","Greater Manchester","Unknown","Unknown","30","30","30060","29100"
"In post","2021","Asian","Hampshire and Isle of Wight","AA/AO","AA","35","30","20990","19560"
"In post","2021","Asian","Hampshire and Isle of Wight","AA/AO","AO","80","65","22100","21010"
"In post","2021","Asian","Hampshire and Isle of Wight","EO","EO","80","75","27200","27530"
"In post","2021","Asian","Hampshire and Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
