"Status","Year","Age","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Other","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Other","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Other","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","Policy","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Inner London - West","EO","20","20","24720","24540"
"In post","2021","16-19","Policy","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East Wales","AA/AO","15","15","15960","15820"
"In post","2021","16-19","Science and Engineering","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","20","20","17520","17710"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","EO","50","50","17760","17780"
"In post","2021","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Southern Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Science and Engineering","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Security","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","East Wales","AA/AO","15","10","20140","20140"
"In post","2021","16-19","Tax","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Eastern Scotland","AA/AO","20","15","20140","20140"
"In post","2021","16-19","Tax","Greater Manchester","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Merseyside","AA/AO","25","25","20140","20140"
"In post","2021","16-19","Tax","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Northumberland and Tyne and Wear","AA/AO","35","30","20140","20140"
"In post","2021","16-19","Tax","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tax","West Yorkshire","AA/AO","20","20","20140","20140"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","AA/AO","50","50","20960","21150"
"In post","2021","16-19","Unknown","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","AA/AO","10","10","20840","21010"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Lancashire","AA/AO","20","20","21010","21010"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","AA/AO","35","35","20820","21010"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","AA/AO","10","10","21010","21010"
"In post","2021","16-19","Unknown","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Central Scotland","AA/AO","30","25","20730","21010"
"In post","2021","16-19","Unknown","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Unknown","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","AA/AO","20","20","20740","21010"
"In post","2021","16-19","Unknown","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","26380","26350"
"In post","2021","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Devon","SEO/HEO","10","10","35100","35620"
"In post","2021","20-29","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East Anglia","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","East Anglia","SEO/HEO","15","10","30580","28540"
"In post","2021","20-29","Commercial","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","East Wales","SEO/HEO","10","10","30660","29040"
"In post","2021","20-29","Commercial","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Eastern Scotland","AA/AO","15","15","21170","20810"
