"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Public Health England","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Courts and Tribunals Service","London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Prison and Probation Service","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Prison and Probation Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office (incl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
