"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Competition and Markets Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","Female","70","[c]","28000","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","EO","Male","55","[c]","28610","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G7","Female","40","[c]","54580","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","G7","Male","40","[c]","54360","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","HEO","Female","175","[c]","34040","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","HEO","Male","175","[c]","33990","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO","Female","55","[c]","41200","40050"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO","Male","65","[c]","41140","40050"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AO","Female","125","[c]","20940","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AO","Male","85","[c]","21210","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Female","150","[c]","24340","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Male","130","[c]","25050","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","HEO","Female","55","[c]","31150","30950"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","HEO","Male","65","[c]","31090","30950"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO","Female","50","[c]","39840","39670"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO","Male","35","[c]","41060","40320"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Female","50","[c]","27290","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","G7","Male","35","[c]","56070","52000"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","HEO","Female","105","[c]","35920","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","HEO","Male","100","[c]","36220","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","EO","Female","65","[c]","27750","28500"
"New entrant CS","2021","Department for Education","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","HEO","Female","35","[c]","33990","32940"
"New entrant CS","2021","Department for Education","London","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","EO","Female","95","[c]","24830","25000"
"New entrant CS","2021","Department for Education","Outside London","EO","Male","60","[c]","25160","25000"
"New entrant CS","2021","Department for Education","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G7","Female","40","[c]","49980","49860"
"New entrant CS","2021","Department for Education","Outside London","G7","Male","30","[c]","50460","49860"
"New entrant CS","2021","Department for Education","Outside London","HEO","Female","70","[c]","29640","29360"
"New entrant CS","2021","Department for Education","Outside London","HEO","Male","50","[c]","30300","29360"
"New entrant CS","2021","Department for Education","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SEO","Female","70","[c]","37290","36500"
"New entrant CS","2021","Department for Education","Outside London","SEO","Male","65","[c]","36850","36500"
"New entrant CS","2021","Department for Education","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Female","60","[c]","25000","27960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Male","55","[c]","26440","27960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G7","Female","45","[c]","53830","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G7","Male","35","[c]","53250","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","HEO","Female","120","[c]","32770","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","HEO","Male","105","[c]","32240","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO","Female","50","[c]","39340","38750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AO","Female","200","[c]","21810","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AO","Male","105","[c]","21860","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Female","160","[c]","24660","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Male","105","[c]","25010","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G7","Female","45","[c]","48950","47550"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G7","Male","55","[c]","50630","48370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","HEO","Female","110","[c]","29770","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","HEO","Male","85","[c]","29610","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO","Female","95","[c]","36520","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO","Male","70","[c]","36680","35900"
"New entrant CS","2021","Department for International Trade","London","AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","EO","Female","35","[c]","25880","26250"
"New entrant CS","2021","Department for International Trade","London","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","HEO","Female","65","[c]","31760","31800"
"New entrant CS","2021","Department for International Trade","London","HEO","Male","65","[c]","31750","31800"
"New entrant CS","2021","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SEO","Female","30","[c]","39240","38450"
"New entrant CS","2021","Department for International Trade","London","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","EO","Female","70","[c]","28630","29970"
"New entrant CS","2021","Department for Transport","London","EO","Male","50","[c]","28800","29970"
"New entrant CS","2021","Department for Transport","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","HEO","Female","90","[c]","32640","34710"
"New entrant CS","2021","Department for Transport","London","HEO","Male","115","[c]","33020","34710"
"New entrant CS","2021","Department for Transport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","SEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","London","SEO","Male","35","[c]","42530","42470"
"New entrant CS","2021","Department for Transport","Outside London","AA","Female","95","[c]","18140","18060"
"New entrant CS","2021","Department for Transport","Outside London","AA","Male","55","[c]","19120","18060"
"New entrant CS","2021","Department for Transport","Outside London","AO","Female","150","[c]","21880","21590"
"New entrant CS","2021","Department for Transport","Outside London","AO","Male","175","[c]","23660","21590"
"New entrant CS","2021","Department for Transport","Outside London","EO","Female","75","[c]","24880","26130"
"New entrant CS","2021","Department for Transport","Outside London","EO","Male","105","[c]","26500","26130"
"New entrant CS","2021","Department for Transport","Outside London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Outside London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Outside London","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Outside London","G7","Male","35","[c]","56380","53500"
"New entrant CS","2021","Department for Transport","Outside London","HEO","Female","40","[c]","31800","30730"
"New entrant CS","2021","Department for Transport","Outside London","HEO","Male","80","[c]","32230","30730"
"New entrant CS","2021","Department for Transport","Outside London","SEO","Female","35","[c]","40100","38650"
"New entrant CS","2021","Department for Transport","Outside London","SEO","Male","60","[c]","42880","41650"
"New entrant CS","2021","Department for Work and Pensions","London","AO","Female","310","[c]","25090","25110"
"New entrant CS","2021","Department for Work and Pensions","London","AO","Male","220","[c]","25100","25110"
"New entrant CS","2021","Department for Work and Pensions","London","EO","Female","1670","[c]","31060","31060"
"New entrant CS","2021","Department for Work and Pensions","London","EO","Male","910","[c]","31060","31060"
"New entrant CS","2021","Department for Work and Pensions","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","HEO","Female","50","[c]","35180","36040"
"New entrant CS","2021","Department for Work and Pensions","London","HEO","Male","40","[c]","35990","36650"
"New entrant CS","2021","Department for Work and Pensions","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","London","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","AO","Female","2625","[c]","21260","21010"
"New entrant CS","2021","Department for Work and Pensions","Outside London","AO","Male","2340","[c]","21180","21010"
"New entrant CS","2021","Department for Work and Pensions","Outside London","EO","Female","5035","[c]","27820","27570"
"New entrant CS","2021","Department for Work and Pensions","Outside London","EO","Male","3165","[c]","27800","27570"
"New entrant CS","2021","Department for Work and Pensions","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","G7","Female","40","[c]","53040","52660"
"New entrant CS","2021","Department for Work and Pensions","Outside London","G7","Male","70","[c]","55310","55860"
"New entrant CS","2021","Department for Work and Pensions","Outside London","HEO","Female","85","[c]","31930","31990"
"New entrant CS","2021","Department for Work and Pensions","Outside London","HEO","Male","80","[c]","32160","31990"
"New entrant CS","2021","Department for Work and Pensions","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Outside London","SEO","Female","55","[c]","38870","38000"
"New entrant CS","2021","Department for Work and Pensions","Outside London","SEO","Male","65","[c]","41030","38940"
"New entrant CS","2021","Department for Work and Pensions","Unknown","AO","Female","35","[c]","21850","21010"
"New entrant CS","2021","Department for Work and Pensions","Unknown","AO","Male","35","[c]","21510","21010"
"New entrant CS","2021","Department for Work and Pensions","Unknown","EO","Female","100","[c]","27890","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","EO","Male","80","[c]","27650","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","AO","Female","70","[c]","22910","23530"
"New entrant CS","2021","Department of Health and Social Care","London","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","EO","Female","275","[c]","26740","27140"
"New entrant CS","2021","Department of Health and Social Care","London","EO","Male","130","[c]","26780","27140"
"New entrant CS","2021","Department of Health and Social Care","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","G6","Female","50","[c]","66900","66230"
"New entrant CS","2021","Department of Health and Social Care","London","G6","Male","50","[c]","66250","66230"
"New entrant CS","2021","Department of Health and Social Care","London","G7","Female","130","[c]","53690","53360"
"New entrant CS","2021","Department of Health and Social Care","London","G7","Male","105","[c]","53830","53360"
"New entrant CS","2021","Department of Health and Social Care","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","HEO","Female","385","[c]","32620","32790"
"New entrant CS","2021","Department of Health and Social Care","London","HEO","Male","185","[c]","32570","32790"
"New entrant CS","2021","Department of Health and Social Care","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","SCS level","Female","35","[c]","88870","87400"
"New entrant CS","2021","Department of Health and Social Care","London","SCS level","Male","45","[c]","97880","85000"
"New entrant CS","2021","Department of Health and Social Care","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","London","SEO","Female","245","[c]","40150","40450"
"New entrant CS","2021","Department of Health and Social Care","London","SEO","Male","115","[c]","40540","40650"
"New entrant CS","2021","Department of Health and Social Care","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","AA","Female","30","[c]","18880","18850"
"New entrant CS","2021","Department of Health and Social Care","Outside London","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","AO","Female","215","[c]","20070","19630"
"New entrant CS","2021","Department of Health and Social Care","Outside London","AO","Male","85","[c]","20010","19630"
"New entrant CS","2021","Department of Health and Social Care","Outside London","EO","Female","145","[c]","23810","23140"
"New entrant CS","2021","Department of Health and Social Care","Outside London","EO","Male","45","[c]","23810","23440"
"New entrant CS","2021","Department of Health and Social Care","Outside London","G6","Female","30","[c]","66720","62400"
"New entrant CS","2021","Department of Health and Social Care","Outside London","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","G7","Female","85","[c]","50450","49530"
"New entrant CS","2021","Department of Health and Social Care","Outside London","G7","Male","50","[c]","50910","49530"
"New entrant CS","2021","Department of Health and Social Care","Outside London","HEO","Female","315","[c]","30590","30020"
"New entrant CS","2021","Department of Health and Social Care","Outside London","HEO","Male","110","[c]","30210","28970"
"New entrant CS","2021","Department of Health and Social Care","Outside London","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Outside London","SEO","Female","185","[c]","38380","38150"
"New entrant CS","2021","Department of Health and Social Care","Outside London","SEO","Male","70","[c]","37750","36820"
"New entrant CS","2021","Department of Health and Social Care","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Outside London","SEO","Male","10","[c]","[c]","[c]"
