"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","London","Westminster","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Yorkshire and The Humber","York","10","10","41500","38180"
"In post","2021","Attorney General's Departments","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","London","Westminster","60","60","43790","39750"
"In post","2021","Attorney General's Departments","Communications","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","London","Westminster","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","London","Westminster","280","275","45240","40080"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","London","Westminster","80","80","43070","39800"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Wakefield","25","25","38780","38180"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","York","30","30","36830","32050"
"In post","2021","Attorney General's Departments","Finance","East Midlands (England)","Nottingham","30","25","24800","21950"
"In post","2021","Attorney General's Departments","Finance","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","London","Westminster","65","60","42800","32570"
"In post","2021","Attorney General's Departments","Finance","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Yorkshire and The Humber","Wakefield","10","10","30070","26780"
"In post","2021","Attorney General's Departments","Finance","Yorkshire and The Humber","York","20","20","35480","31170"
"In post","2021","Attorney General's Departments","Human Resources","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","London","Westminster","110","105","41340","35010"
"In post","2021","Attorney General's Departments","Human Resources","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","North West (England)","Liverpool","35","35","37360","30610"
"In post","2021","Attorney General's Departments","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
