"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bournemouth and Poole","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Outside London","Heterosexual / straight","55","50","41270","39390"
"In post","2021","Commercial","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Outside London","Heterosexual / straight","45","45","36370","36800"
"In post","2021","Commercial","Buckinghamshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Outside London","Heterosexual / straight","40","40","35220","34610"
"In post","2021","Commercial","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","Heterosexual / straight","110","105","34400","34500"
"In post","2021","Commercial","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","Heterosexual / straight","40","40","39070","37550"
"In post","2021","Commercial","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Croydon","London","Heterosexual / straight","110","105","45320","44250"
"In post","2021","Commercial","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Croydon","London","Unknown","20","15","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","Heterosexual / straight","45","45","41140","37100"
"In post","2021","Commercial","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","Unknown","180","175","43030","40140"
"In post","2021","Commercial","Dorset CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Outside London","Heterosexual / straight","70","70","35660","33300"
"In post","2021","Commercial","Glasgow City","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Outside London","Heterosexual / straight","40","40","42260","40170"
"In post","2021","Commercial","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","Heterosexual / straight","105","100","42570","36970"
"In post","2021","Commercial","Leeds","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","Unknown","50","50","39040","36820"
"In post","2021","Commercial","Leicester","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Outside London","Heterosexual / straight","135","130","35680","34800"
"In post","2021","Commercial","Liverpool","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Liverpool","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Liverpool","Outside London","Unknown","50","50","31010","28400"
"In post","2021","Commercial","Luton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Luton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","Heterosexual / straight","115","110","40330","36780"
"In post","2021","Commercial","Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","Heterosexual / straight","65","65","43490","40330"
"In post","2021","Commercial","Milton Keynes","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","Heterosexual / straight","75","70","34850","31850"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","Heterosexual / straight","60","60","36500","34800"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","Unknown","5","5","[c]","[c]"
