"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","AA/AO","Heterosexual / straight","190","180","26140","27850"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","AA/AO","Unknown","70","65","24910","22850"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","EO","Heterosexual / straight","195","185","27580","27570"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","EO","Undeclared","35","30","28420","27570"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","EO","Unknown","40","35","28120","27570"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","Heterosexual / straight","115","115","38260","36740"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","Undeclared","20","20","[c]","[c]"
