"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Scotland","Perth and Kinross and Stirling","EO","20","20","29130","29190"
"In post","2021","Food Standards Scotland","Perth and Kinross and Stirling","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Food Standards Scotland","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","AA/AO","125","120","24800","24750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","EO","70","70","27890","27400"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","G6/G7","20","20","61740","59640"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","SEO/HEO","60","60","39750","36520"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","20","20","23040","23000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","45","45","27790","28150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","1075","1075","59030","57010"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","245","245","85230","76510"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","755","755","35520","34350"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","AA/AO","55","55","21490","21490"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","EO","135","125","25840","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","G6/G7","320","310","54380","53240"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","SCS level","15","15","80100","77650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","SEO/HEO","440","430","36070","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","AA/AO","240","230","27590","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","EO","480","470","31550","30630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","G6/G7","1625","1575","60570","59430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SCS level","290","280","87240","78200"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","SEO/HEO","1455","1430","38980","38600"
"In post","2021","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","AA/AO","40","40","25830","26530"
"In post","2021","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","EO","15","15","32810","34740"
"In post","2021","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Caithness and Sutherland and Ross and Cromarty","AA/AO","30","25","24090","22920"
"In post","2021","Forestry and Land Scotland","Caithness and Sutherland and Ross and Cromarty","EO","20","20","32450","35330"
"In post","2021","Forestry and Land Scotland","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","City of Edinburgh","AA/AO","25","25","21300","21710"
"In post","2021","Forestry and Land Scotland","City of Edinburgh","EO","35","30","29420","29140"
"In post","2021","Forestry and Land Scotland","City of Edinburgh","G6/G7","15","15","60600","56800"
"In post","2021","Forestry and Land Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","City of Edinburgh","SEO/HEO","75","70","39610","37530"
"In post","2021","Forestry and Land Scotland","Dumfries and Galloway","AA/AO","90","85","25650","26530"
"In post","2021","Forestry and Land Scotland","Dumfries and Galloway","EO","45","45","32300","32150"
"In post","2021","Forestry and Land Scotland","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Dumfries and Galloway","SEO/HEO","20","20","41070","38450"
"In post","2021","Forestry and Land Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","85","85","24180","22920"
"In post","2021","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","45","45","30630","30160"
"In post","2021","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","10","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","50","50","39790","37530"
"In post","2021","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","95","90","25490","26530"
"In post","2021","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","40","40","31380","30160"
"In post","2021","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","20","20","40170","37990"
"In post","2021","Forestry and Land Scotland","Perth and Kinross and Stirling","AA/AO","65","60","25090","25140"
"In post","2021","Forestry and Land Scotland","Perth and Kinross and Stirling","EO","35","30","31760","30160"
"In post","2021","Forestry and Land Scotland","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Perth and Kinross and Stirling","SEO/HEO","25","20","40350","38450"
"In post","2021","Forestry and Land Scotland","Scottish Borders","AA/AO","10","10","24910","22920"
"In post","2021","Forestry and Land Scotland","Scottish Borders","EO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","AA/AO","30","25","25600","25830"
"In post","2021","Forestry and Land Scotland","West Lothian","EO","20","20","32010","32750"
"In post","2021","Forestry and Land Scotland","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","West Lothian","SEO/HEO","15","15","41260","43940"
"In post","2021","Government Actuary's Department","Camden and City of London","AA/AO","15","15","23140","23030"
"In post","2021","Government Actuary's Department","Camden and City of London","EO","20","20","29810","28910"
"In post","2021","Government Actuary's Department","Camden and City of London","G6/G7","105","95","87270","82360"
"In post","2021","Government Actuary's Department","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Camden and City of London","SEO/HEO","60","60","42270","41210"
"In post","2021","Government Actuary's Department","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Berkshire","SEO/HEO","10","10","37390","33630"
"In post","2021","Government Internal Audit Agency","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Birmingham","SEO/HEO","15","10","40830","42720"
"In post","2021","Government Internal Audit Agency","Blackpool","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Blackpool","SEO/HEO","10","10","39620","41060"
"In post","2021","Government Internal Audit Agency","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Bristol, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Darlington","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","G6/G7","15","15","54950","49950"
"In post","2021","Government Internal Audit Agency","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Leeds","SEO/HEO","25","25","36610","39200"
"In post","2021","Government Internal Audit Agency","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Liverpool","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sefton","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","G6/G7","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Sheffield","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swansea","G6/G7","10","10","56060","54080"
"In post","2021","Government Internal Audit Agency","Swansea","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Swindon","SEO/HEO","10","10","41710","40290"
"In post","2021","Government Internal Audit Agency","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Tyneside","SEO/HEO","15","10","42220","43250"
"In post","2021","Government Internal Audit Agency","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Westminster","G6/G7","60","60","60010","58510"
"In post","2021","Government Internal Audit Agency","Westminster","SCS level","15","15","93950","88450"
"In post","2021","Government Internal Audit Agency","Westminster","SEO/HEO","80","75","43780","44990"
"In post","2021","Government Internal Audit Agency","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","York","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","25","54450","53830"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Croydon","AA/AO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Croydon","EO","10","10","27570","27350"
"In post","2021","Government Legal Department","Croydon","G6/G7","10","10","61150","64500"
"In post","2021","Government Legal Department","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Croydon","SEO/HEO","20","20","35050","35000"
"In post","2021","Government Legal Department","Leeds","EO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Leeds","G6/G7","25","25","58330","61430"
"In post","2021","Government Legal Department","Leeds","SCS level","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Manchester","G6/G7","10","5","[c]","[c]"
"In post","2021","Government Legal Department","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Westminster","AA/AO","60","55","23740","23800"
"In post","2021","Government Legal Department","Westminster","EO","315","305","28620","27580"
"In post","2021","Government Legal Department","Westminster","G6/G7","1605","1470","59810","60270"
"In post","2021","Government Legal Department","Westminster","SCS level","195","185","84010","80040"
"In post","2021","Government Legal Department","Westminster","SEO/HEO","215","210","38400","39110"
"In post","2021","Government Property Agency","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Birmingham","G6/G7","10","10","56560","56520"
"In post","2021","Government Property Agency","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Birmingham","SEO/HEO","20","20","35170","35260"
"In post","2021","Government Property Agency","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Bristol, City of","G6/G7","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Bristol, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Leeds","G6/G7","20","20","54160","53140"
"In post","2021","Government Property Agency","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Leeds","SEO/HEO","10","10","36950","37300"
"In post","2021","Government Property Agency","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Nottingham","G6/G7","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Westminster","G6/G7","35","35","59690","58900"
"In post","2021","Government Property Agency","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Westminster","SEO/HEO","25","25","38100","37300"
"In post","2021","Health and Safety Executive","Aberdeen City and Aberdeenshire","AA/AO","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Aberdeen City and Aberdeenshire","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Aberdeen City and Aberdeenshire","G6/G7","15","15","98260","102850"
"In post","2021","Health and Safety Executive","Aberdeen City and Aberdeenshire","SEO/HEO","75","70","83530","90670"
"In post","2021","Health and Safety Executive","Bedford","AA/AO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Bedford","EO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Bedford","G6/G7","10","10","58850","53430"
"In post","2021","Health and Safety Executive","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Bedford","SEO/HEO","30","30","43270","45100"
"In post","2021","Health and Safety Executive","Birmingham","AA/AO","10","10","21860","22160"
"In post","2021","Health and Safety Executive","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Birmingham","G6/G7","15","15","59410","59460"
"In post","2021","Health and Safety Executive","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Birmingham","SEO/HEO","45","45","45780","46320"
"In post","2021","Health and Safety Executive","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Bristol, City of","G6/G7","10","10","61170","59390"
"In post","2021","Health and Safety Executive","Bristol, City of","SEO/HEO","30","30","47090","46320"
"In post","2021","Health and Safety Executive","Cardiff and Vale of Glamorgan","AA/AO","20","15","22970","22160"
"In post","2021","Health and Safety Executive","Cardiff and Vale of Glamorgan","EO","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Cardiff and Vale of Glamorgan","G6/G7","10","10","62720","59790"
"In post","2021","Health and Safety Executive","Cardiff and Vale of Glamorgan","SEO/HEO","40","35","45740","46320"
"In post","2021","Health and Safety Executive","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Cheshire East","SEO/HEO","20","15","42760","44460"
"In post","2021","Health and Safety Executive","City of Edinburgh","AA/AO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","City of Edinburgh","SEO/HEO","30","25","47700","46320"
"In post","2021","Health and Safety Executive","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Surrey","G6/G7","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","East Surrey","SEO/HEO","20","20","42660","45480"
"In post","2021","Health and Safety Executive","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Flintshire and Wrexham","SEO/HEO","10","10","44110","46320"
"In post","2021","Health and Safety Executive","Glasgow City","AA/AO","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Glasgow City","EO","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Glasgow City","G6/G7","10","10","59270","59630"
"In post","2021","Health and Safety Executive","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Glasgow City","SEO/HEO","35","35","45720","45100"
"In post","2021","Health and Safety Executive","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Heart of Essex","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Heart of Essex","G6/G7","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Heart of Essex","SEO/HEO","25","25","45320","45100"
"In post","2021","Health and Safety Executive","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Leeds","AA/AO","10","5","22160","22160"
"In post","2021","Health and Safety Executive","Leeds","EO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Leeds","G6/G7","20","20","59790","58350"
"In post","2021","Health and Safety Executive","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Leeds","SEO/HEO","55","55","47090","46320"
"In post","2021","Health and Safety Executive","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Mid Kent","SEO/HEO","15","15","41680","42980"
"In post","2021","Health and Safety Executive","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","North Hampshire","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","North Hampshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","North Hampshire","SEO/HEO","20","20","43990","40620"
"In post","2021","Health and Safety Executive","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Norwich and East Norfolk","SEO/HEO","15","15","48400","43830"
"In post","2021","Health and Safety Executive","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Plymouth","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Plymouth","SEO/HEO","15","15","47140","46320"
"In post","2021","Health and Safety Executive","Sefton","AA/AO","110","95","21660","22160"
"In post","2021","Health and Safety Executive","Sefton","EO","200","185","27700","27280"
"In post","2021","Health and Safety Executive","Sefton","G6/G7","190","185","59060","56660"
"In post","2021","Health and Safety Executive","Sefton","SCS level","15","15","85940","80000"
"In post","2021","Health and Safety Executive","Sefton","SEO/HEO","355","335","40840","39330"
"In post","2021","Health and Safety Executive","Sheffield","AA/AO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Sheffield","G6/G7","15","15","63380","56350"
"In post","2021","Health and Safety Executive","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Sheffield","SEO/HEO","25","25","46250","44540"
