"Status","Year","Age","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Counter Fraud","Heterosexual / straight","45","45","31130","31000"
"In post","2021","20-29","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Heterosexual / straight","1020","1010","33630","31810"
"In post","2021","20-29","Digital, Data and Technology","LGBO","135","135","33940","31810"
"In post","2021","20-29","Digital, Data and Technology","Undeclared","120","115","34010","31080"
"In post","2021","20-29","Digital, Data and Technology","Unknown","670","665","32440","31740"
"In post","2021","20-29","Economics","Heterosexual / straight","750","750","37790","34090"
"In post","2021","20-29","Economics","LGBO","85","85","39140","34570"
"In post","2021","20-29","Economics","Undeclared","80","80","37320","34200"
"In post","2021","20-29","Economics","Unknown","270","265","35580","33570"
"In post","2021","20-29","Finance","Heterosexual / straight","790","785","32940","30420"
"In post","2021","20-29","Finance","LGBO","55","55","33160","30390"
"In post","2021","20-29","Finance","Undeclared","60","60","33380","30800"
"In post","2021","20-29","Finance","Unknown","300","290","31380","30420"
"In post","2021","20-29","Human Resources","Heterosexual / straight","765","755","31260","29000"
"In post","2021","20-29","Human Resources","LGBO","90","90","33130","30410"
"In post","2021","20-29","Human Resources","Undeclared","40","40","31350","29360"
"In post","2021","20-29","Human Resources","Unknown","185","180","29630","27270"
"In post","2021","20-29","Intelligence Analysis","Heterosexual / straight","365","360","32250","29250"
"In post","2021","20-29","Intelligence Analysis","LGBO","40","40","32540","29570"
"In post","2021","20-29","Intelligence Analysis","Undeclared","30","30","31000","29250"
"In post","2021","20-29","Intelligence Analysis","Unknown","110","110","39600","36160"
"In post","2021","20-29","Internal Audit","Heterosexual / straight","35","35","34470","33150"
"In post","2021","20-29","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","International Trade","Heterosexual / straight","240","235","37040","33410"
"In post","2021","20-29","International Trade","LGBO","35","35","40660","38540"
"In post","2021","20-29","International Trade","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","International Trade","Unknown","170","165","37920","34950"
"In post","2021","20-29","Knowledge and Information Management","Heterosexual / straight","210","210","28130","26880"
"In post","2021","20-29","Knowledge and Information Management","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Unknown","30","30","28760","28230"
"In post","2021","20-29","Legal","Heterosexual / straight","775","770","34970","31810"
"In post","2021","20-29","Legal","LGBO","70","70","36190","33460"
"In post","2021","20-29","Legal","Undeclared","55","55","33580","29970"
"In post","2021","20-29","Legal","Unknown","335","330","29810","26970"
"In post","2021","20-29","Medicine","Heterosexual / straight","100","95","29530","27460"
"In post","2021","20-29","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Medicine","Unknown","35","35","29990","30620"
"In post","2021","20-29","Operational Delivery","Heterosexual / straight","17235","16845","25540","24890"
"In post","2021","20-29","Operational Delivery","LGBO","1670","1645","25560","24440"
"In post","2021","20-29","Operational Delivery","Undeclared","1435","1395","25860","24880"
"In post","2021","20-29","Operational Delivery","Unknown","7275","7135","24350","22850"
"In post","2021","20-29","Operational Research","Heterosexual / straight","230","230","34430","33210"
"In post","2021","20-29","Operational Research","LGBO","35","35","34550","34710"
"In post","2021","20-29","Operational Research","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Operational Research","Unknown","55","55","34510","34540"
"In post","2021","20-29","Other","Heterosexual / straight","1515","1495","27350","25740"
"In post","2021","20-29","Other","LGBO","135","135","28500","26670"
"In post","2021","20-29","Other","Undeclared","135","135","27520","25390"
"In post","2021","20-29","Other","Unknown","835","830","29140","28650"
"In post","2021","20-29","Planning","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Policy","Heterosexual / straight","4660","4640","38320","35060"
"In post","2021","20-29","Policy","LGBO","735","730","39230","35070"
"In post","2021","20-29","Policy","Undeclared","545","545","38970","35050"
"In post","2021","20-29","Policy","Unknown","1620","1610","38080","34710"
"In post","2021","20-29","Project Delivery","Heterosexual / straight","1430","1420","32630","31810"
"In post","2021","20-29","Project Delivery","LGBO","145","145","33140","33000"
"In post","2021","20-29","Project Delivery","Undeclared","90","90","33960","31950"
"In post","2021","20-29","Project Delivery","Unknown","390","385","33150","31810"
"In post","2021","20-29","Property","Heterosexual / straight","380","375","28560","27130"
"In post","2021","20-29","Property","LGBO","30","30","27570","25750"
"In post","2021","20-29","Property","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Property","Unknown","185","175","28760","27880"
"In post","2021","20-29","Psychology","Heterosexual / straight","275","275","27870","27380"
"In post","2021","20-29","Psychology","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Psychology","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Psychology","Unknown","50","50","26200","25830"
"In post","2021","20-29","Science and Engineering","Heterosexual / straight","1820","1810","28860","28610"
"In post","2021","20-29","Science and Engineering","LGBO","190","185","28580","27540"
"In post","2021","20-29","Science and Engineering","Undeclared","185","180","29240","28650"
"In post","2021","20-29","Science and Engineering","Unknown","550","550","29090","28650"
"In post","2021","20-29","Security","Heterosexual / straight","655","655","26460","25680"
"In post","2021","20-29","Security","LGBO","50","50","30100","26610"
"In post","2021","20-29","Security","Undeclared","50","50","30360","28750"
"In post","2021","20-29","Security","Unknown","315","310","26510","25680"
"In post","2021","20-29","Social Research","Heterosexual / straight","295","295","36210","34320"
"In post","2021","20-29","Social Research","LGBO","30","30","34530","32080"
"In post","2021","20-29","Social Research","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Social Research","Unknown","65","65","32890","30130"
"In post","2021","20-29","Statistics","Heterosexual / straight","405","405","35690","34010"
"In post","2021","20-29","Statistics","LGBO","75","70","34810","32010"
"In post","2021","20-29","Statistics","Undeclared","40","35","35320","34670"
"In post","2021","20-29","Statistics","Unknown","135","130","32760","31810"
"In post","2021","20-29","Tax","Heterosexual / straight","1555","1520","29680","25560"
"In post","2021","20-29","Tax","LGBO","200","195","27470","25560"
"In post","2021","20-29","Tax","Undeclared","115","115","32330","29570"
"In post","2021","20-29","Tax","Unknown","1870","1830","24350","20140"
"In post","2021","20-29","Unknown","Heterosexual / straight","10455","10300","28090","27570"
"In post","2021","20-29","Unknown","LGBO","1450","1435","28310","27570"
"In post","2021","20-29","Unknown","Undeclared","740","730","29230","27570"
"In post","2021","20-29","Unknown","Unknown","5045","4975","29230","28000"
"In post","2021","20-29","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Heterosexual / straight","920","880","38040","36360"
"In post","2021","30-39","Commercial","LGBO","50","50","38170","34020"
"In post","2021","30-39","Commercial","Undeclared","85","80","37070","38260"
"In post","2021","30-39","Commercial","Unknown","225","215","40530","38550"
"In post","2021","30-39","Communications","Heterosexual / straight","755","730","42510","39850"
"In post","2021","30-39","Communications","LGBO","75","75","42510","39750"
"In post","2021","30-39","Communications","Undeclared","80","75","43730","41170"
"In post","2021","30-39","Communications","Unknown","255","245","44650","42490"
"In post","2021","30-39","Corporate Finance","Heterosexual / straight","35","35","49340","51280"
"In post","2021","30-39","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Unknown","15","10","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Heterosexual / straight","125","120","35990","34390"
"In post","2021","30-39","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Unknown","50","45","38530","34390"
"In post","2021","30-39","Digital, Data and Technology","Heterosexual / straight","2025","1980","40750","38390"
"In post","2021","30-39","Digital, Data and Technology","LGBO","165","160","41660","38490"
"In post","2021","30-39","Digital, Data and Technology","Undeclared","255","250","41430","38630"
"In post","2021","30-39","Digital, Data and Technology","Unknown","865","850","41410","38550"
"In post","2021","30-39","Economics","Heterosexual / straight","365","350","57870","57850"
"In post","2021","30-39","Economics","LGBO","30","25","[c]","[c]"
"In post","2021","30-39","Economics","Undeclared","40","35","54480","55890"
"In post","2021","30-39","Economics","Unknown","125","120","53000","54760"
"In post","2021","30-39","Finance","Heterosexual / straight","1400","1335","41410","37940"
"In post","2021","30-39","Finance","LGBO","75","70","45950","43730"
"In post","2021","30-39","Finance","Undeclared","145","140","42450","40580"
"In post","2021","30-39","Finance","Unknown","300","285","39800","36820"
"In post","2021","30-39","Human Resources","Heterosexual / straight","1335","1260","37260","33300"
"In post","2021","30-39","Human Resources","LGBO","90","90","42020","38060"
"In post","2021","30-39","Human Resources","Undeclared","95","90","36550","32100"
"In post","2021","30-39","Human Resources","Unknown","215","205","36840","32530"
"In post","2021","30-39","Inspector of Education and Training","Heterosexual / straight","65","65","60830","51360"
"In post","2021","30-39","Inspector of Education and Training","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","Heterosexual / straight","675","645","34420","30980"
"In post","2021","30-39","Intelligence Analysis","LGBO","45","45","35010","30140"
"In post","2021","30-39","Intelligence Analysis","Undeclared","80","75","34870","33300"
"In post","2021","30-39","Intelligence Analysis","Unknown","110","105","42100","37090"
"In post","2021","30-39","Internal Audit","Heterosexual / straight","110","110","42250","39410"
"In post","2021","30-39","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Internal Audit","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","International Trade","Heterosexual / straight","245","245","50110","51970"
"In post","2021","30-39","International Trade","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","International Trade","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","International Trade","Unknown","145","140","47580","51710"
"In post","2021","30-39","Knowledge and Information Management","Heterosexual / straight","350","330","37530","36330"
"In post","2021","30-39","Knowledge and Information Management","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","Undeclared","40","40","33110","31400"
"In post","2021","30-39","Knowledge and Information Management","Unknown","65","60","35450","33360"
"In post","2021","30-39","Legal","Heterosexual / straight","2055","1965","46780","50500"
"In post","2021","30-39","Legal","LGBO","130","130","46870","51250"
"In post","2021","30-39","Legal","Undeclared","185","180","45400","48660"
"In post","2021","30-39","Legal","Unknown","620","595","44280","47000"
"In post","2021","30-39","Medicine","Heterosexual / straight","385","345","43020","37890"
"In post","2021","30-39","Medicine","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Medicine","Undeclared","30","30","47760","37890"
"In post","2021","30-39","Medicine","Unknown","145","125","42120","37890"
"In post","2021","30-39","Operational Delivery","Heterosexual / straight","25830","24125","28390","25830"
"In post","2021","30-39","Operational Delivery","LGBO","1840","1805","28520","26220"
"In post","2021","30-39","Operational Delivery","Undeclared","2865","2675","28370","26000"
"In post","2021","30-39","Operational Delivery","Unknown","7055","6590","26950","25300"
"In post","2021","30-39","Operational Research","Heterosexual / straight","260","250","45700","46080"
"In post","2021","30-39","Operational Research","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Operational Research","Undeclared","30","30","46870","46080"
"In post","2021","30-39","Operational Research","Unknown","40","40","44760","46080"
"In post","2021","30-39","Other","Heterosexual / straight","2415","2305","32270","27790"
"In post","2021","30-39","Other","LGBO","160","160","32830","30270"
"In post","2021","30-39","Other","Undeclared","220","210","33500","28680"
"In post","2021","30-39","Other","Unknown","995","970","37080","33570"
"In post","2021","30-39","Planning","Heterosexual / straight","45","45","42330","40000"
"In post","2021","30-39","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Heterosexual / straight","35","35","52570","47660"
"In post","2021","30-39","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Policy","Heterosexual / straight","5605","5440","48930","51730"
"In post","2021","30-39","Policy","LGBO","600","595","49130","52290"
"In post","2021","30-39","Policy","Undeclared","665","655","48330","51730"
"In post","2021","30-39","Policy","Unknown","1335","1295","49520","52460"
"In post","2021","30-39","Project Delivery","Heterosexual / straight","2745","2660","40500","38630"
"In post","2021","30-39","Project Delivery","LGBO","175","175","43380","39200"
"In post","2021","30-39","Project Delivery","Undeclared","245","240","44460","40580"
"In post","2021","30-39","Project Delivery","Unknown","545","530","41630","38630"
"In post","2021","30-39","Property","Heterosexual / straight","675","655","36480","33300"
"In post","2021","30-39","Property","LGBO","40","40","36280","32060"
"In post","2021","30-39","Property","Undeclared","75","75","36030","33300"
"In post","2021","30-39","Property","Unknown","225","215","34290","31810"
"In post","2021","30-39","Psychology","Heterosexual / straight","440","415","35250","31180"
"In post","2021","30-39","Psychology","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Psychology","Undeclared","40","35","32730","31180"
"In post","2021","30-39","Psychology","Unknown","80","80","36510","33650"
"In post","2021","30-39","Science and Engineering","Heterosexual / straight","1825","1765","38370","37350"
"In post","2021","30-39","Science and Engineering","LGBO","110","105","37440","36720"
"In post","2021","30-39","Science and Engineering","Undeclared","255","245","38470","37850"
"In post","2021","30-39","Science and Engineering","Unknown","780","750","38170","38200"
"In post","2021","30-39","Security","Heterosexual / straight","995","985","32160","30450"
"In post","2021","30-39","Security","LGBO","80","80","32560","31150"
"In post","2021","30-39","Security","Undeclared","135","130","36710","39070"
"In post","2021","30-39","Security","Unknown","330","325","32570","31580"
"In post","2021","30-39","Social Research","Heterosexual / straight","260","245","44350","43560"
"In post","2021","30-39","Social Research","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Social Research","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","Social Research","Unknown","55","50","41180","38010"
"In post","2021","30-39","Statistics","Heterosexual / straight","425","410","45490","43040"
"In post","2021","30-39","Statistics","LGBO","35","35","44680","39390"
"In post","2021","30-39","Statistics","Undeclared","45","45","42020","37960"
"In post","2021","30-39","Statistics","Unknown","100","95","40390","37450"
"In post","2021","30-39","Tax","Heterosexual / straight","2455","2370","35150","31810"
"In post","2021","30-39","Tax","LGBO","190","185","35990","31810"
"In post","2021","30-39","Tax","Undeclared","215","205","34410","31810"
"In post","2021","30-39","Tax","Unknown","1520","1470","28340","25560"
"In post","2021","30-39","Unknown","Heterosexual / straight","14085","13190","31790","27570"
"In post","2021","30-39","Unknown","LGBO","1260","1225","32780","27570"
"In post","2021","30-39","Unknown","Undeclared","1250","1175","32520","27570"
"In post","2021","30-39","Unknown","Unknown","5690","5215","32430","27570"
"In post","2021","30-39","Veterinarian","Heterosexual / straight","75","75","39700","37480"
"In post","2021","30-39","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinarian","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Veterinarian","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Commercial","Heterosexual / straight","945","910","43570","40310"
"In post","2021","40-49","Commercial","LGBO","35","35","39910","36820"
"In post","2021","40-49","Commercial","Undeclared","120","115","40900","39040"
"In post","2021","40-49","Commercial","Unknown","235","225","44460","40200"
"In post","2021","40-49","Communications","Heterosexual / straight","710","670","45290","40960"
"In post","2021","40-49","Communications","LGBO","40","40","48370","49180"
"In post","2021","40-49","Communications","Undeclared","75","70","40510","40610"
"In post","2021","40-49","Communications","Unknown","225","210","49070","44910"
"In post","2021","40-49","Corporate Finance","Heterosexual / straight","35","35","49710","46080"
"In post","2021","40-49","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Heterosexual / straight","150","140","37350","34900"
"In post","2021","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","50","45","40360","39490"
"In post","2021","40-49","Digital, Data and Technology","Heterosexual / straight","2410","2360","45400","42000"
"In post","2021","40-49","Digital, Data and Technology","LGBO","105","105","45550","38830"
"In post","2021","40-49","Digital, Data and Technology","Undeclared","365","355","42320","39250"
"In post","2021","40-49","Digital, Data and Technology","Unknown","840","820","44200","40880"
"In post","2021","40-49","Economics","Heterosexual / straight","155","145","64170","61250"
"In post","2021","40-49","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Economics","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Economics","Unknown","50","45","67410","63000"
"In post","2021","40-49","Finance","Heterosexual / straight","1795","1720","43960","40080"
"In post","2021","40-49","Finance","LGBO","65","65","47340","46640"
"In post","2021","40-49","Finance","Undeclared","245","235","43150","38790"
"In post","2021","40-49","Finance","Unknown","340","325","41820","38630"
"In post","2021","40-49","Human Resources","Heterosexual / straight","1595","1505","42400","38600"
"In post","2021","40-49","Human Resources","LGBO","80","80","47030","43110"
"In post","2021","40-49","Human Resources","Undeclared","170","165","37490","33850"
"In post","2021","40-49","Human Resources","Unknown","245","230","38170","33910"
"In post","2021","40-49","Inspector of Education and Training","Heterosexual / straight","235","235","65310","69690"
"In post","2021","40-49","Inspector of Education and Training","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Inspector of Education and Training","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Intelligence Analysis","Heterosexual / straight","625","595","34910","30830"
"In post","2021","40-49","Intelligence Analysis","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Intelligence Analysis","Undeclared","120","115","34680","31040"
"In post","2021","40-49","Intelligence Analysis","Unknown","80","80","47100","45200"
"In post","2021","40-49","Internal Audit","Heterosexual / straight","150","145","48290","45290"
"In post","2021","40-49","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","International Trade","Heterosexual / straight","160","155","51760","51970"
"In post","2021","40-49","International Trade","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","International Trade","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","International Trade","Unknown","70","65","51640","51970"
"In post","2021","40-49","Knowledge and Information Management","Heterosexual / straight","400","380","39280","37020"
"In post","2021","40-49","Knowledge and Information Management","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Knowledge and Information Management","Undeclared","85","85","40990","37470"
"In post","2021","40-49","Knowledge and Information Management","Unknown","100","90","42840","41310"
"In post","2021","40-49","Legal","Heterosexual / straight","2240","2070","50450","51390"
"In post","2021","40-49","Legal","LGBO","115","110","55230","55490"
"In post","2021","40-49","Legal","Undeclared","305","280","49670","48220"
"In post","2021","40-49","Legal","Unknown","840","760","51710","54080"
"In post","2021","40-49","Medicine","Heterosexual / straight","505","450","55400","44500"
"In post","2021","40-49","Medicine","LGBO","20","15","[c]","[c]"
"In post","2021","40-49","Medicine","Undeclared","55","45","60410","65570"
"In post","2021","40-49","Medicine","Unknown","150","135","58270","49930"
"In post","2021","40-49","Operational Delivery","Heterosexual / straight","26745","24855","30650","27370"
"In post","2021","40-49","Operational Delivery","LGBO","1365","1315","32020","28470"
"In post","2021","40-49","Operational Delivery","Undeclared","4215","3890","29780","26850"
"In post","2021","40-49","Operational Delivery","Unknown","7280","6675","28640","25560"
"In post","2021","40-49","Operational Research","Heterosexual / straight","175","160","49710","46720"
"In post","2021","40-49","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Operational Research","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Operational Research","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Other","Heterosexual / straight","3180","3055","33600","26930"
"In post","2021","40-49","Other","LGBO","125","120","35280","28660"
"In post","2021","40-49","Other","Undeclared","415","400","33830","28630"
"In post","2021","40-49","Other","Unknown","1030","1000","39810","34650"
"In post","2021","40-49","Planning","Heterosexual / straight","45","45","50410","53130"
"In post","2021","40-49","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectors","Heterosexual / straight","80","75","54930","58810"
"In post","2021","40-49","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectors","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectors","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Policy","Heterosexual / straight","4695","4480","52960","53360"
