"Status","Year","Disability","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Other","Highlands and Islands","135","130","21380","20520"
"In post","2021","Declared non-disabled","Other","Inner London - East","475","455","49340","43860"
"In post","2021","Declared non-disabled","Other","Inner London - West","1555","1515","42450","34700"
"In post","2021","Declared non-disabled","Other","Kent","95","90","24250","21580"
"In post","2021","Declared non-disabled","Other","Lancashire","70","70","28770","22080"
"In post","2021","Declared non-disabled","Other","Leicestershire, Rutland and Northamptonshire","120","110","22480","20920"
"In post","2021","Declared non-disabled","Other","Lincolnshire","345","335","23370","20920"
"In post","2021","Declared non-disabled","Other","Merseyside","260","240","26980","24880"
"In post","2021","Declared non-disabled","Other","North Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other","North Yorkshire","425","410","23170","20920"
"In post","2021","Declared non-disabled","Other","Northern Ireland","220","210","23930","21880"
"In post","2021","Declared non-disabled","Other","Northumberland and Tyne and Wear","110","105","28380","21590"
"In post","2021","Declared non-disabled","Other","Outer London - East and North East","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Outer London - South","445","425","37680","35070"
"In post","2021","Declared non-disabled","Other","Outer London - West and North West","280","255","29910","26000"
"In post","2021","Declared non-disabled","Other","Overseas","120","120","55350","64130"
"In post","2021","Declared non-disabled","Other","Shropshire and Staffordshire","505","490","27040","26670"
"In post","2021","Declared non-disabled","Other","South Yorkshire","90","85","30790","25310"
"In post","2021","Declared non-disabled","Other","Southern Scotland","160","160","30910","25670"
"In post","2021","Declared non-disabled","Other","Surrey, East and West Sussex","120","110","25660","21580"
"In post","2021","Declared non-disabled","Other","Tees Valley and Durham","50","50","27230","21580"
"In post","2021","Declared non-disabled","Other","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other","West Central Scotland","465","450","29710","24880"
"In post","2021","Declared non-disabled","Other","West Midlands","145","130","27900","21430"
"In post","2021","Declared non-disabled","Other","West Wales and The Valleys","510","485","40140","37410"
"In post","2021","Declared non-disabled","Other","West Yorkshire","90","85","33980","28130"
"In post","2021","Declared non-disabled","Planning","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","East Wales","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","48580","40720"
"In post","2021","Declared non-disabled","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Inner London - West","80","75","48720","44630"
"In post","2021","Declared non-disabled","Planning","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","East Wales","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","235","210","58100","58810"
"In post","2021","Declared non-disabled","Policy","Bedfordshire and Hertfordshire","40","40","48570","45200"
"In post","2021","Declared non-disabled","Policy","Berkshire, Buckinghamshire and Oxfordshire","50","50","41570","37560"
"In post","2021","Declared non-disabled","Policy","Cheshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Cumbria","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Derbyshire and Nottinghamshire","180","170","42200","37860"
"In post","2021","Declared non-disabled","Policy","Devon","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","East Anglia","55","55","42460","40330"
"In post","2021","Declared non-disabled","Policy","East Wales","1045","1000","44260","37410"
"In post","2021","Declared non-disabled","Policy","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Eastern Scotland","35","35","49150","52240"
"In post","2021","Declared non-disabled","Policy","Essex","40","35","42240","38630"
"In post","2021","Declared non-disabled","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","500","475","41630","36970"
"In post","2021","Declared non-disabled","Policy","Greater Manchester","405","390","43190","38630"
"In post","2021","Declared non-disabled","Policy","Hampshire and Isle of Wight","215","210","39100","38650"
"In post","2021","Declared non-disabled","Policy","Herefordshire, Worcestershire and Warwickshire","35","35","45210","36710"
"In post","2021","Declared non-disabled","Policy","Inner London - East","350","335","53260","54390"
"In post","2021","Declared non-disabled","Policy","Inner London - West","12250","11935","50260","52300"
"In post","2021","Declared non-disabled","Policy","Kent","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Lancashire","65","60","36360","33300"
"In post","2021","Declared non-disabled","Policy","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Merseyside","145","140","41740","38630"
"In post","2021","Declared non-disabled","Policy","North Eastern Scotland","65","60","52390","51310"
"In post","2021","Declared non-disabled","Policy","North Yorkshire","185","180","38030","35900"
"In post","2021","Declared non-disabled","Policy","Northern Ireland","45","45","43890","38860"
"In post","2021","Declared non-disabled","Policy","Northumberland and Tyne and Wear","105","100","43280","38630"
"In post","2021","Declared non-disabled","Policy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Outer London - South","445","430","43720","38540"
"In post","2021","Declared non-disabled","Policy","Outer London - West and North West","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Overseas","1290","1285","52460","53470"
"In post","2021","Declared non-disabled","Policy","Shropshire and Staffordshire","50","50","35770","34240"
"In post","2021","Declared non-disabled","Policy","South Yorkshire","450","430","44220","41400"
"In post","2021","Declared non-disabled","Policy","Southern Scotland","85","80","49820","50490"
"In post","2021","Declared non-disabled","Policy","Surrey, East and West Sussex","30","30","48260","40320"
"In post","2021","Declared non-disabled","Policy","Tees Valley and Durham","145","135","38930","36960"
"In post","2021","Declared non-disabled","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","West Central Scotland","100","100","35000","30890"
"In post","2021","Declared non-disabled","Policy","West Midlands","335","325","41980","36780"
"In post","2021","Declared non-disabled","Policy","West Wales and The Valleys","595","570","39250","37410"
"In post","2021","Declared non-disabled","Policy","West Yorkshire","240","225","45910","42570"
"In post","2021","Declared non-disabled","Project Delivery","Bedfordshire and Hertfordshire","100","95","41040","37640"
"In post","2021","Declared non-disabled","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","275","265","40700","37940"
"In post","2021","Declared non-disabled","Project Delivery","Cheshire","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Cumbria","80","75","41150","37310"
"In post","2021","Declared non-disabled","Project Delivery","Derbyshire and Nottinghamshire","140","135","43780","39220"
"In post","2021","Declared non-disabled","Project Delivery","Devon","320","305","40480","39650"
"In post","2021","Declared non-disabled","Project Delivery","Dorset and Somerset","105","105","36220","33630"
"In post","2021","Declared non-disabled","Project Delivery","East Anglia","220","215","37940","33630"
"In post","2021","Declared non-disabled","Project Delivery","East Wales","250","240","43940","39160"
"In post","2021","Declared non-disabled","Project Delivery","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Eastern Scotland","150","145","41950","38630"
"In post","2021","Declared non-disabled","Project Delivery","Essex","85","80","38920","35730"
"In post","2021","Declared non-disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","3100","3000","40740","39860"
"In post","2021","Declared non-disabled","Project Delivery","Greater Manchester","235","225","42440","38630"
"In post","2021","Declared non-disabled","Project Delivery","Hampshire and Isle of Wight","850","830","39760","38700"
"In post","2021","Declared non-disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Inner London - East","495","480","54630","53200"
"In post","2021","Declared non-disabled","Project Delivery","Inner London - West","1590","1555","50820","45200"
"In post","2021","Declared non-disabled","Project Delivery","Kent","45","45","35920","36400"
"In post","2021","Declared non-disabled","Project Delivery","Lancashire","210","205","40420","38630"
"In post","2021","Declared non-disabled","Project Delivery","Leicestershire, Rutland and Northamptonshire","35","35","37570","33840"
"In post","2021","Declared non-disabled","Project Delivery","Lincolnshire","90","90","33860","31010"
"In post","2021","Declared non-disabled","Project Delivery","Merseyside","405","390","39920","38630"
"In post","2021","Declared non-disabled","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","North Yorkshire","115","110","35930","33300"
"In post","2021","Declared non-disabled","Project Delivery","Northern Ireland","45","45","37790","34050"
"In post","2021","Declared non-disabled","Project Delivery","Northumberland and Tyne and Wear","540","515","41380","38630"
"In post","2021","Declared non-disabled","Project Delivery","Outer London - East and North East","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Outer London - South","415","410","48680","42550"
"In post","2021","Declared non-disabled","Project Delivery","Outer London - West and North West","45","45","42500","38060"
"In post","2021","Declared non-disabled","Project Delivery","Overseas","100","100","45210","42220"
"In post","2021","Declared non-disabled","Project Delivery","Shropshire and Staffordshire","260","250","40310","38630"
"In post","2021","Declared non-disabled","Project Delivery","South Yorkshire","85","80","40900","37660"
"In post","2021","Declared non-disabled","Project Delivery","Southern Scotland","125","120","38680","33930"
"In post","2021","Declared non-disabled","Project Delivery","Surrey, East and West Sussex","80","75","35990","33300"
"In post","2021","Declared non-disabled","Project Delivery","Tees Valley and Durham","50","50","36930","31040"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","West Central Scotland","190","185","39260","38010"
"In post","2021","Declared non-disabled","Project Delivery","West Midlands","225","220","41980","39850"
"In post","2021","Declared non-disabled","Project Delivery","West Wales and The Valleys","120","120","39020","39040"
"In post","2021","Declared non-disabled","Project Delivery","West Yorkshire","170","165","40530","38630"
"In post","2021","Declared non-disabled","Property","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","285","280","35030","33410"
"In post","2021","Declared non-disabled","Property","Cheshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Cornwall and Isles of Scilly","35","35","28960","26580"
"In post","2021","Declared non-disabled","Property","Cumbria","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Derbyshire and Nottinghamshire","200","185","39010","37750"
"In post","2021","Declared non-disabled","Property","Devon","155","150","34460","33000"
"In post","2021","Declared non-disabled","Property","Dorset and Somerset","55","55","28360","29180"
"In post","2021","Declared non-disabled","Property","East Anglia","255","240","34320","33300"
"In post","2021","Declared non-disabled","Property","East Wales","175","170","36540","33300"
"In post","2021","Declared non-disabled","Property","East Yorkshire and Northern Lincolnshire","40","35","33010","32330"
"In post","2021","Declared non-disabled","Property","Eastern Scotland","110","105","34770","33300"
"In post","2021","Declared non-disabled","Property","Essex","55","55","31040","26580"
"In post","2021","Declared non-disabled","Property","Gloucestershire, Wiltshire and Bath/Bristol area","360","350","37510","33350"
"In post","2021","Declared non-disabled","Property","Greater Manchester","160","155","42380","41780"
"In post","2021","Declared non-disabled","Property","Hampshire and Isle of Wight","305","295","36040","33300"
"In post","2021","Declared non-disabled","Property","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Highlands and Islands","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Inner London - East","165","160","41150","37090"
"In post","2021","Declared non-disabled","Property","Inner London - West","360","355","52090","53420"
"In post","2021","Declared non-disabled","Property","Kent","55","55","32100","32100"
"In post","2021","Declared non-disabled","Property","Lancashire","65","60","33990","32110"
"In post","2021","Declared non-disabled","Property","Leicestershire, Rutland and Northamptonshire","45","40","26260","20820"
"In post","2021","Declared non-disabled","Property","Lincolnshire","45","45","29270","29200"
"In post","2021","Declared non-disabled","Property","Merseyside","95","90","32680","30000"
"In post","2021","Declared non-disabled","Property","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","North Yorkshire","125","120","33450","33300"
"In post","2021","Declared non-disabled","Property","Northern Ireland","80","80","28330","27420"
"In post","2021","Declared non-disabled","Property","Northumberland and Tyne and Wear","125","115","36570","33250"
"In post","2021","Declared non-disabled","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Outer London - South","120","115","39120","36400"
"In post","2021","Declared non-disabled","Property","Outer London - West and North West","100","95","36700","35040"
"In post","2021","Declared non-disabled","Property","Overseas","160","160","39470","37950"
"In post","2021","Declared non-disabled","Property","Shropshire and Staffordshire","150","145","35140","33300"
"In post","2021","Declared non-disabled","Property","South Yorkshire","100","90","42110","36970"
"In post","2021","Declared non-disabled","Property","Southern Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Surrey, East and West Sussex","90","85","39740","34650"
"In post","2021","Declared non-disabled","Property","Tees Valley and Durham","65","60","36110","31100"
"In post","2021","Declared non-disabled","Property","Unknown","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","West Central Scotland","65","65","31040","27930"
"In post","2021","Declared non-disabled","Property","West Midlands","185","170","37480","32480"
"In post","2021","Declared non-disabled","Property","West Wales and The Valleys","140","130","33960","31040"
"In post","2021","Declared non-disabled","Property","West Yorkshire","140","130","37780","32110"
"In post","2021","Declared non-disabled","Psychology","Bedfordshire and Hertfordshire","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Berkshire, Buckinghamshire and Oxfordshire","70","65","37220","31180"
"In post","2021","Declared non-disabled","Psychology","Cheshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Derbyshire and Nottinghamshire","85","80","34830","30450"
"In post","2021","Declared non-disabled","Psychology","Devon","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","East Anglia","115","110","35150","30450"
"In post","2021","Declared non-disabled","Psychology","East Wales","40","40","35610","30450"
"In post","2021","Declared non-disabled","Psychology","East Yorkshire and Northern Lincolnshire","50","45","32750","29750"
"In post","2021","Declared non-disabled","Psychology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","35790","31180"
"In post","2021","Declared non-disabled","Psychology","Greater Manchester","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Hampshire and Isle of Wight","40","35","36650","31180"
"In post","2021","Declared non-disabled","Psychology","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Inner London - East","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Inner London - West","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Kent","35","30","34560","31180"
"In post","2021","Declared non-disabled","Psychology","Lancashire","80","75","36310","30450"
"In post","2021","Declared non-disabled","Psychology","Leicestershire, Rutland and Northamptonshire","45","45","34120","31180"
"In post","2021","Declared non-disabled","Psychology","Lincolnshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Outer London - East and North East","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Shropshire and Staffordshire","60","55","31000","27700"
"In post","2021","Declared non-disabled","Psychology","South Yorkshire","30","30","34540","28380"
"In post","2021","Declared non-disabled","Psychology","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Tees Valley and Durham","75","70","38440","39100"
"In post","2021","Declared non-disabled","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","West Yorkshire","55","55","36160","31180"
"In post","2021","Declared non-disabled","Science and Engineering","Bedfordshire and Hertfordshire","105","105","47570","44230"
"In post","2021","Declared non-disabled","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","185","175","40650","38580"
"In post","2021","Declared non-disabled","Science and Engineering","Cheshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Cornwall and Isles of Scilly","65","65","24880","22800"
"In post","2021","Declared non-disabled","Science and Engineering","Cumbria","80","80","38300","36000"
"In post","2021","Declared non-disabled","Science and Engineering","Derbyshire and Nottinghamshire","250","230","41900","39390"
"In post","2021","Declared non-disabled","Science and Engineering","Devon","805","765","39650","39650"
"In post","2021","Declared non-disabled","Science and Engineering","Dorset and Somerset","225","220","34430","33760"
"In post","2021","Declared non-disabled","Science and Engineering","East Anglia","425","405","32280","30220"
"In post","2021","Declared non-disabled","Science and Engineering","East Wales","440","420","43250","40800"
"In post","2021","Declared non-disabled","Science and Engineering","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Eastern Scotland","70","65","33940","26120"
"In post","2021","Declared non-disabled","Science and Engineering","Essex","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","3320","3235","38550","37320"
"In post","2021","Declared non-disabled","Science and Engineering","Greater Manchester","115","110","32110","27900"
"In post","2021","Declared non-disabled","Science and Engineering","Hampshire and Isle of Wight","635","615","38310","37320"
"In post","2021","Declared non-disabled","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","35","35","29150","25390"
"In post","2021","Declared non-disabled","Science and Engineering","Highlands and Islands","55","55","27640","25000"
"In post","2021","Declared non-disabled","Science and Engineering","Inner London - East","250","220","51620","45780"
"In post","2021","Declared non-disabled","Science and Engineering","Inner London - West","270","260","52810","48750"
"In post","2021","Declared non-disabled","Science and Engineering","Kent","125","120","39140","37360"
"In post","2021","Declared non-disabled","Science and Engineering","Lancashire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Leicestershire, Rutland and Northamptonshire","55","50","39540","38150"
"In post","2021","Declared non-disabled","Science and Engineering","Lincolnshire","120","120","33890","33740"
"In post","2021","Declared non-disabled","Science and Engineering","Merseyside","105","95","37480","34630"
"In post","2021","Declared non-disabled","Science and Engineering","North Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","North Yorkshire","270","255","35430","31710"
"In post","2021","Declared non-disabled","Science and Engineering","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Northumberland and Tyne and Wear","40","35","32420","25930"
"In post","2021","Declared non-disabled","Science and Engineering","Outer London - East and North East","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Outer London - South","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Outer London - West and North West","350","335","38040","33350"
"In post","2021","Declared non-disabled","Science and Engineering","Overseas","100","100","43870","42280"
"In post","2021","Declared non-disabled","Science and Engineering","Shropshire and Staffordshire","35","35","28260","25190"
"In post","2021","Declared non-disabled","Science and Engineering","South Yorkshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Southern Scotland","40","40","23150","20230"
"In post","2021","Declared non-disabled","Science and Engineering","Surrey, East and West Sussex","380","355","34710","32560"
"In post","2021","Declared non-disabled","Science and Engineering","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","50","50","27190","27370"
"In post","2021","Declared non-disabled","Science and Engineering","West Central Scotland","155","155","43110","43440"
"In post","2021","Declared non-disabled","Science and Engineering","West Midlands","145","130","35560","33450"
"In post","2021","Declared non-disabled","Science and Engineering","West Wales and The Valleys","45","45","39260","37410"
"In post","2021","Declared non-disabled","Science and Engineering","West Yorkshire","50","45","41210","38890"
"In post","2021","Declared non-disabled","Security","Bedfordshire and Hertfordshire","50","50","26070","22650"
"In post","2021","Declared non-disabled","Security","Berkshire, Buckinghamshire and Oxfordshire","575","565","33710","30400"
"In post","2021","Declared non-disabled","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Cornwall and Isles of Scilly","40","35","21960","19560"
"In post","2021","Declared non-disabled","Security","Cumbria","50","50","26200","23540"
"In post","2021","Declared non-disabled","Security","Derbyshire and Nottinghamshire","40","40","34300","35420"
"In post","2021","Declared non-disabled","Security","Devon","215","210","26270","19560"
"In post","2021","Declared non-disabled","Security","Dorset and Somerset","95","95","23510","19560"
"In post","2021","Declared non-disabled","Security","East Anglia","165","160","28730","26350"
"In post","2021","Declared non-disabled","Security","East Wales","105","105","26290","20920"
"In post","2021","Declared non-disabled","Security","East Yorkshire and Northern Lincolnshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Eastern Scotland","55","55","26770","20060"
"In post","2021","Declared non-disabled","Security","Essex","140","135","40080","41070"
"In post","2021","Declared non-disabled","Security","Gloucestershire, Wiltshire and Bath/Bristol area","365","360","30060","26670"
"In post","2021","Declared non-disabled","Security","Greater Manchester","65","65","32200","31070"
"In post","2021","Declared non-disabled","Security","Hampshire and Isle of Wight","450","440","28050","21580"
"In post","2021","Declared non-disabled","Security","Herefordshire, Worcestershire and Warwickshire","85","85","31050","28890"
"In post","2021","Declared non-disabled","Security","Highlands and Islands","35","30","25370","20060"
"In post","2021","Declared non-disabled","Security","Inner London - East","35","30","43260","41060"
"In post","2021","Declared non-disabled","Security","Inner London - West","585","580","42160","39750"
"In post","2021","Declared non-disabled","Security","Kent","60","60","30320","26210"
"In post","2021","Declared non-disabled","Security","Lancashire","30","30","26170","20920"
"In post","2021","Declared non-disabled","Security","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Lincolnshire","40","40","21050","19560"
"In post","2021","Declared non-disabled","Security","Merseyside","35","35","24130","20060"
"In post","2021","Declared non-disabled","Security","North Eastern Scotland","55","55","41170","44070"
"In post","2021","Declared non-disabled","Security","North Yorkshire","175","170","31760","31800"
"In post","2021","Declared non-disabled","Security","Northern Ireland","250","245","21310","20310"
"In post","2021","Declared non-disabled","Security","Northumberland and Tyne and Wear","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Outer London - South","135","130","30630","28670"
"In post","2021","Declared non-disabled","Security","Outer London - West and North West","60","60","27580","22900"
"In post","2021","Declared non-disabled","Security","Overseas","55","55","36950","34260"
"In post","2021","Declared non-disabled","Security","Shropshire and Staffordshire","115","110","27580","24620"
"In post","2021","Declared non-disabled","Security","South Yorkshire","70","65","34450","38160"
"In post","2021","Declared non-disabled","Security","Southern Scotland","35","35","25440","19560"
"In post","2021","Declared non-disabled","Security","Surrey, East and West Sussex","35","35","26910","19560"
"In post","2021","Declared non-disabled","Security","Tees Valley and Durham","35","35","33770","32700"
"In post","2021","Declared non-disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","West Central Scotland","655","635","30050","25680"
"In post","2021","Declared non-disabled","Security","West Midlands","30","30","31150","24590"
"In post","2021","Declared non-disabled","Security","West Wales and The Valleys","110","105","28400","25390"
"In post","2021","Declared non-disabled","Security","West Yorkshire","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","East Wales","185","170","43250","47000"
"In post","2021","Declared non-disabled","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Greater Manchester","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Hampshire and Isle of Wight","100","90","40190","37020"
"In post","2021","Declared non-disabled","Social Research","Inner London - East","70","65","50600","57900"
"In post","2021","Declared non-disabled","Social Research","Inner London - West","250","240","47960","43560"
"In post","2021","Declared non-disabled","Social Research","Merseyside","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Outer London - South","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","West Wales and The Valleys","60","60","44790","47000"
"In post","2021","Declared non-disabled","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","East Wales","220","210","42530","38010"
"In post","2021","Declared non-disabled","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Essex","10","10","[c]","[c]"
