"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Digital, Data and Technology","London","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","London","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","55","55","42990","42220"
"In post","2021","Analysis","Digital, Data and Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","London","Heterosexual / straight","725","710","48300","42470"
"In post","2021","Analysis","Economics","London","LGBO","65","65","44000","35900"
"In post","2021","Analysis","Economics","London","Undeclared","80","80","49170","53050"
"In post","2021","Analysis","Economics","London","Unknown","200","195","46490","37450"
"In post","2021","Analysis","Economics","North West (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Analysis","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Economics","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Wales","Heterosexual / straight","70","65","38840","36030"
"In post","2021","Analysis","Economics","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Wales","Unknown","45","45","31140","29540"
"In post","2021","Analysis","Economics","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Economics","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","London","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","London","Heterosexual / straight","85","80","50880","53360"
"In post","2021","Analysis","Intelligence Analysis","London","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","London","Unknown","110","110","55500","53360"
"In post","2021","Analysis","Intelligence Analysis","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","Heterosexual / straight","40","40","49350","50750"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","Unknown","20","15","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","London","Heterosexual / straight","40","40","36020","32540"
"In post","2021","Analysis","Operational Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","London","Unknown","30","30","42460","35980"
"In post","2021","Analysis","Operational Delivery","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South East (England)","Heterosexual / straight","60","60","31450","29540"
"In post","2021","Analysis","Operational Delivery","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Wales","Heterosexual / straight","200","185","31170","30130"
"In post","2021","Analysis","Operational Delivery","Wales","LGBO","10","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Wales","Unknown","110","100","30530","29540"
"In post","2021","Analysis","Operational Delivery","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","London","Heterosexual / straight","175","170","50040","48230"
"In post","2021","Analysis","Operational Research","London","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","Operational Research","London","Undeclared","35","30","52510","58130"
"In post","2021","Analysis","Operational Research","London","Unknown","40","40","47850","44490"
"In post","2021","Analysis","Operational Research","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","Heterosexual / straight","45","40","42880","38630"
"In post","2021","Analysis","Operational Research","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","Heterosexual / straight","190","180","41980","46080"
"In post","2021","Analysis","Operational Research","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Research","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","London","Heterosexual / straight","155","150","67000","60780"
"In post","2021","Analysis","Other","London","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Other","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Other","London","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Other","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","London","Heterosexual / straight","145","135","47900","45850"
"In post","2021","Analysis","Policy","London","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Policy","London","Unknown","45","45","57680","53590"
"In post","2021","Analysis","Policy","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","Heterosexual / straight","55","55","44300","42330"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East of England","Heterosexual / straight","125","115","32900","29270"
"In post","2021","Analysis","Science and Engineering","East of England","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East of England","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East of England","Unknown","200","190","35310","31070"
"In post","2021","Analysis","Science and Engineering","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","London","Unknown","5","5","[c]","[c]"
