"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","SEO","Heterosexual / straight","65","60","40700","40480"
"In post","2021","Department for Transport","Human Resources","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Department for Transport","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Medicine","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Medicine","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","AA","Heterosexual / straight","595","480","18070","18060"
"In post","2021","Department for Transport","Operational Delivery","AA","LGBO","30","25","18060","18060"
"In post","2021","Department for Transport","Operational Delivery","AA","Undeclared","415","300","18140","18060"
"In post","2021","Department for Transport","Operational Delivery","AA","Unknown","185","145","18090","18060"
"In post","2021","Department for Transport","Operational Delivery","AO","Heterosexual / straight","2355","2115","22730","21590"
"In post","2021","Department for Transport","Operational Delivery","AO","LGBO","120","115","22360","21590"
"In post","2021","Department for Transport","Operational Delivery","AO","Undeclared","775","645","22260","21590"
"In post","2021","Department for Transport","Operational Delivery","AO","Unknown","690","640","23110","21590"
"In post","2021","Department for Transport","Operational Delivery","EO","Heterosexual / straight","1785","1675","28340","26780"
"In post","2021","Department for Transport","Operational Delivery","EO","LGBO","85","80","28170","26780"
"In post","2021","Department for Transport","Operational Delivery","EO","Undeclared","690","605","28080","26780"
"In post","2021","Department for Transport","Operational Delivery","EO","Unknown","505","490","27990","26700"
"In post","2021","Department for Transport","Operational Delivery","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","G7","Heterosexual / straight","80","75","60460","57710"
"In post","2021","Department for Transport","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","HEO","Heterosexual / straight","450","445","34000","33350"
"In post","2021","Department for Transport","Operational Delivery","HEO","LGBO","25","20","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","HEO","Undeclared","115","115","33880","33100"
"In post","2021","Department for Transport","Operational Delivery","HEO","Unknown","60","55","33330","33350"
"In post","2021","Department for Transport","Operational Delivery","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","SEO","Heterosexual / straight","230","225","45940","43040"
"In post","2021","Department for Transport","Operational Delivery","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","SEO","Undeclared","60","60","44610","42520"
"In post","2021","Department for Transport","Operational Delivery","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","AO","Heterosexual / straight","40","35","25400","21590"
"In post","2021","Department for Transport","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Other","AO","Unknown","70","60","31700","32740"
"In post","2021","Department for Transport","Other","EO","Heterosexual / straight","105","100","28170","29970"
"In post","2021","Department for Transport","Other","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","EO","Unknown","35","35","26840","29640"
"In post","2021","Department for Transport","Other","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Department for Transport","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","G7","Heterosexual / straight","50","50","72680","77220"
"In post","2021","Department for Transport","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Transport","Other","HEO","Heterosexual / straight","60","60","33440","33350"
"In post","2021","Department for Transport","Other","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Other","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Other","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Department for Transport","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Other","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","AO","Heterosexual / straight","40","40","21690","21590"
"In post","2021","Department for Transport","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Policy","EO","Heterosexual / straight","95","95","27900","26780"
"In post","2021","Department for Transport","Policy","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Policy","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Department for Transport","Policy","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Transport","Policy","G6","Heterosexual / straight","95","90","65140","66230"
"In post","2021","Department for Transport","Policy","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Transport","Policy","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Policy","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Transport","Policy","G7","Heterosexual / straight","230","225","54680","54670"
"In post","2021","Department for Transport","Policy","G7","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Transport","Policy","G7","Undeclared","30","30","55470","55100"
"In post","2021","Department for Transport","Policy","G7","Unknown","50","50","54720","54650"
"In post","2021","Department for Transport","Policy","HEO","Heterosexual / straight","220","215","33770","34710"
"In post","2021","Department for Transport","Policy","HEO","LGBO","30","30","34650","34710"
"In post","2021","Department for Transport","Policy","HEO","Undeclared","45","45","33410","33350"
"In post","2021","Department for Transport","Policy","HEO","Unknown","70","70","34420","34710"
"In post","2021","Department for Transport","Policy","SCS level","Heterosexual / straight","40","40","80510","75830"
"In post","2021","Department for Transport","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","SEO","Heterosexual / straight","180","175","42090","42470"
"In post","2021","Department for Transport","Policy","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Transport","Policy","SEO","Undeclared","30","30","42420","42890"
"In post","2021","Department for Transport","Policy","SEO","Unknown","55","55","42630","42780"
"In post","2021","Department for Transport","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","EO","Heterosexual / straight","35","35","26710","26700"
"In post","2021","Department for Transport","Project Delivery","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G6","Heterosexual / straight","65","65","67030","66230"
"In post","2021","Department for Transport","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G7","Heterosexual / straight","110","110","54090","54760"
"In post","2021","Department for Transport","Project Delivery","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","HEO","Heterosexual / straight","95","90","33910","34710"
"In post","2021","Department for Transport","Project Delivery","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SCS level","Heterosexual / straight","40","40","94770","85030"
"In post","2021","Department for Transport","Project Delivery","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SEO","Heterosexual / straight","105","105","41940","42470"
"In post","2021","Department for Transport","Project Delivery","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Transport","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Department for Transport","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Department for Transport","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Department for Transport","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","HEO","Heterosexual / straight","30","30","32110","31380"
"In post","2021","Department for Transport","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Property","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Transport","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Property","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","HEO","Heterosexual / straight","45","40","37710","37790"
"In post","2021","Department for Transport","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","SEO","Heterosexual / straight","40","40","46410","44550"
"In post","2021","Department for Transport","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Department for Transport","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","AA","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","Security","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Security","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Transport","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Transport","Security","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","G7","Heterosexual / straight","30","30","55130","54760"
"In post","2021","Department for Transport","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Transport","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","HEO","Heterosexual / straight","40","40","34930","35060"
"In post","2021","Department for Transport","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Transport","Security","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Transport","Security","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","SEO","Heterosexual / straight","45","45","43560","43360"
"In post","2021","Department for Transport","Security","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Transport","Security","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Transport","Security","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
