"Status","Year","Age","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Unknown","Ministry of Defence","Unknown","515","515","42640","37300"
"In post","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","Outside London","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Ministry of Justice","London","320","310","33290","27770"
"In post","2021","50-59","Unknown","Ministry of Justice","Outside London","1060","990","27010","23840"
"In post","2021","50-59","Unknown","National Crime Agency","London","40","40","49910","43630"
"In post","2021","50-59","Unknown","National Crime Agency","Outside London","160","155","40380","39820"
"In post","2021","50-59","Unknown","National Crime Agency","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","National Crime Agency","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Northern Ireland Office","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Office for Standards in Education","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Office for Standards in Education","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Government","Outside London","1650","1550","34600","33650"
"In post","2021","50-59","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","The National Archives","London","30","30","38570","34770"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","London","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","Outside London","165","135","27730","22130"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government","Outside London","30","30","52250","48940"
"In post","2021","50-59","Unknown","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","White","Attorney General's Departments","London","615","585","59590","63350"
"In post","2021","50-59","White","Attorney General's Departments","Outside London","1375","1270","43860","42930"
"In post","2021","50-59","White","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","White","Cabinet Office","London","445","435","63270","57490"
"In post","2021","50-59","White","Cabinet Office","Outside London","335","320","41060","33940"
"In post","2021","50-59","White","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","White","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","White","Chancellor's other departments","London","50","45","75910","60360"
"In post","2021","50-59","White","Chancellor's other departments","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","White","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","50-59","White","Charity Commission","Outside London","95","90","36090","29550"
