"Status","Year","Age","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Medicine","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Herefordshire, County of","5","5","[c]","[c]"
"In post","2021","30-39","Medicine","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Lambeth","15","15","72990","83180"
"In post","2021","30-39","Medicine","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Leicestershire CC and Rutland","35","35","36590","38890"
"In post","2021","30-39","Medicine","Lincolnshire","10","10","[c]","[c]"
"In post","2021","30-39","Medicine","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Medway","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","North Hampshire","15","15","40400","39680"
"In post","2021","30-39","Medicine","North Yorkshire CC","15","15","39110","37890"
"In post","2021","30-39","Medicine","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Overseas","10","10","47290","38390"
"In post","2021","30-39","Medicine","Oxfordshire","20","15","46980","37890"
"In post","2021","30-39","Medicine","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Plymouth","15","10","40640","33180"
"In post","2021","30-39","Medicine","Portsmouth","10","10","[c]","[c]"
"In post","2021","30-39","Medicine","Powys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Shropshire CC","10","10","31920","31400"
"In post","2021","30-39","Medicine","Somerset","5","5","[c]","[c]"
"In post","2021","30-39","Medicine","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Staffordshire CC","10","10","32710","30620"
"In post","2021","30-39","Medicine","Suffolk","5","5","[c]","[c]"
"In post","2021","30-39","Medicine","Swansea","10","10","[c]","[c]"
"In post","2021","30-39","Medicine","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Tower Hamlets","30","30","52470","53620"
"In post","2021","30-39","Medicine","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","West Surrey","5","5","[c]","[c]"
"In post","2021","30-39","Medicine","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Westminster","20","20","55580","53610"
"In post","2021","30-39","Medicine","Wiltshire","65","60","35620","33180"
"In post","2021","30-39","Operational Delivery","Aberdeen City and Aberdeenshire","145","135","31640","28410"
"In post","2021","30-39","Operational Delivery","Angus and Dundee City","75","70","24170","21490"
"In post","2021","30-39","Operational Delivery","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Ards and North Down","10","10","32960","31700"
"In post","2021","30-39","Operational Delivery","Barking & Dagenham and Havering","20","20","26710","26410"
"In post","2021","30-39","Operational Delivery","Barnet","110","105","37450","35850"
"In post","2021","30-39","Operational Delivery","Barnsley, Doncaster and Rotherham","290","270","26790","25790"
"In post","2021","30-39","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","300","275","29980","28830"
"In post","2021","30-39","Operational Delivery","Bedford","130","125","28870","28320"
"In post","2021","30-39","Operational Delivery","Belfast","390","360","24760","24880"
"In post","2021","30-39","Operational Delivery","Berkshire","135","130","30120","27660"
"In post","2021","30-39","Operational Delivery","Bexley and Greenwich","305","300","32130","33180"
"In post","2021","30-39","Operational Delivery","Birmingham","1370","1280","26010","22570"
"In post","2021","30-39","Operational Delivery","Blackburn with Darwen","20","20","25930","23840"
"In post","2021","30-39","Operational Delivery","Blackpool","25","25","25850","23930"
"In post","2021","30-39","Operational Delivery","Bournemouth and Poole","45","40","24850","24850"
"In post","2021","30-39","Operational Delivery","Bradford","220","195","23570","20640"
"In post","2021","30-39","Operational Delivery","Breckland and South Norfolk","100","95","27760","26300"
"In post","2021","30-39","Operational Delivery","Brent","35","35","26480","23500"
"In post","2021","30-39","Operational Delivery","Bridgend and Neath Port Talbot","50","45","26010","21170"
"In post","2021","30-39","Operational Delivery","Brighton and Hove","50","45","25970","22920"
"In post","2021","30-39","Operational Delivery","Bristol, City of","420","400","29800","26050"
"In post","2021","30-39","Operational Delivery","Bromley","30","25","24000","22450"
"In post","2021","30-39","Operational Delivery","Buckinghamshire CC","145","140","29840","30400"
"In post","2021","30-39","Operational Delivery","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Calderdale and Kirklees","55","45","25070","22920"
"In post","2021","30-39","Operational Delivery","Cambridgeshire CC","300","290","29060","29500"
"In post","2021","30-39","Operational Delivery","Camden and City of London","290","280","29500","28650"
"In post","2021","30-39","Operational Delivery","Cardiff and Vale of Glamorgan","1030","965","27390","25460"
"In post","2021","30-39","Operational Delivery","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Central Hampshire","130","130","30810","30400"
"In post","2021","30-39","Operational Delivery","Central Valleys","80","75","30280","28850"
"In post","2021","30-39","Operational Delivery","Cheshire East","110","105","28070","26630"
"In post","2021","30-39","Operational Delivery","Cheshire West and Chester","25","20","30500","30210"
"In post","2021","30-39","Operational Delivery","Chorley and West Lancashire","250","235","28310","26810"
"In post","2021","30-39","Operational Delivery","City of Edinburgh","760","730","28300","25870"
"In post","2021","30-39","Operational Delivery","Clackmannanshire and Fife","100","95","28300","28410"
"In post","2021","30-39","Operational Delivery","Conwy and Denbighshire","50","50","29490","28850"
"In post","2021","30-39","Operational Delivery","Cornwall and Isles of Scilly","35","30","26470","25100"
"In post","2021","30-39","Operational Delivery","Coventry","195","190","35450","31420"
"In post","2021","30-39","Operational Delivery","Croydon","670","625","33010","29080"
"In post","2021","30-39","Operational Delivery","Darlington","45","45","29940","29720"
"In post","2021","30-39","Operational Delivery","Derby","60","50","25080","22920"
"In post","2021","30-39","Operational Delivery","Devon CC","360","340","27440","25380"
"In post","2021","30-39","Operational Delivery","Dorset CC","230","225","27070","25850"
"In post","2021","30-39","Operational Delivery","Dudley","30","25","24780","22310"
"In post","2021","30-39","Operational Delivery","Dumfries and Galloway","40","35","28120","28410"
"In post","2021","30-39","Operational Delivery","Durham CC","805","745","25320","24440"
"In post","2021","30-39","Operational Delivery","Ealing","10","10","29730","28690"
"In post","2021","30-39","Operational Delivery","East Ayrshire and North Ayrshire mainland","15","15","26520","27790"
"In post","2021","30-39","Operational Delivery","East Cumbria","90","80","24810","21050"
"In post","2021","30-39","Operational Delivery","East Derbyshire","15","15","27900","27450"
"In post","2021","30-39","Operational Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","115","29020","28410"
"In post","2021","30-39","Operational Delivery","East Kent","460","430","25640","25040"
"In post","2021","30-39","Operational Delivery","East Lancashire","30","25","25740","23840"
"In post","2021","30-39","Operational Delivery","East Merseyside","55","50","27990","27680"
"In post","2021","30-39","Operational Delivery","East Riding of Yorkshire","250","235","27230","25930"
"In post","2021","30-39","Operational Delivery","East Surrey","185","180","33300","33900"
"In post","2021","30-39","Operational Delivery","East Sussex CC","120","115","28110","28400"
"In post","2021","30-39","Operational Delivery","Enfield","15","15","27910","27730"
"In post","2021","30-39","Operational Delivery","Essex Haven Gateway","55","55","26540","25220"
"In post","2021","30-39","Operational Delivery","Essex Thames Gateway","30","30","27110","25060"
"In post","2021","30-39","Operational Delivery","Falkirk","115","110","29500","30930"
"In post","2021","30-39","Operational Delivery","Flintshire and Wrexham","255","255","26660","25200"
"In post","2021","30-39","Operational Delivery","Glasgow City","835","790","26880","25410"
"In post","2021","30-39","Operational Delivery","Gloucestershire","85","75","28030","26670"
"In post","2021","30-39","Operational Delivery","Greater Manchester North East","75","70","26880","26580"
"In post","2021","30-39","Operational Delivery","Greater Manchester North West","115","110","26350","25400"
"In post","2021","30-39","Operational Delivery","Greater Manchester South East","50","45","25260","23380"
"In post","2021","30-39","Operational Delivery","Greater Manchester South West","640","600","26660","25560"
"In post","2021","30-39","Operational Delivery","Gwent Valleys","60","50","25140","23830"
"In post","2021","30-39","Operational Delivery","Gwynedd","40","40","24360","23830"
"In post","2021","30-39","Operational Delivery","Hackney and Newham","110","105","31830","29570"
"In post","2021","30-39","Operational Delivery","Haringey and Islington","240","225","30900","30850"
"In post","2021","30-39","Operational Delivery","Harrow and Hillingdon","425","405","29850","28850"
"In post","2021","30-39","Operational Delivery","Hartlepool and Stockton-on-Tees","155","150","26920","24440"
"In post","2021","30-39","Operational Delivery","Heart of Essex","165","155","28990","30210"
"In post","2021","30-39","Operational Delivery","Herefordshire, County of","5","5","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Hertfordshire","240","225","31070","30730"
"In post","2021","30-39","Operational Delivery","Hounslow and Richmond upon Thames","410","395","31650","32260"
"In post","2021","30-39","Operational Delivery","Inverclyde, East Renfrewshire and Renfrewshire","100","95","31170","28410"
"In post","2021","30-39","Operational Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","40","35","28050","27480"
"In post","2021","30-39","Operational Delivery","Isle of Anglesey","25","25","28760","26590"
"In post","2021","30-39","Operational Delivery","Isle of Wight","110","110","26270","25790"
"In post","2021","30-39","Operational Delivery","Kensington & Chelsea and Hammersmith & Fulham","145","140","33310","33260"
"In post","2021","30-39","Operational Delivery","Kent Thames Gateway","315","305","29930","31300"
"In post","2021","30-39","Operational Delivery","Kingston upon Hull, City of","210","195","25970","24920"
"In post","2021","30-39","Operational Delivery","Lambeth","735","705","41410","40070"
"In post","2021","30-39","Operational Delivery","Lancaster and Wyre","85","80","25540","24620"
"In post","2021","30-39","Operational Delivery","Leeds","1030","970","28100","25790"
"In post","2021","30-39","Operational Delivery","Leicester","255","230","24830","22850"
"In post","2021","30-39","Operational Delivery","Leicestershire CC and Rutland","325","305","27400","26300"
"In post","2021","30-39","Operational Delivery","Lewisham and Southwark","195","190","30900","28990"
"In post","2021","30-39","Operational Delivery","Lincolnshire","215","210","27530","26630"
"In post","2021","30-39","Operational Delivery","Lisburn and Castlereagh","20","15","26620","24970"
"In post","2021","30-39","Operational Delivery","Liverpool","1680","1560","25800","24890"
"In post","2021","30-39","Operational Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Luton","75","70","25450","24270"
"In post","2021","30-39","Operational Delivery","Manchester","750","715","27360","25310"
"In post","2021","30-39","Operational Delivery","Medway","255","240","30820","31020"
"In post","2021","30-39","Operational Delivery","Merton, Kingston upon Thames and Sutton","50","50","29380","26810"
"In post","2021","30-39","Operational Delivery","Mid Kent","120","115","30280","27680"
"In post","2021","30-39","Operational Delivery","Mid Lancashire","435","400","24360","22350"
"In post","2021","30-39","Operational Delivery","Milton Keynes","215","205","28890","30400"
"In post","2021","30-39","Operational Delivery","Monmouthshire and Newport","625","585","27610","23860"
"In post","2021","30-39","Operational Delivery","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","North and North East Lincolnshire","60","55","26470","24970"
"In post","2021","30-39","Operational Delivery","North and West Norfolk","70","65","26300","26050"
"In post","2021","30-39","Operational Delivery","North Hampshire","40","40","30990","29600"
"In post","2021","30-39","Operational Delivery","North Lanarkshire","255","240","25470","25560"
"In post","2021","30-39","Operational Delivery","North Northamptonshire","10","10","27020","27020"
"In post","2021","30-39","Operational Delivery","North Nottinghamshire","140","135","28170","27000"
"In post","2021","30-39","Operational Delivery","North Yorkshire CC","55","50","29840","30210"
"In post","2021","30-39","Operational Delivery","Northumberland","15","15","26460","26470"
"In post","2021","30-39","Operational Delivery","Norwich and East Norfolk","165","155","25430","24020"
"In post","2021","30-39","Operational Delivery","Nottingham","695","645","25900","24440"
"In post","2021","30-39","Operational Delivery","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Overseas","45","45","41280","33180"
"In post","2021","30-39","Operational Delivery","Oxfordshire","205","190","28690","29920"
"In post","2021","30-39","Operational Delivery","Perth and Kinross and Stirling","155","150","27930","25980"
"In post","2021","30-39","Operational Delivery","Peterborough","165","140","24090","21430"
"In post","2021","30-39","Operational Delivery","Plymouth","180","160","24520","22350"
"In post","2021","30-39","Operational Delivery","Portsmouth","175","160","25660","24890"
"In post","2021","30-39","Operational Delivery","Powys","30","25","32350","28850"
"In post","2021","30-39","Operational Delivery","Redbridge and Waltham Forest","50","45","28020","26810"
"In post","2021","30-39","Operational Delivery","Sandwell","20","20","27630","23840"
"In post","2021","30-39","Operational Delivery","Scottish Borders","5","5","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Sefton","605","555","25740","24890"
"In post","2021","30-39","Operational Delivery","Sheffield","825","755","26510","24890"
"In post","2021","30-39","Operational Delivery","Shetland Islands","5","5","[c]","[c]"
"In post","2021","30-39","Operational Delivery","Shropshire CC","80","80","27060","26300"
"In post","2021","30-39","Operational Delivery","Solihull","220","205","27390","25260"
"In post","2021","30-39","Operational Delivery","Somerset","175","170","31350","33290"
"In post","2021","30-39","Operational Delivery","South and West Derbyshire","125","110","27800","27000"
"In post","2021","30-39","Operational Delivery","South Ayrshire","10","5","[c]","[c]"
"In post","2021","30-39","Operational Delivery","South Hampshire","255","220","28240","27620"
"In post","2021","30-39","Operational Delivery","South Lanarkshire","395","365","24090","21400"
"In post","2021","30-39","Operational Delivery","South Nottinghamshire","95","90","28560","26810"
"In post","2021","30-39","Operational Delivery","South Teesside","75","70","23880","22920"
"In post","2021","30-39","Operational Delivery","South West Wales","150","140","27410","24920"
"In post","2021","30-39","Operational Delivery","Southampton","95","80","29180","25260"
"In post","2021","30-39","Operational Delivery","Southend-on-Sea","25","25","25230","21460"
"In post","2021","30-39","Operational Delivery","Staffordshire CC","505","485","27460","26300"
"In post","2021","30-39","Operational Delivery","Stoke-on-Trent","120","115","22020","19560"
"In post","2021","30-39","Operational Delivery","Suffolk","345","325","27640","27380"
"In post","2021","30-39","Operational Delivery","Sunderland","325","280","23660","21140"
"In post","2021","30-39","Operational Delivery","Swansea","1615","1410","22860","21590"
"In post","2021","30-39","Operational Delivery","Swindon","35","30","26280","22690"
"In post","2021","30-39","Operational Delivery","Telford and Wrekin","90","80","25980","22350"
"In post","2021","30-39","Operational Delivery","Thurrock","50","50","24940","24970"
"In post","2021","30-39","Operational Delivery","Torbay","20","20","29400","30210"
"In post","2021","30-39","Operational Delivery","Tower Hamlets","200","190","37360","34100"
"In post","2021","30-39","Operational Delivery","Tyneside","1280","1175","25720","24890"
"In post","2021","30-39","Operational Delivery","Unknown","20","20","36170","37300"
"In post","2021","30-39","Operational Delivery","Wakefield","245","230","27530","26300"
"In post","2021","30-39","Operational Delivery","Walsall","20","20","25660","23380"
"In post","2021","30-39","Operational Delivery","Wandsworth","175","170","33330","33260"
"In post","2021","30-39","Operational Delivery","Warrington","455","445","32450","32100"
"In post","2021","30-39","Operational Delivery","Warwickshire","70","65","25240","24890"
"In post","2021","30-39","Operational Delivery","West Cumbria","150","130","24390","21050"
"In post","2021","30-39","Operational Delivery","West Essex","70","65","28840","26480"
"In post","2021","30-39","Operational Delivery","West Kent","5","5","[c]","[c]"
"In post","2021","30-39","Operational Delivery","West Lothian","10","10","27970","25560"
"In post","2021","30-39","Operational Delivery","West Northamptonshire","175","160","24630","23490"
"In post","2021","30-39","Operational Delivery","West Surrey","180","175","30210","30400"
"In post","2021","30-39","Operational Delivery","West Sussex (North East)","170","160","28230","26250"
"In post","2021","30-39","Operational Delivery","West Sussex (South West)","45","45","28630","27680"
"In post","2021","30-39","Operational Delivery","Westminster","1180","1140","40510","36800"
"In post","2021","30-39","Operational Delivery","Wiltshire","210","195","31620","29810"
"In post","2021","30-39","Operational Delivery","Wirral","80","75","24240","22350"
"In post","2021","30-39","Operational Delivery","Wolverhampton","40","35","22160","19930"
"In post","2021","30-39","Operational Delivery","Worcestershire","335","325","26060","24920"
"In post","2021","30-39","Operational Delivery","York","135","125","27850","25190"
"In post","2021","30-39","Operational Research","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Bristol, City of","10","10","35900","39250"
"In post","2021","30-39","Operational Research","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Central Hampshire","120","115","43010","46080"
"In post","2021","30-39","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Coventry","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","Croydon","15","15","53360","57430"
"In post","2021","30-39","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Leeds","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","Lincolnshire","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","Liverpool","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","Manchester","15","15","45510","38630"
"In post","2021","30-39","Operational Research","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Sheffield","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","South Hampshire","5","5","[c]","[c]"
"In post","2021","30-39","Operational Research","Tower Hamlets","40","40","50440","46820"
"In post","2021","30-39","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Westminster","70","65","51140","52110"
"In post","2021","30-39","Operational Research","Wiltshire","25","25","42530","43630"
"In post","2021","30-39","Operational Research","York","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Aberdeen City and Aberdeenshire","20","15","28050","28160"
"In post","2021","30-39","Other","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","510","475","31900","30000"
"In post","2021","30-39","Other","Belfast","10","10","38290","38630"
"In post","2021","30-39","Other","Berkshire","35","35","32210","37320"
"In post","2021","30-39","Other","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Birmingham","30","30","28060","24890"
"In post","2021","30-39","Other","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Bradford","5","5","[c]","[c]"
"In post","2021","30-39","Other","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Bristol, City of","35","30","27330","25880"
"In post","2021","30-39","Other","Buckinghamshire CC","30","30","24730","22920"
"In post","2021","30-39","Other","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Cambridgeshire CC","15","15","31110","26670"
"In post","2021","30-39","Other","Camden and City of London","65","65","64130","65470"
"In post","2021","30-39","Other","Cardiff and Vale of Glamorgan","45","45","35290","31810"
"In post","2021","30-39","Other","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Central Bedfordshire","10","10","24910","21130"
"In post","2021","30-39","Other","Central Hampshire","55","50","24430","20920"
"In post","2021","30-39","Other","Central Valleys","45","40","35700","37410"
"In post","2021","30-39","Other","City of Edinburgh","50","50","32590","30340"
"In post","2021","30-39","Other","Clackmannanshire and Fife","20","20","23240","20920"
"In post","2021","30-39","Other","Conwy and Denbighshire","15","15","36270","37410"
"In post","2021","30-39","Other","Cornwall and Isles of Scilly","15","15","21100","20820"
"In post","2021","30-39","Other","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Croydon","115","110","39240","35130"
"In post","2021","30-39","Other","Derby","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Devon CC","20","20","25410","20920"
"In post","2021","30-39","Other","Dorset CC","25","25","22840","20920"
"In post","2021","30-39","Other","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2021","30-39","Other","Durham CC","10","10","[c]","[c]"
"In post","2021","30-39","Other","East Ayrshire and North Ayrshire mainland","20","20","23820","24870"
"In post","2021","30-39","Other","East Cumbria","5","5","[c]","[c]"
"In post","2021","30-39","Other","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30","30","25210","20920"
"In post","2021","30-39","Other","East Kent","5","5","[c]","[c]"
"In post","2021","30-39","Other","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","East Riding of Yorkshire","20","20","24250","26670"
"In post","2021","30-39","Other","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Essex Haven Gateway","15","15","25460","22130"
"In post","2021","30-39","Other","Falkirk","15","15","34360","35810"
"In post","2021","30-39","Other","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Glasgow City","130","130","33040","30950"
"In post","2021","30-39","Other","Gloucestershire","20","20","23020","21130"
"In post","2021","30-39","Other","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Greater Manchester South West","25","25","41930","38630"
"In post","2021","30-39","Other","Gwent Valleys","5","5","[c]","[c]"
"In post","2021","30-39","Other","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Harrow and Hillingdon","35","35","25570","22900"
"In post","2021","30-39","Other","Herefordshire, County of","10","10","21860","20920"
"In post","2021","30-39","Other","Hertfordshire","10","10","43210","43790"
"In post","2021","30-39","Other","Hounslow and Richmond upon Thames","30","30","37400","34770"
"In post","2021","30-39","Other","Inverclyde, East Renfrewshire and Renfrewshire","5","5","[c]","[c]"
"In post","2021","30-39","Other","Inverness and Nairn and Moray, Badenoch and Strathspey","20","15","21070","20040"
"In post","2021","30-39","Other","Isle of Anglesey","10","5","[c]","[c]"
"In post","2021","30-39","Other","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Lambeth","5","5","[c]","[c]"
"In post","2021","30-39","Other","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Leeds","25","25","33290","30900"
"In post","2021","30-39","Other","Leicestershire CC and Rutland","20","20","22690","20920"
"In post","2021","30-39","Other","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2021","30-39","Other","Lincolnshire","50","50","24310","20920"
"In post","2021","30-39","Other","Lisburn and Castlereagh","5","5","[c]","[c]"
"In post","2021","30-39","Other","Liverpool","45","45","26630","24890"
"In post","2021","30-39","Other","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Manchester","25","20","29510","25880"
"In post","2021","30-39","Other","Medway","5","5","[c]","[c]"
"In post","2021","30-39","Other","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","30-39","Other","Milton Keynes","5","5","[c]","[c]"
"In post","2021","30-39","Other","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","North and West Norfolk","20","20","22130","20920"
"In post","2021","30-39","Other","North Hampshire","35","30","28180","26350"
"In post","2021","30-39","Other","North Lanarkshire","15","15","26330","26660"
"In post","2021","30-39","Other","North Nottinghamshire","10","10","[c]","[c]"
"In post","2021","30-39","Other","North Yorkshire CC","40","40","22500","20920"
"In post","2021","30-39","Other","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Nottingham","15","15","32350","28790"
"In post","2021","30-39","Other","Overseas","85","85","44520","41600"
"In post","2021","30-39","Other","Oxfordshire","75","70","25380","20920"
"In post","2021","30-39","Other","Perth and Kinross and Stirling","30","30","33740","33650"
"In post","2021","30-39","Other","Peterborough","10","10","[c]","[c]"
"In post","2021","30-39","Other","Plymouth","30","30","22890","20920"
"In post","2021","30-39","Other","Portsmouth","35","35","28470","26670"
"In post","2021","30-39","Other","Powys","20","20","22640","20920"
"In post","2021","30-39","Other","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Sefton","5","5","[c]","[c]"
"In post","2021","30-39","Other","Sheffield","35","30","32260","30830"
"In post","2021","30-39","Other","Shropshire CC","25","25","23460","20920"
"In post","2021","30-39","Other","Solihull","10","10","25680","23160"
"In post","2021","30-39","Other","Somerset","25","20","25410","21130"
"In post","2021","30-39","Other","South Hampshire","55","55","30450","26610"
"In post","2021","30-39","Other","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","30-39","Other","South Nottinghamshire","5","5","[c]","[c]"
"In post","2021","30-39","Other","South West Wales","20","20","32950","34490"
"In post","2021","30-39","Other","Southampton","10","10","38000","30730"
"In post","2021","30-39","Other","Staffordshire CC","35","30","26150","26670"
"In post","2021","30-39","Other","Suffolk","35","30","21960","20920"
"In post","2021","30-39","Other","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Swansea","20","20","32760","31040"
"In post","2021","30-39","Other","Telford and Wrekin","10","10","[c]","[c]"
"In post","2021","30-39","Other","Tower Hamlets","180","175","50250","49780"
"In post","2021","30-39","Other","Tyneside","20","20","32150","31810"
"In post","2021","30-39","Other","Unknown","410","410","37370","34310"
"In post","2021","30-39","Other","Warwickshire","35","30","22540","20780"
"In post","2021","30-39","Other","West Essex","[c]","[c]","[c]","[c]"
