"Status","Year","Age","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Derby","Outside London","[c]","[c]","[c]","[c]"
