"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","No function","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","London","15","[c]","43700","32890"
"Leaver CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","London","10","[c]","58540","53970"
"Leaver CS","2021","40-49","No function","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office of Gas and Electricity Markets","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Planning Inspectorate","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","East of England","30","[c]","35190","34530"
"Leaver CS","2021","40-49","No function","Public Health England","London","50","[c]","45170","41480"
"Leaver CS","2021","40-49","No function","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","South West (England)","10","[c]","49690","52140"
"Leaver CS","2021","40-49","No function","Public Health England","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Scottish Prison Service","Scotland","20","[c]","30030","25870"
"Leaver CS","2021","40-49","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","United Kingdom Statistics Authority","South East (England)","15","[c]","26230","23130"
"Leaver CS","2021","40-49","No function","United Kingdom Statistics Authority","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Equipment and Support","South West (England)","25","[c]","41190","36050"
"Leaver CS","2021","40-49","Project Delivery","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Defence Science and Technology Laboratory","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Department for International Development","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
