"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","SEO/HEO","10","[c]","36920","35040"
"New entrant CS","2021","Digital, Data & Technology","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","35","[c]","23450","23050"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","30","[c]","52700","52100"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","55","[c]","34500","36030"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","39830","39820"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","43910","43490"
"New entrant CS","2021","Finance","Department for Education","EO","10","[c]","25290","25000"
"New entrant CS","2021","Finance","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","SEO/HEO","15","[c]","36380","36500"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","57060","56780"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","35","[c]","35770","36480"
"New entrant CS","2021","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","AA/AO","15","[c]","19610","18060"
"New entrant CS","2021","Finance","Department for Transport","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","SEO/HEO","10","[c]","37350","40150"
"New entrant CS","2021","Finance","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","EO","35","[c]","24970","23440"
"New entrant CS","2021","Finance","Department of Health and Social Care","G6/G7","20","[c]","56870","53050"
"New entrant CS","2021","Finance","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","SEO/HEO","120","[c]","34730","32790"
"New entrant CS","2021","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","AA/AO","30","[c]","20140","20140"
"New entrant CS","2021","Finance","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SEO/HEO","20","[c]","34290","31810"
"New entrant CS","2021","Finance","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","AA/AO","25","[c]","21480","20920"
"New entrant CS","2021","Finance","Ministry of Defence","EO","85","[c]","23730","25000"
"New entrant CS","2021","Finance","Ministry of Defence","G6/G7","10","[c]","60740","58240"
"New entrant CS","2021","Finance","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","SEO/HEO","55","[c]","35510","35000"
"New entrant CS","2021","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SEO/HEO","20","[c]","36680","36800"
"New entrant CS","2021","Finance","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","SEO/HEO","15","[c]","37120","38000"
"New entrant CS","2021","Finance","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","SEO/HEO","15","[c]","37930","36640"
"New entrant CS","2021","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","EO","10","[c]","22680","22430"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","AA/AO","20","[c]","21200","20800"
"New entrant CS","2021","Human Resources","Cabinet Office","EO","35","[c]","25850","26570"
"New entrant CS","2021","Human Resources","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","SEO/HEO","45","[c]","34080","34550"
"New entrant CS","2021","Human Resources","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","37290","38500"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","EO","15","[c]","25250","25000"
"New entrant CS","2021","Human Resources","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","32270","32000"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","EO","10","[c]","26220","26130"
"New entrant CS","2021","Human Resources","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","SEO/HEO","15","[c]","35570","35060"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","AA/AO","10","[c]","22170","22100"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","EO","40","[c]","26730","27270"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","G6/G7","10","[c]","59460","61570"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","SEO/HEO","30","[c]","34000","32790"
"New entrant CS","2021","Human Resources","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","G6/G7","15","[c]","59440","61400"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","SEO/HEO","25","[c]","32910","31810"
"New entrant CS","2021","Human Resources","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","AA/AO","80","[c]","20610","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence","EO","30","[c]","23300","22780"
"New entrant CS","2021","Human Resources","Ministry of Defence","G6/G7","10","[c]","57950","54000"
"New entrant CS","2021","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","SEO/HEO","30","[c]","34950","35000"
"New entrant CS","2021","Human Resources","Ministry of Defence","Unknown","25","[c]","28090","22200"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","SEO/HEO","35","[c]","30660","30920"
"New entrant CS","2021","Human Resources","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","SEO/HEO","15","[c]","40080","40170"
"New entrant CS","2021","Human Resources","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","AA/AO","30","[c]","19800","19160"
"New entrant CS","2021","Human Resources","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","25","[c]","32570","29920"
"New entrant CS","2021","Human Resources","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","SEO/HEO","15","[c]","41830","41720"
"New entrant CS","2021","Internal Audit","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Departments","AA/AO","310","[c]","20440","20120"
"New entrant CS","2021","Legal","Attorney General's Departments","EO","165","[c]","27230","26970"
"New entrant CS","2021","Legal","Attorney General's Departments","G6/G7","315","[c]","52390","50520"
"New entrant CS","2021","Legal","Attorney General's Departments","SEO/HEO","155","[c]","40410","40000"
"New entrant CS","2021","Legal","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","G6/G7","15","[c]","56730","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","G6/G7","15","[c]","58490","57000"
"New entrant CS","2021","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","G6/G7","15","[c]","56410","59160"
"New entrant CS","2021","Legal","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","SEO/HEO","15","[c]","38100","36160"
"New entrant CS","2021","Legal","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice","EO","35","[c]","24870","26410"
"New entrant CS","2021","Legal","Ministry of Justice","G6/G7","10","[c]","55440","55490"
"New entrant CS","2021","Legal","Ministry of Justice","SEO/HEO","140","[c]","28450","26550"
"New entrant CS","2021","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","AA/AO","75","[c]","20600","20850"
"New entrant CS","2021","Legal","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","SEO/HEO","35","[c]","33770","33550"
"New entrant CS","2021","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","SEO/HEO","10","[c]","37230","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Cabinet Office","AA/AO","45","[c]","22620","24490"
"New entrant CS","2021","No function","Cabinet Office","EO","115","[c]","27480","27500"
