"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","Inner London - West","20","20","43290","33760"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Other","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Operational Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other","Inner London - West","15","15","49420","52200"
"In post","2021","Unknown","Government Property Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Planning","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Planning","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Unknown","West Midlands","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Economics","Inner London - West","15","15","22500","22500"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Operational Delivery","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Greater Manchester","15","15","36850","38020"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Inner London - West","10","10","45440","43120"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Outer London - South","45","45","42090","43180"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Inner London - West","155","150","49890","44220"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","East Anglia","10","10","24480","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","East Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Inner London - West","30","25","33160","29570"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Merseyside","25","20","25570","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Northern Ireland","10","10","23850","24970"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Tees Valley and Durham","30","30","26490","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","West Central Scotland","60","55","25480","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","East Anglia","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Greater Manchester","140","140","43910","40450"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Inner London - West","200","200","61230","57940"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Merseyside","130","125","39800","37560"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Outer London - South","515","510","51860","46380"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Outer London - West and North West","125","125","45200","44510"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","South Yorkshire","80","75","47350","47350"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Economics","Inner London - West","80","80","47640","35130"
"In post","2021","Unknown","Home Office (incl. agencies)","Economics","Outer London - South","25","25","44050","35070"
"In post","2021","Unknown","Home Office (incl. agencies)","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Greater Manchester","15","15","34250","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Inner London - West","50","50","64720","57680"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Merseyside","30","30","33990","30830"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Outer London - South","135","125","45650","42320"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","South Yorkshire","25","25","34480","30980"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","East Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Greater Manchester","35","35","38090","32740"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Inner London - West","95","95","51810","43180"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Kent","25","25","30840","29870"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Merseyside","55","50","37040","30830"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Outer London - South","250","240","44580","41970"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Outer London - West and North West","35","35","37750","33760"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","South Yorkshire","25","25","43730","37550"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Human Resources","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","East Anglia","55","55","28000","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","East Wales","25","25","28880","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","45","45","27460","26480"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Essex","10","10","27470","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Greater Manchester","200","190","27420","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Hampshire and Isle of Wight","35","35","26710","26410"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Inner London - East","50","50","34830","29970"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Inner London - West","35","30","38360","37450"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Kent","240","230","28400","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","40","35","27660","25130"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Merseyside","85","80","28010","26910"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Outer London - South","130","120","33890","29370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Outer London - West and North West","205","185","32170","30500"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","South Yorkshire","75","70","28450","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Surrey, East and West Sussex","25","20","29970","28350"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","West Central Scotland","40","35","28940","27320"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","West Midlands","30","30","28970","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","West Yorkshire","20","20","28550","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Inner London - East","10","10","33360","29120"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Inner London - West","35","35","44840","41970"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Merseyside","10","10","42230","38020"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Outer London - South","30","25","41020","36590"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Bedfordshire and Hertfordshire","260","230","28550","26410"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","70","70","27730","25630"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Cheshire","10","10","26000","25750"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Devon","85","80","29200","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Dorset and Somerset","85","80","27830","27130"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","East Anglia","690","610","23780","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","East Wales","450","410","26510","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","East Yorkshire and Northern Lincolnshire","220","215","25700","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Eastern Scotland","155","150","27190","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Essex","810","750","26980","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","190","180","26390","25220"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Greater Manchester","1000","955","27920","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Hampshire and Isle of Wight","495","470","28770","26410"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","110","105","24750","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Inner London - East","380","360","31870","29080"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Inner London - West","885","830","37970","31520"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Kent","2040","1845","26900","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Leicestershire, Rutland and Northamptonshire","155","150","27500","26160"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Lincolnshire","15","15","24920","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Merseyside","4825","4395","24840","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","North Eastern Scotland","40","35","26800","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Northern Ireland","475","430","24980","24880"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Northumberland and Tyne and Wear","245","235","27650","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Outer London - South","2755","2560","33100","29250"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Outer London - West and North West","2475","2230","30960","29080"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Overseas","105","105","28140","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Shropshire and Staffordshire","15","15","31770","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","South Yorkshire","2055","1875","25510","24880"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Southern Scotland","20","15","28340","26910"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Surrey, East and West Sussex","760","665","28590","27010"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Tees Valley and Durham","895","755","23610","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Unknown","10","10","30440","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","West Central Scotland","635","580","26230","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","West Midlands","760","705","27510","25310"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","West Wales and The Valleys","95","90","26230","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","West Yorkshire","715","670","27910","25220"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Research","Inner London - West","30","30","51700","42710"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Research","Outer London - South","40","40","45390","41550"
"In post","2021","Unknown","Home Office (incl. agencies)","Operational Research","South Yorkshire","15","15","36350","32190"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","East Anglia","25","25","23340","21430"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","East Wales","20","15","25260","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Essex","20","5","33690","34630"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Greater Manchester","75","70","33960","30820"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Inner London - East","25","20","49270","42560"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Inner London - West","550","540","39560","35070"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Kent","30","30","27090","25290"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Merseyside","160","155","26620","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Northern Ireland","25","25","25130","25130"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Outer London - South","510","490","37280","35050"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Outer London - West and North West","85","55","32370","34630"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","South Yorkshire","100","95","31410","30820"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","Tees Valley and Durham","35","35","27390","23160"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","West Central Scotland","30","30","25990","24890"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","West Midlands","50","40","27410","24880"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Other","West Yorkshire","25","25","29220","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","East Wales","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Greater Manchester","20","20","41160","37450"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Inner London - East","25","20","55870","44330"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Inner London - West","1740","1700","51340","55650"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Merseyside","65","65","37160","37450"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Outer London - South","155","150","48570","45070"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Outer London - West and North West","10","10","35170","35070"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","South Yorkshire","60","60","40470","37460"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Policy","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Devon","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","East Anglia","35","35","39540","31140"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","East Wales","15","15","41270","37770"
"In post","2021","Unknown","Home Office (incl. agencies)","Project Delivery","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
