"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Debt","North East (England)","35","30","22590","21440"
"In post","2021","Declared disabled","Debt","North West (England)","30","25","22480","21440"
"In post","2021","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Scotland","130","105","22090","20650"
"In post","2021","Declared disabled","Debt","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Wales","25","25","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands (England)","25","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","Yorkshire and The Humber","40","35","23300","21440"
"In post","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","35","35","33230","31910"
"In post","2021","Declared disabled","Digital, Data & Technology","East of England","50","45","34020","32960"
"In post","2021","Declared disabled","Digital, Data & Technology","London","280","275","45860","41760"
"In post","2021","Declared disabled","Digital, Data & Technology","North East (England)","55","50","38150","36950"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","70","65","36900","33300"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","55","55","36510","33930"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","85","80","35620","33300"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","185","175","37150","34880"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Wales","105","100","39850","36680"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","85","80","37780","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","70","65","35690","31810"
"In post","2021","Declared disabled","Finance","East Midlands (England)","30","30","34250","31810"
"In post","2021","Declared disabled","Finance","East of England","40","40","33890","31810"
"In post","2021","Declared disabled","Finance","London","185","185","48840","44200"
"In post","2021","Declared disabled","Finance","North East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","70","65","35540","31810"
"In post","2021","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","85","70","27670","21580"
"In post","2021","Declared disabled","Finance","South East (England)","90","80","34460","32950"
"In post","2021","Declared disabled","Finance","South West (England)","130","125","36670","33300"
"In post","2021","Declared disabled","Finance","Wales","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands (England)","40","40","42230","38630"
"In post","2021","Declared disabled","Finance","Yorkshire and The Humber","80","70","32320","25850"
"In post","2021","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","North West (England)","70","60","24480","21050"
"In post","2021","Declared disabled","Grants Management","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","South West (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","East Midlands (England)","65","60","35160","31890"
"In post","2021","Declared disabled","Human Resources","East of England","30","30","39800","34950"
"In post","2021","Declared disabled","Human Resources","London","350","335","47510","41040"
"In post","2021","Declared disabled","Human Resources","North East (England)","80","70","28370","24000"
"In post","2021","Declared disabled","Human Resources","North West (England)","160","150","35970","31810"
"In post","2021","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Scotland","110","100","29040","24850"
"In post","2021","Declared disabled","Human Resources","South East (England)","80","75","36080","31340"
"In post","2021","Declared disabled","Human Resources","South West (England)","140","130","36470","32740"
"In post","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Wales","70","65","36030","31650"
"In post","2021","Declared disabled","Human Resources","West Midlands (England)","40","35","36280","31820"
"In post","2021","Declared disabled","Human Resources","Yorkshire and The Humber","85","80","40120","38420"
"In post","2021","Declared disabled","Internal Audit","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Scotland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","South West (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","East Midlands (England)","80","75","36110","31810"
"In post","2021","Declared disabled","Legal","East of England","60","55","42380","39720"
"In post","2021","Declared disabled","Legal","London","440","410","49910","51510"
"In post","2021","Declared disabled","Legal","North East (England)","60","55","35790","31700"
"In post","2021","Declared disabled","Legal","North West (England)","165","150","37540","31810"
"In post","2021","Declared disabled","Legal","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Scotland","70","65","45810","43530"
"In post","2021","Declared disabled","Legal","South East (England)","75","70","44700","40590"
"In post","2021","Declared disabled","Legal","South West (England)","55","50","41720","42380"
"In post","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Wales","50","45","42230","42300"
"In post","2021","Declared disabled","Legal","West Midlands (England)","85","80","41200","43460"
"In post","2021","Declared disabled","Legal","Yorkshire and The Humber","95","85","43050","42990"
"In post","2021","Declared disabled","No function","East Midlands (England)","1240","1145","28410","25560"
"In post","2021","Declared disabled","No function","East of England","880","810","29280","27380"
"In post","2021","Declared disabled","No function","London","3575","3450","40030","35590"
"In post","2021","Declared disabled","No function","North East (England)","1150","1005","26080","22350"
"In post","2021","Declared disabled","No function","North West (England)","2170","1965","28440","25560"
"In post","2021","Declared disabled","No function","Northern Ireland","145","130","28240","25560"
"In post","2021","Declared disabled","No function","Overseas","115","115","49360","52970"
"In post","2021","Declared disabled","No function","Scotland","1000","910","30130","28130"
"In post","2021","Declared disabled","No function","South East (England)","1700","1565","29430","27160"
"In post","2021","Declared disabled","No function","South West (England)","1245","1145","31060","28400"
"In post","2021","Declared disabled","No function","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Wales","1555","1355","26050","21590"
"In post","2021","Declared disabled","No function","West Midlands (England)","1460","1360","28720","26470"
"In post","2021","Declared disabled","No function","Yorkshire and The Humber","1255","1155","30280","28130"
"In post","2021","Declared disabled","Project Delivery","East Midlands (England)","70","65","37230","34800"
"In post","2021","Declared disabled","Project Delivery","East of England","95","95","38300","37640"
"In post","2021","Declared disabled","Project Delivery","London","450","430","49460","45150"
"In post","2021","Declared disabled","Project Delivery","North East (England)","90","85","38270","38550"
"In post","2021","Declared disabled","Project Delivery","North West (England)","205","190","36880","33730"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","45","45","55230","54280"
"In post","2021","Declared disabled","Project Delivery","Scotland","140","130","35710","33930"
"In post","2021","Declared disabled","Project Delivery","South East (England)","235","225","36300","33300"
"In post","2021","Declared disabled","Project Delivery","South West (England)","1065","1025","36960","34620"
"In post","2021","Declared disabled","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Wales","65","60","34990","32180"
"In post","2021","Declared disabled","Project Delivery","West Midlands (England)","100","90","33870","31840"
"In post","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","70","65","37270","31840"
"In post","2021","Declared disabled","Property","East Midlands (England)","40","40","34870","31810"
"In post","2021","Declared disabled","Property","East of England","50","50","33080","33280"
"In post","2021","Declared disabled","Property","London","115","110","44710","36800"
"In post","2021","Declared disabled","Property","North East (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","Property","North West (England)","50","50","31140","28130"
"In post","2021","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Property","Scotland","70","65","29180","28120"
"In post","2021","Declared disabled","Property","South East (England)","90","85","33420","33300"
"In post","2021","Declared disabled","Property","South West (England)","125","120","33920","33000"
"In post","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Wales","35","35","33090","31380"
"In post","2021","Declared disabled","Property","West Midlands (England)","45","45","35540","33300"
"In post","2021","Declared disabled","Property","Yorkshire and The Humber","70","65","32700","26670"
"In post","2021","Declared disabled","Security","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","East of England","55","50","36260","39070"
"In post","2021","Declared disabled","Security","London","105","105","41050","38940"
"In post","2021","Declared disabled","Security","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","North West (England)","30","30","28960","25960"
"In post","2021","Declared disabled","Security","Northern Ireland","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","Scotland","65","60","30130","26670"
"In post","2021","Declared disabled","Security","South East (England)","145","145","31670","29630"
"In post","2021","Declared disabled","Security","South West (England)","90","85","27560","22080"
"In post","2021","Declared disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Security","Wales","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","West Midlands (England)","30","30","30510","28290"
"In post","2021","Declared disabled","Security","Yorkshire and The Humber","65","60","29090","26670"
"In post","2021","Declared disabled","Unknown","East Midlands (England)","965","850","25760","27570"
"In post","2021","Declared disabled","Unknown","East of England","1175","1060","27670","27570"
"In post","2021","Declared disabled","Unknown","London","3005","2785","35980","31060"
"In post","2021","Declared disabled","Unknown","North East (England)","1680","1455","25820","26120"
"In post","2021","Declared disabled","Unknown","North West (England)","3690","3265","26170","26670"
"In post","2021","Declared disabled","Unknown","Northern Ireland","90","90","24280","21670"
"In post","2021","Declared disabled","Unknown","Overseas","35","35","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scotland","2595","2355","30170","27570"
"In post","2021","Declared disabled","Unknown","South East (England)","1790","1605","27800","27570"
"In post","2021","Declared disabled","Unknown","South West (England)","1450","1280","27320","27570"
"In post","2021","Declared disabled","Unknown","Unknown","155","145","30100","27570"
"In post","2021","Declared disabled","Unknown","Wales","1370","1230","28910","27570"
"In post","2021","Declared disabled","Unknown","West Midlands (England)","1555","1375","26470","27570"
"In post","2021","Declared disabled","Unknown","Yorkshire and The Humber","1950","1715","28010","27570"
"In post","2021","Declared non-disabled","Analysis","East Midlands (England)","35","35","37700","33840"
"In post","2021","Declared non-disabled","Analysis","East of England","245","235","33360","29990"
"In post","2021","Declared non-disabled","Analysis","London","2255","2190","50070","46030"
"In post","2021","Declared non-disabled","Analysis","North East (England)","50","50","42140","42220"
"In post","2021","Declared non-disabled","Analysis","North West (England)","260","250","39240","38630"
"In post","2021","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Scotland","40","40","47560","42290"
"In post","2021","Declared non-disabled","Analysis","South East (England)","495","465","40460","37320"
"In post","2021","Declared non-disabled","Analysis","South West (England)","315","305","37500","35900"
"In post","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Wales","565","535","38480","36030"
"In post","2021","Declared non-disabled","Analysis","West Midlands (England)","40","40","43640","41870"
"In post","2021","Declared non-disabled","Analysis","Yorkshire and The Humber","240","230","41910","42220"
"In post","2021","Declared non-disabled","Commercial","East Midlands (England)","115","105","40300","36710"
"In post","2021","Declared non-disabled","Commercial","East of England","215","210","39300","36260"
"In post","2021","Declared non-disabled","Commercial","London","965","945","55250","46700"
"In post","2021","Declared non-disabled","Commercial","North East (England)","65","65","44620","40930"
"In post","2021","Declared non-disabled","Commercial","North West (England)","345","335","42370","38220"
"In post","2021","Declared non-disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scotland","175","170","37000","34800"
"In post","2021","Declared non-disabled","Commercial","South East (England)","450","435","36730","34250"
"In post","2021","Declared non-disabled","Commercial","South West (England)","940","910","40200","38200"
"In post","2021","Declared non-disabled","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Wales","230","220","35630","32020"
"In post","2021","Declared non-disabled","Commercial","West Midlands (England)","220","215","38720","34800"
"In post","2021","Declared non-disabled","Commercial","Yorkshire and The Humber","205","200","42490","37870"
"In post","2021","Declared non-disabled","Communications","East Midlands (England)","250","245","31290","26930"
"In post","2021","Declared non-disabled","Communications","East of England","65","60","34510","31630"
"In post","2021","Declared non-disabled","Communications","London","1450","1415","45590","41300"
"In post","2021","Declared non-disabled","Communications","North East (England)","920","870","28750","25560"
"In post","2021","Declared non-disabled","Communications","North West (England)","395","380","31850","30440"
"In post","2021","Declared non-disabled","Communications","Northern Ireland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Scotland","150","140","33280","31810"
"In post","2021","Declared non-disabled","Communications","South East (England)","195","190","33750","33300"
"In post","2021","Declared non-disabled","Communications","South West (England)","260","245","35760","33300"
"In post","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","550","530","29920","25560"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","185","180","34510","31810"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","275","265","31390","26830"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","340","315","34780","31810"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","250","235","29150","25560"
"In post","2021","Declared non-disabled","Counter Fraud","London","1425","1380","40010","36160"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","330","315","32470","31810"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","1015","950","34110","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","245","230","32140","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","545","500","31120","28130"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","255","240","31130","29570"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","240","225","35300","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","255","240","31640","31810"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","450","415","32550","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","580","540","33200","31810"
"In post","2021","Declared non-disabled","Debt","East Midlands (England)","105","95","22830","20140"
"In post","2021","Declared non-disabled","Debt","East of England","90","80","25160","25560"
"In post","2021","Declared non-disabled","Debt","London","295","265","27890","25630"
"In post","2021","Declared non-disabled","Debt","North East (England)","240","215","22480","20140"
"In post","2021","Declared non-disabled","Debt","North West (England)","210","195","24320","21440"
"In post","2021","Declared non-disabled","Debt","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Scotland","685","610","22440","20140"
"In post","2021","Declared non-disabled","Debt","South East (England)","70","55","28390","28130"
"In post","2021","Declared non-disabled","Debt","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Wales","170","160","24390","21440"
"In post","2021","Declared non-disabled","Debt","West Midlands (England)","215","190","23730","21440"
"In post","2021","Declared non-disabled","Debt","Yorkshire and The Humber","200","175","25110","21440"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","160","155","39050","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East of England","330","315","36550","33430"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","2110","2070","50110","51730"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North East (England)","470","450","39640","38310"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North West (England)","530","515","38940","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Scotland","345","340","39110","35070"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South East (England)","545","525","39130","36400"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South West (England)","1685","1615","40070","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Wales","1140","1110","40200","38000"
"In post","2021","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","625","605","41010","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","545","525","39940","36500"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","160","155","36680","31810"
"In post","2021","Declared non-disabled","Finance","East of England","325","305","36320","33000"
"In post","2021","Declared non-disabled","Finance","London","1725","1685","49570","45200"
"In post","2021","Declared non-disabled","Finance","North East (England)","295","275","37670","36960"
"In post","2021","Declared non-disabled","Finance","North West (England)","435","420","39040","36180"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","555","485","29240","25560"
"In post","2021","Declared non-disabled","Finance","South East (England)","725","690","36290","33000"
"In post","2021","Declared non-disabled","Finance","South West (England)","905","870","40140","35990"
"In post","2021","Declared non-disabled","Finance","Wales","280","260","34910","31270"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","340","330","39610","36790"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","535","490","34300","29180"
"In post","2021","Declared non-disabled","Grants Management","East Midlands (England)","65","65","25570","25190"
"In post","2021","Declared non-disabled","Grants Management","East of England","45","45","26200","25190"
"In post","2021","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","North East (England)","235","215","25380","21050"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","660","590","23960","21050"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","155","145","28560","25340"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","205","185","26790","25210"
"In post","2021","Declared non-disabled","Grants Management","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","130","120","25150","24920"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","180","170","26450","24920"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","325","310","38310","33650"
"In post","2021","Declared non-disabled","Human Resources","East of England","140","130","34110","31230"
"In post","2021","Declared non-disabled","Human Resources","London","1765","1710","47350","42850"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","405","380","29480","25560"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","830","785","33720","31810"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","660","620","29440","25560"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","395","370","35500","31180"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","780","725","36980","33290"
"In post","2021","Declared non-disabled","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","465","435","34830","31380"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","240","230","40130","36780"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","280","265","40130","37300"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","165","160","53050","51270"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","35","35","41790","41320"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","50","45","43620","42200"
"In post","2021","Declared non-disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","40","40","40090","36460"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","50","50","37280","33300"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","75","75","44810","42510"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","35","30","50820","44590"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","45","45","47920","48780"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","385","345","39960","38000"
"In post","2021","Declared non-disabled","Legal","East of England","415","365","42370","39540"
"In post","2021","Declared non-disabled","Legal","London","3725","3495","53160","52040"
"In post","2021","Declared non-disabled","Legal","North East (England)","345","315","40080","38370"
"In post","2021","Declared non-disabled","Legal","North West (England)","975","900","40650","38000"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","680","640","50410","52490"
"In post","2021","Declared non-disabled","Legal","South East (England)","570","505","44490","45070"
"In post","2021","Declared non-disabled","Legal","South West (England)","375","345","43130","43160"
"In post","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Wales","385","360","42020","40650"
