"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
