"Status","Year","Age","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","30","30","22740","21730"
"In post","2021","16-19","Declared non-disabled","Cheshire","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","35","35","19480","20140"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","50","50","21320","21150"
"In post","2021","16-19","Declared non-disabled","Essex","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","95","90","19210","19040"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","60","60","25890","25170"
"In post","2021","16-19","Declared non-disabled","Kent","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","30","30","20890","21010"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","25","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northumberland and Tyne and Wear","40","40","21060","21010"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","30","30","20950","21010"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","25","25","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","35","30","20620","20140"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","45","45","20890","20810"
"In post","2021","16-19","Unknown","Essex","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","17750","16780"
"In post","2021","16-19","Unknown","Greater Manchester","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","15","10","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","40","35","20650","20140"
"In post","2021","16-19","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","West Central Scotland","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","35","35","20370","20140"
"In post","2021","20-29","Declared disabled","Bedfordshire and Hertfordshire","65","65","26170","27570"
"In post","2021","20-29","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","115","110","26770","26610"
"In post","2021","20-29","Declared disabled","Cheshire","40","40","27030","27570"
"In post","2021","20-29","Declared disabled","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cumbria","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Derbyshire and Nottinghamshire","130","125","24770","24440"
"In post","2021","20-29","Declared disabled","Devon","65","60","25120","24660"
"In post","2021","20-29","Declared disabled","Dorset and Somerset","40","40","25310","25190"
"In post","2021","20-29","Declared disabled","East Anglia","115","110","25910","25850"
"In post","2021","20-29","Declared disabled","East Wales","180","175","26750","25560"
"In post","2021","20-29","Declared disabled","East Yorkshire and Northern Lincolnshire","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Eastern Scotland","215","210","28340","27150"
"In post","2021","20-29","Declared disabled","Essex","50","50","26120","24180"
"In post","2021","20-29","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","425","415","27620","27290"
"In post","2021","20-29","Declared disabled","Greater Manchester","195","190","27450","27570"
"In post","2021","20-29","Declared disabled","Hampshire and Isle of Wight","155","150","27030","27570"
"In post","2021","20-29","Declared disabled","Herefordshire, Worcestershire and Warwickshire","40","40","23270","22920"
"In post","2021","20-29","Declared disabled","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Inner London - East","175","170","32730","31060"
"In post","2021","20-29","Declared disabled","Inner London - West","1065","1055","36560","33570"
"In post","2021","20-29","Declared disabled","Kent","80","80","26940","28650"
"In post","2021","20-29","Declared disabled","Lancashire","110","110","23730","21010"
"In post","2021","20-29","Declared disabled","Leicestershire, Rutland and Northamptonshire","55","55","23760","22920"
"In post","2021","20-29","Declared disabled","Lincolnshire","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Merseyside","145","140","25350","24890"
"In post","2021","20-29","Declared disabled","North Eastern Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","North Yorkshire","35","35","27110","27570"
"In post","2021","20-29","Declared disabled","Northern Ireland","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northumberland and Tyne and Wear","155","150","24410","21010"
"In post","2021","20-29","Declared disabled","Outer London - East and North East","55","50","29780","31060"
"In post","2021","20-29","Declared disabled","Outer London - South","80","80","32640","31060"
"In post","2021","20-29","Declared disabled","Outer London - West and North West","75","75","28870","29250"
"In post","2021","20-29","Declared disabled","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Shropshire and Staffordshire","75","75","24800","24620"
"In post","2021","20-29","Declared disabled","South Yorkshire","85","80","26650","25000"
"In post","2021","20-29","Declared disabled","Southern Scotland","35","35","27510","26120"
"In post","2021","20-29","Declared disabled","Surrey, East and West Sussex","90","90","26840","27570"
"In post","2021","20-29","Declared disabled","Tees Valley and Durham","65","65","25310","24890"
"In post","2021","20-29","Declared disabled","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","West Central Scotland","135","130","26550","24880"
"In post","2021","20-29","Declared disabled","West Midlands","160","155","25190","25560"
"In post","2021","20-29","Declared disabled","West Wales and The Valleys","95","90","22980","22040"
"In post","2021","20-29","Declared disabled","West Yorkshire","180","175","27320","25560"
"In post","2021","20-29","Declared non-disabled","Bedfordshire and Hertfordshire","450","445","28700","29090"
"In post","2021","20-29","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","970","965","27790","27570"
"In post","2021","20-29","Declared non-disabled","Cheshire","295","290","26220","25790"
"In post","2021","20-29","Declared non-disabled","Cornwall and Isles of Scilly","90","90","23310","21010"
"In post","2021","20-29","Declared non-disabled","Cumbria","180","180","23490","21050"
"In post","2021","20-29","Declared non-disabled","Derbyshire and Nottinghamshire","1060","1040","26480","25560"
"In post","2021","20-29","Declared non-disabled","Devon","675","665","26100","24920"
"In post","2021","20-29","Declared non-disabled","Dorset and Somerset","365","360","25580","25850"
"In post","2021","20-29","Declared non-disabled","East Anglia","1020","995","25810","25560"
"In post","2021","20-29","Declared non-disabled","East Wales","1930","1905","26600","25560"
"In post","2021","20-29","Declared non-disabled","East Yorkshire and Northern Lincolnshire","430","425","24300","24440"
