"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Commercial","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Other","50","50","38660","35710"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Project Delivery","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Property","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Equipment and Support","Security","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Defence Science and Technology Laboratory","Property","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Department for Education (excl. agencies)","Property","185","180","51280","53760"
"In post","2021","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","260","250","38020","35900"
"In post","2021","Declared non-disabled","Property","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Department for Transport (excl. agencies)","Property","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Department of Health and Social Care (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Driver and Vehicle Licensing Agency","Property","45","45","30920","31040"
"In post","2021","Declared non-disabled","Property","Driver and Vehicle Standards Agency","Property","45","40","32080","31380"
"In post","2021","Declared non-disabled","Property","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","FCDO Services","Property","315","315","39920","39410"
"In post","2021","Declared non-disabled","Property","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Property","50","50","55660","56450"
"In post","2021","Declared non-disabled","Property","Forestry and Land Scotland","Unknown","665","640","30400","28120"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Other","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Project Delivery","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Health and Safety Executive","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","HM Courts and Tribunals Service","Operational Delivery","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","HM Courts and Tribunals Service","Property","40","40","37550","30990"
"In post","2021","Declared non-disabled","Property","HM Land Registry","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","HM Revenue and Customs (excl. agencies)","Property","135","125","39870","38630"
"In post","2021","Declared non-disabled","Property","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Maritime and Coastguard Agency","Property","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Met Office","Property","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","Planning","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","Property","1700","1655","32320","33300"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Finance","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Operational Delivery","70","65","34900","34800"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Property","100","100","42210","36450"
"In post","2021","Declared non-disabled","Property","National Crime Agency","Property","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Office for Standards in Education, Children's Services and Skills","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Public Health England","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Registers of Scotland","Property","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Scottish Forestry","Unknown","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Scottish Prison Service","Other","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","UK Intellectual Property Office","Operational Delivery","30","30","27720","23320"
"In post","2021","Declared non-disabled","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","United Kingdom Statistics Authority","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Valuation Office Agency","Operational Delivery","750","690","29520","24500"
"In post","2021","Declared non-disabled","Property","Valuation Office Agency","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Valuation Office Agency","Property","1340","1230","36770","32720"
"In post","2021","Declared non-disabled","Property","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Cabinet Office (excl. agencies)","Unknown","430","415","35560","33300"
"In post","2021","Declared non-disabled","Security","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Companies House","Security","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Crown Prosecution Service","Security","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Defence Science and Technology Laboratory","Security","40","40","36660","37320"
"In post","2021","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Department for Education (excl. agencies)","Security","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Department for International Trade","Security","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Driver and Vehicle Licensing Agency","Security","80","80","30410","26410"
"In post","2021","Declared non-disabled","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","FCDO Services","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","FCDO Services","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","FCDO Services","Security","180","175","34970","31340"
"In post","2021","Declared non-disabled","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","150","145","45110","38860"
"In post","2021","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Security","85","85","39540","34350"
"In post","2021","Declared non-disabled","Security","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Health and Safety Executive","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","HM Prison and Probation Service","Security","425","425","39540","36480"
"In post","2021","Declared non-disabled","Security","HM Revenue and Customs (excl. agencies)","Security","105","100","40380","38630"
"In post","2021","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","Security","3680","3610","28480","22650"
"In post","2021","Declared non-disabled","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","National Crime Agency","Security","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Registers of Scotland","Security","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","UK Hydrographic Office","Security","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","UK Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","United Kingdom Statistics Authority","Security","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Accountant in Bankruptcy","Unknown","65","60","32520","29190"
"In post","2021","Declared non-disabled","Unknown","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Other","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","Unknown","80","80","34620","29160"
"In post","2021","Declared non-disabled","Unknown","Companies House","Other","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Crown Prosecution Service","Policy","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Commercial","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Other","30","25","27110","24870"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Project Delivery","35","30","43300","38940"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Defence Equipment and Support","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Policy","295","285","52790","49860"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Property","50","50","48630","50130"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","68505","61280","27750","27570"
"In post","2021","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Disclosure Scotland","Unknown","130","120","28110","22230"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Education Scotland","Unknown","125","120","57550","66290"
"In post","2021","Declared non-disabled","Unknown","FCDO Services","Other","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Scotland","Unknown","105","105","35710","30650"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","220","215","52130","46570"
"In post","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","Other","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","Planning","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Government Property Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Economics","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Commercial","75","70","41060","42100"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Communications","145","145","49490","44220"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Counter Fraud","145","135","26820","25310"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","935","920","50050","45220"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Economics","80","80","50580","56660"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Finance","225","215","46630","42060"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Human Resources","430","405","42720","37450"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Intelligence Analysis","1110","1045","29630","27370"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","70","70","42150","37760"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Operational Delivery","20385","18630","27970","25630"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Operational Research","60","60","48720","43400"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Other","1340","1245","35270","30980"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Policy","1675","1630","50860","52070"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Project Delivery","1040","1015","45420","41970"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Property","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Science and Engineering","100","95","46550","40410"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Security","280","270","30160","26160"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Social Research","85","85","49180","44220"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Statistics","65","60","43080","42280"
"In post","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","Unknown","230","230","62900","66620"
"In post","2021","Declared non-disabled","Unknown","Maritime and Coastguard Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","75","70","68000","68600"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","45","45","43390","39440"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","120","115","53910","52320"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","120","110","54440","53830"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","85","85","35630","32640"
"In post","2021","Declared non-disabled","Unknown","Met Office","Other","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","585","570","36850","34610"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Medicine","1045","945","44340","37890"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","460","440","28800","26670"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Operational Research","55","55","44250","40580"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Other","7145","6895","25030","21580"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Policy","710","690","44910","42200"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Psychology","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","1260","1235","33450","27720"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Unknown","995","975","34300","33300"
"In post","2021","Declared non-disabled","Unknown","National Records of Scotland","Unknown","205","190","36460","35110"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Revenue Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","35","30","49370","46600"
"In post","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Unknown","4375","4190","44440","39660"
"In post","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","Unknown","30","30","55420","61010"
"In post","2021","Declared non-disabled","Unknown","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","Unknown","135","120","31000","29190"
"In post","2021","Declared non-disabled","Unknown","Social Security Scotland","Unknown","665","645","31670","27150"
"In post","2021","Declared non-disabled","Unknown","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","Unknown","75","75","35220","31150"
"In post","2021","Declared non-disabled","Unknown","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Transport Scotland","Unknown","255","245","44870","40930"
"In post","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Operational Delivery","80","75","36350","32560"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Policy","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Science and Engineering","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Veterinarian","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Communications","140","130","39160","37410"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","185","180","38180","37410"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Economics","40","40","51990","56620"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Finance","290","275","42050","37410"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Human Resources","165","155","35990","29250"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Internal Audit","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","95","90","34160","30600"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Legal","130","120","56540","60830"
"In post","2021","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Medicine","145","140","45500","43760"
