"Status","Year","Disability","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","West Midlands (England)","West Midlands","Solihull","870","805","28790","26160"
"In post","2021","Declared non-disabled","West Midlands (England)","West Midlands","Walsall","470","410","25020","25600"
"In post","2021","Declared non-disabled","West Midlands (England)","West Midlands","Wolverhampton","645","560","24950","25620"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","1315","1235","28680","26810"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","1405","1255","28170","27350"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","625","555","25970","26750"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","1380","1310","29670","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","York","1950","1850","37290","32370"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","2140","1890","27150","27370"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","Sheffield","5135","4720","33370","29360"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Bradford","2020","1795","27920","25560"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","735","650","27290","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Leeds","7185","6715","33550","29650"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","Wakefield","1100","1005","30220","27570"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","55","50","26200","21630"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","15","10","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","100","90","29570","29870"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","425","390","31090","29720"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","130","120","32540","31650"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","65","60","30220","28220"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","145","135","27170","27570"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","195","180","29540","31180"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","25","25","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","80","75","26200","25360"
"In post","2021","Undeclared","East Midlands (England)","Lincolnshire","Lincolnshire","260","240","29010","27570"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Bedford","60","55","29620","28650"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","30","30","31790","33160"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Hertfordshire","140","130","34900","31040"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","Luton","25","25","[c]","[c]"
"In post","2021","Undeclared","East of England","East Anglia","Breckland and South Norfolk","50","50","31510","27570"
"In post","2021","Undeclared","East of England","East Anglia","Cambridgeshire CC","445","410","33170","31650"
"In post","2021","Undeclared","East of England","East Anglia","North and West Norfolk","50","50","29400","31650"
"In post","2021","Undeclared","East of England","East Anglia","Norwich and East Norfolk","85","80","30300","27570"
"In post","2021","Undeclared","East of England","East Anglia","Peterborough","110","100","29820","27130"
"In post","2021","Undeclared","East of England","East Anglia","Suffolk","370","345","29110","28130"
"In post","2021","Undeclared","East of England","Essex","Essex Haven Gateway","80","75","33020","30890"
"In post","2021","Undeclared","East of England","Essex","Essex Thames Gateway","35","30","28030","27370"
"In post","2021","Undeclared","East of England","Essex","Heart of Essex","90","85","31840","29810"
"In post","2021","Undeclared","East of England","Essex","Southend-on-Sea","85","75","32130","31810"
"In post","2021","Undeclared","East of England","Essex","Thurrock","30","25","28260","27370"
"In post","2021","Undeclared","East of England","Essex","West Essex","45","40","32180","28470"
"In post","2021","Undeclared","London","Inner London - East","Hackney and Newham","130","125","34990","31060"
"In post","2021","Undeclared","London","Inner London - East","Haringey and Islington","155","150","32150","33030"
"In post","2021","Undeclared","London","Inner London - East","Lambeth","270","240","44360","38590"
"In post","2021","Undeclared","London","Inner London - East","Lewisham and Southwark","150","135","33050","32740"
"In post","2021","Undeclared","London","Inner London - East","Tower Hamlets","295","285","46650","41800"
"In post","2021","Undeclared","London","Inner London - West","Camden and City of London","250","235","35910","31670"
"In post","2021","Undeclared","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","85","80","35550","34940"
"In post","2021","Undeclared","London","Inner London - West","Wandsworth","145","135","33350","34320"
"In post","2021","Undeclared","London","Inner London - West","Westminster","3185","3130","46890","42470"
"In post","2021","Undeclared","London","Outer London - East and North East","Barking & Dagenham and Havering","25","25","[c]","[c]"
"In post","2021","Undeclared","London","Outer London - East and North East","Bexley and Greenwich","210","195","32470","33180"
"In post","2021","Undeclared","London","Outer London - East and North East","Enfield","15","10","[c]","[c]"
"In post","2021","Undeclared","London","Outer London - East and North East","Redbridge and Waltham Forest","55","50","28270","30780"
"In post","2021","Undeclared","London","Outer London - South","Bromley","20","20","[c]","[c]"
"In post","2021","Undeclared","London","Outer London - South","Croydon","525","500","38940","35200"
"In post","2021","Undeclared","London","Outer London - South","Merton, Kingston upon Thames and Sutton","25","25","[c]","[c]"
"In post","2021","Undeclared","London","Outer London - West and North West","Barnet","75","70","44840","33620"
"In post","2021","Undeclared","London","Outer London - West and North West","Brent","40","40","33210","31060"
"In post","2021","Undeclared","London","Outer London - West and North West","Ealing","25","25","[c]","[c]"
"In post","2021","Undeclared","London","Outer London - West and North West","Harrow and Hillingdon","210","190","32520","30410"
"In post","2021","Undeclared","London","Outer London - West and North West","Hounslow and Richmond upon Thames","200","190","33960","33090"
"In post","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","Northumberland","25","20","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","Sunderland","200","175","25330","21440"
"In post","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","Tyneside","740","690","30090","27240"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","Darlington","65","60","36440","32560"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","Durham CC","525","465","29260","31650"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","155","150","29820","31530"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","South Teesside","55","50","23850","21010"
"In post","2021","Undeclared","North West (England)","Cheshire","Cheshire East","65","60","31280","31650"
"In post","2021","Undeclared","North West (England)","Cheshire","Cheshire West and Chester","25","25","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Cheshire","Warrington","190","180","31000","31650"
"In post","2021","Undeclared","North West (England)","Cumbria","East Cumbria","45","40","29020","26110"
"In post","2021","Undeclared","North West (England)","Cumbria","West Cumbria","65","60","30110","27570"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Greater Manchester North East","125","120","28910","27570"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Greater Manchester North West","145","135","26630","26320"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Greater Manchester South East","100","95","25430","21750"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Greater Manchester South West","295","275","30950","27570"
"In post","2021","Undeclared","North West (England)","Greater Manchester","Manchester","530","495","32620","31530"
"In post","2021","Undeclared","North West (England)","Lancashire","Blackburn with Darwen","30","30","26230","27170"
"In post","2021","Undeclared","North West (England)","Lancashire","Blackpool","255","235","28490","27570"
"In post","2021","Undeclared","North West (England)","Lancashire","Chorley and West Lancashire","190","170","30800","31650"
"In post","2021","Undeclared","North West (England)","Lancashire","East Lancashire","20","20","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Lancashire","Lancaster and Wyre","100","90","29240","27630"
"In post","2021","Undeclared","North West (England)","Lancashire","Mid Lancashire","405","365","27710","25560"
"In post","2021","Undeclared","North West (England)","Merseyside","East Merseyside","35","35","29520","27570"
"In post","2021","Undeclared","North West (England)","Merseyside","Liverpool","515","470","28970","26560"
"In post","2021","Undeclared","North West (England)","Merseyside","Sefton","245","225","32280","27570"
"In post","2021","Undeclared","North West (England)","Merseyside","Wirral","75","65","28340","27570"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","15","15","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Ards and North Down","15","15","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Belfast","145","135","30500","28130"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","25","25","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Overseas","Overseas","165","165","47110","41800"
"In post","2021","Undeclared","Scotland","Eastern Scotland","Angus and Dundee City","90","85","24390","21010"
"In post","2021","Undeclared","Scotland","Eastern Scotland","City of Edinburgh","300","285","35810","31810"
"In post","2021","Undeclared","Scotland","Eastern Scotland","Clackmannanshire and Fife","40","40","34420","32850"
"In post","2021","Undeclared","Scotland","Eastern Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland","Eastern Scotland","Falkirk","80","65","24690","21010"
"In post","2021","Undeclared","Scotland","Eastern Scotland","Perth and Kinross and Stirling","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland","Eastern Scotland","West Lothian","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","30","30","[c]","[c]"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Na h-Eileanan Siar","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","55","55","42700","30360"
"In post","2021","Undeclared","Scotland","Southern Scotland","Dumfries and Galloway","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","35","35","28740","27570"
"In post","2021","Undeclared","Scotland","Southern Scotland","Scottish Borders","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland","Southern Scotland","South Ayrshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland","Southern Scotland","South Lanarkshire","90","80","31860","28130"
"In post","2021","Undeclared","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","100","95","33150","27570"
"In post","2021","Undeclared","Scotland","West Central Scotland","Glasgow City","425","395","29220","26670"
"In post","2021","Undeclared","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Scotland","West Central Scotland","North Lanarkshire","85","75","25090","21440"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","170","165","34430","31880"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","175","165","33690","33670"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","130","120","33030","31420"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","250","235","32520","32040"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","Central Hampshire","385","375","36010","33520"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","Isle of Wight","220","195","29530","31650"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","North Hampshire","65","65","38170","32930"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","Portsmouth","260","245","32040","28130"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","South Hampshire","180","155","29030","27570"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","Southampton","75","65","32880","27570"
"In post","2021","Undeclared","South East (England)","Kent","East Kent","295","270","28950","27370"
"In post","2021","Undeclared","South East (England)","Kent","Kent Thames Gateway","230","215","30680","31650"
"In post","2021","Undeclared","South East (England)","Kent","Medway","145","135","30670","31650"
"In post","2021","Undeclared","South East (England)","Kent","Mid Kent","70","65","31520","31050"
"In post","2021","Undeclared","South East (England)","Kent","West Kent","35","35","38330","39200"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","Brighton and Hove","40","35","29280","23840"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","East Surrey","150","140","32780","33900"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","East Sussex CC","145","135","27900","27570"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","West Surrey","160","155","34500","31880"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","75","70","30100","28350"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","110","100","30370","28130"
"In post","2021","Undeclared","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","95","90","27270","26670"
"In post","2021","Undeclared","South West (England)","Devon","Devon CC","275","250","28260","27370"
"In post","2021","Undeclared","South West (England)","Devon","Plymouth","160","155","31330","29600"
"In post","2021","Undeclared","South West (England)","Devon","Torbay","10","10","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Dorset and Somerset","Bournemouth and Poole","40","35","26200","24800"
"In post","2021","Undeclared","South West (England)","Dorset and Somerset","Dorset CC","200","185","30690","29670"
"In post","2021","Undeclared","South West (England)","Dorset and Somerset","Somerset","165","155","32020","31230"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","850","820","39270","37810"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","330","300","35120","31590"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","85","75","30820","27570"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","25","25","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","580","560","38570","37320"
"In post","2021","Undeclared","Unknown","Unknown","Unknown","55","55","31670","27570"
"In post","2021","Undeclared","Wales","East Wales","Cardiff and Vale of Glamorgan","565","520","32510","29670"
"In post","2021","Undeclared","Wales","East Wales","Flintshire and Wrexham","250","240","28760","27570"
"In post","2021","Undeclared","Wales","East Wales","Monmouthshire and Newport","125","115","32220","29540"
"In post","2021","Undeclared","Wales","East Wales","Powys","35","35","29220","23830"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","25","25","[c]","[c]"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Central Valleys","60","60","34830","28850"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Conwy and Denbighshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Gwent Valleys","35","35","27980","27570"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Gwynedd","40","35","25190","23830"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Isle of Anglesey","20","20","[c]","[c]"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","South West Wales","65","60","28760","27370"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","Swansea","685","605","28270","25590"
"In post","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","20","20","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","75","70","26510","23490"
"In post","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","305","290","30820","31650"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","100","90","30090","29670"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","385","360","30130","27570"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","60","50","23780","21010"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","105","95","31420","27570"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Birmingham","620","580","31280","27570"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Coventry","75","75","33980","30090"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Dudley","50","45","25630","27570"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Sandwell","25","25","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Solihull","55","45","30110","27370"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Walsall","30","25","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","Wolverhampton","40","35","25010","22560"
"In post","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","215","200","30780","31650"
"In post","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","160","150","31100","31650"
"In post","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","35","35","25770","24880"
"In post","2021","Undeclared","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","125","120","28740","26680"
"In post","2021","Undeclared","Yorkshire and The Humber","North Yorkshire","York","200","195","34950","33300"
"In post","2021","Undeclared","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","255","235","29830","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","South Yorkshire","Sheffield","340","320","33730","30840"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","Bradford","135","120","25820","21440"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","50","45","28100","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","Leeds","555","515","32360","31650"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","Wakefield","205","185","30200","31650"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","75","70","26640","25680"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","90","85","24440","24440"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","1655","1580","29430","25560"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","35","30","27410","26050"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","55","55","27300","25210"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","415","380","25260","22350"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","250","240","28350","25300"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","40","40","24360","22920"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","120","115","23320","21310"
"In post","2021","Unknown","East Midlands (England)","Lincolnshire","Lincolnshire","205","200","27190","23150"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","Bedford","105","95","27630","26850"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","40","40","31260","30440"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","Hertfordshire","460","450","36870","33090"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","Luton","45","40","23840","22920"
"In post","2021","Unknown","East of England","East Anglia","Breckland and South Norfolk","35","35","26920","23970"
"In post","2021","Unknown","East of England","East Anglia","Cambridgeshire CC","375","355","35260","30760"
"In post","2021","Unknown","East of England","East Anglia","North and West Norfolk","60","60","26840","24810"
"In post","2021","Unknown","East of England","East Anglia","Norwich and East Norfolk","230","220","34680","28540"
"In post","2021","Unknown","East of England","East Anglia","Peterborough","140","135","28780","22350"
"In post","2021","Unknown","East of England","East Anglia","Suffolk","615","580","29410","26820"
"In post","2021","Unknown","East of England","Essex","Essex Haven Gateway","95","90","34740","30040"
"In post","2021","Unknown","East of England","Essex","Essex Thames Gateway","40","40","24370","24180"
"In post","2021","Unknown","East of England","Essex","Heart of Essex","150","145","29170","26470"
"In post","2021","Unknown","East of England","Essex","Southend-on-Sea","295","265","31800","31810"
"In post","2021","Unknown","East of England","Essex","Thurrock","40","40","22470","21430"
"In post","2021","Unknown","East of England","Essex","West Essex","50","50","33880","22430"
"In post","2021","Unknown","London","Inner London - East","Hackney and Newham","430","405","36440","34100"
"In post","2021","Unknown","London","Inner London - East","Haringey and Islington","250","250","27830","30220"
"In post","2021","Unknown","London","Inner London - East","Lambeth","1385","1340","44740","40170"
"In post","2021","Unknown","London","Inner London - East","Lewisham and Southwark","90","90","44110","31060"
"In post","2021","Unknown","London","Inner London - East","Tower Hamlets","1460","1415","46570","40600"
"In post","2021","Unknown","London","Inner London - West","Camden and City of London","830","800","39470","36160"
"In post","2021","Unknown","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","80","80","30150","31060"
"In post","2021","Unknown","London","Inner London - West","Wandsworth","165","165","29620","30220"
"In post","2021","Unknown","London","Inner London - West","Westminster","11760","11545","46300","40650"
"In post","2021","Unknown","London","Outer London - East and North East","Barking & Dagenham and Havering","30","30","27950","31060"
"In post","2021","Unknown","London","Outer London - East and North East","Bexley and Greenwich","230","225","30100","30150"
"In post","2021","Unknown","London","Outer London - East and North East","Enfield","20","20","[c]","[c]"
"In post","2021","Unknown","London","Outer London - East and North East","Redbridge and Waltham Forest","90","90","27330","30470"
"In post","2021","Unknown","London","Outer London - South","Bromley","30","30","28320","30470"
"In post","2021","Unknown","London","Outer London - South","Croydon","1240","1200","36840","32520"
"In post","2021","Unknown","London","Outer London - South","Merton, Kingston upon Thames and Sutton","120","115","32850","31060"
"In post","2021","Unknown","London","Outer London - West and North West","Barnet","395","375","48480","44900"
"In post","2021","Unknown","London","Outer London - West and North West","Brent","60","60","30850","31060"
"In post","2021","Unknown","London","Outer London - West and North West","Ealing","50","45","30550","31060"
"In post","2021","Unknown","London","Outer London - West and North West","Harrow and Hillingdon","220","215","28600","28650"
"In post","2021","Unknown","London","Outer London - West and North West","Hounslow and Richmond upon Thames","410","390","32770","30720"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","Northumberland","20","20","[c]","[c]"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","Sunderland","835","720","23950","21400"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","Tyneside","3260","2950","27320","24880"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","Darlington","115","110","35510","29360"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","Durham CC","735","705","23920","22350"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","90","85","25660","24920"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","South Teesside","50","50","25310","24880"
"In post","2021","Unknown","North West (England)","Cheshire","Cheshire East","60","60","25340","23970"
"In post","2021","Unknown","North West (England)","Cheshire","Cheshire West and Chester","15","15","[c]","[c]"
"In post","2021","Unknown","North West (England)","Cheshire","Warrington","900","885","33910","32770"
"In post","2021","Unknown","North West (England)","Cumbria","East Cumbria","55","55","32340","30600"
"In post","2021","Unknown","North West (England)","Cumbria","West Cumbria","55","55","32150","27780"
"In post","2021","Unknown","North West (England)","Greater Manchester","Greater Manchester North East","75","70","25190","27130"
"In post","2021","Unknown","North West (England)","Greater Manchester","Greater Manchester North West","80","75","23990","24440"
"In post","2021","Unknown","North West (England)","Greater Manchester","Greater Manchester South East","75","75","26940","26350"
"In post","2021","Unknown","North West (England)","Greater Manchester","Greater Manchester South West","1595","1510","28620","25560"
"In post","2021","Unknown","North West (England)","Greater Manchester","Manchester","1440","1385","32060","29250"
"In post","2021","Unknown","North West (England)","Lancashire","Blackburn with Darwen","25","25","[c]","[c]"
"In post","2021","Unknown","North West (England)","Lancashire","Blackpool","185","180","30840","27570"
"In post","2021","Unknown","North West (England)","Lancashire","Chorley and West Lancashire","190","185","28340","25790"
"In post","2021","Unknown","North West (England)","Lancashire","East Lancashire","25","20","[c]","[c]"
"In post","2021","Unknown","North West (England)","Lancashire","Lancaster and Wyre","115","105","24860","26510"
"In post","2021","Unknown","North West (England)","Lancashire","Mid Lancashire","830","745","25410","22350"
"In post","2021","Unknown","North West (England)","Merseyside","East Merseyside","65","65","28990","27570"
"In post","2021","Unknown","North West (England)","Merseyside","Liverpool","1410","1335","31610","25560"
"In post","2021","Unknown","North West (England)","Merseyside","Sefton","1190","1085","25490","21440"
"In post","2021","Unknown","North West (England)","Merseyside","Wirral","235","225","26360","22350"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","35","35","23700","20310"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Ards and North Down","55","50","23610","20310"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Belfast","780","735","26930","24880"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Causeway Coast and Glens","15","15","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Fermanagh and Omagh","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","60","55","28390","23390"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","Newry, Mourne and Down","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","Overseas","Overseas","795","795","52670","51870"
"In post","2021","Unknown","Scotland","Eastern Scotland","Angus and Dundee City","385","360","26710","22230"
"In post","2021","Unknown","Scotland","Eastern Scotland","City of Edinburgh","5025","4780","34950","30650"
"In post","2021","Unknown","Scotland","Eastern Scotland","Clackmannanshire and Fife","460","425","30220","29350"
"In post","2021","Unknown","Scotland","Eastern Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland","Eastern Scotland","Falkirk","550","500","30750","33650"
"In post","2021","Unknown","Scotland","Eastern Scotland","Perth and Kinross and Stirling","735","690","31280","30930"
"In post","2021","Unknown","Scotland","Eastern Scotland","West Lothian","100","95","36550","27620"
