"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","G6/G7","75","70","62280","57970"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","SEO/HEO","170","170","37120","35640"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","G6/G7","65","65","63180","60130"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","SEO/HEO","65","65","42770","42020"
"In post","2021","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","10","41080","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","SEO/HEO","25","25","38500","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","EO","15","10","31550","29500"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","G6/G7","60","55","57780","54400"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","SEO/HEO","100","95","41780","45250"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","G6/G7","45","45","54070","51060"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","SEO/HEO","65","65","38540","41990"
"In post","2021","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","G6/G7","10","10","51730","50630"
"In post","2021","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","SEO/HEO","15","15","38780","42220"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","SEO/HEO","10","10","35800","33350"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","G6/G7","10","10","52320","50890"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","SEO/HEO","20","20","32660","31440"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","10","55210","51970"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","EO","20","20","27210","26510"
"In post","2021","Analysis","Department for International Trade","Inner London - West","G6/G7","95","95","54030","51970"
"In post","2021","Analysis","Department for International Trade","Inner London - West","SCS level","10","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","SEO/HEO","100","100","33190","31800"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","EO","35","35","29370","29970"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","G6/G7","165","155","58130","54760"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","SCS level","15","15","81090","77960"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","SEO/HEO","165","160","36960","35060"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","G6/G7","160","155","58560","54700"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","SEO/HEO","30","25","36450","33100"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","G6/G7","55","55","53650","51420"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","SEO/HEO","20","20","32780","32790"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","West Wales and The Valleys","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","West Wales and The Valleys","EO","15","15","26560","26780"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","34470","32180"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","SEO/HEO","20","15","37070","35450"
"In post","2021","Analysis","Food Standards Agency","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","G6/G7","35","35","67000","65590"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","SEO/HEO","25","25","49990","48880"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","EO","10","10","28300","28230"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","G6/G7","100","90","88000","83030"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","SEO/HEO","50","45","41770","41530"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","SEO/HEO","10","10","37090","35910"
"In post","2021","Analysis","Health and Safety Executive","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","SEO/HEO","15","15","34750","31960"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","G6/G7","40","40","52820","52580"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","SEO/HEO","115","115","34230","31810"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","EO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","G6/G7","45","45","60290","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","SEO/HEO","60","60","38400","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
