"Status","Year","Disability","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","Heterosexual / straight","220","210","36790","34170"
"In post","2021","Declared non-disabled","Communications","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","Heterosexual / straight","95","90","38700","36520"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","Heterosexual / straight","60","60","41760","38180"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","Heterosexual / straight","45","45","54790","54110"
"In post","2021","Declared non-disabled","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","Heterosexual / straight","210","205","43960","40000"
"In post","2021","Declared non-disabled","Counter Fraud","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","Heterosexual / straight","45","45","36270","35600"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","Heterosexual / straight","65","60","27310","25310"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","120","115","38000","35860"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","Heterosexual / straight","235","225","37250","34820"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","East of England","Unknown","35","30","36080","31840"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","Heterosexual / straight","1665","1630","50490","45920"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","LGBO","100","100","52100","48220"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","Undeclared","175","170","49960","47370"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","Unknown","150","150","47130","43620"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","Heterosexual / straight","370","355","39870","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North East (England)","Unknown","35","35","39730","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","Heterosexual / straight","565","545","39570","36960"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","LGBO","35","35","42240","37910"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","Undeclared","50","50","40080","36740"
"In post","2021","Declared non-disabled","Digital, Data and Technology","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","Heterosexual / straight","235","235","40120","36780"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Scotland","Unknown","35","35","38810","35720"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","Heterosexual / straight","420","410","39640","36460"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","Undeclared","50","45","38950","35700"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","Heterosexual / straight","950","925","41250","39850"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","LGBO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","Undeclared","85","80","40650","39500"
"In post","2021","Declared non-disabled","Digital, Data and Technology","South West (England)","Unknown","375","365","37670","34920"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","Heterosexual / straight","1030","1005","40360","38000"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","LGBO","50","50","35030","32540"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","Undeclared","150","145","38160","36170"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Wales","Unknown","50","50","41660","37980"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","440","425","41090","38490"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","Undeclared","30","30","40970","37630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","Unknown","85","85","41940","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","495","475","40860","37450"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","45","40","39700","37410"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","Unknown","50","45","39410","37720"
"In post","2021","Declared non-disabled","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","London","Heterosexual / straight","945","930","49020","48120"
"In post","2021","Declared non-disabled","Economics","London","LGBO","80","80","46400","39570"
"In post","2021","Declared non-disabled","Economics","London","Undeclared","95","95","49630","54700"
"In post","2021","Declared non-disabled","Economics","London","Unknown","45","40","61630","58660"
"In post","2021","Declared non-disabled","Economics","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","Heterosexual / straight","75","70","47070","49100"
"In post","2021","Declared non-disabled","Economics","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","Heterosexual / straight","130","125","35610","31810"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","Heterosexual / straight","235","220","38500","36150"
"In post","2021","Declared non-disabled","Finance","East of England","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","East of England","Unknown","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","London","Heterosexual / straight","1490","1450","50330","46150"
"In post","2021","Declared non-disabled","Finance","London","LGBO","70","70","55190","55790"
"In post","2021","Declared non-disabled","Finance","London","Undeclared","140","140","49290","45200"
"In post","2021","Declared non-disabled","Finance","London","Unknown","105","100","47220","42240"
"In post","2021","Declared non-disabled","Finance","North East (England)","Heterosexual / straight","240","230","39320","37100"
"In post","2021","Declared non-disabled","Finance","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","Heterosexual / straight","370","355","40170","37450"
"In post","2021","Declared non-disabled","Finance","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","Heterosexual / straight","325","275","28180","22670"
"In post","2021","Declared non-disabled","Finance","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","Undeclared","40","35","24740","21440"
"In post","2021","Declared non-disabled","Finance","Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","South East (England)","Heterosexual / straight","565","540","36970","33300"
"In post","2021","Declared non-disabled","Finance","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","South East (England)","Undeclared","50","50","38730","33300"
"In post","2021","Declared non-disabled","Finance","South East (England)","Unknown","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","South West (England)","Heterosexual / straight","835","805","39690","34860"
"In post","2021","Declared non-disabled","Finance","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","South West (England)","Undeclared","75","70","43450","42040"
"In post","2021","Declared non-disabled","Finance","South West (England)","Unknown","50","45","38650","39590"
"In post","2021","Declared non-disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Wales","Heterosexual / straight","480","450","38280","35380"
"In post","2021","Declared non-disabled","Finance","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Wales","Undeclared","60","60","40130","37410"
"In post","2021","Declared non-disabled","Finance","Wales","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","Heterosexual / straight","295","285","40450","36970"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","Unknown","60","60","44630","40820"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","Heterosexual / straight","365","345","37280","32280"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","Undeclared","40","35","36360","35340"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","Unknown","70","60","28440","21440"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","Heterosexual / straight","210","200","39990","37170"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","Heterosexual / straight","110","105","34180","31180"
"In post","2021","Declared non-disabled","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","London","Heterosexual / straight","1420","1365","47700","43000"
"In post","2021","Declared non-disabled","Human Resources","London","LGBO","90","90","49710","44850"
"In post","2021","Declared non-disabled","Human Resources","London","Undeclared","85","80","41930","37640"
"In post","2021","Declared non-disabled","Human Resources","London","Unknown","40","40","48030","45360"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","Heterosexual / straight","75","70","37110","32460"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","Heterosexual / straight","560","530","34090","30830"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","LGBO","30","30","33500","30820"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","Undeclared","40","35","32720","26360"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","Unknown","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
