"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","30","25","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","35","35","25060","21010"
"In post","2021","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","140","130","30720","31060"
"In post","2021","Asian","Barnet","400","375","37740","32090"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","25","25","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","360","350","35790","33190"
"In post","2021","Asian","Bedford","80","70","27780","27570"
"In post","2021","Asian","Belfast","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire","300","275","30340","29290"
"In post","2021","Asian","Bexley and Greenwich","105","100","30500","31060"
"In post","2021","Asian","Birmingham","2435","2265","27080","25560"
"In post","2021","Asian","Blackburn with Darwen","130","115","25510","27570"
"In post","2021","Asian","Blackpool","85","85","29550","27570"
"In post","2021","Asian","Bournemouth and Poole","5","5","[c]","[c]"
"In post","2021","Asian","Bradford","685","610","25130","21440"
"In post","2021","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","140","125","29920","31060"
"In post","2021","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","15","15","[c]","[c]"
"In post","2021","Asian","Bristol, City of","160","150","33640","27620"
"In post","2021","Asian","Bromley","20","20","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","90","85","30820","27570"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","145","130","26460","27570"
"In post","2021","Asian","Cambridgeshire CC","80","80","35750","29510"
"In post","2021","Asian","Camden and City of London","575","545","33280","29570"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","235","220","29530","25560"
"In post","2021","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Central Hampshire","55","55","33840","29670"
"In post","2021","Asian","Central Valleys","5","5","[c]","[c]"
"In post","2021","Asian","Cheshire East","15","15","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","20","15","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","125","120","34410","30650"
"In post","2021","Asian","Clackmannanshire and Fife","10","10","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","425","400","33600","29730"
"In post","2021","Asian","Croydon","1610","1500","34290","29570"
"In post","2021","Asian","Darlington","15","15","[c]","[c]"
"In post","2021","Asian","Derby","105","95","25500","22570"
"In post","2021","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","35","30","34660","31610"
"In post","2021","Asian","Dorset CC","20","20","[c]","[c]"
"In post","2021","Asian","Dudley","90","85","24040","21010"
"In post","2021","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","55","45","25090","21430"
"In post","2021","Asian","Ealing","195","175","31380","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","5","5","[c]","[c]"
"In post","2021","Asian","East Derbyshire","5","5","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2021","Asian","East Kent","40","40","27430","26670"
"In post","2021","Asian","East Lancashire","70","60","24680","27570"
"In post","2021","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","10","10","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","East Surrey","40","35","30460","29290"
"In post","2021","Asian","East Sussex CC","15","15","[c]","[c]"
"In post","2021","Asian","Enfield","70","60","30170","31060"
"In post","2021","Asian","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","40","35","28140","28000"
"In post","2021","Asian","Falkirk","10","10","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2021","Asian","Glasgow City","200","185","28810","25390"
"In post","2021","Asian","Gloucestershire","30","30","26210","27130"
"In post","2021","Asian","Greater Manchester North East","115","105","27460","27570"
"In post","2021","Asian","Greater Manchester North West","80","70","24510","24700"
"In post","2021","Asian","Greater Manchester South East","85","75","24280","21130"
"In post","2021","Asian","Greater Manchester South West","460","435","28540","25560"
"In post","2021","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","695","620","31410","31060"
"In post","2021","Asian","Haringey and Islington","155","145","29000","31060"
"In post","2021","Asian","Harrow and Hillingdon","1240","1135","29850","29080"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","20","20","[c]","[c]"
"In post","2021","Asian","Heart of Essex","30","30","30610","29290"
"In post","2021","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hertfordshire","340","315","33550","30090"
"In post","2021","Asian","Hounslow and Richmond upon Thames","655","605","29820","29080"
"In post","2021","Asian","Inverclyde, East Renfrewshire and Renfrewshire","10","10","[c]","[c]"
"In post","2021","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kensington & Chelsea and Hammersmith & Fulham","110","105","33010","31060"
"In post","2021","Asian","Kent Thames Gateway","45","40","29500","29290"
"In post","2021","Asian","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Asian","Lambeth","385","360","41070","34950"
"In post","2021","Asian","Lancaster and Wyre","15","15","[c]","[c]"
"In post","2021","Asian","Leeds","935","875","29860","27570"
"In post","2021","Asian","Leicester","820","730","24850","21440"
"In post","2021","Asian","Leicestershire CC and Rutland","125","110","26330","24890"
"In post","2021","Asian","Lewisham and Southwark","150","145","31980","30890"
"In post","2021","Asian","Lincolnshire","20","20","[c]","[c]"
"In post","2021","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Liverpool","90","85","35400","25040"
"In post","2021","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Luton","115","105","25330","25260"
"In post","2021","Asian","Manchester","625","595","30570","27570"
"In post","2021","Asian","Medway","40","40","29570","29290"
"In post","2021","Asian","Merton, Kingston upon Thames and Sutton","75","70","30150","31060"
"In post","2021","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Kent","25","20","[c]","[c]"
"In post","2021","Asian","Mid Lancashire","650","580","23710","21010"
"In post","2021","Asian","Milton Keynes","125","115","29690","27290"
"In post","2021","Asian","Monmouthshire and Newport","85","80","33520","29890"
"In post","2021","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2021","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Hampshire","50","50","25970","24090"
"In post","2021","Asian","North Lanarkshire","15","10","[c]","[c]"
"In post","2021","Asian","North Northamptonshire","20","20","[c]","[c]"
"In post","2021","Asian","North Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Asian","North Yorkshire CC","30","25","[c]","[c]"
"In post","2021","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Asian","Nottingham","485","450","30720","27570"
"In post","2021","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","150","150","46340","41410"
"In post","2021","Asian","Oxfordshire","85","80","32960","27570"
"In post","2021","Asian","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","Asian","Peterborough","225","185","23580","21430"
"In post","2021","Asian","Plymouth","20","15","[c]","[c]"
"In post","2021","Asian","Portsmouth","60","55","28510","26930"
"In post","2021","Asian","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Redbridge and Waltham Forest","385","345","28870","30780"
"In post","2021","Asian","Sandwell","95","85","26350","27570"
"In post","2021","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sefton","55","50","33430","27570"
"In post","2021","Asian","Sheffield","385","360","28040","24890"
"In post","2021","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire CC","10","10","[c]","[c]"
"In post","2021","Asian","Solihull","265","245","26770","25310"
"In post","2021","Asian","Somerset","5","5","[c]","[c]"
"In post","2021","Asian","South and West Derbyshire","20","20","[c]","[c]"
"In post","2021","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Hampshire","75","65","28740","23780"
"In post","2021","Asian","South Lanarkshire","45","40","34550","28140"
"In post","2021","Asian","South Nottinghamshire","20","15","[c]","[c]"
"In post","2021","Asian","South Teesside","25","20","[c]","[c]"
"In post","2021","Asian","South West Wales","5","5","[c]","[c]"
"In post","2021","Asian","Southampton","60","50","34670","27570"
"In post","2021","Asian","Southend-on-Sea","40","35","35280","31810"
"In post","2021","Asian","Staffordshire CC","150","145","32080","27570"
"In post","2021","Asian","Stoke-on-Trent","45","40","24430","21560"
"In post","2021","Asian","Suffolk","45","45","27780","27570"
"In post","2021","Asian","Sunderland","35","30","24940","25560"
"In post","2021","Asian","Swansea","70","65","28870","21590"
"In post","2021","Asian","Swindon","15","15","[c]","[c]"
"In post","2021","Asian","Telford and Wrekin","95","90","35200","27570"
"In post","2021","Asian","Thurrock","15","15","[c]","[c]"
"In post","2021","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tower Hamlets","1135","1095","40940","35940"
"In post","2021","Asian","Tyneside","250","230","28730","25190"
"In post","2021","Asian","Unknown","170","150","29630","27570"
"In post","2021","Asian","Wakefield","35","30","30320","27570"
"In post","2021","Asian","Walsall","105","100","24580","21010"
"In post","2021","Asian","Wandsworth","90","80","30230","31060"
"In post","2021","Asian","Warrington","40","35","30140","27570"
"In post","2021","Asian","Warwickshire","135","120","25720","23840"
"In post","2021","Asian","West Cumbria","5","5","[c]","[c]"
"In post","2021","Asian","West Essex","65","60","37820","29290"
"In post","2021","Asian","West Kent","10","10","[c]","[c]"
"In post","2021","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Northamptonshire","65","60","26570","24440"
"In post","2021","Asian","West Surrey","150","140","30640","29290"
"In post","2021","Asian","West Sussex (North East)","85","75","28030","27390"
"In post","2021","Asian","West Sussex (South West)","10","10","[c]","[c]"
"In post","2021","Asian","Westminster","5220","5065","42570","38160"
"In post","2021","Asian","Wiltshire","120","115","36220","33000"
"In post","2021","Asian","Wirral","10","10","[c]","[c]"
"In post","2021","Asian","Wolverhampton","160","145","24590","23970"
"In post","2021","Asian","Worcestershire","55","50","27980","25790"
"In post","2021","Asian","York","45","40","34170","29380"
"In post","2021","Black","Aberdeen City and Aberdeenshire","15","10","[c]","[c]"
"In post","2021","Black","Angus and Dundee City","10","10","[c]","[c]"
"In post","2021","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Barking & Dagenham and Havering","100","95","31020","31060"
"In post","2021","Black","Barnet","210","200","34320","31060"
"In post","2021","Black","Barnsley, Doncaster and Rotherham","15","10","[c]","[c]"
"In post","2021","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","265","260","33950","33000"
"In post","2021","Black","Bedford","30","30","28150","27570"
"In post","2021","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire","85","85","32390","29290"
"In post","2021","Black","Bexley and Greenwich","265","255","31000","31060"
"In post","2021","Black","Birmingham","760","710","28440","26120"
"In post","2021","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Black","Blackpool","15","15","[c]","[c]"
"In post","2021","Black","Bournemouth and Poole","5","5","[c]","[c]"
"In post","2021","Black","Bradford","35","35","27340","27570"
"In post","2021","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brent","135","125","29690","31060"
"In post","2021","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brighton and Hove","5","5","[c]","[c]"
"In post","2021","Black","Bristol, City of","125","120","30580","27570"
"In post","2021","Black","Bromley","105","100","29760","31060"
"In post","2021","Black","Buckinghamshire CC","50","50","29180","27570"
"In post","2021","Black","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Black","Calderdale and Kirklees","20","20","[c]","[c]"
"In post","2021","Black","Cambridgeshire CC","50","45","38530","31530"
"In post","2021","Black","Camden and City of London","460","440","30330","28780"
"In post","2021","Black","Cardiff and Vale of Glamorgan","105","95","27870","25560"
"In post","2021","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Hampshire","45","45","32150","30140"
"In post","2021","Black","Central Valleys","5","5","[c]","[c]"
"In post","2021","Black","Cheshire East","5","5","[c]","[c]"
"In post","2021","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","City of Edinburgh","70","65","35030","31230"
"In post","2021","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","Coventry","75","75","33420","30200"
"In post","2021","Black","Croydon","1385","1325","33390","29630"
"In post","2021","Black","Darlington","10","10","[c]","[c]"
"In post","2021","Black","Derby","35","30","25630","27020"
"In post","2021","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon CC","15","10","[c]","[c]"
"In post","2021","Black","Dorset CC","5","5","[c]","[c]"
"In post","2021","Black","Dudley","35","35","26370","22920"
"In post","2021","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Durham CC","10","10","[c]","[c]"
"In post","2021","Black","Ealing","90","90","31230","31060"
"In post","2021","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Derbyshire","5","5","[c]","[c]"
"In post","2021","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Kent","40","40","32870","29290"
"In post","2021","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Merseyside","5","5","[c]","[c]"
"In post","2021","Black","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2021","Black","East Surrey","90","85","32120","33570"
"In post","2021","Black","East Sussex CC","25","25","[c]","[c]"
"In post","2021","Black","Enfield","100","95","30350","31060"
"In post","2021","Black","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2021","Black","Essex Thames Gateway","70","65","26680","24180"
"In post","2021","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2021","Black","Glasgow City","90","85","29140","27570"
"In post","2021","Black","Gloucestershire","20","15","[c]","[c]"
"In post","2021","Black","Greater Manchester North East","35","30","26130","27570"
"In post","2021","Black","Greater Manchester North West","15","15","[c]","[c]"
"In post","2021","Black","Greater Manchester South East","30","30","23480","21010"
"In post","2021","Black","Greater Manchester South West","165","160","27300","25560"
"In post","2021","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hackney and Newham","575","540","30180","31060"
"In post","2021","Black","Haringey and Islington","390","375","30650","31060"
"In post","2021","Black","Harrow and Hillingdon","270","250","30100","29170"
"In post","2021","Black","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Black","Heart of Essex","40","40","32190","29290"
"In post","2021","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hertfordshire","150","145","32870","29700"
"In post","2021","Black","Hounslow and Richmond upon Thames","175","170","31040","31060"
"In post","2021","Black","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kensington & Chelsea and Hammersmith & Fulham","210","200","31130","31060"
"In post","2021","Black","Kent Thames Gateway","60","60","30400","29290"
"In post","2021","Black","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Black","Lambeth","570","545","35810","31880"
"In post","2021","Black","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Black","Leeds","245","235","28890","27570"
"In post","2021","Black","Leicester","75","70","26330","22850"
"In post","2021","Black","Leicestershire CC and Rutland","35","30","29320","27380"
"In post","2021","Black","Lewisham and Southwark","410","400","30990","31060"
"In post","2021","Black","Lincolnshire","20","20","[c]","[c]"
"In post","2021","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Liverpool","70","65","28670","24890"
"In post","2021","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Black","Luton","45","45","27570","27570"
"In post","2021","Black","Manchester","270","255","30140","27570"
"In post","2021","Black","Medway","55","50","31470","29290"
"In post","2021","Black","Merton, Kingston upon Thames and Sutton","90","90","30780","31060"
"In post","2021","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Black","Mid Kent","25","20","[c]","[c]"
"In post","2021","Black","Mid Lancashire","30","25","[c]","[c]"
"In post","2021","Black","Milton Keynes","90","90","29200","27570"
"In post","2021","Black","Monmouthshire and Newport","45","45","32880","29540"
"In post","2021","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Hampshire","30","25","[c]","[c]"
"In post","2021","Black","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","15","15","[c]","[c]"
"In post","2021","Black","North Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","10","10","[c]","[c]"
"In post","2021","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Black","Nottingham","235","220","27240","25560"
"In post","2021","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","65","65","41950","37500"
"In post","2021","Black","Oxfordshire","50","50","30390","27570"
"In post","2021","Black","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","30","30","26140","21890"
"In post","2021","Black","Plymouth","10","10","[c]","[c]"
"In post","2021","Black","Portsmouth","25","25","[c]","[c]"
"In post","2021","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","180","170","30340","31060"
"In post","2021","Black","Sandwell","45","40","26940","27570"
"In post","2021","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","30","30","27770","27570"
"In post","2021","Black","Sheffield","135","125","27410","25000"
"In post","2021","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","40","40","27120","25560"
"In post","2021","Black","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","15","15","[c]","[c]"
"In post","2021","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","50","40","25950","23520"
"In post","2021","Black","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southampton","15","15","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","30","30","31410","29290"
"In post","2021","Black","Staffordshire CC","65","60","29250","27570"
"In post","2021","Black","Stoke-on-Trent","20","20","[c]","[c]"
"In post","2021","Black","Suffolk","25","25","[c]","[c]"
"In post","2021","Black","Sunderland","10","10","[c]","[c]"
"In post","2021","Black","Swansea","15","15","[c]","[c]"
"In post","2021","Black","Swindon","10","10","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","20","20","[c]","[c]"
"In post","2021","Black","Thurrock","30","30","29550","29290"
"In post","2021","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tower Hamlets","590","580","38000","34430"
"In post","2021","Black","Tyneside","100","95","27650","25560"
"In post","2021","Black","Unknown","55","55","30280","29870"
"In post","2021","Black","Wakefield","20","20","[c]","[c]"
"In post","2021","Black","Walsall","25","20","[c]","[c]"
"In post","2021","Black","Wandsworth","230","215","31250","31060"
"In post","2021","Black","Warrington","25","20","[c]","[c]"
"In post","2021","Black","Warwickshire","30","25","[c]","[c]"
"In post","2021","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Essex","50","50","30940","29290"
"In post","2021","Black","West Kent","5","5","[c]","[c]"
"In post","2021","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Northamptonshire","50","45","24820","22920"
"In post","2021","Black","West Surrey","40","40","32770","29290"
"In post","2021","Black","West Sussex (North East)","40","35","28360","27280"
"In post","2021","Black","West Sussex (South West)","15","10","[c]","[c]"
"In post","2021","Black","Westminster","3435","3370","38590","34710"
"In post","2021","Black","Wiltshire","70","70","34110","32960"
"In post","2021","Black","Wirral","5","5","[c]","[c]"
"In post","2021","Black","Wolverhampton","55","50","23190","21010"
"In post","2021","Black","Worcestershire","35","35","27810","26630"
"In post","2021","Black","York","25","25","[c]","[c]"
"In post","2021","Chinese","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnet","15","15","[c]","[c]"
"In post","2021","Chinese","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","[c]","[c]"
"In post","2021","Chinese","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire","10","10","[c]","[c]"
"In post","2021","Chinese","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2021","Chinese","Birmingham","25","25","[c]","[c]"
"In post","2021","Chinese","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bristol, City of","15","15","[c]","[c]"
"In post","2021","Chinese","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","25","25","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","35","35","29190","25560"
"In post","2021","Chinese","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","10","10","[c]","[c]"
"In post","2021","Chinese","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","City of Edinburgh","20","15","[c]","[c]"
"In post","2021","Chinese","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Coventry","5","5","[c]","[c]"
"In post","2021","Chinese","Croydon","60","60","40400","36160"
"In post","2021","Chinese","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon CC","5","5","[c]","[c]"
"In post","2021","Chinese","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Durham CC","5","5","[c]","[c]"
"In post","2021","Chinese","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Derbyshire","[c]","[c]","[c]","[c]"
