"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","G6/G7","Heterosexual / straight","40","[c]","60470","59310"
"Leaver CS","2021","50-59","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","AA/AO","Heterosexual / straight","380","[c]","20610","20100"
"Leaver CS","2021","50-59","No function","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","AA/AO","Undeclared","75","[c]","20860","20650"
"Leaver CS","2021","50-59","No function","AA/AO","Unknown","300","[c]","20530","20530"
"Leaver CS","2021","50-59","No function","EO","Heterosexual / straight","150","[c]","27470","26780"
"Leaver CS","2021","50-59","No function","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","EO","Unknown","95","[c]","30800","33650"
"Leaver CS","2021","50-59","No function","G6/G7","Heterosexual / straight","90","[c]","63290","60330"
"Leaver CS","2021","50-59","No function","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","G6/G7","Unknown","40","[c]","61920","57000"
"Leaver CS","2021","50-59","No function","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SEO/HEO","Heterosexual / straight","190","[c]","39130","38510"
"Leaver CS","2021","50-59","No function","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","SEO/HEO","Unknown","80","[c]","38700","37750"
"Leaver CS","2021","50-59","No function","Unknown","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SEO/HEO","Heterosexual / straight","65","[c]","37590","39920"
"Leaver CS","2021","50-59","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","AA/AO","Heterosexual / straight","55","[c]","29470","23130"
"Leaver CS","2021","50-59","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","Heterosexual / straight","380","[c]","21080","21010"
"Leaver CS","2021","50-59","Unknown","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","Undeclared","55","[c]","20970","21010"
"Leaver CS","2021","50-59","Unknown","AA/AO","Unknown","920","[c]","21010","21010"
"Leaver CS","2021","50-59","Unknown","EO","Heterosexual / straight","380","[c]","27910","27570"
"Leaver CS","2021","50-59","Unknown","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","EO","Undeclared","70","[c]","27570","27570"
"Leaver CS","2021","50-59","Unknown","EO","Unknown","655","[c]","28150","27570"
"Leaver CS","2021","50-59","Unknown","G6/G7","Heterosexual / straight","100","[c]","62120","60830"
"Leaver CS","2021","50-59","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","Unknown","230","[c]","62080","59260"
"Leaver CS","2021","50-59","Unknown","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","Heterosexual / straight","220","[c]","36680","35710"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","Undeclared","30","[c]","36130","34700"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","Unknown","585","[c]","36960","35930"
"Leaver CS","2021","50-59","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Unknown","100","[c]","39190","34160"
"Leaver CS","2021","60-64","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
