"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Government Legal Department","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Communications","G7","5","5","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Communications","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Communications","SEO","15","15","37470","36780"
"In post","2021","Communications","HM Courts and Tribunals Service","Communications","G7","5","5","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Communications","HEO","5","5","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","HEO","15","15","35680","37290"
"In post","2021","Communications","HM Land Registry","Communications","SEO","10","10","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","AO","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","EO","20","20","28700","28130"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","G6","20","20","66840","71290"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","G7","55","55","54000","52580"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","HEO","50","50","33850","33820"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","SCS level","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Communications","SEO","70","65","40090","38640"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA","15","15","20070","20070"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","AO","190","160","20810","20660"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","540","510","25890","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","G7","35","35","50890","52580"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","HEO","425","415","31640","31810"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO","140","135","37940","38630"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","AO","45","40","20820","21110"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","EO","1585","1535","25660","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","G6","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","G7","15","15","51510","52580"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","HEO","420","410","31620","31810"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Tax","SEO","70","70","37860","38630"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","EO","245","240","25750","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","G6","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","G7","20","20","55010","59160"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","HEO","125","125","31820","31810"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Unknown","SEO","30","30","38270","38630"
"In post","2021","Communications","HM Treasury (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","Communications","G7","10","10","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","Communications","HEO","15","15","39510","38000"
"In post","2021","Communications","HM Treasury (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Communications","SEO","5","5","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","EO","5","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","HEO","10","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","EO","10","10","27830","27510"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","G7","10","10","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","HEO","15","15","33590","33090"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","SEO","10","10","41250","41010"
"In post","2021","Communications","Met Office","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","G7","5","5","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","HEO","10","10","[c]","[c]"
"In post","2021","Communications","Met Office","Communications","SEO","10","10","39040","39650"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","AA","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","AO","90","85","21520","21130"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","EO","160","155","27690","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","G6","10","10","72680","72800"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","G7","30","30","59440","61550"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","HEO","140","140","35260","33300"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","SEO","90","90","43690","42200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","EO","15","15","28080","27850"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","G6","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","G7","20","20","53740","53130"
