"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Human Resources","SEO/HEO","HEO","160","155","32680","32120"
"In post","2021","Unknown","Human Resources","SEO/HEO","SEO","120","115","40210","39330"
"In post","2021","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","EO","70","70","27320","26670"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","G6","40","40","66390","66230"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","G7","80","80","53510","53360"
"In post","2021","Unknown","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","HEO","60","60","34600","34670"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","SEO","35","35","42960","43050"
"In post","2021","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","EO","30","30","[c]","[c]"
"In post","2021","Unknown","International Trade","G6/G7","G6","35","35","63200","62170"
"In post","2021","Unknown","International Trade","G6/G7","G7","130","125","52610","51970"
"In post","2021","Unknown","International Trade","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","SEO/HEO","HEO","120","120","32740","32120"
"In post","2021","Unknown","International Trade","SEO/HEO","SEO","95","95","38910","38540"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","EO","35","35","26540","26670"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","HEO","45","45","32150","32320"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","SEO","40","35","41100","41400"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","AA/AO","AO","60","50","21090","20140"
"In post","2021","Unknown","Legal","EO","EO","415","405","27150","25560"
"In post","2021","Unknown","Legal","G6/G7","G6","215","200","70370","68560"
"In post","2021","Unknown","Legal","G6/G7","G7","510","470","56250","55610"
"In post","2021","Unknown","Legal","SCS level","SCS level","50","45","88090","80570"
"In post","2021","Unknown","Legal","SEO/HEO","HEO","315","305","33030","32100"
"In post","2021","Unknown","Legal","SEO/HEO","SEO","170","160","40750","40650"
"In post","2021","Unknown","Medicine","AA/AO","AA","40","35","18760","18760"
"In post","2021","Unknown","Medicine","AA/AO","AO","45","40","22660","22640"
"In post","2021","Unknown","Medicine","EO","EO","40","40","30620","30620"
"In post","2021","Unknown","Medicine","G6/G7","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Medicine","G6/G7","G7","80","65","72450","77520"
"In post","2021","Unknown","Medicine","SCS level","SCS level","15","10","[c]","[c]"
"In post","2021","Unknown","Medicine","SEO/HEO","HEO","90","80","35980","37890"
"In post","2021","Unknown","Medicine","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","AA/AO","AA","2250","2010","19970","20070"
"In post","2021","Unknown","Operational Delivery","AA/AO","AO","13175","12205","22860","21440"
"In post","2021","Unknown","Operational Delivery","EO","EO","5925","5615","28050","26780"
"In post","2021","Unknown","Operational Delivery","G6/G7","G6","115","110","68450","66750"
"In post","2021","Unknown","Operational Delivery","G6/G7","G7","425","410","54660","53600"
"In post","2021","Unknown","Operational Delivery","SCS level","SCS level","45","45","100150","93240"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","HEO","2030","1925","33600","31810"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","SEO","805","780","42760","40860"
"In post","2021","Unknown","Operational Delivery","Unknown","Unknown","1090","975","27360","24800"
"In post","2021","Unknown","Operational Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","EO","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","SEO/HEO","HEO","30","30","34040","34540"
"In post","2021","Unknown","Operational Research","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Other","AA/AO","AA","240","225","20050","19560"
"In post","2021","Unknown","Other","AA/AO","AO","430","405","24130","22080"
"In post","2021","Unknown","Other","EO","EO","470","455","27110","27750"
"In post","2021","Unknown","Other","G6/G7","G6","75","70","66510","65610"
"In post","2021","Unknown","Other","G6/G7","G7","150","150","56150","55060"
"In post","2021","Unknown","Other","SCS level","SCS level","30","30","94710","87250"
"In post","2021","Unknown","Other","SEO/HEO","HEO","385","375","37400","36590"
"In post","2021","Unknown","Other","SEO/HEO","SEO","175","155","42070","41950"
"In post","2021","Unknown","Other","Unknown","Unknown","1860","1855","37640","34460"
"In post","2021","Unknown","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","G6/G7","G7","20","15","[c]","[c]"
"In post","2021","Unknown","Policy","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","AA/AO","AO","100","100","23260","23080"
"In post","2021","Unknown","Policy","EO","EO","425","415","27710","27680"
"In post","2021","Unknown","Policy","G6/G7","G6","445","430","65780","66230"
"In post","2021","Unknown","Policy","G6/G7","G7","1185","1160","54180","53380"
"In post","2021","Unknown","Policy","SCS level","SCS level","195","190","89440","79720"
"In post","2021","Unknown","Policy","SEO/HEO","HEO","1050","1035","33470","33120"
"In post","2021","Unknown","Policy","SEO/HEO","SEO","770","750","40570","40230"
"In post","2021","Unknown","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","AO","30","30","21590","20920"
"In post","2021","Unknown","Project Delivery","EO","EO","170","165","26600","26150"
"In post","2021","Unknown","Project Delivery","G6/G7","G6","90","85","67130","65440"
"In post","2021","Unknown","Project Delivery","G6/G7","G7","280","275","53060","53110"
"In post","2021","Unknown","Project Delivery","SCS level","SCS level","35","35","95980","88720"
"In post","2021","Unknown","Project Delivery","SEO/HEO","HEO","390","385","33320","33000"
"In post","2021","Unknown","Project Delivery","SEO/HEO","SEO","375","365","40070","39790"
"In post","2021","Unknown","Project Delivery","Unknown","Unknown","30","30","41690","41000"
"In post","2021","Unknown","Property","AA/AO","AA","105","95","18320","18760"
"In post","2021","Unknown","Property","AA/AO","AO","55","50","22140","21100"
"In post","2021","Unknown","Property","EO","EO","280","260","26790","26000"
"In post","2021","Unknown","Property","G6/G7","G6","40","40","66880","67370"
"In post","2021","Unknown","Property","G6/G7","G7","85","80","54660","54540"
"In post","2021","Unknown","Property","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","HEO","185","180","32600","32100"
"In post","2021","Unknown","Property","SEO/HEO","SEO","165","150","42740","42900"
"In post","2021","Unknown","Psychology","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","EO","EO","65","60","28350","27380"
"In post","2021","Unknown","Psychology","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","SEO/HEO","HEO","45","45","30220","30290"
"In post","2021","Unknown","Psychology","SEO/HEO","SEO","35","30","43920","45110"
"In post","2021","Unknown","Science and Engineering","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","AA/AO","AO","110","105","22170","21630"
"In post","2021","Unknown","Science and Engineering","EO","EO","200","195","24080","25760"
"In post","2021","Unknown","Science and Engineering","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","G6/G7","G7","135","130","54230","55850"
"In post","2021","Unknown","Science and Engineering","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","HEO","205","195","31640","31710"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","SEO","225","215","40850","40640"
"In post","2021","Unknown","Science and Engineering","Unknown","Unknown","75","70","32100","31250"
"In post","2021","Unknown","Security","AA/AO","AA","215","210","20110","19560"
"In post","2021","Unknown","Security","AA/AO","AO","500","495","31550","28890"
"In post","2021","Unknown","Security","EO","EO","100","95","29770","26670"
"In post","2021","Unknown","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Security","G6/G7","G7","40","35","53800","52580"
"In post","2021","Unknown","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","SEO/HEO","HEO","75","75","34080","33300"
"In post","2021","Unknown","Security","SEO/HEO","SEO","60","55","42680","42330"
"In post","2021","Unknown","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO/HEO","HEO","55","50","30950","29540"
"In post","2021","Unknown","Social Research","SEO/HEO","SEO","45","45","39190","37880"
"In post","2021","Unknown","Statistics","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","EO","35","35","27320","28770"
"In post","2021","Unknown","Statistics","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","G6/G7","G7","50","50","53300","53180"
"In post","2021","Unknown","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","HEO","85","80","32380","31870"
"In post","2021","Unknown","Statistics","SEO/HEO","SEO","60","60","39420","38630"
"In post","2021","Unknown","Tax","AA/AO","AO","2165","2065","20190","20140"
"In post","2021","Unknown","Tax","EO","EO","1260","1210","26090","25560"
"In post","2021","Unknown","Tax","G6/G7","G6","60","60","66780","64670"
"In post","2021","Unknown","Tax","G6/G7","G7","205","195","54150","52580"
"In post","2021","Unknown","Tax","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","HEO","1030","995","32930","31810"
"In post","2021","Unknown","Tax","SEO/HEO","SEO","200","190","39550","38630"
"In post","2021","Unknown","Unknown","AA/AO","AA","425","400","21390","21150"
"In post","2021","Unknown","Unknown","AA/AO","AO","3145","2820","21280","21010"
"In post","2021","Unknown","Unknown","EO","EO","4245","4025","27900","27570"
"In post","2021","Unknown","Unknown","G6/G7","G6","610","600","72980","71160"
"In post","2021","Unknown","Unknown","G6/G7","G7","1305","1275","55030","54700"
"In post","2021","Unknown","Unknown","SCS level","SCS level","610","605","89590","76460"
"In post","2021","Unknown","Unknown","SEO/HEO","HEO","3235","3190","31600","31810"
"In post","2021","Unknown","Unknown","SEO/HEO","SEO","865","840","41480","40600"
"In post","2021","Unknown","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SEO/HEO","SEO","35","35","39400","37240"
"In post","2021","White","Commercial","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","White","Commercial","AA/AO","AO","155","145","22280","21590"
"In post","2021","White","Commercial","EO","EO","510","485","25850","26400"
"In post","2021","White","Commercial","G6/G7","G6","245","240","70270","67660"
"In post","2021","White","Commercial","G6/G7","G7","560","545","54650","53620"
"In post","2021","White","Commercial","SCS level","SCS level","65","65","90410","83150"
"In post","2021","White","Commercial","SEO/HEO","HEO","985","945","32210","32810"
"In post","2021","White","Commercial","SEO/HEO","SEO","1300","1255","41860","40850"
"In post","2021","White","Commercial","Unknown","Unknown","170","170","38330","37400"
"In post","2021","White","Communications","AA/AO","AA","15","15","[c]","[c]"
"In post","2021","White","Communications","AA/AO","AO","165","160","22180","21590"
"In post","2021","White","Communications","EO","EO","400","380","27400","26780"
"In post","2021","White","Communications","G6/G7","G6","165","160","67930","68700"
"In post","2021","White","Communications","G6/G7","G7","490","470","54730","54400"
"In post","2021","White","Communications","SCS level","SCS level","80","75","88430","82250"
"In post","2021","White","Communications","SEO/HEO","HEO","700","675","34270","33300"
"In post","2021","White","Communications","SEO/HEO","SEO","695","675","41400","40840"
"In post","2021","White","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","White","Corporate Finance","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","White","Corporate Finance","EO","EO","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","G6/G7","G7","35","35","53060","53190"
"In post","2021","White","Corporate Finance","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Corporate Finance","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","White","Corporate Finance","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","White","Counter Fraud","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","White","Counter Fraud","AA/AO","AO","30","30","21550","21430"
"In post","2021","White","Counter Fraud","EO","EO","130","120","26170","25580"
"In post","2021","White","Counter Fraud","G6/G7","G6","30","30","69630","67750"
"In post","2021","White","Counter Fraud","G6/G7","G7","50","50","56460","57670"
"In post","2021","White","Counter Fraud","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Counter Fraud","SEO/HEO","HEO","200","195","34380","34010"
"In post","2021","White","Counter Fraud","SEO/HEO","SEO","135","130","42130","41280"
"In post","2021","White","Digital, Data and Technology","AA/AO","AA","35","35","20110","19730"
"In post","2021","White","Digital, Data and Technology","AA/AO","AO","265","255","22120","21590"
"In post","2021","White","Digital, Data and Technology","EO","EO","1425","1370","27470","26670"
"In post","2021","White","Digital, Data and Technology","G6/G7","G6","510","500","68120","66780"
"In post","2021","White","Digital, Data and Technology","G6/G7","G7","1825","1785","55330","53330"
"In post","2021","White","Digital, Data and Technology","SCS level","SCS level","175","170","91800","85000"
"In post","2021","White","Digital, Data and Technology","SEO/HEO","HEO","2190","2100","33680","33190"
"In post","2021","White","Digital, Data and Technology","SEO/HEO","SEO","2305","2245","41710","41030"
"In post","2021","White","Digital, Data and Technology","Unknown","Unknown","40","40","37750","38110"
"In post","2021","White","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","AA/AO","AO","40","40","23040","22980"
"In post","2021","White","Economics","EO","EO","60","60","27200","27680"
"In post","2021","White","Economics","G6/G7","G6","160","155","70270","69480"
"In post","2021","White","Economics","G6/G7","G7","435","420","56340","56130"
"In post","2021","White","Economics","SCS level","SCS level","80","75","88870","82270"
"In post","2021","White","Economics","SEO/HEO","HEO","435","430","33790","33880"
"In post","2021","White","Economics","SEO/HEO","SEO","85","80","41560","41950"
"In post","2021","White","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","AA/AO","AA","50","40","19600","20070"
"In post","2021","White","Finance","AA/AO","AO","785","660","21470","21440"
"In post","2021","White","Finance","EO","EO","1170","1100","26400","26670"
"In post","2021","White","Finance","G6/G7","G6","455","450","68050","67480"
"In post","2021","White","Finance","G6/G7","G7","1090","1060","55620","54860"
"In post","2021","White","Finance","SCS level","SCS level","235","230","91030","84000"
"In post","2021","White","Finance","SEO/HEO","HEO","1210","1160","33470","33270"
"In post","2021","White","Finance","SEO/HEO","SEO","1320","1270","41900","40660"
"In post","2021","White","Finance","Unknown","Unknown","115","110","41850","39860"
"In post","2021","White","Human Resources","AA/AO","AA","55","50","19760","19560"
"In post","2021","White","Human Resources","AA/AO","AO","905","820","21690","21130"
"In post","2021","White","Human Resources","EO","EO","995","930","26910","26670"
"In post","2021","White","Human Resources","G6/G7","G6","370","360","67110","66220"
"In post","2021","White","Human Resources","G6/G7","G7","975","935","55020","54540"
"In post","2021","White","Human Resources","SCS level","SCS level","170","165","90210","83660"
"In post","2021","White","Human Resources","SEO/HEO","HEO","1430","1355","32960","32790"
"In post","2021","White","Human Resources","SEO/HEO","SEO","1120","1070","42000","41030"
"In post","2021","White","Human Resources","Unknown","Unknown","35","30","44140","42800"
"In post","2021","White","Inspector of Education and Training","G6/G7","G6","135","130","80430","85550"
"In post","2021","White","Inspector of Education and Training","G6/G7","G7","340","335","73340","75500"
"In post","2021","White","Inspector of Education and Training","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","White","Inspector of Education and Training","SEO/HEO","SEO","290","280","51060","51360"
"In post","2021","White","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","AA/AO","AO","85","75","22520","21430"
"In post","2021","White","Intelligence Analysis","EO","EO","1220","1155","27640","27370"
"In post","2021","White","Intelligence Analysis","G6/G7","G6","50","45","68550","68300"
"In post","2021","White","Intelligence Analysis","G6/G7","G7","190","180","56450","56490"
"In post","2021","White","Intelligence Analysis","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","White","Intelligence Analysis","SEO/HEO","HEO","645","625","33970","33300"
"In post","2021","White","Intelligence Analysis","SEO/HEO","SEO","330","325","42360","42190"
"In post","2021","White","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","AA/AO","AO","15","10","[c]","[c]"
"In post","2021","White","Internal Audit","EO","EO","30","30","27620","26780"
"In post","2021","White","Internal Audit","G6/G7","G6","60","60","66500","64220"
"In post","2021","White","Internal Audit","G6/G7","G7","90","85","54130","54130"
"In post","2021","White","Internal Audit","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","SEO/HEO","HEO","130","125","34160","33360"
"In post","2021","White","Internal Audit","SEO/HEO","SEO","230","215","43750","42890"
"In post","2021","White","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","EO","EO","35","35","26490","26510"
"In post","2021","White","International Trade","G6/G7","G6","110","105","63060","62170"
"In post","2021","White","International Trade","G6/G7","G7","230","230","52760","51970"
"In post","2021","White","International Trade","SCS level","SCS level","65","65","85940","75570"
"In post","2021","White","International Trade","SEO/HEO","HEO","165","160","32260","32060"
"In post","2021","White","International Trade","SEO/HEO","SEO","155","150","39030","38540"
"In post","2021","White","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","AA/AO","AO","260","245","21930","21130"
"In post","2021","White","Knowledge and Information Management","EO","EO","370","350","26770","26670"
"In post","2021","White","Knowledge and Information Management","G6/G7","G6","80","75","68280","67370"
"In post","2021","White","Knowledge and Information Management","G6/G7","G7","225","210","54120","53560"
"In post","2021","White","Knowledge and Information Management","SCS level","SCS level","20","15","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","SEO/HEO","HEO","415","405","33430","33300"
"In post","2021","White","Knowledge and Information Management","SEO/HEO","SEO","365","350","41130","40580"
"In post","2021","White","Knowledge and Information Management","Unknown","Unknown","45","45","44700","41170"
"In post","2021","White","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","AA/AO","AO","200","180","21370","21440"
"In post","2021","White","Legal","EO","EO","1185","1135","27240","25560"
"In post","2021","White","Legal","G6/G7","G6","910","845","69850","68120"
"In post","2021","White","Legal","G6/G7","G7","3165","2905","56480","55610"
"In post","2021","White","Legal","SCS level","SCS level","290","280","88950","83230"
"In post","2021","White","Legal","SEO/HEO","HEO","1200","1145","34280","33310"
"In post","2021","White","Legal","SEO/HEO","SEO","1235","1120","43310","42380"
"In post","2021","White","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Medicine","AA/AO","AA","15","10","[c]","[c]"
"In post","2021","White","Medicine","AA/AO","AO","195","185","22690","22640"
"In post","2021","White","Medicine","EO","EO","260","235","30520","30620"
"In post","2021","White","Medicine","G6/G7","G6","130","115","79920","74730"
"In post","2021","White","Medicine","G6/G7","G7","315","275","72560","76200"
"In post","2021","White","Medicine","SCS level","SCS level","255","215","107350","101180"
"In post","2021","White","Medicine","SEO/HEO","HEO","365","335","36650","37890"
"In post","2021","White","Medicine","SEO/HEO","SEO","185","165","43170","44500"
"In post","2021","White","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Delivery","AA/AO","AA","8185","7080","19870","20600"
"In post","2021","White","Operational Delivery","AA/AO","AO","46255","41370","23600","21590"
"In post","2021","White","Operational Delivery","EO","EO","31395","28980","27640","26780"
"In post","2021","White","Operational Delivery","G6/G7","G6","1330","1300","69850","67370"
"In post","2021","White","Operational Delivery","G6/G7","G7","3785","3670","55090","53380"
"In post","2021","White","Operational Delivery","SCS level","SCS level","545","530","92470","85910"
"In post","2021","White","Operational Delivery","SEO/HEO","HEO","15100","14285","33660","32610"
"In post","2021","White","Operational Delivery","SEO/HEO","SEO","7975","7660","42930","40860"
"In post","2021","White","Operational Delivery","Unknown","Unknown","9020","8325","30120","30210"
"In post","2021","White","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","AA/AO","AO","20","15","[c]","[c]"
"In post","2021","White","Operational Research","EO","EO","35","35","27840","26670"
"In post","2021","White","Operational Research","G6/G7","G6","55","50","68370","68700"
"In post","2021","White","Operational Research","G6/G7","G7","365","345","52210","51700"
"In post","2021","White","Operational Research","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","White","Operational Research","SEO/HEO","HEO","200","200","32230","31860"
"In post","2021","White","Operational Research","SEO/HEO","SEO","220","210","40770","38630"
"In post","2021","White","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","AA/AO","AA","1725","1645","19290","19050"
"In post","2021","White","Other","AA/AO","AO","4605","4380","21630","21130"
"In post","2021","White","Other","EO","EO","3860","3670","26180","26670"
"In post","2021","White","Other","G6/G7","G6","520","500","73250","68940"
"In post","2021","White","Other","G6/G7","G7","930","905","55640","54540"
"In post","2021","White","Other","SCS level","SCS level","215","210","94470","86350"
"In post","2021","White","Other","SEO/HEO","HEO","2625","2530","32840","33300"
"In post","2021","White","Other","SEO/HEO","SEO","1385","1345","41000","40580"
"In post","2021","White","Other","Unknown","Unknown","180","175","44220","40700"
"In post","2021","White","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning","EO","EO","15","10","[c]","[c]"
"In post","2021","White","Planning","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","White","Planning","G6/G7","G7","40","40","55040","53870"
"In post","2021","White","Planning","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","White","Planning","SEO/HEO","HEO","35","30","35150","34860"
"In post","2021","White","Planning","SEO/HEO","SEO","50","45","41870","40720"
"In post","2021","White","Planning Inspectors","G6/G7","G6","185","155","64090","58810"
"In post","2021","White","Planning Inspectors","G6/G7","G7","115","105","49020","47660"
"In post","2021","White","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","White","Policy","AA/AO","AO","430","410","23390","23830"
"In post","2021","White","Policy","EO","EO","1505","1450","28230","28500"
"In post","2021","White","Policy","G6/G7","G6","2420","2340","66940","66090"
"In post","2021","White","Policy","G6/G7","G7","5550","5390","55290","54400"
"In post","2021","White","Policy","SCS level","SCS level","1440","1390","85730","77860"
"In post","2021","White","Policy","SEO/HEO","HEO","4500","4395","34190","33820"
"In post","2021","White","Policy","SEO/HEO","SEO","3525","3410","41460","40510"
"In post","2021","White","Policy","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","White","Project Delivery","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","White","Project Delivery","AA/AO","AO","230","215","21650","21190"
"In post","2021","White","Project Delivery","EO","EO","1410","1345","26340","26670"
"In post","2021","White","Project Delivery","G6/G7","G6","880","860","66810","65610"
"In post","2021","White","Project Delivery","G6/G7","G7","2440","2380","53250","53500"
"In post","2021","White","Project Delivery","SCS level","SCS level","365","355","91900","86160"
"In post","2021","White","Project Delivery","SEO/HEO","HEO","2910","2805","32720","33300"
"In post","2021","White","Project Delivery","SEO/HEO","SEO","3395","3275","40280","40580"
"In post","2021","White","Project Delivery","Unknown","Unknown","465","455","42990","40580"
"In post","2021","White","Property","AA/AO","AA","485","470","17950","17230"
"In post","2021","White","Property","AA/AO","AO","295","270","21990","21130"
"In post","2021","White","Property","EO","EO","985","925","26880","26670"
"In post","2021","White","Property","G6/G7","G6","255","250","66260","65180"
"In post","2021","White","Property","G6/G7","G7","630","610","54700","54540"
"In post","2021","White","Property","SCS level","SCS level","55","55","88900","81320"
"In post","2021","White","Property","SEO/HEO","HEO","1335","1285","33170","33300"
"In post","2021","White","Property","SEO/HEO","SEO","1075","1035","41820","41140"
"In post","2021","White","Property","Unknown","Unknown","40","40","27260","21960"
"In post","2021","White","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Psychology","AA/AO","AO","45","40","21360","21710"
"In post","2021","White","Psychology","EO","EO","330","320","26610","26330"
"In post","2021","White","Psychology","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","White","Psychology","G6/G7","G7","75","70","61510","62010"
"In post","2021","White","Psychology","SEO/HEO","HEO","345","335","30690","30450"
"In post","2021","White","Psychology","SEO/HEO","SEO","300","280","45540","45830"
"In post","2021","White","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
