"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AA/AO","AO","40","[c]","22250","21010"
"New entrant CS","2021","Other ethnicity","Unknown","EO","EO","120","[c]","29410","30170"
"New entrant CS","2021","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","AA/AO","AO","90","[c]","21600","21050"
"New entrant CS","2021","Undeclared","Operational Delivery","EO","EO","65","[c]","26350","25410"
"New entrant CS","2021","Undeclared","Operational Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","SEO/HEO","HEO","35","[c]","32400","31900"
"New entrant CS","2021","Undeclared","Operational Delivery","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
