"Status","Year","Disability","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","40","35","27090","24920"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","20","20","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","90","90","31650","28550"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","55","50","26270","21050"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","40","35","25560","22430"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","35","30","28190","25190"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","30","30","25940","25100"
"In post","2021","Declared disabled","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","East of England","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","London","495","480","48060","43890"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","60","55","28220","23850"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","30","30","42480","38890"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","60","55","34630","33300"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","25","25","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Charity Commission","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Wales","65","60","32210","25100"
"In post","2021","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","London","35","35","55940","54320"
"In post","2021","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","35","30","23110","22570"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","105","95","37590","33550"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","55","55","35350","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","East of England","45","40","42030","35630"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","London","175","160","46850","40800"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","North East (England)","45","40","35170","28430"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","North West (England)","110","100","39930","32680"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","South East (England)","60","55","45590","44320"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","South West (England)","35","30","40150","34480"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Wales","35","35","40740","42090"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","55","50","41270","42090"
"In post","2021","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","100","95","43100","38650"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Wales","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","East of England","35","30","36800","35630"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Scotland","35","35","28190","26550"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","South East (England)","50","45","28040","26050"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","South West (England)","890","855","36600","33890"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","175","170","38850","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","290","275","37440","37320"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","435","425","47670","41750"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","London","175","170","49060","41320"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","North East (England)","55","55","37290","36780"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","North West (England)","90","85","37370","33350"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","40","40","38090","36780"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","115","110","37740","36500"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","250","240","41990","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","40","40","41250","37190"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","40","35","37320","36210"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","100","95","40660","36780"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","70","65","37590","35900"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","London","170","170","44700","38540"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","London","170","170","47100","44250"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","865","755","25800","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","850","755","27990","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","1540","1420","33160","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","1535","1325","25890","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","2935","2580","26020","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","1375","1195","25050","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","1180","1035","27320","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","1030","880","25880","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","140","130","30200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","955","840","25750","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","1320","1150","25960","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","1495","1295","28000","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","80","80","49290","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","50","50","42130","38040"
"In post","2021","Declared disabled","Disclosure Scotland","Scottish Government","Scotland","30","30","26770","23170"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Wales","660","540","24060","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","90","85","31070","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","East of England","35","35","27790","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","London","50","50","31220","30780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","25","20","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","40","35","27870","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Scotland","20","20","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","65","60","29410","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","50","45","31310","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Wales","30","30","27710","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","25","20","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","North East (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","North West (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","West Midlands (England)","45","40","39270","36780"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","40","35","38130","36640"
"In post","2021","Declared disabled","Education Scotland","Scottish Government","Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","ESTYN","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","60","55","34870","30720"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Scottish Government","Scotland","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","405","395","45930","38940"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","160","160","49630","53000"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","120","110","36410","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","35","35","30100","25490"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","Scotland","40","40","28170","26530"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
