"Status","Year","Disability","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","East of England","260","235","41760","32930"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","London","1975","1825","45050","40070"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","North East (England)","95","80","44550","38590"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","North West (England)","365","335","36430","29470"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","South East (England)","280","245","42380","38200"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","South West (England)","810","750","36120","30000"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","West Midlands (England)","275","245","39970","29670"
"In post","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","Yorkshire and The Humber","285","260","41830","36330"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","40","40","41290","34850"
"In post","2021","Declared non-disabled","Registers of Scotland","Scottish Government","Scotland","545","530","33620","30080"
"In post","2021","Declared non-disabled","Revenue Scotland","Scottish Government","Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","70","65","25560","25150"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","50","50","27580","25190"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","275","255","27490","24920"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","765","685","24850","21050"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","180","170","30210","25930"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","235","215","27940","25610"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","140","125","25710","24920"
"In post","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","210","200","26940","25190"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Scotland","35","35","49030","46600"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","Scotland","115","110","30940","22820"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","Scottish Government","Scotland","170","160","35280","35330"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","Scotland","4360","4175","44370","39660"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","Scottish Government","Scotland","30","30","55420","61010"
"In post","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","Scotland","70","70","38740","33650"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","Scotland","135","120","31000","29190"
"In post","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","London","325","320","45910","40950"
"In post","2021","Declared non-disabled","Social Security Scotland","Scottish Government","Scotland","665","645","31670","27150"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","London","35","30","48230","45850"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","West Midlands (England)","50","45","40830","37100"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","Scotland","75","75","35220","31150"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","North West (England)","120","115","42770","41370"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Scotland","65","65","39370","41000"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","South West (England)","1070","1045","41500","39860"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Department for Education","West Midlands (England)","50","45","31910","27680"
"In post","2021","Declared non-disabled","The National Archives","The National Archives","London","340","325","35890","34260"
"In post","2021","Declared non-disabled","Transport Scotland","Scottish Government","Scotland","255","245","44870","40930"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","London","380","375","54030","49200"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","South West (England)","500","480","34790","33290"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Wales","1020","950","39580","39120"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","60","60","48460","40220"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","South West (England)","65","65","47850","49090"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","London","50","50","37580","32770"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","140","140","46980","39030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","South East (England)","1135","925","29700","23520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Wales","1315","1225","36940","36030"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","East Midlands (England)","105","95","35140","32100"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","East of England","110","105","34040","29860"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","London","440","415","40820","36400"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","North East (England)","245","225","31150","26340"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","North West (England)","225","210","36300","32110"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","Scotland","35","30","42090","42900"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","South East (England)","155","145","35950","32480"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","South West (England)","320","295","30100","25860"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","Wales","180","170","36710","33250"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","West Midlands (England)","165","150","35190","32110"
"In post","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","Yorkshire and The Humber","310","275","32470","27530"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","East Midlands (England)","55","55","37630","34470"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","South West (England)","105","100","34520","34290"
"In post","2021","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","South East (England)","140","135","42880","38790"
"In post","2021","Declared non-disabled","Wales Office","Wales Office","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales Office","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","London","45","45","72940","70000"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands (England)","125","120","51280","49160"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","Wales","4910","4640","41250","37410"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","South East (England)","65","60","33280","28640"
"In post","2021","Undeclared","Accountant in Bankruptcy","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","10","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","15","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","30","30","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","25","20","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","10","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","15","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","London","190","185","50830","54700"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","30","25","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","5","5","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","30","30","32770","33300"
"In post","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","10","5","[c]","[c]"
"In post","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Wales","65","60","30200","25460"
"In post","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","70","65","23640","22570"
"In post","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","East of England","5","5","[c]","[c]"
"In post","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","North West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","75","70","41450","34150"
"In post","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","Wales","145","135","28960","28750"
"In post","2021","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","40","40","25750","25950"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","East of England","15","15","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","North West (England)","15","15","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Scotland","30","30","30640","28660"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","South East (England)","45","45","33020","30130"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","South West (England)","530","515","40400","39810"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","185","180","42990","46080"
"In post","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","220","220","41840","41110"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","255","255","51020","53380"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","70","70","46430","51440"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","London","90","90","52920","53420"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","North East (England)","35","35","40610","37100"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","North West (England)","35","35","42080","37100"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","South West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","70","65","41250","36960"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","75","75","44130","39800"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","25","20","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","40","40","41060","36970"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","London","65","65","47060","47870"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","London","655","640","43080","36880"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","South East (England)","40","35","45090","36850"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Wales","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","230","210","25510","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","175","165","28560","29290"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","420","400","33300","31060"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","410","380","27490","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","820","770","26570","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","385","355","24860","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","305","285","26950","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","265","235","25610","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","30","25","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","235","220","25660","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","340","310","25860","27570"
"In post","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","410","380","29280","27570"
"In post","2021","Undeclared","Disclosure Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Wales","465","415","27160","21590"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","35","35","34600","32250"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","East of England","30","25","28470","26780"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","London","20","20","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","25","25","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","30","25","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","20","20","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","25","25","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Wales","30","30","29550","26780"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","20","15","[c]","[c]"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","North East (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scottish Government","Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","ESTYN","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","30","30","40380","38760"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","East of England","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","London","180","175","42910","40350"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","Northern Ireland","35","35","34750","37350"
